sample_index,signal_normalization,conditioning_mode,encoder_type,point_signal_mode,mask_head_mode,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
0,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,12.03783130645752,0.4261380732059479
1,per_sample_zscore,concat,mlp,none,direct,1.0,7,7,6.688623905181885,0.2814694344997406
2,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,11.389959335327148,0.31856203079223633
3,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,0.25872746109962463,0.037674032151699066
4,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,2.557466745376587,0.15705762803554535
5,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,7.3342719078063965,0.2737026810646057
6,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,1.5687626728322357e-05,0.0004146051360294223
7,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,29941.5390625,30.063095092773438
8,per_sample_zscore,concat,mlp,none,direct,1.0,5,5,24950.025390625,24.975727081298828
9,per_sample_zscore,concat,mlp,none,direct,1.0,12,12,4990.35791015625,5.274504661560059
10,per_sample_zscore,concat,mlp,none,direct,1.0,10,10,8.863651275634766,0.407617449760437
11,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,0.03630901128053665,0.021032089367508888
12,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,1.368829607963562,0.08422085642814636
13,per_sample_zscore,concat,mlp,none,direct,1.0,9,9,0.6312590837478638,0.07641806453466415
14,per_sample_zscore,concat,mlp,none,direct,1.0,8,8,4.898235321044922,0.30635955929756165
15,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,0.011543410830199718,0.013495847582817078
16,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,1.1651840209960938,0.09345752745866776
17,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,0.015306162647902966,0.009268384426832199
18,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,3.3919470297405496e-05,0.0006093675037845969
19,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,0.08560957759618759,0.021101832389831543
20,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,3.695509672164917,0.1567533314228058
21,per_sample_zscore,concat,mlp,none,direct,0.875,7,8,4991.73974609375,5.136534214019775
22,per_sample_zscore,concat,mlp,none,direct,1.0,11,11,1.7989014387130737,0.1515289694070816
23,per_sample_zscore,concat,mlp,none,direct,1.0,12,12,1.4608837366104126,0.1636020392179489
24,per_sample_zscore,concat,mlp,none,direct,1.0,8,8,6.313965797424316,0.1855340152978897
25,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,1.9031600952148438,0.10257786512374878
26,per_sample_zscore,concat,mlp,none,direct,1.0,9,9,1.0741702318191528,0.1365726888179779
27,per_sample_zscore,concat,mlp,none,direct,1.0,7,7,1.911223292350769,0.12230294942855835
28,per_sample_zscore,concat,mlp,none,direct,1.0,13,13,0.10682898014783859,0.0521039180457592
29,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,4989.97265625,5.002453327178955
30,per_sample_zscore,concat,mlp,none,direct,1.0,5,5,3.159764289855957,0.13495376706123352
31,per_sample_zscore,concat,mlp,none,direct,1.0,9,9,1.7414357662200928,0.1023845449090004
32,per_sample_zscore,concat,mlp,none,direct,1.0,11,11,0.06869125366210938,0.028157319873571396
33,per_sample_zscore,concat,mlp,none,direct,1.0,7,7,5015.68603515625,5.847148895263672
34,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,3.092505693435669,0.12516947090625763
35,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,1.3250977993011475,0.1461695283651352
36,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,2.109950304031372,0.12028966844081879
37,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,0.060424208641052246,0.028863398358225822
38,per_sample_zscore,concat,mlp,none,direct,1.0,5,5,0.9197856187820435,0.0952976867556572
39,per_sample_zscore,concat,mlp,none,direct,1.0,7,7,104.45966339111328,1.91014564037323
40,per_sample_zscore,concat,mlp,none,direct,1.0,9,9,0.020553039386868477,0.01686134748160839
41,per_sample_zscore,concat,mlp,none,direct,1.0,16,16,7.648396015167236,0.3228190541267395
42,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,14973.8486328125,15.247812271118164
43,per_sample_zscore,concat,mlp,none,direct,1.0,9,9,4993.50537109375,5.150471210479736
44,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,6.4218034744262695,0.2510792911052704
45,per_sample_zscore,concat,mlp,none,direct,1.0,5,5,1.2814804315567017,0.11373630166053772
46,per_sample_zscore,concat,mlp,none,direct,1.0,5,5,8.231083869934082,0.29591208696365356
47,per_sample_zscore,concat,mlp,none,direct,1.0,7,7,34930.859375,35.03809356689453
48,per_sample_zscore,concat,mlp,none,direct,1.0,7,7,1.1328102350234985,0.10892834514379501
49,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,0.007263026665896177,0.010520994663238525
50,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,14970.0146484375,14.985108375549316
51,per_sample_zscore,concat,mlp,none,direct,1.0,8,8,4.522358417510986,0.22875052690505981
52,per_sample_zscore,concat,mlp,none,direct,1.0,11,11,19973.1796875,20.424184799194336
53,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,0.4835446774959564,0.06590166687965393
54,per_sample_zscore,concat,mlp,none,direct,1.0,5,5,0.39021036028862,0.045477110892534256
55,per_sample_zscore,concat,mlp,none,direct,1.0,10,10,2.3822264671325684,0.1581193506717682
56,per_sample_zscore,concat,mlp,none,direct,0.9166666666666666,12,11,29949.33984375,30.270004272460938
57,per_sample_zscore,concat,mlp,none,direct,1.0,14,14,7.4817986488342285,0.293840616941452
58,per_sample_zscore,concat,mlp,none,direct,1.0,11,11,0.049857910722494125,0.029622938483953476
59,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,0.006800216156989336,0.00813380442559719
60,per_sample_zscore,concat,mlp,none,direct,1.0,12,12,8.151923179626465,0.2947070598602295
61,per_sample_zscore,concat,mlp,none,direct,1.0,5,5,27.446006774902344,0.5839710235595703
62,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,21.140071868896484,0.4954504370689392
63,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,0.1974712759256363,0.03375468775629997
64,per_sample_zscore,concat,mlp,none,direct,1.0,9,9,0.42722946405410767,0.07529621571302414
65,per_sample_zscore,concat,mlp,none,direct,1.0,5,5,24950.025390625,24.976274490356445
66,per_sample_zscore,concat,mlp,none,direct,1.0,8,8,14970.142578125,15.023355484008789
67,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,9980.0126953125,9.99543285369873
68,per_sample_zscore,concat,mlp,none,direct,1.0,15,15,15030.814453125,15.931877136230469
69,per_sample_zscore,concat,mlp,none,direct,1.0,16,16,8.510693550109863,0.24627619981765747
70,per_sample_zscore,concat,mlp,none,direct,1.0,8,8,1.2650314569473267,0.14527864754199982
71,per_sample_zscore,concat,mlp,none,direct,1.0,9,9,6.814976692199707,0.21438400447368622
72,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,0.0014007410500198603,0.0027373842895030975
73,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,0.008885621093213558,0.010788490995764732
74,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,14970.0146484375,14.985004425048828
75,per_sample_zscore,concat,mlp,none,direct,1.0,8,8,0.15101563930511475,0.029136832803487778
76,per_sample_zscore,concat,mlp,none,direct,1.0,9,9,4.018647193908691,0.2509879171848297
77,per_sample_zscore,concat,mlp,none,direct,1.0,10,10,2.893833637237549,0.180793896317482
78,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,2.0963151454925537,0.14035920798778534
79,per_sample_zscore,concat,mlp,none,direct,1.0,13,13,5.3780364990234375,0.23115193843841553
80,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,0.463580459356308,0.05210580304265022
81,per_sample_zscore,concat,mlp,none,direct,1.0,17,17,84.31166076660156,1.6107220649719238
82,per_sample_zscore,concat,mlp,none,direct,1.0,9,9,0.3591292202472687,0.07367584854364395
83,per_sample_zscore,concat,mlp,none,direct,1.0,9,9,1.0649669170379639,0.11880998313426971
84,per_sample_zscore,concat,mlp,none,direct,1.0,10,10,1.171125054359436,0.10696298629045486
85,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,0.0007026688545010984,0.0032966320868581533
86,per_sample_zscore,concat,mlp,none,direct,1.0,17,17,7.087950229644775,0.38967666029930115
87,per_sample_zscore,concat,mlp,none,direct,1.0,15,15,5.918549537658691,0.3489137589931488
88,per_sample_zscore,concat,mlp,none,direct,1.0,8,8,0.02470964379608631,0.022895365953445435
89,per_sample_zscore,concat,mlp,none,direct,1.0,5,5,0.1553020477294922,0.0370095893740654
90,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,5.104564666748047,0.29126787185668945
91,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,0.06650935858488083,0.029812509194016457
92,per_sample_zscore,concat,mlp,none,direct,1.0,8,8,7.462090969085693,0.4797852635383606
93,per_sample_zscore,concat,mlp,none,direct,1.0,10,10,69.51451873779297,1.609822392463684
94,per_sample_zscore,concat,mlp,none,direct,1.0,9,9,0.01569872908294201,0.017616556957364082
95,per_sample_zscore,concat,mlp,none,direct,1.0,8,8,1.7418776750564575,0.10990617424249649
96,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,0.4062717854976654,0.06358327716588974
97,per_sample_zscore,concat,mlp,none,direct,0.8,4,5,5068.26611328125,6.192075252532959
98,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,0.6782850623130798,0.08317331224679947
99,per_sample_zscore,concat,mlp,none,direct,1.0,10,10,10.767730712890625,0.3325115144252777
100,per_sample_zscore,concat,mlp,none,direct,1.0,13,13,11.330381393432617,0.38155609369277954
101,per_sample_zscore,concat,mlp,none,direct,1.0,17,17,4992.10595703125,5.242801189422607
102,per_sample_zscore,concat,mlp,none,direct,1.0,14,14,0.6693671941757202,0.09527955204248428
103,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,4.40191650390625,0.23001956939697266
104,per_sample_zscore,concat,mlp,none,direct,1.0,8,8,4998.7919921875,5.429893493652344
105,per_sample_zscore,concat,mlp,none,direct,1.0,13,13,5017.7099609375,5.798531532287598
106,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,1.528229832649231,0.11850691586732864
107,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,5037.26416015625,6.0656962394714355
108,per_sample_zscore,concat,mlp,none,direct,1.0,8,8,1.03665292263031,0.11639527976512909
109,per_sample_zscore,concat,mlp,none,direct,1.0,8,8,8.018036842346191,0.33008766174316406
110,per_sample_zscore,concat,mlp,none,direct,1.0,5,5,0.4864707887172699,0.07574016600847244
111,per_sample_zscore,concat,mlp,none,direct,1.0,13,13,5000.92333984375,5.29567813873291
112,per_sample_zscore,concat,mlp,none,direct,1.0,7,7,10054.6953125,11.220874786376953
113,per_sample_zscore,concat,mlp,none,direct,1.0,9,9,4995.09228515625,5.244579792022705
114,per_sample_zscore,concat,mlp,none,direct,1.0,9,9,0.292532742023468,0.0617758072912693
115,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,0.14421217143535614,0.055439624935388565
116,per_sample_zscore,concat,mlp,none,direct,1.0,8,8,3.626086711883545,0.15343031287193298
117,per_sample_zscore,concat,mlp,none,direct,1.0,2,2,9980.0146484375,9.99543285369873
118,per_sample_zscore,concat,mlp,none,direct,1.0,7,7,9992.630859375,10.264103889465332
119,per_sample_zscore,concat,mlp,none,direct,1.0,11,11,1.884883999824524,0.2139284312725067
120,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,0.6482827067375183,0.06662922352552414
121,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,14970.0146484375,14.98528003692627
122,per_sample_zscore,concat,mlp,none,direct,1.0,9,9,1.9476858377456665,0.18347428739070892
123,per_sample_zscore,concat,mlp,none,direct,1.0,9,9,0.6269136071205139,0.05979857221245766
124,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,0.16341933608055115,0.028607822954654694
125,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,2.453932762145996,0.14190465211868286
126,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,2.5737626552581787,0.2034844309091568
127,per_sample_zscore,concat,mlp,none,direct,1.0,12,12,1.792275309562683,0.14520668983459473
128,per_sample_zscore,concat,mlp,none,direct,0.8888888888888888,8,9,7.892035484313965,0.3543257415294647
129,per_sample_zscore,concat,mlp,none,direct,1.0,5,5,0.00023579956905450672,0.0013712960062548518
130,per_sample_zscore,concat,mlp,none,direct,1.0,5,5,0.908913254737854,0.09932564198970795
131,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,1.8929684162139893,0.10327920317649841
132,per_sample_zscore,concat,mlp,none,direct,1.0,12,12,11.25328540802002,0.5112143158912659
133,per_sample_zscore,concat,mlp,none,direct,1.0,11,11,0.4402645528316498,0.0961255207657814
134,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,0.01749863661825657,0.016444414854049683
135,per_sample_zscore,concat,mlp,none,direct,1.0,5,5,10059.77734375,11.288493156433105
136,per_sample_zscore,concat,mlp,none,direct,1.0,5,5,13.776716232299805,0.4562034010887146
137,per_sample_zscore,concat,mlp,none,direct,1.0,9,9,10.969243049621582,0.3418346047401428
138,per_sample_zscore,concat,mlp,none,direct,1.0,5,5,47.04512405395508,0.9204516410827637
139,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,5.7122673988342285,0.16972044110298157
140,per_sample_zscore,concat,mlp,none,direct,1.0,11,11,12.91543197631836,0.48523157835006714
141,per_sample_zscore,concat,mlp,none,direct,1.0,18,18,23.69455337524414,0.829279899597168
142,per_sample_zscore,concat,mlp,none,direct,1.0,13,13,14.658270835876465,0.5699041485786438
143,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,0.8624887466430664,0.07535061985254288
144,per_sample_zscore,concat,mlp,none,direct,1.0,12,12,0.23722849786281586,0.07487881183624268
145,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,0.08023334294557571,0.022165516391396523
146,per_sample_zscore,concat,mlp,none,direct,1.0,14,14,19963.169921875,20.11989974975586
147,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,29940.71484375,30.04957389831543
148,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,0.5265251994132996,0.08359520137310028
149,per_sample_zscore,concat,mlp,none,direct,1.0,15,15,4995.96484375,5.437524795532227
150,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,7.717471599578857,0.41040533781051636
151,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,29940.03125,29.974010467529297
152,per_sample_zscore,concat,mlp,none,direct,1.0,10,10,4992.947265625,5.196695327758789
153,per_sample_zscore,concat,mlp,none,direct,1.0,10,10,1.04483163356781,0.10461702942848206
154,per_sample_zscore,concat,mlp,none,direct,1.0,15,15,17.66445541381836,0.6402028799057007
155,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,9.451197624206543,0.4591008722782135
156,per_sample_zscore,concat,mlp,none,direct,1.0,11,11,1.1822117567062378,0.1413779854774475
157,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,0.002222916344180703,0.006813534535467625
158,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,0.5289595723152161,0.06554390490055084
159,per_sample_zscore,concat,mlp,none,direct,1.0,8,8,12.469120979309082,0.42390093207359314
160,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,3.042494773864746,0.12704375386238098
161,per_sample_zscore,concat,mlp,none,direct,1.0,2,2,0.6096321940422058,0.05886418744921684
162,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,0.004647703375667334,0.007022153586149216
163,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,9981.80859375,10.136704444885254
164,per_sample_zscore,concat,mlp,none,direct,0.8,4,5,10013.076171875,10.434693336486816
165,per_sample_zscore,concat,mlp,none,direct,1.0,7,7,34930.9375,35.03390121459961
166,per_sample_zscore,concat,mlp,none,direct,1.0,7,7,9.422155380249023,0.34948599338531494
167,per_sample_zscore,concat,mlp,none,direct,1.0,17,17,4.345481872558594,0.24321883916854858
168,per_sample_zscore,concat,mlp,none,direct,1.0,11,11,1.4006072282791138,0.14558883011341095
169,per_sample_zscore,concat,mlp,none,direct,1.0,8,8,0.17865343391895294,0.03256138786673546
170,per_sample_zscore,concat,mlp,none,direct,1.0,12,12,0.5246755480766296,0.08219508826732635
171,per_sample_zscore,concat,mlp,none,direct,1.0,5,5,24950.02734375,24.978490829467773
172,per_sample_zscore,concat,mlp,none,direct,0.875,8,7,9976.5517578125,10.319296836853027
173,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,19.68657875061035,0.7117899656295776
174,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,7.275065898895264,0.32356035709381104
175,per_sample_zscore,concat,mlp,none,direct,0.9090909090909091,10,11,5000.8984375,5.523016452789307
176,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,0.5135897397994995,0.08788743615150452
177,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,8.320277993334457e-05,0.0010335731785744429
178,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,4993.4951171875,5.2190775871276855
179,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,9.73740005493164,0.31736043095588684
180,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,0.002054044511169195,0.00804576650261879
181,per_sample_zscore,concat,mlp,none,direct,1.0,12,12,1.1699085235595703,0.1430291086435318
182,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,4991.48486328125,5.142889976501465
183,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,14970.0595703125,15.002150535583496
184,per_sample_zscore,concat,mlp,none,direct,1.0,13,13,6.470207214355469,0.3108420670032501
185,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,29940.029296875,29.970043182373047
186,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,0.01923193968832493,0.013994753360748291
187,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,8.204344749450684,0.46117618680000305
188,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,18.879301071166992,0.6907529234886169
189,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,80.5340576171875,1.02572500705719
190,per_sample_zscore,concat,mlp,none,direct,0.8,5,4,4991.85693359375,5.135422229766846
191,per_sample_zscore,concat,mlp,none,direct,1.0,5,5,0.000962856865953654,0.0047342414036393166
192,per_sample_zscore,concat,mlp,none,direct,1.0,7,7,9983.9443359375,10.218557357788086
193,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,7.105599880218506,0.20730648934841156
194,per_sample_zscore,concat,mlp,none,direct,1.0,7,7,0.20429740846157074,0.04867763817310333
195,per_sample_zscore,concat,mlp,none,direct,1.0,14,14,2.7392473220825195,0.21601085364818573
196,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,19960.025390625,19.986785888671875
197,per_sample_zscore,concat,mlp,none,direct,1.0,10,10,5036.69970703125,5.973323345184326
198,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,5036.1025390625,5.939120769500732
199,per_sample_zscore,concat,mlp,none,direct,1.0,9,9,1.5450276136398315,0.1508941352367401
200,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,0.00021926297631580383,0.0020260517485439777
201,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,0.00012835708912461996,0.0010070418938994408
202,per_sample_zscore,concat,mlp,none,direct,1.0,2,2,3.0561676025390625,0.15414699912071228
203,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,0.30091196298599243,0.05454963445663452
204,per_sample_zscore,concat,mlp,none,direct,1.0,15,15,30.45064926147461,0.867173433303833
205,per_sample_zscore,concat,mlp,none,direct,1.0,10,10,8.92977237701416,0.29131779074668884
206,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,8.589552879333496,0.37710806727409363
207,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,21.659555435180664,0.6816467046737671
208,per_sample_zscore,concat,mlp,none,direct,1.0,7,7,14969.9931640625,14.988059043884277
209,per_sample_zscore,concat,mlp,none,direct,1.0,7,7,4981.96435546875,5.225718975067139
210,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,0.7944930195808411,0.11866603791713715
211,per_sample_zscore,concat,mlp,none,direct,1.0,9,9,2.158812999725342,0.17742586135864258
