step,total_loss,presence_loss,type_loss,type_extra_loss,rotation_extra_loss,weighted_type_extra_loss,weighted_rotation_extra_loss,continuous_loss,center_loss,axis_loss,depth_loss,rotation_loss,other_loss,center_grid_loss,weighted_center_grid_loss,center_axis_relative_loss,weighted_center_axis_relative_loss,center_bin_loss,weighted_center_bin_loss,center_x_bin_loss,center_y_bin_loss,weighted_center_x_bin_loss,weighted_center_y_bin_loss,center_bin_slot_weight_mean,center_bin_slot_weight_max,center_offset_loss,weighted_center_offset_loss,aux_center_bin_loss,weighted_aux_center_bin_loss,aux_center_offset_loss,weighted_aux_center_offset_loss,parametric_total_loss,raster_total_loss,raster_bce_loss,raster_dice_loss,raster_soft_iou,raster_soft_dice,raster_loss_active,val_mask_iou_at_step,val_loss_at_step,is_best_step
1,145.78909301757812,0.6957816481590271,0.6932668089866638,0.6932668089866638,0.9659507274627686,0.0,0.0,0.4231034815311432,nan,0.46415480971336365,0.4509991407394409,0.3541565537452698,nan,1409.568603515625,140.9568634033203,-0.0,-0.0,2.9672634601593018,2.9672634601593018,3.2329347133636475,2.568756341934204,1.9397608041763306,1.0275025367736816,1.0,1.0,0.05282289534807205,0.05282289534807205,0.0,0.0,0.0,0.0,145.78909301757812,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
100,3.0282537937164307,0.007881485857069492,0.6006262898445129,0.6006262898445129,0.7894468903541565,0.0,0.0,0.361837238073349,nan,0.4058944284915924,0.37468773126602173,0.3049294948577881,nan,11.620098114013672,1.162009835243225,-0.0,-0.0,0.8036593198776245,0.8036593198776245,0.7788612842559814,0.8408564329147339,0.46731677651405334,0.33634257316589355,1.0,1.0,0.09223979711532593,0.09223979711532593,0.0,0.0,0.0,0.0,3.0282537937164307,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
200,1.8276126384735107,0.00035602686693891883,0.5838417410850525,0.5838417410850525,0.5915339589118958,0.0,0.0,0.32673269510269165,nan,0.39182281494140625,0.3279932141304016,0.2603820562362671,nan,5.218052387237549,0.5218052268028259,-0.0,-0.0,0.35459011793136597,0.35459011793136597,0.41622108221054077,0.2621437609195709,0.24973264336585999,0.10485750436782837,1.0,1.0,0.04028685390949249,0.04028685390949249,0.0,0.0,0.0,0.0,1.8276126384735107,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
300,1.2509583234786987,4.962206003256142e-05,0.5285664796829224,0.5285664796829224,0.5786990523338318,0.0,0.0,0.29072391986846924,nan,0.36179664731025696,0.2587430775165558,0.2516320049762726,nan,1.6671907901763916,0.16671907901763916,-0.0,-0.0,0.23514798283576965,0.23514798283576965,0.31152716279029846,0.12057919800281525,0.1869163066148758,0.04823167994618416,1.0,1.0,0.029751209542155266,0.029751209542155266,0.0,0.0,0.0,0.0,1.2509583234786987,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
400,0.9668707847595215,1.950901059899479e-05,0.41272422671318054,0.41272422671318054,0.5374926328659058,0.0,0.0,0.25894322991371155,nan,0.33430448174476624,0.20903071761131287,0.23349444568157196,nan,0.6423197388648987,0.0642319768667221,-0.0,-0.0,0.2029838114976883,0.2029838114976883,0.27482470870018005,0.09522244334220886,0.16489481925964355,0.038088977336883545,1.0,1.0,0.02796800248324871,0.02796800248324871,0.0,0.0,0.0,0.0,0.9668707847595215,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
500,0.7299813032150269,9.229529496224131e-06,0.25007766485214233,0.25007766485214233,0.4554169774055481,0.0,0.0,0.22834165394306183,nan,0.3041478097438812,0.1797199696302414,0.20115721225738525,nan,0.40301308035850525,0.040301308035850525,-0.0,-0.0,0.18523868918418884,0.18523868918418884,0.25156715512275696,0.08574599772691727,0.15094029903411865,0.03429839760065079,1.0,1.0,0.026012716814875603,0.026012716814875603,0.0,0.0,0.0,0.0,0.7299813032150269,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
600,0.5389971733093262,4.444714249984827e-06,0.11832255125045776,0.11832255125045776,0.3283207416534424,0.0,0.0,0.19226519763469696,nan,0.27309155464172363,0.1554751694202423,0.14822885394096375,nan,0.35360321402549744,0.035360321402549744,-0.0,-0.0,0.16861453652381897,0.16861453652381897,0.22694160044193268,0.08112391084432602,0.13616496324539185,0.03244956582784653,1.0,1.0,0.024430161342024803,0.024430161342024803,0.0,0.0,0.0,0.0,0.5389971733093262,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
700,0.40936946868896484,2.4351454612769885e-06,0.04387201741337776,0.04387201741337776,0.2061506062746048,0.0,0.0,0.16013576090335846,nan,0.2468062788248062,0.13503460586071014,0.09856637567281723,nan,0.2844735085964203,0.028447350487113,-0.0,-0.0,0.15438194572925568,0.15438194572925568,0.20437757670879364,0.07938849180936813,0.12262654304504395,0.031755395233631134,1.0,1.0,0.022529955953359604,0.022529955953359604,0.0,0.0,0.0,0.0,0.40936946868896484,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
800,0.346824049949646,1.343363692285493e-06,0.018985018134117126,0.018985018134117126,0.16787612438201904,0.0,0.0,0.13866926729679108,nan,0.22043466567993164,0.11510395258665085,0.08046918362379074,nan,0.2986327111721039,0.029863271862268448,-0.0,-0.0,0.1386575549840927,0.1386575549840927,0.17977628111839294,0.07697948813438416,0.10786576569080353,0.030791794881224632,1.0,1.0,0.02064760960638523,0.02064760960638523,0.0,0.0,0.0,0.0,0.346824049949646,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
900,0.29108262062072754,8.217028835133533e-07,0.010106896050274372,0.010106896050274372,0.15170103311538696,0.0,0.0,0.12149525433778763,nan,0.19626596570014954,0.09556443989276886,0.07265534996986389,nan,0.19015377759933472,0.019015377387404442,-0.0,-0.0,0.12252964079380035,0.12252964079380035,0.15578241646289825,0.0726504698395729,0.09346945583820343,0.029060188680887222,1.0,1.0,0.017934627830982208,0.017934627830982208,0.0,0.0,0.0,0.0,0.29108262062072754,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1000,0.25535452365875244,5.664727495968691e-07,0.006510701030492783,0.006510701030492783,0.13586312532424927,0.0,0.0,0.10475534200668335,nan,0.17323018610477448,0.07539090514183044,0.06564492732286453,nan,0.2500208020210266,0.02500208094716072,-0.0,-0.0,0.10384006798267365,0.10384006798267365,0.12978912889957428,0.0649164691567421,0.07787348330020905,0.025966588407754898,1.0,1.0,0.015245772898197174,0.015245772898197174,0.0,0.0,0.0,0.0,0.25535452365875244,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1100,0.19583214819431305,4.4097177465118875e-07,0.00471229013055563,0.00471229013055563,0.11332857608795166,0.0,0.0,0.08756230026483536,nan,0.14723700284957886,0.06052785366773605,0.054922040551900864,nan,0.15177462995052338,0.015177463181316853,-0.0,-0.0,0.0777953565120697,0.0777953565120697,0.09565816074609756,0.05100114643573761,0.05739489942789078,0.020400458946824074,1.0,1.0,0.01058429479598999,0.01058429479598999,0.0,0.0,0.0,0.0,0.19583214819431305,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1200,0.16797861456871033,2.93049396304923e-07,0.0035262922756373882,0.0035262922756373882,0.09663788974285126,0.0,0.0,0.07430515438318253,nan,0.12811030447483063,0.04778269678354263,0.047022443264722824,nan,0.20621010661125183,0.020621011033654213,-0.0,-0.0,0.061026763170957565,0.061026763170957565,0.07408325374126434,0.04144202917814255,0.044449951499700546,0.01657681167125702,1.0,1.0,0.008499106392264366,0.008499106392264366,0.0,0.0,0.0,0.0,0.16797861456871033,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1300,0.13117647171020508,2.017153661881821e-07,0.002744483295828104,0.002744483295828104,0.07769209891557693,0.0,0.0,0.060615938156843185,nan,0.10872183740139008,0.034762490540742874,0.03836348280310631,nan,0.12393620610237122,0.012393620796501637,-0.0,-0.0,0.04904436692595482,0.04904436692595482,0.05923978239297867,0.033751241862773895,0.03554387018084526,0.013500496745109558,1.0,1.0,0.006377863697707653,0.006377863697707653,0.0,0.0,0.0,0.0,0.13117647171020508,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1400,0.10941046476364136,1.5223211846659979e-07,0.0021009561605751514,0.0021009561605751514,0.0615660734474659,0.0,0.0,0.05008227005600929,nan,0.09215554594993591,0.027377618476748466,0.030713647603988647,nan,0.11404039710760117,0.011404040269553661,-0.0,-0.0,0.04066475108265877,0.04066475108265877,0.04923728480935097,0.02780594862997532,0.02954237163066864,0.011122379451990128,1.0,1.0,0.005158293526619673,0.005158293526619673,0.0,0.0,0.0,0.0,0.10941046476364136,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1500,0.10453053563833237,1.1232418728468474e-07,0.0016032494604587555,0.0016032494604587555,0.048951491713523865,0.0,0.0,0.04208652302622795,nan,0.07886355370283127,0.0229202751070261,0.024475745856761932,nan,0.2160792052745819,0.02160792052745819,-0.0,-0.0,0.03456512838602066,0.03456512838602066,0.04184455797076225,0.023645982146263123,0.025106733664870262,0.009458392858505249,1.0,1.0,0.004667600616812706,0.004667600616812706,0.0,0.0,0.0,0.0,0.10453053563833237,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
