split,loss,presence_loss,type_loss,center_bin_loss,center_x_bin_loss,center_y_bin_loss,center_y_bin_extra_loss,center_offset_loss,local_vertex_loss,center_aux_loss,box_aux_loss,area_aux_loss,edge_aux_loss,weighted_presence_loss,weighted_type_loss,weighted_center_bin_loss,weighted_center_y_bin_extra_loss,weighted_center_offset_loss,weighted_local_vertex_loss,local_shape_raw_abs_max,local_shape_effective_abs_max,local_shape_saturation_frac,polygon_mask_iou,polygon_mask_iou_min,polygon_dice,polygon_dice_min,presence_acc,present_type_acc,decoded_vertex_mae,local_vertex_mae_grid,center_x_bin_acc,center_y_bin_acc,center_x_bin_abs_error,center_y_bin_abs_error,center_x_bin_within1_acc,center_y_bin_within1_acc,center_offset_mae,signed_area_flip_count,out_of_grid_vertex_count,zero_iou_count,pred_area_mean,target_area_mean,steps,lr,hidden_dim,latent_dim,max_components,max_vertices,lambda_presence,lambda_type,lambda_center_bin,lambda_center_offset,lambda_local_vertex,lambda_center_aux,lambda_box_aux,lambda_area_aux,lambda_edge_aux,center_y_bin_extra_loss_mode,lambda_center_y_bin_extra,center_y_bin_neighbor_smoothing,center_y_bin_distance_sigma,local_shape_output_mode,local_shape_bound_mode,local_shape_bound_x_grid,local_shape_bound_y_grid,local_shape_train_stats_margin,local_vertex_smoothl1_beta,center_offset_smoothl1_beta,presence_threshold,seed
train,0.002245380310341716,6.246709745028056e-07,1.8339885343721107e-07,2.0250247416697675e-06,1.84621308108035e-06,2.203836402259185e-06,-0.0,3.34349533659406e-05,0.0019081976497545838,-0.0,-0.0,-0.0,-0.0,6.246709745028056e-07,1.8339885343721107e-07,2.0250247416697675e-06,-0.0,0.0003343495191074908,0.0019081976497545838,0.9213199019432068,17.43651008605957,0.0,0.99592521229374,0.961038961038961,0.9979421455181415,0.9801324503311258,1.0,1.0,5.562141268455889e-06,0.014301015995442867,1.0,1.0,0.0,0.0,1.0,1.0,0.0007031732820905745,0,0,0,146.7,146.66666666666666,20000,0.001,128,64,3,4,1.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.75,bounded_tanh,fixed_grid,24.0,8.0,1.25,0.1,0.01,0.5,1
