runner config | sample=5 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=1.000000e+00
sample=5 | outer=1/20 | loss_phi=2.297280e+00 | loss_mu=2.150820e+00 | mu_mse=2.074609e+05 | mu_mae=4.539597e+02 | defect_area_pred=150 | defect_area_label=62 | defect_iou=2.926829e-01
sample=5 | outer=2/20 | loss_phi=2.272503e+00 | loss_mu=1.050325e+00 | mu_mse=1.640323e+05 | mu_mae=3.995264e+02 | defect_area_pred=85 | defect_area_label=62 | defect_iou=3.363636e-01
sample=5 | outer=3/20 | loss_phi=2.265827e+00 | loss_mu=8.547934e-01 | mu_mse=1.366760e+05 | mu_mae=3.596947e+02 | defect_area_pred=82 | defect_area_label=62 | defect_iou=3.584906e-01
sample=5 | outer=4/20 | loss_phi=2.263449e+00 | loss_mu=6.836090e-01 | mu_mse=1.157232e+05 | mu_mae=3.257986e+02 | defect_area_pred=65 | defect_area_label=62 | defect_iou=5.679013e-01
sample=5 | outer=5/20 | loss_phi=2.262359e+00 | loss_mu=5.739076e-01 | mu_mse=9.818076e+04 | mu_mae=2.943151e+02 | defect_area_pred=62 | defect_area_label=62 | defect_iou=6.756757e-01
sample=5 | outer=6/20 | loss_phi=2.261661e+00 | loss_mu=5.008930e-01 | mu_mse=8.315865e+04 | mu_mae=2.640807e+02 | defect_area_pred=60 | defect_area_label=62 | defect_iou=7.183099e-01
sample=5 | outer=7/20 | loss_phi=2.261084e+00 | loss_mu=4.653469e-01 | mu_mse=7.222537e+04 | mu_mae=2.401175e+02 | defect_area_pred=62 | defect_area_label=62 | defect_iou=7.464789e-01
sample=5 | outer=8/20 | loss_phi=2.260507e+00 | loss_mu=4.612542e-01 | mu_mse=6.475100e+04 | mu_mae=2.230373e+02 | defect_area_pred=63 | defect_area_label=62 | defect_iou=8.115942e-01
sample=5 | outer=9/20 | loss_phi=2.259892e+00 | loss_mu=4.827195e-01 | mu_mse=5.911301e+04 | mu_mae=2.099991e+02 | defect_area_pred=68 | defect_area_label=62 | defect_iou=8.571429e-01
sample=5 | outer=10/20 | loss_phi=2.259223e+00 | loss_mu=5.317398e-01 | mu_mse=5.564894e+04 | mu_mae=2.018349e+02 | defect_area_pred=70 | defect_area_label=62 | defect_iou=8.333333e-01
sample=5 | outer=11/20 | loss_phi=2.258405e+00 | loss_mu=6.095314e-01 | mu_mse=5.487391e+04 | mu_mae=1.995487e+02 | defect_area_pred=72 | defect_area_label=62 | defect_iou=8.356164e-01
sample=5 | outer=12/20 | loss_phi=2.257307e+00 | loss_mu=7.268673e-01 | mu_mse=5.544448e+04 | mu_mae=1.982033e+02 | defect_area_pred=75 | defect_area_label=62 | defect_iou=8.266667e-01
sample=5 | outer=13/20 | loss_phi=2.255851e+00 | loss_mu=8.951406e-01 | mu_mse=5.780974e+04 | mu_mae=1.996957e+02 | defect_area_pred=83 | defect_area_label=62 | defect_iou=7.469879e-01
sample=5 | outer=14/20 | loss_phi=2.253801e+00 | loss_mu=1.123783e+00 | mu_mse=6.328859e+04 | mu_mae=2.083269e+02 | defect_area_pred=94 | defect_area_label=62 | defect_iou=6.595744e-01
sample=5 | outer=15/20 | loss_phi=2.250610e+00 | loss_mu=1.395759e+00 | mu_mse=7.176162e+04 | mu_mae=2.243353e+02 | defect_area_pred=105 | defect_area_label=62 | defect_iou=5.904762e-01
sample=5 | outer=16/20 | loss_phi=2.246418e+00 | loss_mu=1.642231e+00 | mu_mse=8.405144e+04 | mu_mae=2.481906e+02 | defect_area_pred=115 | defect_area_label=62 | defect_iou=5.391304e-01
sample=5 | outer=17/20 | loss_phi=2.243032e+00 | loss_mu=1.760331e+00 | mu_mse=9.743019e+04 | mu_mae=2.713699e+02 | defect_area_pred=124 | defect_area_label=62 | defect_iou=5.000000e-01
sample=5 | outer=18/20 | loss_phi=2.240182e+00 | loss_mu=1.865681e+00 | mu_mse=1.068655e+05 | mu_mae=2.839021e+02 | defect_area_pred=137 | defect_area_label=62 | defect_iou=4.525547e-01
sample=5 | outer=19/20 | loss_phi=2.237119e+00 | loss_mu=1.932764e+00 | mu_mse=1.159698e+05 | mu_mae=2.917703e+02 | defect_area_pred=153 | defect_area_label=62 | defect_iou=4.052288e-01
sample=5 | outer=20/20 | loss_phi=2.233406e+00 | loss_mu=2.010540e+00 | mu_mse=1.256992e+05 | mu_mae=2.974243e+02 | defect_area_pred=155 | defect_area_label=62 | defect_iou=4.000000e-01
