step,total_loss,presence_loss,type_loss,continuous_loss,center_loss,axis_loss,depth_loss,rotation_loss,other_loss
1,2.195266008377075,0.7379953265190125,0.6975446343421936,0.4109537601470947,0.47345438599586487,0.45711690187454224,0.44687601923942566,0.3627583682537079,nan
100,0.31612351536750793,3.0656123271910474e-05,0.050663743168115616,0.24009723961353302,0.13242319226264954,0.3730061948299408,0.1946241855621338,0.24684330821037292,nan
200,0.08517281711101532,1.3902828186473926e-06,0.0013503727968782187,0.0831458643078804,0.05356494337320328,0.2525504529476166,0.13106396794319153,0.020565267652273178,nan
300,0.044385675340890884,5.585555982179358e-07,0.0003961615148000419,0.043790873140096664,0.031235825270414352,0.1510218381881714,0.07220562547445297,0.002760646166279912,nan
400,0.030920175835490227,3.2050186860033136e-07,0.00028449820820242167,0.030493108555674553,0.022556116804480553,0.10153120756149292,0.04272487387061119,0.005382148548960686,nan
500,0.02315131388604641,2.824045282068255e-07,0.00023581618734169751,0.02279730699956417,0.015616517513990402,0.06661713123321533,0.027851909399032593,0.008899427019059658,nan
600,0.010971244424581528,2.1963201390917675e-07,0.00014804635429754853,0.01074895542114973,0.009927121922373772,0.03634686395525932,0.014386801980435848,0.0012776482617482543,nan
700,0.02176119200885296,1.7769791327282292e-07,0.00010853526327991858,0.02159821055829525,0.00998190138489008,0.05545564740896225,0.02848009765148163,0.011890538968145847,nan
800,0.005212902557104826,1.9076047408361774e-07,0.0001092692618840374,0.005048807710409164,0.005185583606362343,0.014322306029498577,0.00461145443841815,0.002057833829894662,nan
900,0.0033554923720657825,1.6743338449032308e-07,7.091117004165426e-05,0.0032489581499248743,0.003989085555076599,0.008433968760073185,0.00391231756657362,0.0010527924168854952,nan
1000,0.0030797605868428946,1.5792808483183762e-07,6.842551374575123e-05,0.002976964460685849,0.0033802716061472893,0.006468350533396006,0.0034689870662987232,0.0015147256199270487,nan
1100,0.0012060917215421796,1.8318448269383225e-07,4.8720681661507115e-05,0.0011328274849802256,0.002583206631243229,0.00304183061234653,0.0003860651049762964,0.00026195423561148345,nan
1200,0.0028432486578822136,1.5680507203796878e-07,4.256143802194856e-05,0.0027792498003691435,0.002487251767888665,0.004775977227836847,0.0010833310661837459,0.0027763121761381626,nan
1300,0.0007741994922980666,1.826476676569655e-07,3.3399686799384654e-05,0.000723917328286916,0.001873156987130642,0.0016152997268363833,0.0002734841837082058,0.00019385432824492455,nan
1400,0.001168851158581674,1.5646679685232812e-07,3.010547698067967e-05,0.0011235364945605397,0.0017001823289319873,0.0028169481083750725,0.0013239170657470822,0.0003000572032760829,nan
1500,0.06558622419834137,1.6849547535002785e-07,0.002749697770923376,0.06146151199936867,0.05254793167114258,0.1737697869539261,0.08907440304756165,0.017792310565710068,nan
1600,0.011198528110980988,1.5385085427865874e-09,0.0001242569269379601,0.011012141592800617,0.01287047378718853,0.036586783826351166,0.012364828959107399,0.001416922197677195,nan
1700,0.004135713912546635,5.586669460377891e-10,6.178154580993578e-05,0.0040430412627756596,0.006818975787609816,0.012133452109992504,0.003438408486545086,0.0006224712706170976,nan
1800,0.0021094861440360546,3.9213582381236733e-10,3.9585491322213784e-05,0.002050107577815652,0.004311228170990944,0.005492216907441616,0.0014166277833282948,0.00036019066465087235,nan
1900,0.0012698695063591003,3.365836775959252e-10,2.859973392332904e-05,0.0012269695289433002,0.0030533515382558107,0.002896125428378582,0.0007241217535920441,0.00022940608323551714,nan
2000,0.0008916232618503273,3.0165134279336314e-10,2.2365937184076756e-05,0.0008580740541219711,0.00235952902585268,0.0017535242950543761,0.0004988089203834534,0.00017886064597405493,nan
