split,loss,presence_loss,type_loss,center_bin_loss,center_x_bin_loss,center_y_bin_loss,center_offset_loss,local_vertex_loss,center_aux_loss,box_aux_loss,area_aux_loss,edge_aux_loss,weighted_presence_loss,weighted_type_loss,weighted_center_bin_loss,weighted_center_offset_loss,weighted_local_vertex_loss,polygon_mask_iou,polygon_mask_iou_min,polygon_dice,polygon_dice_min,presence_acc,present_type_acc,decoded_vertex_mae,local_vertex_mae_grid,center_x_bin_acc,center_y_bin_acc,center_offset_mae,signed_area_flip_count,out_of_grid_vertex_count,zero_iou_count,pred_area_mean,target_area_mean,steps,lr,hidden_dim,latent_dim,max_components,max_vertices,lambda_presence,lambda_type,lambda_center_bin,lambda_center_offset,lambda_local_vertex,lambda_center_aux,lambda_box_aux,lambda_area_aux,lambda_edge_aux,local_vertex_smoothl1_beta,center_offset_smoothl1_beta,presence_threshold,seed
train,0.0023884132970124483,2.548719351125328e-07,1.2862052756190678e-07,9.505365596851334e-07,9.223028882843209e-07,9.787702310859459e-07,0.00016994848556350917,0.0006875943508930504,-0.0,-0.0,-0.0,-0.0,2.548719351125328e-07,1.2862052756190678e-07,9.505365596851334e-07,0.0016994848847389221,0.0006875943508930504,0.9892758494806387,0.8571428571428571,0.9944102914532371,0.9230769230769231,1.0,1.0,4.3370087041694205e-06,0.006992034148424864,1.0,1.0,0.0015098504954949021,0,0,0,142.6,143.66666666666666,20000,0.001,128,64,3,4,1.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.1,0.01,0.5,1
