sample_index,signal_normalization,signal_feature_mode,conditioning_mode,encoder_type,point_signal_mode,mask_head_mode,mask_source,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
0,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.958904109589041,1664,1625,8732.94921875,49.5516471862793
1,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.9817415730337079,2827,2817,12562.8193359375,70.18929290771484
2,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.9497377622377622,2256,2205,11757.7958984375,61.61738204956055
3,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.9446958270487682,1961,1907,11390.15234375,59.427337646484375
4,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.972606530160487,3566,3563,17471.42578125,86.71048736572266
5,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.9362822538177988,1859,1818,15795.8779296875,78.11654663085938
6,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.9551470588235295,1343,1316,5540.6533203125,37.319923400878906
7,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.9586776859504132,2028,2001,8528.7080078125,50.590354919433594
8,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.9649874955341193,2768,2732,13787.654296875,73.5987777709961
9,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.9631223110018439,1608,1586,8105.3408203125,49.48777770996094
10,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.10311231393775372,2919,1157,96427.7109375,223.71652221679688
11,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.19737783075089393,2919,2104,94879.03125,222.1663055419922
12,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.18516498500136352,2919,1427,91566.71875,218.85069274902344
13,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.32440614811364693,2919,2768,95652.578125,222.9406280517578
14,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.7259513742071881,2919,3612,72770.0859375,200.0352325439453
15,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.2461052156242944,2919,2600,103048.8984375,230.34434509277344
16,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.563794068270845,2919,2670,76965.8359375,204.2351837158203
17,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.5214942187963237,2919,2213,75442.1484375,202.70997619628906
18,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.5585038363171355,2919,1956,74256.3359375,201.52296447753906
19,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.42389326864766524,2919,1777,78828.6875,206.0999298095703
20,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.2622857142857143,2919,1499,89688.046875,216.97012329101562
21,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.16320553780617678,2919,1450,91498.3828125,218.7822723388672
22,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.40403225806451615,2919,2304,80918.8671875,208.19216918945312
23,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.5245098039215687,2919,2990,78743.734375,206.0148468017578
24,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.44244806288601907,2919,2219,80974.515625,208.24789428710938
25,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.18217154703291008,2919,1643,91876.3359375,219.1605987548828
26,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.4357650096836669,2919,1529,78649.6015625,205.92063903808594
27,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.4694876223373633,2919,2186,79030.25,206.30166625976562
28,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.43567052416609936,2919,1299,77123.484375,204.3929901123047
29,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.5943500331052748,2919,4305,82707.0859375,209.98214721679688
30,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.2717869149211275,2919,1999,93354.2265625,220.6399688720703
31,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.7130291368884002,2919,3313,73927.4453125,201.19375610351562
32,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.134509081337194,2919,1391,96068.09375,223.35655212402344
33,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.7690537819959735,2919,3232,70998.234375,198.26161193847656
34,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.6429170159262364,2919,2961,75666.140625,202.93418884277344
35,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.513314447592068,2919,2423,78436.90625,205.7077178955078
36,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.5083798882681564,2919,3291,83515.6796875,210.7915802001953
37,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.7278481012658228,2919,2268,70109.2890625,197.37176513671875
38,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.678582627783004,2919,2434,72492.9453125,199.7578125
39,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.451441753171857,2919,3373,84007.78125,211.28419494628906
40,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.36217075386012715,2919,3080,94431.2734375,221.7180938720703
41,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.6656833824975418,2919,2163,71753.0,199.01712036132812
42,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.4985665137614679,2919,2308,79347.34375,206.61907958984375
43,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.4888888888888889,2919,2843,82436.2265625,209.71104431152344
44,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.3165272439520687,2919,2904,92593.4375,219.87841796875
45,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.41846153846153844,2919,2613,82638.1640625,209.91317749023438
46,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.5794392523364486,2919,1813,73740.328125,201.0064697265625
47,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.5586553853190029,2919,3897,86030.921875,213.30935668945312
48,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.12005610098176718,2919,1074,92542.3203125,219.82725524902344
49,per_sample_zscore,raw,concat,mlp,none,mu_threshold,masks,0.24686573968543424,2919,2551,94502.609375,221.7895050048828
