"run","split","iou","iou_min","zero_iou","x_bin_acc","y_bin_acc","presence","type","local_vertex_mae_grid","decoded_vertex_mae","out_of_grid","signed_flip","conditioning_mode","conditioning_dim"
"current_reference","train","0.9955975439231561","0.9696969696969697","0","1.0","1.0","1.0","1.0","0.009392819367349148","6.483365723397583e-06","0","0","none","16"
"current_reference","val","0.03724452744060587","0.0","8","0.23076923076923078","0.23076923076923078","0.9666666666666667","0.7692307692307693","3.674865484237671","0.004156881012022495","0","0","none","16"
"current_reference","test","0.07236842105263158","0.0","9","0.5833333333333334","0.08333333333333333","0.9333333333333333","0.8333333333333334","2.970076322555542","0.0026327893137931824","0","0","none","16"
"conditioning_center_bin","train","0.9997493734335839","0.9924812030075187","0","1.0","1.0","1.0","1.0","0.0005437613581307232","2.1070660238819983e-07","0","0","center_bin","16"
"conditioning_center_bin","val","0.02721518987341772","0.0","9","0.38461538461538464","0.15384615384615385","0.9666666666666667","0.6923076923076923","3.409837484359741","0.006456390488892794","0","0","center_bin","16"
"conditioning_center_bin","test","0.06705882352941175","0.0","9","0.6666666666666666","0.16666666666666666","0.9333333333333333","0.8333333333333334","2.449340581893921","0.0025897829327732325","0","0","center_bin","16"
"conditioning_center_bin_slot","skipped","skipped_after_center_bin_stop","","","","","","","","","","","center_bin_slot","16"
"conditioning_center_bin_slot_type","skipped","skipped_after_center_bin_stop","","","","","","","","","","","center_bin_slot_type","16"
