run,split,variant,sample_index,component_slot,presence_true,presence_pred,type_true,type_pred,true_center_x_bin,pred_center_x_bin,true_center_y_bin,pred_center_y_bin,x_bin_correct,y_bin_correct,both_bins_correct,center_offset_mae,local_vertex_mae_grid
current_reference,train,pred_component_diagnostics,25,0,1.0,1.0,0,0,20,20,6,6,1,1,1,0.0032811942707848055,0.014755725860595703
current_reference,train,pred_component_diagnostics,25,1,0.0,0.0,-1,0,0,16,0,7,0,0,0,0.0,0.0
current_reference,train,pred_component_diagnostics,25,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,train,pred_component_diagnostics,26,0,1.0,1.0,0,0,9,9,7,7,1,1,1,0.002525646479041632,0.010590285062789917
current_reference,train,pred_component_diagnostics,26,1,0.0,0.0,-1,0,0,7,0,7,0,0,0,0.0,0.0
current_reference,train,pred_component_diagnostics,26,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,train,pred_component_diagnostics,27,0,1.0,1.0,1,1,5,5,5,5,1,1,1,0.0028952198242764016,0.012308090925216675
current_reference,train,pred_component_diagnostics,27,1,0.0,0.0,-1,0,0,17,0,5,0,0,0,0.0,0.0
current_reference,train,pred_component_diagnostics,27,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,train,pred_component_diagnostics,28,0,1.0,1.0,0,0,4,4,6,6,1,1,1,0.0027557628654138536,0.012225449085235596
current_reference,train,pred_component_diagnostics,28,1,0.0,0.0,-1,0,0,17,0,5,0,0,0,0.0,0.0
current_reference,train,pred_component_diagnostics,28,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,train,pred_component_diagnostics,29,0,1.0,1.0,1,1,11,11,6,6,1,1,1,0.0030905421648401623,0.011977553367614746
current_reference,train,pred_component_diagnostics,29,1,0.0,0.0,-1,0,0,16,0,7,0,0,0,0.0,0.0
current_reference,train,pred_component_diagnostics,29,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,val,pred_component_diagnostics,0,0,1.0,1.0,1,0,19,20,3,7,0,0,0,0.33506835444250693,0.7731305509805679
current_reference,val,pred_component_diagnostics,0,1,0.0,0.0,-1,0,0,7,0,7,0,0,0,0.0,0.0
current_reference,val,pred_component_diagnostics,0,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,val,pred_component_diagnostics,1,0,1.0,1.0,1,0,18,17,5,5,0,1,0,0.24279547917207522,7.754259869456291
current_reference,val,pred_component_diagnostics,1,1,0.0,0.0,-1,0,0,7,0,7,0,0,0,0.0,0.0
current_reference,val,pred_component_diagnostics,1,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,val,pred_component_diagnostics,2,0,1.0,1.0,1,1,10,10,4,3,1,0,0,0.11861890576304043,0.9177088141441345
current_reference,val,pred_component_diagnostics,2,1,0.0,0.0,-1,0,0,19,0,7,0,0,0,0.0,0.0
current_reference,val,pred_component_diagnostics,2,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,val,pred_component_diagnostics,3,0,1.0,1.0,1,1,13,9,4,5,0,0,0,0.37577043984910796,6.164014935493469
current_reference,val,pred_component_diagnostics,3,1,1.0,0.0,0,0,15,7,5,7,0,0,0,0.1992957427105993,1.5101617723703384
current_reference,val,pred_component_diagnostics,3,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,val,pred_component_diagnostics,4,0,1.0,1.0,1,1,14,15,5,5,0,1,0,0.20546668498060397,3.5027818651869893
current_reference,val,pred_component_diagnostics,4,1,1.0,1.0,0,0,16,17,6,5,0,0,0,0.21486572079117694,1.7704138606786728
current_reference,val,pred_component_diagnostics,4,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,val,pred_component_diagnostics,5,0,1.0,1.0,1,1,5,6,4,7,0,0,0,0.263902935672182,1.4829668998718262
current_reference,val,pred_component_diagnostics,5,1,1.0,1.0,0,0,8,7,5,7,0,0,0,0.35468800954212076,1.31869176030159
current_reference,val,pred_component_diagnostics,5,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,val,pred_component_diagnostics,6,0,1.0,1.0,1,1,13,13,4,8,1,0,0,0.01420657489216956,0.17650526762008667
current_reference,val,pred_component_diagnostics,6,1,0.0,0.0,-1,0,0,11,0,5,0,0,0,0.0,0.0
current_reference,val,pred_component_diagnostics,6,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,val,pred_component_diagnostics,7,0,1.0,1.0,1,1,13,13,6,8,1,0,0,0.33458516105692626,8.054928556084633
current_reference,val,pred_component_diagnostics,7,1,0.0,0.0,-1,0,0,11,0,5,0,0,0,0.0,0.0
current_reference,val,pred_component_diagnostics,7,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,val,pred_component_diagnostics,8,0,1.0,1.0,0,1,12,11,5,2,0,0,0,0.231368771364873,8.135985884815454
current_reference,val,pred_component_diagnostics,8,1,0.0,0.0,-1,0,0,17,0,5,0,0,0,0.0,0.0
current_reference,val,pred_component_diagnostics,8,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,val,pred_component_diagnostics,9,0,1.0,1.0,0,0,15,14,5,5,0,1,0,0.20957149082919446,6.2117011696100235
current_reference,val,pred_component_diagnostics,9,1,0.0,0.0,-1,0,0,7,0,7,0,0,0,0.0,0.0
current_reference,val,pred_component_diagnostics,9,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,test,pred_component_diagnostics,0,0,1.0,1.0,1,1,12,13,3,8,0,0,0,0.1708235557045795,2.7549529671669006
current_reference,test,pred_component_diagnostics,0,1,0.0,0.0,-1,0,0,17,0,6,0,0,0,0.0,0.0
current_reference,test,pred_component_diagnostics,0,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,test,pred_component_diagnostics,1,0,1.0,1.0,0,0,14,14,6,6,1,1,1,0.030014956569054632,0.5113641023635864
current_reference,test,pred_component_diagnostics,1,1,0.0,0.0,-1,0,0,7,0,7,0,0,0,0.0,0.0
current_reference,test,pred_component_diagnostics,1,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,test,pred_component_diagnostics,2,0,1.0,1.0,1,1,12,12,7,6,1,0,0,0.019923562192924377,0.8019540905952454
current_reference,test,pred_component_diagnostics,2,1,0.0,0.0,-1,0,0,16,0,7,0,0,0,0.0,0.0
current_reference,test,pred_component_diagnostics,2,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,test,pred_component_diagnostics,3,0,1.0,1.0,1,0,10,10,6,7,1,0,0,0.44765160565994333,1.6006580740213394
current_reference,test,pred_component_diagnostics,3,1,0.0,0.0,-1,0,0,17,0,7,0,0,0,0.0,0.0
current_reference,test,pred_component_diagnostics,3,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,test,pred_component_diagnostics,4,0,1.0,1.0,1,1,14,14,4,6,1,0,0,0.16666094137581766,1.3823094218969345
current_reference,test,pred_component_diagnostics,4,1,1.0,0.0,0,0,16,17,3,5,0,0,0,0.26427490753623434,0.7314733415842056
current_reference,test,pred_component_diagnostics,4,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,test,pred_component_diagnostics,5,0,1.0,1.0,1,1,15,14,6,3,0,0,0,0.16975459862116785,3.4106016866862774
current_reference,test,pred_component_diagnostics,5,1,1.0,0.0,0,0,17,16,5,7,0,0,0,0.24731264975362222,2.615882657468319
current_reference,test,pred_component_diagnostics,5,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,test,pred_component_diagnostics,6,0,1.0,1.0,1,1,12,12,7,6,1,0,0,0.3231798785593353,5.796155570074916
current_reference,test,pred_component_diagnostics,6,1,0.0,0.0,-1,0,0,17,0,5,0,0,0,0.0,0.0
current_reference,test,pred_component_diagnostics,6,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,test,pred_component_diagnostics,7,0,1.0,1.0,0,0,9,9,5,7,1,0,0,0.02002650279095862,1.3544054627418518
current_reference,test,pred_component_diagnostics,7,1,0.0,0.0,-1,0,0,7,0,7,0,0,0,0.0,0.0
current_reference,test,pred_component_diagnostics,7,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,test,pred_component_diagnostics,8,0,1.0,1.0,1,1,13,13,6,8,1,0,0,0.2541064014278155,8.491919159889221
current_reference,test,pred_component_diagnostics,8,1,0.0,0.0,-1,0,0,11,0,5,0,0,0,0.0,0.0
current_reference,test,pred_component_diagnostics,8,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
current_reference,test,pred_component_diagnostics,9,0,1.0,1.0,0,1,16,17,5,3,0,0,0,0.3268963297542024,6.189236685633659
current_reference,test,pred_component_diagnostics,9,1,0.0,0.0,-1,0,0,19,0,3,0,0,0,0.0,0.0
current_reference,test,pred_component_diagnostics,9,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
