step,total_loss,presence_loss,type_loss,continuous_loss,center_loss,axis_loss,depth_loss,rotation_loss,parametric_total_loss,raster_total_loss,raster_bce_loss,raster_dice_loss,raster_soft_iou,raster_soft_dice
1,2.807583808898926,0.7317806482315063,0.6848949193954468,0.44266757369041443,nan,nan,nan,nan,1.85934317111969,0.9482407569885254,0.5659356117248535,0.9482407569885254,0.026648597791790962,0.05175924301147461
100,0.94271320104599,0.00025424250634387136,0.2012273520231247,0.2839522063732147,nan,nan,nan,nan,0.48543381690979004,0.45727938413619995,0.16929590702056885,0.45727938413619995,0.3900212049484253,0.5427206158638
200,0.6093529462814331,1.1208592695766129e-05,0.007143624592572451,0.21323439478874207,nan,nan,nan,nan,0.2203892320394516,0.3889636993408203,0.1340797394514084,0.3889636993408203,0.4471679627895355,0.6110363006591797
300,0.526080846786499,5.572502232098486e-06,0.00235427706502378,0.16177557408809662,nan,nan,nan,nan,0.1641354262828827,0.36194539070129395,0.1094241589307785,0.36194539070129395,0.474797785282135,0.638054609298706
400,0.47241759300231934,3.434640348132234e-06,0.0014867460122331977,0.1210702583193779,nan,nan,nan,nan,0.12256044149398804,0.3498571515083313,0.10070053488016129,0.3498571515083313,0.48569610714912415,0.6501428484916687
500,0.4402550160884857,2.566782541180146e-06,0.0011058312375098467,0.09099755436182022,nan,nan,nan,nan,0.09210595488548279,0.34814906120300293,0.100075364112854,0.34814906120300293,0.4877570867538452,0.6518509387969971
600,0.4189344346523285,1.8690509477892192e-06,0.0008474986534565687,0.07017108798027039,nan,nan,nan,nan,0.0710204541683197,0.3479139804840088,0.09977204352617264,0.3479139804840088,0.487863153219223,0.6520860195159912
700,0.40269947052001953,1.5638162267350708e-06,0.0006632620934396982,0.055486924946308136,nan,nan,nan,nan,0.056151751428842545,0.3465477228164673,0.0994047299027443,0.3465477228164673,0.4895094931125641,0.6534522771835327
800,0.3929808735847473,1.430634029020439e-06,0.0004856044542975724,0.04816431924700737,nan,nan,nan,nan,0.048651352524757385,0.3443295359611511,0.09855726361274719,0.3443295359611511,0.4919668436050415,0.6556704640388489
900,0.39766427874565125,1.451811840524897e-06,0.0005082737188786268,0.04437820613384247,nan,nan,nan,nan,0.044887930154800415,0.35277634859085083,0.1002325639128685,0.35277634859085083,0.4825691282749176,0.6472236514091492
1000,0.3941793739795685,1.6264538089671987e-06,0.0003174539015162736,0.04226013273000717,nan,nan,nan,nan,0.04257921129465103,0.35160017013549805,0.09807138890028,0.35160017013549805,0.48178184032440186,0.648399829864502
1100,0.37946033477783203,1.743931989039993e-06,0.00027917520492337644,0.039479438215494156,nan,nan,nan,nan,0.03976035863161087,0.33969998359680176,0.09516581147909164,0.33969998359680176,0.4950348138809204,0.6603000164031982
1200,0.3786383271217346,1.7350787402392598e-06,0.0002358219790039584,0.03817380964756012,nan,nan,nan,nan,0.03841136768460274,0.340226948261261,0.09529127925634384,0.340226948261261,0.4944312274456024,0.659773051738739
1300,0.3800143003463745,1.6419655821664492e-06,0.00019741702999453992,0.03736797347664833,nan,nan,nan,nan,0.037567030638456345,0.34244728088378906,0.0957581177353859,0.34244728088378906,0.49194568395614624,0.6575527191162109
1400,0.3760264217853546,1.9158978830091655e-06,0.00018370065663475543,0.036544233560562134,nan,nan,nan,nan,0.0367298498749733,0.3392965793609619,0.09489896148443222,0.3392965793609619,0.4954383969306946,0.6607034206390381
1500,0.37598559260368347,1.7174445474665845e-06,0.0001793123228708282,0.03561403602361679,nan,nan,nan,nan,0.03579506650567055,0.3401905298233032,0.0950816199183464,0.3401905298233032,0.49451354146003723,0.6598094701766968
1600,0.37963300943374634,1.770755261532031e-06,0.00014608642959501594,0.035520147532224655,nan,nan,nan,nan,0.03566800430417061,0.34396499395370483,0.09591476619243622,0.34396499395370483,0.49032703042030334,0.6560350060462952
1700,0.3736654818058014,1.7192753603012534e-06,0.0001289202191401273,0.03470687195658684,nan,nan,nan,nan,0.0348375104367733,0.3388279676437378,0.09448658674955368,0.3388279676437378,0.496001273393631,0.6611720323562622
1800,0.37360623478889465,1.6195510852412554e-06,0.00011767859541578218,0.03453165665268898,nan,nan,nan,nan,0.034650955349206924,0.338955283164978,0.09438248723745346,0.338955283164978,0.49586164951324463,0.661044716835022
1900,0.37648552656173706,1.702248482615687e-06,0.00011157492554048076,0.03406659886240959,nan,nan,nan,nan,0.03417987748980522,0.34230566024780273,0.09496597200632095,0.34230566024780273,0.492177814245224,0.6576943397521973
2000,0.37416568398475647,1.7575871424924117e-06,0.000123807301861234,0.03411645069718361,nan,nan,nan,nan,0.034242015331983566,0.3399236798286438,0.09410515427589417,0.3399236798286438,0.4948549270629883,0.6600763201713562
2100,0.3740954101085663,1.6977700170173193e-06,0.00012112552940379828,0.033550672233104706,nan,nan,nan,nan,0.033673495054244995,0.3404219150543213,0.09328403323888779,0.3404219150543213,0.49403807520866394,0.6595780849456787
2200,0.37096506357192993,1.7695022052066633e-06,9.794137440621853e-05,0.033712148666381836,nan,nan,nan,nan,0.03381185978651047,0.33715319633483887,0.09235312789678574,0.33715319633483887,0.49763762950897217,0.6628468036651611
2300,0.36978960037231445,1.542224595141306e-06,8.468403393635526e-05,0.033551175147295,nan,nan,nan,nan,0.0336374007165432,0.33615219593048096,0.09217961877584457,0.33615219593048096,0.49874573945999146,0.663847804069519
2400,0.36989399790763855,1.517837290521129e-06,7.434116560034454e-05,0.03377746418118477,nan,nan,nan,nan,0.03385332226753235,0.3360406756401062,0.09209119528532028,0.3360406756401062,0.49881985783576965,0.6639593243598938
2500,0.3695363402366638,1.4487139878838207e-06,7.145341805880889e-05,0.03369073569774628,nan,nan,nan,nan,0.033763639628887177,0.33577269315719604,0.09207950532436371,0.33577269315719604,0.49913859367370605,0.664227306842804
2600,0.36976027488708496,1.422256900696084e-06,6.763901910744607e-05,0.033584970980882645,nan,nan,nan,nan,0.03365403041243553,0.33610624074935913,0.09213351458311081,0.33610624074935913,0.49876463413238525,0.6638937592506409
2700,0.3767011761665344,1.3630756257043686e-06,7.605196151416749e-05,0.03422684594988823,nan,nan,nan,nan,0.034304261207580566,0.34239691495895386,0.09382221847772598,0.34239691495895386,0.49167847633361816,0.6576030850410461
2800,0.36975786089897156,1.2955513284396147e-06,5.9944253735011443e-05,0.033604856580495834,nan,nan,nan,nan,0.03366609662771225,0.3360917568206787,0.09218184649944305,0.3360917568206787,0.49878764152526855,0.6639082431793213
2900,0.3691432476043701,1.3109764722685213e-06,5.971870632492937e-05,0.033324480056762695,nan,nan,nan,nan,0.0333855114877224,0.3357577323913574,0.09206178784370422,0.3357577323913574,0.4991800785064697,0.6642422676086426
3000,0.37024471163749695,1.3559430271925521e-06,5.7965175074059516e-05,0.033576205372810364,nan,nan,nan,nan,0.03363552689552307,0.3366091847419739,0.09223289787769318,0.3366091847419739,0.49818816781044006,0.6633908152580261
