step,total_loss,presence_loss,type_loss,type_extra_loss,rotation_extra_loss,weighted_type_extra_loss,weighted_rotation_extra_loss,continuous_loss,center_loss,axis_loss,depth_loss,rotation_loss,other_loss,center_grid_loss,weighted_center_grid_loss,center_axis_relative_loss,weighted_center_axis_relative_loss,center_bin_loss,weighted_center_bin_loss,center_offset_loss,weighted_center_offset_loss,parametric_total_loss,raster_total_loss,raster_bce_loss,raster_dice_loss,raster_soft_iou,raster_soft_dice,raster_loss_active,val_mask_iou_at_step,val_loss_at_step,is_best_step
1,4.765820503234863,0.6957816481590271,0.6932668089866638,0.6932668089866638,0.9659507274627686,0.0,0.0,0.4231034815311432,nan,0.46415480971336365,0.4509991407394409,0.3541565537452698,nan,0.0,0.0,0.0,0.0,2.900845527648926,2.900845527648926,0.05282289534807205,0.05282289534807205,4.765820503234863,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
100,0.8141689300537109,9.374948461982058e-08,0.31842315196990967,0.31842315196990967,0.5487135648727417,0.0,0.0,0.2649630904197693,nan,0.38156768679618835,0.17908500134944916,0.23423658311367035,nan,0.0,0.0,0.0,0.0,0.19962382316589355,0.19962382316589355,0.0311588104814291,0.0311588104814291,0.8141689300537109,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
200,0.3070567846298218,2.1944780714822087e-10,0.032374460250139236,0.032374460250139236,0.2584468722343445,0.0,0.0,0.1698044091463089,nan,0.28966113924980164,0.11022627353668213,0.10952582210302353,nan,0.0,0.0,0.0,0.0,0.08377479761838913,0.08377479761838913,0.021103115752339363,0.021103115752339363,0.3070567846298218,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
300,0.1392851620912552,1.5490731961054216e-11,0.004795979242771864,0.004795979242771864,0.0877356231212616,0.0,0.0,0.09684818238019943,nan,0.18387003242969513,0.06415493786334991,0.04251958057284355,nan,0.0,0.0,0.0,0.0,0.024275124073028564,0.024275124073028564,0.013365878723561764,0.013365878723561764,0.1392851620912552,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
400,0.07517418265342712,4.875110298091512e-12,0.0021502715535461903,0.0021502715535461903,0.041934892535209656,0.0,0.0,0.05849326774477959,nan,0.12052331119775772,0.03398902714252472,0.020967446267604828,nan,0.0,0.0,0.0,0.0,0.006532472558319569,0.006532472558319569,0.007998171262443066,0.007998171262443066,0.07517418265342712,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
500,0.051283545792102814,1.3910352904267231e-12,0.001273421454243362,0.001273421454243362,0.02910025045275688,0.0,0.0,0.03864995390176773,nan,0.08218509703874588,0.019214633852243423,0.01455012522637844,nan,0.0,0.0,0.0,0.0,0.0034790446516126394,0.0034790446516126394,0.00788112636655569,0.00788112636655569,0.051283545792102814,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
600,0.03116162121295929,1.2803066983327338e-12,0.0007911031716503203,0.0007911031716503203,0.01925378106534481,0.0,0.0,0.023529866710305214,nan,0.05056619644165039,0.010396519675850868,0.009626890532672405,nan,0.0,0.0,0.0,0.0,0.0022384128533303738,0.0022384128533303738,0.004602239932864904,0.004602239932864904,0.03116162121295929,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
700,0.021518277004361153,1.1025243218387715e-12,0.0005432653124444187,0.0005432653124444187,0.013817639090120792,0.0,0.0,0.015640107914805412,nan,0.032711662352085114,0.007299839518964291,0.006908819545060396,nan,0.0,0.0,0.0,0.0,0.0016031095292419195,0.0016031095292419195,0.003731795120984316,0.003731795120984316,0.021518277004361153,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
800,0.026617268100380898,1.2011824911464797e-12,0.00046418129932135344,0.00046418129932135344,0.014905274845659733,0.0,0.0,0.018405484035611153,nan,0.026466287672519684,0.021297529339790344,0.007452637422829866,nan,0.0,0.0,0.0,0.0,0.001254394999705255,0.001254394999705255,0.00649320799857378,0.00649320799857378,0.026617268100380898,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
900,0.01102408580482006,1.1576618570013908e-12,0.00033654324943199754,0.00033654324943199754,0.009368624538183212,0.0,0.0,0.007352775428444147,nan,0.013929014094173908,0.003445000620558858,0.004684312269091606,nan,0.0,0.0,0.0,0.0,0.0009325896389782429,0.0009325896389782429,0.0024021777790039778,0.0024021777790039778,0.01102408580482006,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1000,0.03841773420572281,1.6921649628395818e-12,0.0003560897312127054,0.0003560897312127054,0.04564039036631584,0.0,0.0,0.026377372443675995,nan,0.026826161891222,0.029485762119293213,0.02282019518315792,nan,0.0,0.0,0.0,0.0,0.0007809437229298055,0.0007809437229298055,0.010903329588472843,0.010903329588472843,0.03841773420572281,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1100,0.006914684548974037,2.35759957563364e-12,0.00023124880681280047,0.00023124880681280047,0.006317887920886278,0.0,0.0,0.004282436799257994,nan,0.007047811523079872,0.002640555379912257,0.003158943960443139,nan,0.0,0.0,0.0,0.0,0.0006205718964338303,0.0006205718964338303,0.001780427061021328,0.001780427061021328,0.006914684548974037,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1200,0.006614072248339653,2.8729486237916158e-12,0.00019707604951690882,0.00019707604951690882,0.006012103520333767,0.0,0.0,0.004480279516428709,nan,0.005630366504192352,0.004804420284926891,0.0030060517601668835,nan,0.0,0.0,0.0,0.0,0.0005293305730447173,0.0005293305730447173,0.0014073859201744199,0.0014073859201744199,0.006614072248339653,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1300,0.010370513424277306,3.668835634601519e-12,0.0001764829648891464,0.0001764829648891464,0.00588756799697876,0.0,0.0,0.00669989176094532,nan,0.0065725501626729965,0.010583341121673584,0.00294378399848938,nan,0.0,0.0,0.0,0.0,0.00045960373245179653,0.00045960373245179653,0.003034534864127636,0.003034534864127636,0.010370513424277306,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1400,0.02825748175382614,5.299610143089106e-12,0.00015905634791124612,0.00015905634791124612,0.0375400148332119,0.0,0.0,0.023542320355772972,nan,0.026120878756046295,0.025736069306731224,0.01877000741660595,nan,0.0,0.0,0.0,0.0,0.0004624315770342946,0.0004624315770342946,0.004093674011528492,0.004093674011528492,0.02825748175382614,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1500,0.003515979740768671,7.922551503725117e-12,0.0001372408733004704,0.0001372408733004704,0.0030060620047152042,0.0,0.0,0.0016868719831109047,nan,0.002627340378239751,0.0009302447433583438,0.0015030310023576021,nan,0.0,0.0,0.0,0.0,0.0003548474924173206,0.0003548474924173206,0.0013370192609727383,0.0013370192609727383,0.003515979740768671,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
