runner config | sample=0 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=3.000000e+00
sample=0 | outer=1/30 | loss_phi=2.516319e+00 | loss_mu=1.782964e+00 | mu_mse=1.713396e+05 | mu_mae=4.109669e+02 | defect_area_pred=0 | defect_area_label=105 | defect_iou=0.000000e+00
sample=0 | outer=2/30 | loss_phi=2.498325e+00 | loss_mu=1.180671e+00 | mu_mse=1.624046e+05 | mu_mae=4.000879e+02 | defect_area_pred=78 | defect_area_label=105 | defect_iou=3.977273e-02
sample=0 | outer=3/30 | loss_phi=2.494532e+00 | loss_mu=1.104981e+00 | mu_mse=1.488740e+05 | mu_mae=3.817737e+02 | defect_area_pred=107 | defect_area_label=105 | defect_iou=1.397849e-01
sample=0 | outer=4/30 | loss_phi=2.492841e+00 | loss_mu=1.148323e+00 | mu_mse=1.474204e+05 | mu_mae=3.802888e+02 | defect_area_pred=116 | defect_area_label=105 | defect_iou=2.142857e-01
sample=0 | outer=5/30 | loss_phi=2.491106e+00 | loss_mu=1.244245e+00 | mu_mse=1.495129e+05 | mu_mae=3.830913e+02 | defect_area_pred=115 | defect_area_label=105 | defect_iou=2.500000e-01
sample=0 | outer=6/30 | loss_phi=2.489142e+00 | loss_mu=1.405961e+00 | mu_mse=1.477384e+05 | mu_mae=3.802031e+02 | defect_area_pred=113 | defect_area_label=105 | defect_iou=2.674419e-01
sample=0 | outer=7/30 | loss_phi=2.486908e+00 | loss_mu=1.653744e+00 | mu_mse=1.499323e+05 | mu_mae=3.830050e+02 | defect_area_pred=95 | defect_area_label=105 | defect_iou=3.422819e-01
sample=0 | outer=8/30 | loss_phi=2.483361e+00 | loss_mu=2.054497e+00 | mu_mse=1.525411e+05 | mu_mae=3.865609e+02 | defect_area_pred=96 | defect_area_label=105 | defect_iou=3.958333e-01
sample=0 | outer=9/30 | loss_phi=2.476837e+00 | loss_mu=2.501718e+00 | mu_mse=1.568919e+05 | mu_mae=3.922123e+02 | defect_area_pred=114 | defect_area_label=105 | defect_iou=4.220779e-01
sample=0 | outer=10/30 | loss_phi=2.469994e+00 | loss_mu=2.920827e+00 | mu_mse=1.585164e+05 | mu_mae=3.937826e+02 | defect_area_pred=125 | defect_area_label=105 | defect_iou=4.375000e-01
sample=0 | outer=11/30 | loss_phi=2.464762e+00 | loss_mu=3.160482e+00 | mu_mse=1.590474e+05 | mu_mae=3.942992e+02 | defect_area_pred=125 | defect_area_label=105 | defect_iou=4.556962e-01
sample=0 | outer=12/30 | loss_phi=2.459948e+00 | loss_mu=3.112173e+00 | mu_mse=1.565147e+05 | mu_mae=3.906931e+02 | defect_area_pred=126 | defect_area_label=105 | defect_iou=4.713376e-01
sample=0 | outer=13/30 | loss_phi=2.455276e+00 | loss_mu=2.883148e+00 | mu_mse=1.512784e+05 | mu_mae=3.833222e+02 | defect_area_pred=126 | defect_area_label=105 | defect_iou=4.903226e-01
