split,loss,presence_loss,type_loss,vertex_loss,center_aux_loss,box_aux_loss,area_aux_loss,edge_aux_loss,weighted_presence_loss,weighted_type_loss,weighted_vertex_loss,weighted_center_aux_loss,weighted_box_aux_loss,weighted_area_aux_loss,weighted_edge_aux_loss,polygon_mask_iou,polygon_mask_iou_min,polygon_dice,polygon_dice_min,presence_acc,present_type_acc,vertex_mae,pred_area_mean,target_area_mean,steps,lr,hidden_dim,latent_dim,max_components,max_vertices,lambda_presence,lambda_type,lambda_vertex,lambda_center_aux,lambda_box_aux,lambda_area_aux,lambda_edge_aux,vertex_loss_space,vertex_smoothl1_beta,presence_threshold,seed
train,2.282209970871918e-05,1.876480018836446e-05,4.0531076592742465e-06,8.380295068999288e-11,-0.0,-0.0,-0.0,-0.0,1.876480018836446e-05,4.0531076592742465e-06,4.190147340210615e-09,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.786438800394535e-07,189.0,189.0,10000,0.001,128,64,3,4,1.0,1.0,50.0,0.0,0.0,0.0,0.0,norm,0.005,0.5,1
