runner config | sample=9 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=1.000000e+00
sample=9 | outer=1/30 | loss_phi=3.197123e+00 | loss_mu=1.164312e+00 | mu_mse=1.914794e+05 | mu_mae=4.361847e+02 | defect_area_pred=281 | defect_area_label=143 | defect_iou=3.721683e-01
sample=9 | outer=2/30 | loss_phi=3.175653e+00 | loss_mu=6.811051e-01 | mu_mse=1.447318e+05 | mu_mae=3.755909e+02 | defect_area_pred=236 | defect_area_label=143 | defect_iou=3.933823e-01
sample=9 | outer=3/30 | loss_phi=3.170964e+00 | loss_mu=7.303254e-01 | mu_mse=1.297247e+05 | mu_mae=3.538674e+02 | defect_area_pred=232 | defect_area_label=143 | defect_iou=3.888889e-01
sample=9 | outer=4/30 | loss_phi=3.168132e+00 | loss_mu=8.550845e-01 | mu_mse=1.342634e+05 | mu_mae=3.612721e+02 | defect_area_pred=236 | defect_area_label=143 | defect_iou=3.985240e-01
sample=9 | outer=5/30 | loss_phi=3.165011e+00 | loss_mu=1.070180e+00 | mu_mse=1.391689e+05 | mu_mae=3.677607e+02 | defect_area_pred=238 | defect_area_label=143 | defect_iou=4.059041e-01
sample=9 | outer=6/30 | loss_phi=3.162026e+00 | loss_mu=1.381728e+00 | mu_mse=1.416479e+05 | mu_mae=3.706061e+02 | defect_area_pred=242 | defect_area_label=143 | defect_iou=4.154412e-01
sample=9 | outer=7/30 | loss_phi=3.158900e+00 | loss_mu=1.741833e+00 | mu_mse=1.469357e+05 | mu_mae=3.773582e+02 | defect_area_pred=256 | defect_area_label=143 | defect_iou=4.199288e-01
sample=9 | outer=8/30 | loss_phi=3.154790e+00 | loss_mu=2.120459e+00 | mu_mse=1.532701e+05 | mu_mae=3.853665e+02 | defect_area_pred=282 | defect_area_label=143 | defect_iou=4.119601e-01
sample=9 | outer=9/30 | loss_phi=3.148047e+00 | loss_mu=2.458447e+00 | mu_mse=1.591103e+05 | mu_mae=3.930820e+02 | defect_area_pred=324 | defect_area_label=143 | defect_iou=3.735294e-01
sample=9 | outer=10/30 | loss_phi=3.140731e+00 | loss_mu=2.890496e+00 | mu_mse=1.683432e+05 | mu_mae=4.043212e+02 | defect_area_pred=526 | defect_area_label=143 | defect_iou=2.434944e-01
sample=9 | outer=11/30 | loss_phi=3.133297e+00 | loss_mu=3.115494e+00 | mu_mse=1.726619e+05 | mu_mae=4.082509e+02 | defect_area_pred=634 | defect_area_label=143 | defect_iou=2.009274e-01
sample=9 | outer=12/30 | loss_phi=3.124871e+00 | loss_mu=3.160368e+00 | mu_mse=1.749116e+05 | mu_mae=4.079359e+02 | defect_area_pred=660 | defect_area_label=143 | defect_iou=1.931649e-01
sample=9 | outer=13/30 | loss_phi=3.113806e+00 | loss_mu=3.068505e+00 | mu_mse=1.738477e+05 | mu_mae=4.000088e+02 | defect_area_pred=646 | defect_area_label=143 | defect_iou=1.954546e-01
sample=9 | outer=14/30 | loss_phi=3.097870e+00 | loss_mu=3.006605e+00 | mu_mse=1.726447e+05 | mu_mae=3.879025e+02 | defect_area_pred=630 | defect_area_label=143 | defect_iou=2.040498e-01
sample=9 | outer=15/30 | loss_phi=3.073486e+00 | loss_mu=6.124672e+00 | mu_mse=1.751094e+05 | mu_mae=3.738781e+02 | defect_area_pred=648 | defect_area_label=143 | defect_iou=2.021277e-01
sample=9 | outer=16/30 | loss_phi=3.027605e+00 | loss_mu=9.046770e+00 | mu_mse=1.830109e+05 | mu_mae=3.616084e+02 | defect_area_pred=674 | defect_area_label=143 | defect_iou=1.927007e-01
sample=9 | outer=17/30 | loss_phi=2.934050e+00 | loss_mu=1.062985e+01 | mu_mse=1.820025e+05 | mu_mae=3.379117e+02 | defect_area_pred=673 | defect_area_label=143 | defect_iou=1.929825e-01
sample=9 | outer=18/30 | loss_phi=2.786859e+00 | loss_mu=1.207027e+01 | mu_mse=1.884223e+05 | mu_mae=3.332863e+02 | defect_area_pred=672 | defect_area_label=143 | defect_iou=1.897810e-01
