split,component_slot,row_count,sample_count,polygon_iou_mean,polygon_iou_min,polygon_iou_max,center_grid_error_mean,center_grid_error_min,center_grid_error_max,local_vertex_grid_mae_mean,local_vertex_grid_mae_min,local_vertex_grid_mae_max,decoded_vertex_mae_mean,decoded_vertex_mae_min,decoded_vertex_mae_max,x_bin_correct_rate,y_bin_correct_rate,both_bins_correct_rate,zero_iou_rate,type_correct_rate
test,0,10,10,0.07236842105263158,0.0,0.7236842105263158,14.927258868462658,0.39264503979354287,41.116213833513584,3.2293557221069933,0.5113641023635864,8.491919159889221,0.002568319374404382,0.0001596913643879816,0.005306274630129337,0.7,0.1,0.1,0.9,0.8
test,1,2,2,0.0,0.0,0.0,16.947169454959756,16.119865849386244,17.77447306053327,1.6736779995262623,0.7314733415842056,2.615882657468319,0.0029551396146416664,0.0023661719169467688,0.003544107312336564,0.0,0.0,0.0,1.0,1.0
train,0,30,30,0.9955975439231561,0.9696969696969697,1.0,0.035693325533463785,0.024110005608585425,0.048257063699533656,0.0103921577334404,0.0011936724185943604,0.025594651699066162,7.748384314254509e-06,5.209498340263963e-06,1.048613921739161e-05,1.0,1.0,1.0,0.0,1.0
train,1,8,8,0.9967938677852338,0.9876543209876543,1.0,0.0053989011138998655,0.0014346015875402365,0.009795782916710977,0.006152614951133728,0.0022993534803390503,0.00837014615535736,2.3111911104933824e-06,9.972136467695236e-07,3.052409738302231e-06,1.0,1.0,1.0,0.0,1.0
train,2,1,1,0.9929078014184397,0.9929078014184397,0.9929078014184397,0.00468230472651225,0.00468230472651225,0.00468230472651225,0.005334317684173584,0.005334317684173584,0.005334317684173584,1.9101862562820315e-06,1.9101862562820315e-06,1.9101862562820315e-06,1.0,1.0,1.0,0.0,1.0
val,0,10,10,0.03724452744060587,0.0,0.2716049382716049,19.02181595091853,6.269797698659477,32.036007976528936,4.317398381326347,0.17650526762008667,8.135985884815454,0.0035199994454160333,0.0009475061669945717,0.006294769234955311,0.3,0.3,0.0,0.8,0.7
val,1,3,3,0.0,0.0,0.0,30.822493653695663,8.979307623760812,63.01537157837583,1.533089131116867,1.31869176030159,1.7704138606786728,0.006279819722597797,0.0018082542810589075,0.013855533674359322,0.0,0.0,0.0,1.0,1.0
