split,loss,presence_loss,type_loss,vertex_loss,center_aux_loss,box_aux_loss,area_aux_loss,edge_aux_loss,weighted_presence_loss,weighted_type_loss,weighted_vertex_loss,weighted_center_aux_loss,weighted_box_aux_loss,weighted_area_aux_loss,weighted_edge_aux_loss,polygon_mask_iou,polygon_mask_iou_min,polygon_dice,polygon_dice_min,presence_acc,present_type_acc,vertex_mae,pred_area_mean,target_area_mean,steps,lr,hidden_dim,latent_dim,max_components,max_vertices,lambda_presence,lambda_type,lambda_vertex,lambda_center_aux,lambda_box_aux,lambda_area_aux,lambda_edge_aux,vertex_loss_space,vertex_smoothl1_beta,presence_threshold,seed
train,0.00025226877187378705,2.2064943550503813e-05,6.129838766355533e-06,4.481480118556647e-06,0.0,0.0,0.0,0.0,2.2064943550503813e-05,6.129838766355533e-06,0.00022407399956136942,0.0,0.0,0.0,0.0,0.7314452836801687,0.5185185185185185,0.8422775134457143,0.6829268292682927,1.0,1.0,0.00017939318786375225,164.46666666666667,143.66666666666666,10000,0.001,128,64,3,4,1.0,1.0,50.0,0.0,0.0,0.0,0.0,norm,0.005,0.5,1
