split,sample_index,component_count,center_x_grid_mae,center_y_grid_mae,center_l2_grid_mae,center_x_axis_relative_mae,center_y_axis_relative_mae,center_axis_relative_l2_mae,pred_mask_iou,oracle_mask_iou,oracle_gap,target_area,target_area_bin
train,40,3,2.0563607170853366,0.5231054733083876,2.1471129801654003,0.16629608482767774,0.01944350383301274,0.16814129686875068,0.6526806526806527,0.765,0.11231934731934734,1063.0,medium
train,41,3,1.0932883448446358,0.14729022843294357,1.108095162088749,0.09235718539167885,0.004508424424207464,0.09253612628088022,0.5808625336927223,0.5767690253671562,-0.0040935083255660976,1181.0,large
train,42,3,0.3649328885348259,0.30199571721991264,0.5134260192603157,0.028212824073016885,0.010734059443951527,0.031645850079721705,0.7811745776347546,0.7584269662921348,-0.022747611342619822,1097.0,medium
train,43,3,0.5120062667475086,0.12087197080340917,0.5386446665225482,0.04041008424027799,0.004745347656938103,0.04097815195097473,0.725793327908869,0.7374897456931911,0.011696417784322177,1047.0,medium
train,44,3,0.48044542303683563,0.3289691013239868,0.6116841522479676,0.041531249430766394,0.010069455027655577,0.04340938502039354,0.5501373626373627,0.555104800540906,0.00496743790354337,1150.0,large
train,45,3,0.19529360094220669,0.11886698459536549,0.2341990279846592,0.015608005987737183,0.004333307507718925,0.01643124433680596,0.6808846761453397,0.6804780876494024,-0.00040658849593722124,1058.0,medium
train,46,3,1.5475660960567599,0.7649354691230238,1.790640246047504,0.12745229681176448,0.0262065341131744,0.13096484488064777,0.6272,0.6928807947019867,0.06568079470198673,1010.0,small
train,47,3,0.6771174637598708,0.2799151295032009,0.7993243121804587,0.052347695924374216,0.008567956068667261,0.05422341879361953,0.6503225806451612,0.6381322957198443,-0.01219028492531693,1280.0,large
train,48,3,0.9136002334216506,0.46062589255629244,1.0242111913617593,0.07341912464392482,0.01595180040836912,0.0751616337222079,0.7346437346437347,0.7594417077175698,0.024797973073835133,1059.0,medium
train,49,3,0.9052720159597493,0.25529901602042504,0.9668204695140116,0.07884192374235281,0.009169435550346256,0.08024814241810209,0.6476030277544155,0.6740237691001698,0.02642074134575434,975.0,small
train,50,3,1.3341716919863789,0.5687276494218629,1.5158705800621222,0.11959163569334179,0.01947378231735101,0.12236263874483784,0.609992542878449,0.6092468307233407,-0.0007457121551082135,1074.0,medium
train,51,3,0.9560132528000835,0.47984978790990535,1.0807013876535374,0.07902604365308044,0.017467698330512402,0.0810798204104088,0.7627264883520276,0.7835951134380453,0.020868625086017722,1028.0,small
train,52,3,0.512321364854697,0.1727853241812883,0.5993994202074021,0.04472953316382331,0.006652817176929916,0.04727085784042262,0.7753960857409133,0.7748837209302326,-0.0005123648106807321,946.0,small
train,53,3,1.194666037699892,0.42254652142628707,1.2910520161773753,0.09235918111671844,0.013504628073045354,0.09366491326102548,0.6857749469214437,0.7355311355311356,0.04975618860969189,1184.0,large
train,54,3,0.5048715661126973,0.2789278111367184,0.5939950663847359,0.04435162431524358,0.010622543011909387,0.046228969343617504,0.8087431693989071,0.8065099457504521,-0.0022332236484550183,1004.0,small
train,55,3,0.49743762958771837,0.4826788199919198,0.7123670117000299,0.04642051638176498,0.017567893297221623,0.05044893451951107,0.7526165556612749,0.7455230914231856,-0.00709346423808932,919.0,small
train,56,3,0.548485293632355,0.351014345348202,0.6618941896877272,0.04426203798286208,0.012199899600934259,0.04613342612490512,0.7038123167155426,0.6976069615663524,-0.006205355149190184,1163.0,large
train,57,3,1.0339010368708406,0.1986261734431872,1.0560981628226884,0.08797085075905349,0.007311240120206991,0.08833351170086157,0.7527272727272727,0.7929759704251387,0.04024869769786599,975.0,small
train,58,3,0.25974148252323476,0.26700085160138126,0.3870973519183754,0.020080516119865395,0.009996489378079058,0.023112325038577252,0.8923357664233577,0.8879781420765027,-0.004357624346854938,1030.0,medium
train,59,3,1.0992043831848124,0.6176959512054015,1.3087100221198347,0.09613629388686251,0.02116841439319227,0.10005812755209909,0.6366959064327485,0.666168782673637,0.029472876240888457,1115.0,large
train,60,3,1.6302594275341613,0.33793948414786495,1.6663905055698256,0.14641898593026267,0.012486995151527888,0.14697055298109496,0.7142857142857143,0.7607076350093109,0.04642192072359663,951.0,small
train,61,3,0.13849631232340961,0.19225739372351902,0.27491449357793923,0.011270458346169398,0.007485213991285755,0.015581284423896937,0.8634686346863468,0.8650646950092421,0.0015960603228952763,1003.0,small
train,62,3,0.6145656276538813,0.5507342524059322,0.9756800515041069,0.054021615581226735,0.020509947661703654,0.0628437321871942,0.6300963676797627,0.6473247927656368,0.017228425085874077,1092.0,medium
train,63,3,0.3309227507992766,0.18761584488933933,0.4468130786897317,0.02558351314276742,0.007042060953067854,0.02925034977511054,0.8763440860215054,0.8992740471869328,0.022929961165427448,1053.0,medium
train,64,3,1.2701463604405796,0.2557515689526104,1.3032837871926592,0.10864322440935044,0.009305105047669533,0.10921441851158849,0.7355298308103295,0.7988980716253443,0.0633682408150148,973.0,small
train,65,3,0.2852935247677794,0.21429533850689245,0.3580010345725846,0.024775910580717795,0.006865808519744454,0.025733502835875204,0.6164280331574982,0.6092468307233407,-0.00718120243415743,1074.0,medium
train,66,3,1.0910846655689634,0.7719723214649927,1.4039390277375097,0.08609477379118528,0.02898242633649939,0.09288113806558375,0.6996644295302014,0.7835951134380453,0.08393068390784397,1028.0,small
train,67,3,0.7435459973506898,0.6054013404339852,0.9640700127806562,0.06377267085611944,0.022627120685569494,0.06806797666424469,0.76274328081557,0.7748837209302326,0.012140440114662643,946.0,small
train,68,3,0.7348090091836634,0.3327420404980043,0.888620877574137,0.056807807557712524,0.011255314103004732,0.05980952539973807,0.7198838896952104,0.7355311355311356,0.01564724583592514,1184.0,large
train,69,3,1.3628732402387922,0.5936941264650403,1.5461371964089823,0.10727604210358178,0.022382114347240523,0.11085225283756354,0.705932932072227,0.8065099457504521,0.10057701367822514,1004.0,small
train,70,3,0.0791877588921595,0.14866863244031295,0.1861792020729962,0.006661168356446955,0.005631098508588971,0.00973549307059702,0.7481132075471698,0.7455230914231856,-0.0025901161239841874,919.0,small
train,71,3,1.3619156853902554,0.26099895477665114,1.4011477909300822,0.11095674730756798,0.00798985795966597,0.11145515938276164,0.7045454545454546,0.6976069615663524,-0.0069384929791022065,1163.0,large
train,72,3,0.43396128730670713,0.7090321201987293,0.8813747249331794,0.03837699453351117,0.026705552670309732,0.04992336828565852,0.7948243992606284,0.7929759704251387,-0.001848428835489746,975.0,small
train,73,3,0.9031998074203376,0.3296291063643047,0.9670348880133086,0.06982603670455688,0.012461710581013863,0.07107346321374709,0.802608695652174,0.8879781420765027,0.08536944642432875,1030.0,medium
train,74,3,0.9942460433205792,0.5197474383506352,1.130027688098216,0.08126085851191013,0.017617074270466826,0.0836125741469489,0.6300072833211945,0.666168782673637,0.036161499352442505,1115.0,large
train,75,3,0.6001876085825133,0.8524287798984821,1.071812165585107,0.0531757067461296,0.029715364333243652,0.06258142878125915,0.7485714285714286,0.7457212713936431,-0.002850157177785473,1071.0,medium
train,76,3,0.6133302901979476,0.7685808636675969,1.0283084044876232,0.05092411564064795,0.026599804462323916,0.058376106515165394,0.6306677658697445,0.6624579124579124,0.03179014658816792,987.0,small
train,77,3,0.4249482660969642,0.11812169368837089,0.46037036572931617,0.03781419749223814,0.0036156012148209353,0.03838508709907784,0.6361829025844931,0.636604774535809,0.000421871951315933,1234.0,large
train,78,3,0.27661194953726886,0.36692092782454777,0.5004307050897185,0.02381599133042539,0.012470380990363522,0.02870252171097122,0.7087136929460581,0.7050538525269263,-0.00365984041913181,1028.0,small
train,79,3,0.28004270711698726,0.09612869686175951,0.3225440747823889,0.02164999614187685,0.0034727151516535603,0.02305895644760576,0.7768924302788844,0.777511961722488,0.0006195314436036048,1115.0,large
train,80,3,0.8792883018117111,0.4814387173899722,1.1682101985954751,0.0665132572656005,0.014736415954628221,0.07437379965288433,0.6154362416107383,0.6184387617765814,0.0030025201658431255,1202.0,large
train,81,3,0.3813576086991615,0.2728506168801475,0.5290970758745829,0.03116901787660047,0.009296238108958792,0.034564748752516916,0.6804733727810651,0.6954662104362703,0.014992837655205205,993.0,small
train,82,3,0.7734903156924381,0.3555014576129942,0.969980351273037,0.06137261134633513,0.011508480223831455,0.06457428020321436,0.7014218009478673,0.7595762021189894,0.05815440117112203,1078.0,medium
train,83,3,0.402738628415777,0.46203810357387604,0.6470030890381019,0.03420167217454043,0.014142580218858924,0.03853854791344384,0.5723905723905723,0.5757575757575758,0.0033670033670034627,1168.0,large
train,84,3,0.4417193759360956,0.21726382450604045,0.5340737100263463,0.034149158473938415,0.00802542676164322,0.036189395765918085,0.7400468384074942,0.7773343974461293,0.03728755903863512,1113.0,large
train,85,3,0.43519434429557463,0.33569362299204514,0.5895757319182956,0.036732538249336304,0.011919750778992383,0.039302704800834316,0.7093397745571659,0.7213647441104792,0.012024969553313336,1061.0,medium
train,86,3,0.16386398664852822,0.3634345798962097,0.45843571700482805,0.013880197938356618,0.011124413031592345,0.021613714683933073,0.5563139931740614,0.556390977443609,7.698426954760862e-05,1140.0,large
train,87,3,0.7390150109392376,0.3627584396919259,0.8686190816820182,0.06146261041311283,0.013485633708302107,0.06468524068270966,0.6934594168636722,0.6924901185770751,-0.0009692982865970867,1070.0,medium
train,88,3,0.49486077419869473,0.2792612711920128,0.6107778236020234,0.04289167977150136,0.010098478690107016,0.0455858795732485,0.6786885245901639,0.6784249384741592,-0.0002635861160047437,1024.0,small
train,89,3,1.5351443557492903,0.38983170814436024,1.5890875736552206,0.11868143156219362,0.011932405924189966,0.11934822638661835,0.6478232618583496,0.6501628664495114,0.0023396045911617813,1265.0,large
train,90,3,1.1102606184241253,0.3924870951284564,1.2033417154479522,0.08906583233225619,0.013430911708721871,0.09046426210042942,0.7213771016813451,0.7457212713936431,0.024344169712298025,1071.0,medium
train,91,3,0.5120261997189021,0.31980355985023584,0.7237829124548268,0.050442827336432634,0.011749644755111768,0.057187828374163426,0.6619007569386038,0.6624579124579124,0.000557155519308572,987.0,small
train,92,3,0.7089474991120616,0.3670634551062462,0.8301748581698439,0.058322791897111204,0.011235489711989904,0.059839301931358925,0.6338400528750826,0.636604774535809,0.002764721660726388,1234.0,large
train,93,3,0.3487779271122839,0.28956434172535706,0.45993103112926387,0.028134335169723478,0.010303889240284787,0.030239961322583078,0.7075393537696769,0.7050538525269263,-0.0024855012427505985,1028.0,small
train,94,3,1.4965514686196748,0.30732185801092965,1.5398604442921524,0.11569783000348201,0.011156221266130015,0.11645416918527922,0.7064220183486238,0.777511961722488,0.0710899433738642,1115.0,large
train,95,3,0.5989597278919072,0.6031139888565389,0.8953808544933035,0.04981297287735346,0.018460789061644525,0.05386600921488351,0.6145063801208865,0.6184387617765814,0.003932381655694872,1202.0,large
train,96,3,1.7586949948554516,0.5832247100746194,1.9099940597985139,0.15308300244297676,0.019608222705696874,0.15536530347011723,0.592948717948718,0.6954662104362703,0.10251749248755238,993.0,small
train,97,3,1.0728710456838104,0.39471451609688657,1.1705636938301578,0.08851525028447993,0.013054666076610525,0.08995984625298285,0.7126984126984127,0.7595762021189894,0.04687778942057663,1078.0,medium
train,98,3,0.1761706297319531,0.1377835434924858,0.26951020010408794,0.01469053845883512,0.004217433154557027,0.016735555397946314,0.5750841750841751,0.5757575757575758,0.0006734006734007147,1168.0,large
train,99,3,0.4996966675030719,0.39670259879982317,0.7117035158285653,0.03863136103391134,0.015050719052343195,0.04475328351956498,0.7658227848101266,0.7773343974461293,0.011511612636002755,1113.0,large
