split,sample_index,component_count,center_x_grid_mae,center_y_grid_mae,center_l2_grid_mae,center_x_axis_relative_mae,center_y_axis_relative_mae,center_axis_relative_l2_mae,pred_mask_iou,oracle_mask_iou,oracle_gap,target_area,target_area_bin
train,0,3,0.9316105146765586,0.20476060911477975,1.0088375488459846,0.07889837569215004,0.007500261391177512,0.08100476969215968,0.7474931631722881,0.8097014925373134,0.062208329365025294,964.0,small
train,1,3,0.33234378343060067,0.20850089379029488,0.42508765834775414,0.02569337263992189,0.007969523775491103,0.02796232476505313,0.8442906574394463,0.8530183727034121,0.008727715263965763,1092.0,medium
train,2,3,0.3988221735818301,0.33272475282232655,0.5856693350525607,0.0317986094897983,0.010624485580040753,0.034994632450973,0.6907993966817496,0.6790214974054856,-0.011777899276264048,1128.0,large
train,3,3,0.7865886428267329,0.12617083548391242,0.7996429067172918,0.07113745016067236,0.004846244404828895,0.07134669880151479,0.7230483271375465,0.7844254510921178,0.06137712395457129,932.0,small
train,4,3,0.7006881059048987,0.5552770694034637,0.9706056799238173,0.05430569480821104,0.021004904339739297,0.06212632467639397,0.8053633217993079,0.8292035398230089,0.023840218023700954,1066.0,medium
train,5,3,0.24752771115943176,0.25971774592364755,0.3700516752004365,0.02077934464980086,0.008490787380796287,0.02272250502097567,0.6541070082893745,0.6420118343195266,-0.012095173969847939,1104.0,large
train,6,3,1.0081008098269062,0.14113696840339085,1.0192341376921406,0.07793589366445432,0.005270984357042447,0.07813380397548098,0.8245614035087719,0.8612873980054397,0.0367259944966678,1040.0,medium
train,7,3,0.7917420640216609,0.349381620423085,0.896533559323253,0.06628130576750617,0.013517137708106313,0.06864931623508068,0.7701754385964912,0.80625,0.03607456140350884,1030.0,medium
train,8,3,0.1959518233728692,0.1934775194557947,0.31495589946705227,0.017032524685060568,0.005957056971149959,0.01917594857870564,0.6123054114158636,0.6123054114158636,0.0,1080.0,medium
train,9,3,2.311904885346583,0.5937352327160962,2.4201283818207675,0.18827567710241852,0.0221782005652514,0.1900097523071689,0.6050955414012739,0.7480383609415867,0.14294281954031285,1008.0,small
train,10,3,2.2633416514119906,0.3163629282198011,2.290840483017206,0.19301443857902964,0.012020760907924935,0.19354468236180766,0.6314475873544093,0.76544315129812,0.1339955639437107,1004.0,small
train,11,3,0.8876069147668151,0.5199210834485535,1.031082628697959,0.06862055605032068,0.01777129122952613,0.07100744179587276,0.6892655367231638,0.7107913669064748,0.021525830183311,1196.0,large
train,12,3,0.1971499735298716,0.40720390134760515,0.5087287987427938,0.01800333417996389,0.014816784769904381,0.02720709529932297,0.8442396313364056,0.8442396313364056,0.0,996.0,small
train,13,3,0.4563036505843397,0.561788760575401,0.7561060600074985,0.042694022455310586,0.02123408967999442,0.04859484253157741,0.733754512635379,0.733754512635379,0.0,978.0,small
train,14,3,0.8745870646579094,0.2879942366032504,0.9248427564990219,0.0730923212986618,0.009575391403811815,0.07378675913997422,0.7084548104956269,0.6869125090383225,-0.021542301457304402,1172.0,large
train,15,3,1.3627347229799565,0.2850503375206218,1.3929819763443507,0.11198702969888745,0.010407589030871522,0.11248334384593446,0.7724770642201835,0.8097014925373134,0.03722442831712991,964.0,small
train,16,3,1.7883684805846711,0.44480728514061757,1.8648577225840128,0.13825809321553895,0.016671070186993413,0.1398461447926934,0.6849960722702279,0.8530183727034121,0.16802230043318422,1092.0,medium
train,17,3,0.24898964740638765,0.472418392391914,0.5498522875328784,0.01894141174806112,0.015786427058576136,0.025735883686741724,0.6805349182763745,0.6790214974054856,-0.001513420870888904,1128.0,large
train,18,3,0.9643836046058745,0.35226597306726815,1.0322729569967641,0.08537030992487633,0.013819675823999976,0.08667176576528814,0.6912691269126913,0.7844254510921178,0.09315632417942654,932.0,small
train,19,3,0.7454360339759987,0.35731627938858307,0.8306211105999477,0.059765995331293544,0.01368451335752278,0.06142646395906026,0.8051724137931034,0.8292035398230089,0.024031126029905425,1066.0,medium
train,20,3,0.25604292088777963,0.27422248998781645,0.39073218432408074,0.02040867130980984,0.008478150321513504,0.022454453188011,0.6482449589245706,0.6420118343195266,-0.006233124605043994,1104.0,large
train,21,3,0.9687206909868834,0.3123583341917023,1.033352936352898,0.07489143151891099,0.011777868483892071,0.07625194189713615,0.8162544169611308,0.8612873980054397,0.04503298104430897,1040.0,medium
train,22,3,2.0952154356188486,0.37680525243592083,2.1476674290168547,0.17528784184030496,0.01464574320812434,0.17639513431853251,0.6872393661384487,0.80625,0.11901063386155131,1030.0,medium
train,23,3,0.44308471208076594,0.6031769928301198,0.8256127984356167,0.041357196893550996,0.019589962619162297,0.05049357601480709,0.6178010471204188,0.6123054114158636,-0.005495635704555246,1080.0,medium
train,24,3,0.43692387947689104,0.27680526873406625,0.616151979454361,0.03365376353191226,0.010473414654293028,0.03883579184839452,0.7362068965517241,0.7480383609415867,0.0118314643898626,1008.0,small
train,25,3,1.6862691465955784,0.794895395243065,1.8720771860784933,0.13802497808174613,0.02783380147755343,0.14109454166521876,0.6726422447388932,0.765,0.09235775526110679,1063.0,medium
train,26,3,1.0477279913317306,0.42260453118245006,1.1551818480282252,0.0899954021486687,0.012935553230071296,0.09133522255610817,0.5774932614555256,0.5767690253671562,-0.0007242360883693566,1181.0,large
train,27,3,0.9933892151337811,0.05595137024562143,0.9955585868667695,0.07679854582338393,0.00219819890189603,0.07684275275105461,0.7223950233281493,0.7584269662921348,0.036031942963985486,1097.0,medium
train,28,3,0.29313948980797805,0.39927193157610147,0.5391763264444139,0.02370968272468151,0.013692600722221343,0.029519387751167424,0.7333333333333333,0.7374897456931911,0.004156412359857864,1047.0,medium
train,29,3,0.8429791636903149,0.2553443481477577,0.924508164923222,0.07022843798865117,0.007815866049096315,0.07122929072616725,0.5544286680189318,0.555104800540906,0.0006761325219742931,1150.0,large
train,30,3,0.8751763180422736,0.22782928353911527,0.926982732468717,0.07090930282526701,0.007647200003925017,0.07172776165690585,0.6919431279620853,0.6804780876494024,-0.011465040312682917,1058.0,medium
train,31,3,1.9301165217571394,0.3157467186245334,1.993975080669084,0.15734370420780028,0.010529862005768059,0.15823579147608666,0.6093133385951065,0.6928807947019867,0.08356745610688021,1010.0,small
train,32,3,0.5529343521529105,0.5559777965242668,0.8079419014928272,0.04274714636943148,0.017017991647071264,0.046730484661161496,0.6354234001292824,0.6381322957198443,0.002708895590561866,1280.0,large
train,33,3,0.3404482014049684,0.19742986628628967,0.4190179315755742,0.028813996432663847,0.006431320728122569,0.030089214668618986,0.7668049792531121,0.7594417077175698,-0.007363271535542282,1059.0,medium
train,34,3,0.41684293110938464,0.14638858010370837,0.4448768744055121,0.0369719793851226,0.00499481400138383,0.03736104295794708,0.6686592655849701,0.6740237691001698,0.005364503515199681,975.0,small
train,35,3,0.28444021984226875,0.24005896948409755,0.41396861840001814,0.023421032882017776,0.007347994044050993,0.026121983690932663,0.6364234056541749,0.6219592373438527,-0.014464168310322156,1250.0,large
train,36,3,0.9761609138787487,0.17388021030754322,0.996924295903974,0.08434215001255746,0.006117560418945313,0.08462878252710267,0.6905349794238683,0.7203672787979967,0.029832299374128346,1018.0,small
train,37,3,1.7133832001867983,0.5319237245863019,1.8168311830010884,0.13246100944919284,0.017725869681677244,0.13389437600058804,0.7081081081081081,0.7846027846027847,0.07649467649467656,1098.0,large
train,38,3,0.6704517912509709,0.2410993033893251,0.7262196139691849,0.0520973286377965,0.007379837750436404,0.052739477055090696,0.6269465132024373,0.6177451634422949,-0.009201349760142419,1212.0,large
train,39,3,0.43484901642555035,0.35728938744864,0.5851569695394235,0.03970196266418293,0.012757351346476313,0.04284791099285818,0.6829477292202228,0.7098445595854922,0.026896830365269353,979.0,small
