step,loss,presence_loss,type_loss,center_bin_loss,center_x_bin_loss,center_y_bin_loss,center_y_bin_extra_loss,center_offset_loss,local_vertex_loss,center_aux_loss,box_aux_loss,area_aux_loss,edge_aux_loss,weighted_presence_loss,weighted_type_loss,weighted_center_bin_loss,weighted_center_y_bin_extra_loss,weighted_center_offset_loss,weighted_local_vertex_loss,local_shape_raw_abs_max,local_shape_effective_abs_max,local_shape_saturation_frac,joint_center_teacher_forcing_weight
1200,0.14234882593154907,0.0011218803701922297,0.0004348518850747496,0.016275785863399506,0.0035693508107215166,0.028982220217585564,-0.0,0.004100777208805084,0.08350854367017746,-0.0,-0.0,-0.0,-0.0,0.0011218803701922297,0.0004348518850747496,0.016275785863399506,-0.0,0.04100777208805084,0.08350854367017746,17.72992706298828,17.72992706298828,0.0,0.9400470023501175
1300,0.25199317932128906,0.0011571289505809546,0.00047792732948437333,0.017903627827763557,0.003818930359557271,0.03198832646012306,-0.0,0.016069192439317703,0.0717625841498375,-0.0,-0.0,-0.0,-0.0,0.0011571289505809546,0.00047792732948437333,0.017903627827763557,-0.0,0.16069191694259644,0.0717625841498375,17.442638397216797,17.442638397216797,0.0,0.9350467523376169
1400,0.16117379069328308,0.0011104494333267212,0.0004766744386870414,0.01907849870622158,0.003676115768030286,0.034480880945920944,-0.0,0.009360460564494133,0.04690355435013771,-0.0,-0.0,-0.0,-0.0,0.0011104494333267212,0.0004766744386870414,0.01907849870622158,-0.0,0.09360460937023163,0.04690355435013771,17.535587310791016,17.535587310791016,0.0,0.9300465023251162
1500,0.17669807374477386,0.0009744645212776959,0.00041863738442771137,0.0206591859459877,0.0033128433860838413,0.0380055271089077,-0.0,0.01062306109815836,0.0484151691198349,-0.0,-0.0,-0.0,-0.0,0.0009744645212776959,0.00041863738442771137,0.0206591859459877,-0.0,0.10623060911893845,0.0484151691198349,17.396446228027344,17.396446228027344,0.0,0.9250462523126156
1600,0.12899525463581085,0.0008567454642616212,0.0004026117967441678,0.02197721041738987,0.003218898084014654,0.04073552414774895,-0.0,0.004674918949604034,0.05900949612259865,-0.0,-0.0,-0.0,-0.0,0.0008567454642616212,0.0004026117967441678,0.02197721041738987,-0.0,0.046749189496040344,0.05900949612259865,17.267160415649414,17.267160415649414,0.0,0.920046002300115
1700,0.09814120829105377,0.0007581590907648206,0.0003674785257317126,0.02182299643754959,0.0027224544901400805,0.04092353954911232,-0.0,0.005501315463334322,0.020179418846964836,-0.0,-0.0,-0.0,-0.0,0.0007581590907648206,0.0003674785257317126,0.02182299643754959,-0.0,0.055013153702020645,0.020179418846964836,17.68037223815918,17.68037223815918,0.0,0.9150457522876144
1800,0.09371336549520493,0.0006785261211916804,0.0003483371692709625,0.019767412915825844,0.0024716146290302277,0.03706321120262146,-0.0,0.0047823768109083176,0.025095323100686073,-0.0,-0.0,-0.0,-0.0,0.0006785261211916804,0.0003483371692709625,0.019767412915825844,-0.0,0.047823768109083176,0.025095323100686073,17.496212005615234,17.496212005615234,0.0,0.9100455022751137
1900,0.12516117095947266,0.0006149720284156501,0.00031894270796328783,0.016921984031796455,0.0022482185158878565,0.03159574791789055,-0.0,0.005804124753922224,0.04926401376724243,-0.0,-0.0,-0.0,-0.0,0.0006149720284156501,0.00031894270796328783,0.016921984031796455,-0.0,0.058041248470544815,0.04926401376724243,17.418333053588867,17.418333053588867,0.0,0.9050452522626131
2000,0.08101622760295868,0.0005414526094682515,0.0002934045041911304,0.015190411359071732,0.0020069554448127747,0.02837386727333069,-0.0,0.005031700246036053,0.01467395480722189,-0.0,-0.0,-0.0,-0.0,0.0005414526094682515,0.0002934045041911304,0.015190411359071732,-0.0,0.050317004323005676,0.01467395480722189,17.442340850830078,17.442340850830078,0.0,0.9000450022501125
2100,0.05602411553263664,0.0005223481566645205,0.00027723232051357627,0.014111888594925404,0.0019532442092895508,0.026270532980561256,-0.0,0.002772873267531395,0.013383914716541767,-0.0,-0.0,-0.0,-0.0,0.0005223481566645205,0.00027723232051357627,0.014111888594925404,-0.0,0.02772873267531395,0.013383914716541767,17.470813751220703,17.470813751220703,0.0,0.8950447522376119
2200,0.06334755569696426,0.0004693391965702176,0.00024182147171813995,0.013059408403933048,0.0017320436891168356,0.024386772885918617,-0.0,0.0033113108947873116,0.016463877633213997,-0.0,-0.0,-0.0,-0.0,0.0004693391965702176,0.00024182147171813995,0.013059408403933048,-0.0,0.033113107085227966,0.016463877633213997,17.56691551208496,17.56691551208496,0.0,0.8900445022251112
2300,0.06189843267202377,0.00043275111238472164,0.00021696802286896855,0.01200090628117323,0.001575107336975634,0.022426705807447433,-0.0,0.003484451211988926,0.014403298497200012,-0.0,-0.0,-0.0,-0.0,0.00043275111238472164,0.00021696802286896855,0.01200090628117323,-0.0,0.03484451025724411,0.014403298497200012,17.62778663635254,17.62778663635254,0.0,0.8850442522126106
2400,0.07435677945613861,0.00041016796603798866,0.00020985341689083725,0.01142558827996254,0.0014986168825998902,0.021352559328079224,-0.0,0.002140175551176071,0.040909409523010254,-0.0,-0.0,-0.0,-0.0,0.00041016796603798866,0.00020985341689083725,0.01142558827996254,-0.0,0.02140175551176071,0.040909409523010254,17.42352867126465,17.42352867126465,0.0,0.88004400220011
2500,0.056780263781547546,0.000387997628422454,0.0001999993692152202,0.010673530399799347,0.0014037303626537323,0.01994333043694496,-0.0,0.002742443699389696,0.018094299361109734,-0.0,-0.0,-0.0,-0.0,0.000387997628422454,0.0001999993692152202,0.010673530399799347,-0.0,0.027424436062574387,0.018094299361109734,17.42839813232422,17.42839813232422,0.0,0.8750437521876093
2600,0.06814572960138321,0.0003673608007375151,0.00019171040912624449,0.010102628730237484,0.0013451611157506704,0.018860096111893654,-0.0,0.00371919316239655,0.020292097702622414,-0.0,-0.0,-0.0,-0.0,0.0003673608007375151,0.00019171040912624449,0.010102628730237484,-0.0,0.037191931158304214,0.020292097702622414,17.440353393554688,17.440353393554688,0.0,0.8700435021751087
2700,0.06113031506538391,0.0003443474997766316,0.00017416894843336195,0.009768333286046982,0.0012606917880475521,0.018275974318385124,-0.0,0.00330808712169528,0.017762592062354088,-0.0,-0.0,-0.0,-0.0,0.0003443474997766316,0.00017416894843336195,0.009768333286046982,-0.0,0.033080872148275375,0.017762592062354088,17.47264289855957,17.47264289855957,0.0,0.8650432521626081
2800,0.05694955214858055,0.0003255749761592597,0.0001653833460295573,0.008944552391767502,0.001180010731332004,0.016709094867110252,-0.0,0.0027153457049280405,0.020360585302114487,-0.0,-0.0,-0.0,-0.0,0.0003255749761592597,0.0001653833460295573,0.008944552391767502,-0.0,0.027153456583619118,0.020360585302114487,17.608135223388672,17.608135223388672,0.0,0.8600430021501075
2900,0.06677253544330597,0.00029961115797050297,0.00015532661927863955,0.008716072887182236,0.0011158521519973874,0.01631629280745983,-0.0,0.003434066893532872,0.023260850459337234,-0.0,-0.0,-0.0,-0.0,0.00029961115797050297,0.00015532661927863955,0.008716072887182236,-0.0,0.034340668469667435,0.023260850459337234,17.412885665893555,17.412885665893555,0.0,0.8550427521376069
3000,0.042216356843709946,0.00028698917594738305,0.00014664095942862332,0.008290238678455353,0.001046389457769692,0.015534088015556335,-0.0,0.0015746107092127204,0.01774638146162033,-0.0,-0.0,-0.0,-0.0,0.00028698917594738305,0.00014664095942862332,0.008290238678455353,-0.0,0.015746107324957848,0.01774638146162033,17.522340774536133,17.522340774536133,0.0,0.8500425021251062
3100,0.04225713759660721,0.0002609209332149476,0.0001337839785264805,0.007947023026645184,0.0009645693353377283,0.01492947619408369,-0.0,0.0027511967346072197,0.0064034429378807545,-0.0,-0.0,-0.0,-0.0,0.0002609209332149476,0.0001337839785264805,0.007947023026645184,-0.0,0.027511967346072197,0.0064034429378807545,17.557069778442383,17.557069778442383,0.0,0.8450422521126056
3200,0.04434724524617195,0.00024974087136797607,0.00012596148008015007,0.007609866093844175,0.0009134343126788735,0.014306297525763512,-0.0,0.002426411956548691,0.0120975561439991,-0.0,-0.0,-0.0,-0.0,0.00024974087136797607,0.00012596148008015007,0.007609866093844175,-0.0,0.024264119565486908,0.0120975561439991,17.533510208129883,17.533510208129883,0.0,0.840042002100105
3300,0.03823500871658325,0.0002466051955707371,0.00012448220513761044,0.007402736693620682,0.0008986660395748913,0.013906807638704777,-0.0,0.0018675676546990871,0.011785507202148438,-0.0,-0.0,-0.0,-0.0,0.0002466051955707371,0.00012448220513761044,0.007402736693620682,-0.0,0.018675677478313446,0.011785507202148438,17.559574127197266,17.559574127197266,0.0,0.8350417520876043
3400,0.05943002179265022,0.00022642026306129992,0.00011611051741056144,0.006848300341516733,0.0008143492159433663,0.012882251292467117,-0.0,0.0007108251447789371,0.04513093829154968,-0.0,-0.0,-0.0,-0.0,0.00022642026306129992,0.00011611051741056144,0.006848300341516733,-0.0,0.007108251564204693,0.04513093829154968,17.685850143432617,17.685850143432617,0.0,0.8300415020751037
3500,0.09060952812433243,0.0002087695465888828,0.00010165071580559015,0.006780662573873997,0.0007193686324171722,0.012841956689953804,-0.0,0.0018845089944079518,0.06467335671186447,-0.0,-0.0,-0.0,-0.0,0.0002087695465888828,0.00010165071580559015,0.006780662573873997,-0.0,0.01884509064257145,0.06467335671186447,17.708295822143555,17.708295822143555,0.0,0.8250412520626031
3600,0.06970332562923431,0.0001944340910995379,9.535601566312835e-05,0.006567893549799919,0.0006670377333648503,0.012468749657273293,-0.0,0.001424088841304183,0.04860474914312363,-0.0,-0.0,-0.0,-0.0,0.0001944340910995379,9.535601566312835e-05,0.006567893549799919,-0.0,0.014240888878703117,0.04860474914312363,17.65022850036621,17.65022850036621,0.0,0.8200410020501026
3700,0.06777826696634293,0.00017939222743734717,8.731024718144909e-05,0.006349512375891209,0.0006127521046437323,0.012086272239685059,-0.0,0.0015186546370387077,0.04597550630569458,-0.0,-0.0,-0.0,-0.0,0.00017939222743734717,8.731024718144909e-05,0.006349512375891209,-0.0,0.015186546370387077,0.04597550630569458,17.687557220458984,17.687557220458984,0.0,0.8150407520376018
3800,0.059896476566791534,0.00016648840392008424,8.07247415650636e-05,0.006177108734846115,0.0005658271838910878,0.011788390576839447,-0.0,0.0014575142413377762,0.038897011429071426,-0.0,-0.0,-0.0,-0.0,0.00016648840392008424,8.07247415650636e-05,0.006177108734846115,-0.0,0.014575142413377762,0.038897011429071426,17.602312088012695,17.602312088012695,0.0,0.8100405020251013
3900,0.055025942623615265,0.0001533747708890587,7.463741349056363e-05,0.005995985586196184,0.0005271866684779525,0.011464784853160381,-0.0,0.0010434075957164168,0.0383678674697876,-0.0,-0.0,-0.0,-0.0,0.0001533747708890587,7.463741349056363e-05,0.005995985586196184,-0.0,0.010434076189994812,0.0383678674697876,17.618730545043945,17.618730545043945,0.0,0.8050402520126007
4000,0.05334851145744324,0.00014169112546369433,7.035893941065297e-05,0.005815180018544197,0.0004879946354776621,0.011142365634441376,-0.0,0.0008764135418459773,0.03855714574456215,-0.0,-0.0,-0.0,-0.0,0.00014169112546369433,7.035893941065297e-05,0.005815180018544197,-0.0,0.008764135651290417,0.03855714574456215,17.636810302734375,17.636810302734375,0.0,0.8000400020001
4100,0.04688367247581482,0.00012961127504240721,6.607126852031797e-05,0.005637741647660732,0.0004524138639681041,0.010823069140315056,-0.0,0.0007272453512996435,0.03377779573202133,-0.0,-0.0,-0.0,-0.0,0.00012961127504240721,6.607126852031797e-05,0.005637741647660732,-0.0,0.007272453512996435,0.03377779573202133,17.604915618896484,17.604915618896484,0.0,0.7950397519875994
4200,0.05065849423408508,0.0001214234798680991,6.179293995955959e-05,0.00548457819968462,0.00042017048690468073,0.010548985563218594,-0.0,0.000928135821595788,0.03570934012532234,-0.0,-0.0,-0.0,-0.0,0.0001214234798680991,6.179293995955959e-05,0.00548457819968462,-0.0,0.009281357750296593,0.03570934012532234,17.620901107788086,17.620901107788086,0.0,0.7900395019750988
4300,0.05359826982021332,0.00011478322994662449,5.693687126040459e-05,0.005337398964911699,0.00039189725066535175,0.010282901115715504,-0.0,0.0010769012151286006,0.03732013702392578,-0.0,-0.0,-0.0,-0.0,0.00011478322994662449,5.693687126040459e-05,0.005337398964911699,-0.0,0.01076901238411665,0.03732013702392578,17.622249603271484,17.622249603271484,0.0,0.7850392519625982
4400,0.05145512521266937,0.00010813381231855601,5.433297701529227e-05,0.00518348254263401,0.0003720394743140787,0.009994925931096077,-0.0,0.0007974441396072507,0.03813473507761955,-0.0,-0.0,-0.0,-0.0,0.00010813381231855601,5.433297701529227e-05,0.00518348254263401,-0.0,0.007974441163241863,0.03813473507761955,17.64907455444336,17.64907455444336,0.0,0.7800390019500976
4500,0.05405418202280998,0.00010114246106240898,5.016747672925703e-05,0.005055633839219809,0.00035137441591359675,0.009759893640875816,-0.0,0.0014461687533184886,0.034385550767183304,-0.0,-0.0,-0.0,-0.0,0.00010114246106240898,5.016747672925703e-05,0.005055633839219809,-0.0,0.01446168776601553,0.034385550767183304,17.61603546142578,17.61603546142578,0.0,0.7750387519375969
4600,0.050430525094270706,9.665300603955984e-05,4.8034362407634035e-05,0.00494239991530776,0.00033371528843417764,0.009551084600389004,-0.0,0.0012599738547578454,0.032743699848651886,-0.0,-0.0,-0.0,-0.0,9.665300603955984e-05,4.8034362407634035e-05,0.00494239991530776,-0.0,0.01259973831474781,0.032743699848651886,17.621631622314453,17.621631622314453,0.0,0.7700385019250963
4700,0.04814491793513298,9.444438910577446e-05,4.637792517314665e-05,0.004821583162993193,0.0003234589530620724,0.009319707751274109,-0.0,0.0016338282730430365,0.02684422954916954,-0.0,-0.0,-0.0,-0.0,9.444438910577446e-05,4.637792517314665e-05,0.004821583162993193,-0.0,0.016338283196091652,0.02684422954916954,17.608369827270508,17.608369827270508,0.0,0.7650382519125957
4800,0.0509520098567009,9.056557610165328e-05,4.403074490255676e-05,0.004733814857900143,0.0003051482781302184,0.009162481874227524,-0.0,0.001055054715834558,0.03553305193781853,-0.0,-0.0,-0.0,-0.0,9.056557610165328e-05,4.403074490255676e-05,0.004733814857900143,-0.0,0.010550547391176224,0.03553305193781853,17.66191291809082,17.66191291809082,0.0,0.760038001900095
4900,0.04654666408896446,8.68387141963467e-05,4.1408591641811654e-05,0.004587848670780659,0.0002899813116528094,0.008885716088116169,-0.0,0.0007293308153748512,0.03453725948929787,-0.0,-0.0,-0.0,-0.0,8.68387141963467e-05,4.1408591641811654e-05,0.004587848670780659,-0.0,0.007293308153748512,0.03453725948929787,17.64060401916504,17.64060401916504,0.0,0.7550377518875944
5000,0.050475914031267166,8.328021795023233e-05,4.014019941678271e-05,0.004485422279685736,0.00027782353572547436,0.008693020790815353,-0.0,0.0012492059031501412,0.03337501361966133,-0.0,-0.0,-0.0,-0.0,8.328021795023233e-05,4.014019941678271e-05,0.004485422279685736,-0.0,0.012492058798670769,0.03337501361966133,17.62884521484375,17.62884521484375,0.0,0.7500375018750938
5100,0.049395982176065445,7.830141839804128e-05,3.8083344406913966e-05,0.004387025721371174,0.0002597808779682964,0.008514270186424255,-0.0,0.0010839492315426469,0.03405307978391647,-0.0,-0.0,-0.0,-0.0,7.830141839804128e-05,3.8083344406913966e-05,0.004387025721371174,-0.0,0.010839492082595825,0.03405307978391647,17.627948760986328,17.627948760986328,0.0,0.7450372518625932
5200,0.04972432926297188,7.375991845037788e-05,3.605708116083406e-05,0.004276193678379059,0.0002463176497258246,0.008306069299578667,-0.0,0.0011178014101460576,0.0341603048145771,-0.0,-0.0,-0.0,-0.0,7.375991845037788e-05,3.605708116083406e-05,0.004276193678379059,-0.0,0.011178013868629932,0.0341603048145771,17.610774993896484,17.610774993896484,0.0,0.7400370018500926
5300,0.05783812701702118,6.95860871928744e-05,3.483452383079566e-05,0.004173829220235348,0.00023210275685414672,0.008115556091070175,-0.0,0.0012016678228974342,0.04154319688677788,-0.0,-0.0,-0.0,-0.0,6.95860871928744e-05,3.483452383079566e-05,0.004173829220235348,-0.0,0.012016678228974342,0.04154319688677788,17.640531539916992,17.640531539916992,0.0,0.7350367518375919
5400,0.05458615720272064,6.617388862650841e-05,3.364870644873008e-05,0.004084139596670866,0.00022456412261817604,0.00794371496886015,-0.0,0.001006302540190518,0.04033917188644409,-0.0,-0.0,-0.0,-0.0,6.617388862650841e-05,3.364870644873008e-05,0.004084139596670866,-0.0,0.010063025169074535,0.04033917188644409,17.615388870239258,17.615388870239258,0.0,0.7300365018250913
5500,0.04912272095680237,6.402667349902913e-05,3.258816650486551e-05,0.004012596793472767,0.00021642369392793626,0.007808769587427378,-0.0,0.0005424404516816139,0.039589107036590576,-0.0,-0.0,-0.0,-0.0,6.402667349902913e-05,3.258816650486551e-05,0.004012596793472767,-0.0,0.005424404516816139,0.039589107036590576,17.645204544067383,17.645204544067383,0.0,0.7250362518125906
5600,0.050881244242191315,6.177422619657591e-05,3.2099087547976524e-05,0.003974460531026125,0.00020930073515046388,0.00773962028324604,-0.0,0.001630539889447391,0.030507512390613556,-0.0,-0.0,-0.0,-0.0,6.177422619657591e-05,3.2099087547976524e-05,0.003974460531026125,-0.0,0.01630539819598198,0.030507512390613556,17.62308120727539,17.62308120727539,0.0,0.72003600180009
5700,0.04900696873664856,5.9482517826836556e-05,3.12188858515583e-05,0.0038849441334605217,0.00020252304966561496,0.007567365188151598,-0.0,0.001376872998662293,0.0312625914812088,-0.0,-0.0,-0.0,-0.0,5.9482517826836556e-05,3.12188858515583e-05,0.0038849441334605217,-0.0,0.013768729753792286,0.0312625914812088,17.61933708190918,17.61933708190918,0.0,0.7150357517875894
5800,0.048786792904138565,5.8158140745945275e-05,3.0363109544850886e-05,0.0037660934031009674,0.00019418980809859931,0.007337997201830149,-0.0,0.0010692303767427802,0.03423987329006195,-0.0,-0.0,-0.0,-0.0,5.8158140745945275e-05,3.0363109544850886e-05,0.0037660934031009674,-0.0,0.010692304000258446,0.03423987329006195,17.63334083557129,17.63334083557129,0.0,0.7100355017750888
5900,0.04728059470653534,6.006289186188951e-05,2.9547089070547372e-05,0.0037640933878719807,0.0001903424272313714,0.007337844464927912,-0.0,0.001755084958858788,0.025876039639115334,-0.0,-0.0,-0.0,-0.0,6.006289186188951e-05,2.9547089070547372e-05,0.0037640933878719807,-0.0,0.01755085028707981,0.025876039639115334,17.628864288330078,17.628864288330078,0.0,0.7050352517625882
6000,0.025760028511285782,6.0621976444963366e-05,3.080934038734995e-05,0.0037897590082138777,0.0001909570419229567,0.0073885610327124596,-0.0,0.0008947273017838597,0.012931565754115582,-0.0,-0.0,-0.0,-0.0,6.0621976444963366e-05,3.080934038734995e-05,0.0037897590082138777,-0.0,0.008947272785007954,0.012931565754115582,17.490137100219727,17.490137100219727,0.0,0.7000350017500875
6100,0.00815429724752903,5.5840333516243845e-05,3.016747177753132e-05,0.003619033843278885,0.00018033153901342303,0.007057736162096262,-0.0,0.00024143124755937606,0.002034943550825119,-0.0,-0.0,-0.0,-0.0,5.5840333516243845e-05,3.016747177753132e-05,0.003619033843278885,-0.0,0.00241431244648993,0.002034943550825119,17.474124908447266,17.474124908447266,0.0,0.6950347517375869
6200,0.01941075176000595,5.26580770383589e-05,2.8110616767662577e-05,0.0035928550641983747,0.00017440010560676455,0.007011310197412968,-0.0,0.0008980651618912816,0.006756477523595095,-0.0,-0.0,-0.0,-0.0,5.26580770383589e-05,2.8110616767662577e-05,0.0035928550641983747,-0.0,0.008980651386082172,0.006756477523595095,17.435962677001953,17.435962677001953,0.0,0.6900345017250862
6300,0.018331095576286316,4.837706364924088e-05,2.582441629783716e-05,0.0034994815941900015,0.00016240567492786795,0.006836557295173407,-0.0,0.0012448381166905165,0.002309031318873167,-0.0,-0.0,-0.0,-0.0,4.837706364924088e-05,2.582441629783716e-05,0.0034994815941900015,-0.0,0.012448381632566452,0.002309031318873167,17.51603889465332,17.51603889465332,0.0,0.6850342517125856
6400,0.015764057636260986,4.521493974607438e-05,2.4546830900362693e-05,0.0034018922597169876,0.00015414833615068346,0.006649636197835207,-0.0,0.0005904349964112043,0.006388053297996521,-0.0,-0.0,-0.0,-0.0,4.521493974607438e-05,2.4546830900362693e-05,0.0034018922597169876,-0.0,0.005904349964112043,0.006388053297996521,17.56004524230957,17.56004524230957,0.0,0.680034001700085
6500,0.0204391460865736,4.222130519337952e-05,2.314394441782497e-05,0.0033482867293059826,0.00014605905744247139,0.006550514604896307,-0.0,0.0011571660870686173,0.005453833378851414,-0.0,-0.0,-0.0,-0.0,4.222130519337952e-05,2.314394441782497e-05,0.0033482867293059826,-0.0,0.01157166063785553,0.005453833378851414,17.544824600219727,17.544824600219727,0.0,0.6750337516875844
6600,0.011548776179552078,4.011348937638104e-05,2.2138372514746152e-05,0.003289808752015233,0.0001397635496687144,0.006439853925257921,-0.0,0.0003589960979297757,0.004606754519045353,-0.0,-0.0,-0.0,-0.0,4.011348937638104e-05,2.2138372514746152e-05,0.003289808752015233,-0.0,0.003589960979297757,0.004606754519045353,17.540910720825195,17.540910720825195,0.0,0.6700335016750838
6700,0.011975886300206184,3.710641976795159e-05,2.161878001061268e-05,0.003229048801586032,0.00013258172839414328,0.006325515918433666,-0.0,0.00039061738061718643,0.004781938157975674,-0.0,-0.0,-0.0,-0.0,3.710641976795159e-05,2.161878001061268e-05,0.003229048801586032,-0.0,0.003906173864379525,0.004781938157975674,17.537429809570312,17.537429809570312,0.0,0.6650332516625832
6800,0.014550961554050446,3.510002716211602e-05,2.1224486772553064e-05,0.003170236013829708,0.0001271540968446061,0.006213318090885878,-0.0,0.0006232642335817218,0.005091758910566568,-0.0,-0.0,-0.0,-0.0,3.510002716211602e-05,2.1224486772553064e-05,0.003170236013829708,-0.0,0.0062326425686478615,0.005091758910566568,17.539457321166992,17.539457321166992,0.0,0.6600330016500825
6900,0.022317960858345032,3.281045792391524e-05,2.070793379971292e-05,0.003116259351372719,0.00012045204493915662,0.006112066563218832,-0.0,0.001406190451234579,0.005086277611553669,-0.0,-0.0,-0.0,-0.0,3.281045792391524e-05,2.070793379971292e-05,0.003116259351372719,-0.0,0.01406190451234579,0.005086277611553669,17.542783737182617,17.542783737182617,0.0,0.6550327516375819
7000,0.011953544802963734,3.121564441244118e-05,1.990102100535296e-05,0.003057862399145961,0.00011563552834559232,0.006000089459121227,-0.0,0.00036086217733100057,0.0052359439432621,-0.0,-0.0,-0.0,-0.0,3.121564441244118e-05,1.990102100535296e-05,0.003057862399145961,-0.0,0.003608621656894684,0.0052359439432621,17.541183471679688,17.541183471679688,0.0,0.6500325016250812
7100,0.012716426514089108,2.9853328669560142e-05,1.8819040633388795e-05,0.0030055081006139517,0.00010983502579620108,0.005901181139051914,-0.0,0.000399291719077155,0.0056693293154239655,-0.0,-0.0,-0.0,-0.0,2.9853328669560142e-05,1.8819040633388795e-05,0.0030055081006139517,-0.0,0.003992917016148567,0.0056693293154239655,17.545841217041016,17.545841217041016,0.0,0.6450322516125806
