split,sample_index,hard_case_type,defect_type,component_type_combination,true_rotated,true_multi_component,component_count,center_x,center_y,axis_x,axis_y,rotation_angle,polygon_area_sum,polygon_area_max,polygon_signed_area_flip_count,bbox_width,bbox_height,orientation_deg,vertex_x_min,vertex_x_max,vertex_y_min,vertex_y_max,signal_std_mean,signal_std_min,signal_std_max,signal_peak_to_peak_mean,signal_peak_to_peak_min,signal_peak_to_peak_max,lift_off_std_ratio_last_first
train,10,both_bins_wrong_like,rotated_rect,rotated_rect,True,False,1,-0.00578224455609,-0.003018989899,0.00853333333333,0.0008,0.25,6.826666666618635e-06,6.826666666618635e-06,0,0.00854256049533,0.00081395497428,90.6666408179416,-0.0100535248038,-0.00151096430847,-0.00342596738613,-0.00261201241185,1.6101383522266296e-06,1.607396813558137e-06,1.612342357955252e-06,9.216868079420237e-06,9.150250264156057e-06,9.271399562749139e-06,0.9969326958553723
train,11,both_bins_wrong_like,multi_defect,rotated_rect|rectangular_notch,True,True,2,0.011570742602,0.0001585858586,0.0144,0.00223333333333,-0.35,1.3653333333313369e-05,8.959999999994968e-06,0,0.014407512274,0.00224432013228,179.86874859699958,0.0035632303279,0.0179707426019,-0.00101906760703,0.00122525252525,1.2690501087854381e-06,1.2648396129852309e-06,1.2729090371820136e-06,7.653393974275483e-06,7.603308631587424e-06,7.693463771829556e-06,0.993660643485848
train,12,both_bins_wrong_like,rotated_rect,rotated_rect,True,False,1,-0.00127749860409,0.00269090909093,0.00888888888889,0.0008,0.35,7.111111111083645e-06,7.111111111083645e-06,0,0.00890175475284,0.00082034712176,90.93326239779016,-0.00572837598055,0.00317337877229,0.00228073553003,0.00310108265179,2.5571246514287323e-06,2.525018504880776e-06,2.5796100237748842e-06,1.0418863515345341e-05,1.0316687621525489e-05,1.0500604389562795e-05,0.9788372977345539
train,13,both_bins_wrong_like,multi_defect,rotated_rect|rectangular_notch,True,True,2,-0.00772573981013,-0.0014575757576,0.0142222222222,0.0022,-0.35,1.27051851851571e-05,8.0118518518387e-06,0,0.014229194825239998,0.002210580179911,179.86874859705117,-0.0155549346354,-0.00132573981016,-0.00260148927082,-0.000390909090909,8.464929858350137e-07,8.446522507026204e-07,8.47637013492737e-07,3.7240758173166335e-06,2.9602350574142733e-06,4.12018039241957e-06,0.9964787252767341
train,14,both_bins_wrong_like,rotated_rect,rotated_rect,True,False,1,0.00515466219982,0.00107474747473,0.0096,0.000933333333333,0.35,8.959999999999542e-06,8.959999999999542e-06,0,0.009615024548,0.0009553069312279999,90.93326239776337,0.00034714992589,0.00996217447389,0.000597094009132,0.00155240094036,2.46929460841378e-06,2.455037317175908e-06,2.4807115677297256e-06,1.1325031778142147e-05,1.1242902928643161e-05,1.1390734471206088e-05,0.9896504491341112
train,15,bins_correct_center_or_offset_bad,rotated_rect,rotated_rect,True,False,1,0.0207106644332,-0.001,0.00782222222222,0.000813333333333,-0.75,6.36207407408463e-06,6.36207407408463e-06,0,0.007849941951899999,0.000851659800101,179.71873619441317,0.0167856934573,0.0246356354092,-0.00142582990005,-0.000574170099949,2.0803054216765327e-06,2.068515712847899e-06,2.089740552707812e-06,1.0067376365441305e-05,1.0032832562956173e-05,1.0095011589328351e-05,0.989843313404427
train,16,bins_correct_center_or_offset_bad,rotated_rect,rotated_rect,True,False,1,-0.0146662199888,-0.000366666666667,0.00826666666667,0.000613333333333,0.75,5.0702222222369995e-06,5.0702222222369995e-06,0,0.0082873672021,0.0006538585338503,91.99930238459838,-0.0188099035899,-0.0105225363878,-0.000693595933592,-3.97373997417e-05,2.456212490163131e-06,2.4347140053987967e-06,2.4739839425077716e-06,1.584466417625663e-05,1.577799730512197e-05,1.5897997855063295e-05,0.9841268423637509
train,17,bins_correct_center_or_offset_bad,rectangular_notch,rectangular_notch,False,False,1,0.00784634282524,0.000266666666667,0.00871111111111,0.00068,0.0,5.923555555564213e-06,5.923555555564213e-06,0,0.00871111111112,0.0006800000000002999,90.0,0.00349078726968,0.0122018983808,-7.33333333333e-05,0.000606666666667,2.8338078829486984e-06,2.7577973541622123e-06,2.9538547107848154e-06,1.9352382726841217e-05,1.7804752587835537e-05,2.2383782379620243e-05,0.9336266080024931
train,18,bins_correct_center_or_offset_bad,rotated_rect,rotated_rect,True,False,1,-0.0275305415969,-0.0048,0.00915555555556,0.000746666666667,-0.75,6.836148148131607e-06,6.836148148131607e-06,0,0.009180834016100002,0.0007915436427200001,179.7187361943857,-0.0321209586049,-0.0229401245888,-0.00519577182136,-0.00440422817864,2.338469576193074e-06,2.3106381476380233e-06,2.3555645137492822e-06,1.0554867496163448e-05,1.0026864174506045e-05,1.0851626370822487e-05,0.9809275586174666
train,19,bins_correct_center_or_offset_bad,rotated_rect,rotated_rect,True,False,1,-0.00501797878276,-0.00416666666667,0.0096,0.000813333333333,0.75,7.808000000015879e-06,7.808000000015879e-06,0,0.00962756742311,0.0008603861971499998,91.99930238093704,-0.00983176249436,-0.00020419507125,-0.00459685976524,-0.00373647356809,2.31052561214553e-06,2.295856509072892e-06,2.3224623434924905e-06,1.1111850085399055e-05,1.1029883580704336e-05,1.1160173812641005e-05,0.9885441266704936
train,20,bins_correct_center_or_offset_bad,rectangular_notch,rectangular_notch,False,False,1,0.0174945840313,-0.00353333333333,0.00782222222222,0.000613333333333,0.0,4.797629629589922e-06,4.797629629589922e-06,0,0.0078222222222,0.0006133333333300001,90.0,0.0135834729202,0.0214056951424,-0.00384,-0.00322666666667,2.1325493492325064e-06,2.087763848106055e-06,2.200965820596531e-06,1.743652440685158e-05,1.6697250430297572e-05,1.8794597053783946e-05,0.9485671374670441
train,21,bins_correct_center_or_offset_bad,rotated_rect,rotated_rect,True,False,1,-0.0178823003908,-0.0029,0.00826666666667,0.00068,-0.75,5.62133333334651e-06,5.62133333334651e-06,0,0.0082896942413,0.0007205194890199996,179.71873619442616,-0.0220271475115,-0.0137374532702,-0.00326025974451,-0.00253974025549,1.8812946691239357e-06,1.849921691320399e-06,1.910101530994036e-06,1.0452100497104766e-05,9.446162010817716e-06,1.1876817097800085e-05,0.9684939053253788
train,22,geometry_or_type_interaction,multi_defect,rotated_rect|rectangular_notch,True,True,2,0.00988444444444,2e-05,0.0147555555556,0.00161333333333,0.75,8.53333333333423e-06,4.77866666667183e-06,0,0.0147664055001,0.0016316313519570001,91.9993023803986,0.0022291500555,0.0169955555556,-0.000818298018624,0.000813333333333,1.1683429141280222e-06,1.1681956842499085e-06,1.1685445395934832e-06,7.5868972923368956e-06,7.571750415991119e-06,7.605830887769116e-06,1.000298627488766
train,23,geometry_or_type_interaction,multi_defect,rotated_rect|rectangular_notch,True,True,2,0.01296,1.33333333333e-05,0.0154666666667,0.00161333333333,0.75,8.533333333340667e-06,4.778666666671864e-06,0,0.0154775166112,0.0016316313519570001,91.99930238040177,0.0049491500555,0.0204266666667,-0.00078,0.000851631351957,1.5109672783274353e-06,1.3512161804735402e-06,1.797493219457688e-06,1.266717314744407e-05,1.0796720744110644e-05,1.6327478078892455e-05,0.7517225466259108
train,24,geometry_or_type_interaction,multi_defect,rotated_rect|rectangular_notch,True,True,2,0.0120266666667,0.00160533333333,0.0117333333333,0.00141333333333,0.25,8.533333333359576e-06,4.778666666671579e-06,0,0.01173702115198,0.0014194389201660001,90.66664081345553,0.00588964551472,0.0176266666667,0.000879227746504,0.00229866666667,7.190346622825203e-07,7.106782389464644e-07,7.334149397848775e-07,5.370587283929733e-06,5.3220867357595125e-06,5.431212912299088e-06,0.9689988578019939
train,25,geometry_or_type_interaction,multi_defect,rotated_rect|rectangular_notch|rotated_rect,True,True,3,-0.0187555555556,0.00165555555553,0.0140444444444,0.00211333333333,0.75,1.1306666666567704e-05,4.778666666631669e-06,0,0.014055294388899998,0.002144698672694,91.99930237684667,-0.0264108499445,-0.0123555555556,0.000693599345926,0.00283829801862,1.519687945146373e-06,1.511662085280704e-06,1.5336204391705083e-06,1.1264468715429151e-05,1.0919994565483648e-05,1.1753374565159902e-05,0.9870638603425684
train,26,geometry_or_type_interaction,multi_defect,rotated_rect|rectangular_notch,True,True,2,-0.0160355555556,0.00399333333333,0.0147555555556,0.00161333333333,0.75,8.533333333370859e-06,4.778666666706334e-06,0,0.014766405500059998,0.00163163135196,91.99930237681545,-0.0236908499445,-0.00892444444444,0.00315503531471,0.00478666666667,9.653860320590186e-07,9.595084946062494e-07,9.701011156114883e-07,6.7845111667944975e-06,6.749949761797325e-06,6.81216033626697e-06,0.9890809103970961
train,27,rare_y_bin_wrong,rotated_rect,rotated_rect,True,False,1,-0.00266666666667,-0.00656565656565,0.0123555555556,0.000833333333333,-0.75,1.0296296296356415e-05,1.0296296296356415e-05,0,0.01238358501529,0.0008939103991300002,179.7187361944198,-0.00885845917431,0.00352512584098,-0.00701261176522,-0.00611870136609,2.416085105140225e-06,2.409527639862841e-06,2.423667865581375e-06,1.0459684631314303e-05,1.03796304529169e-05,1.0523727951294859e-05,0.9941657741477947
train,28,rare_y_bin_wrong,rotated_rect,rotated_rect,True,False,1,0.00106666666667,0.0015797979798,0.0110222222222,0.000913333333333,0.75,1.0066962962953018e-05,1.0066962962953018e-05,0,0.011053158358919998,0.0009673587475399999,91.99930238032427,-0.00445991251279,0.00659324584613,0.00109611860603,0.00206347735357,2.395534281927406e-06,2.391000511514512e-06,2.398421796663927e-06,1.1406444855310838e-05,1.1239414789088187e-05,1.1512221817611135e-05,1.0005177995735723
train,29,rare_y_bin_wrong,rotated_rect,rotated_rect,True,False,1,0.0048,-0.00494949494949,0.0114666666667,0.000993333333333,-0.75,1.1390222222194135e-05,1.1390222222194135e-05,0,0.011500357173792,0.00104953349301,179.71873619440063,-0.000950178586892,0.0105501785869,-0.005474261696,-0.00442472820299,2.621968517809208e-06,2.600854066390749e-06,2.6394735273143302e-06,1.2804004957918854e-05,1.2655621162593889e-05,1.2922711789542518e-05,0.9853684984812571
val,0,x_bin_wrong_like,rectangular_notch,rectangular_notch,False,False,1,0.00968754885547,-0.00052,0.0135111111111,0.00126666666667,0.0,1.711407407397246e-05,1.711407407397246e-05,0,0.013511111111070001,0.001266666666663,90.0,0.00293199329983,0.0164431044109,-0.00115333333333,0.000113333333333,2.856437017676324e-06,2.813068098481967e-06,2.9428867773266883e-06,1.6922854835380956e-05,1.598633161847829e-05,1.8758896658255253e-05,0.9558873009166027
val,1,x_bin_wrong_like,rectangular_notch,rectangular_notch,False,False,1,-0.0258501395868,0.0,0.0140444444444,0.00136,0.0,1.9100444444384002e-05,1.9100444444384002e-05,0,0.014044444444400003,0.00136,90.0,-0.032872361809,-0.0188279173646,-0.00068,0.00068,2.8266795216853442e-06,2.8100304322268312e-06,2.842381811958807e-06,1.771508353461589e-05,1.7642363673076034e-05,1.7773259060049895e-05,0.9886182146269502
val,2,x_bin_wrong_like,rotated_rect,rotated_rect,True,False,1,-0.00317677275271,0.00052,0.0124444444444,0.00145333333333,1.0,1.8085925925940427e-05,1.8085925925940427e-05,0,0.012510186866,0.001534556547001,92.66501390080529,-0.00943186618565,0.00307832068035,-0.000247278273501,0.0012872782735,2.362652541566627e-06,2.3481201251877165e-06,2.372844517153022e-06,1.35923913452037e-05,1.3579927326645702e-05,1.360797159577487e-05,0.9895802730492556
val,3,both_bins_wrong_like,multi_defect,rotated_rect|rectangular_notch,True,True,2,0.00513858179787,-0.0014575757576,0.0140444444444,0.00216666666667,-0.35,1.1804444444505603e-05,7.111111111172534e-06,0,0.01405087737644,0.002176840227551,179.86874859699617,-0.00251229557854,0.0115385817979,-0.00256774931846,-0.000390909090909,1.360139253018924e-06,1.3567399489430807e-06,1.3643571058062032e-06,1.04484677194705e-05,1.0441915037517902e-05,1.0456658628754667e-05,1.0056143086735645
val,4,both_bins_wrong_like,rotated_rect,rotated_rect,True,False,1,-0.00770965940818,0.00107474747473,0.00924444444444,0.000866666666667,0.35,8.011851851912134e-06,8.011851851912134e-06,0,0.00925838965046,0.000887827026501,90.93326239833539,-0.0123388542334,-0.00308046458294,0.000630833961499,0.001518660988,2.7237519042230404e-06,2.5955671319967177e-06,2.7916999768678613e-06,1.7939010831469204e-05,1.6145855624927208e-05,1.8841718883777503e-05,0.9297442968455392
val,5,bins_correct_center_or_offset_bad,rectangular_notch,rectangular_notch,False,False,1,0.00784634282524,0.000266666666667,0.00782222222222,0.000813333333333,0.0,6.362074074028993e-06,6.362074074028993e-06,0,0.007822222222170001,0.0008133333333329999,90.0,0.00393523171413,0.0117574539363,-0.00014,0.000673333333333,2.5284460598076126e-06,2.4605153194967236e-06,2.5679243970570374e-06,1.7965845472645015e-05,1.643690120545216e-05,1.8759343220153823e-05,0.9581728038086286
val,6,bins_correct_center_or_offset_bad,rotated_rect,rotated_rect,True,False,1,-0.0206479061977,-0.00384,0.00826666666667,0.000613333333333,-0.25,5.0702222222304045e-06,5.0702222222304045e-06,0,0.0082737244087,0.0006268537536199994,179.906249488726,-0.024784768402,-0.0165110439933,-0.00415342687681,-0.00352657312319,2.5701967178435366e-06,2.541846055744647e-06,2.6011907687367524e-06,1.4362601177708711e-05,1.4030893453309545e-05,1.4866932360746432e-05,0.9771855591272431
val,7,geometry_or_type_interaction,multi_defect,rotated_rect|rectangular_notch,True,True,2,0.0177955555556,-0.00408,0.0140444444444,0.00161333333333,0.75,8.533333333221849e-06,4.778666666597839e-06,0,0.014055294388900002,0.0016316313519500005,91.99930237684667,0.0104958167222,0.0245511111111,-0.00487333333333,-0.00324170198138,1.0861402388306364e-06,1.085896311772549e-06,1.0863458129871206e-06,8.727284542449828e-06,8.694245480000973e-06,8.768583484197734e-06,0.9995862264030497
val,8,geometry_or_type_interaction,multi_defect,rotated_rect|rectangular_notch,True,True,2,-0.0173511111111,-0.00208666666667,0.0147555555556,0.00161333333333,0.75,8.533333333394333e-06,4.77866666670633e-06,0,0.014766405500099998,0.0016316313519600001,91.99930238575779,-0.0250064055001,-0.01024,-0.00292496468529,-0.00129333333333,1.0166897203187776e-06,9.916131889916155e-07,1.0428490027739493e-06,8.58452851086137e-06,8.472110948787304e-06,8.674462378621683e-06,0.9508693841140491
val,9,rare_y_bin_wrong,rotated_rect,rotated_rect,True,False,1,0.0048,0.00313131313133,0.0123555555556,0.000833333333333,-0.75,1.0296296296342397e-05,1.0296296296342397e-05,0,0.01238358501525,0.0008939103991299998,179.71873619442022,-0.00139179250765,0.0109917925076,0.00268435793175,0.00357826833088,3.3320975789523714e-06,3.2763640731293365e-06,3.3650697620417972e-06,1.822174741998121e-05,1.6542296634725062e-05,1.906583747768309e-05,0.9736392719363305
test,0,x_bin_wrong_like,rotated_rect,rotated_rect,True,False,1,0.00325538805138,0.00104,0.0124444444444,0.00136,1.0,1.692444444442396e-05,1.692444444442396e-05,0,0.012505843155960001,0.0014412374287830002,92.66501390107383,-0.00299753352661,0.00950830962935,0.000319381285607,0.00176061871439,2.3735439667913336e-06,2.3595375001046057e-06,2.385925139558676e-06,1.3427202854169687e-05,1.3392683285928797e-05,1.345481814496452e-05,0.9889402902812989
test,1,x_bin_wrong_like,rectangular_notch,rectangular_notch,False,False,1,0.0256071468453,0.00156,0.0129777777778,0.00145333333333,0.0,1.886103703711692e-05,1.886103703711692e-05,0,0.0129777777778,0.0014533333333370002,90.0,0.0191182579564,0.0320960357342,0.000833333333333,0.00228666666667,2.4142125638616214e-06,2.393969754938356e-06,2.4357574003228408e-06,1.2679306564677972e-05,1.2431557934178272e-05,1.3001495972275734e-05,1.007911871629222
test,2,x_bin_wrong_like,rectangular_notch,rectangular_notch,False,False,1,-0.00960893355662,-0.00156,0.0135111111111,0.00126666666667,0.0,1.7114074073985124e-05,1.7114074073985124e-05,0,0.013511111111079999,0.001266666666663,90.0,-0.0163644891122,-0.00285337800112,-0.00219333333333,-0.000926666666667,2.579941671399521e-06,2.5676366994074402e-06,2.5975755506257155e-06,1.922459371902126e-05,1.9190917555533815e-05,1.925153537740698e-05,1.0089189282287088
test,3,both_bins_wrong_like,multi_defect,rotated_rect|rectangular_notch,True,True,2,0.011570742602,-0.0014575757576,0.0142222222222,0.0022,-0.35,1.2705185185122436e-05,8.011851851804036e-06,0,0.01422919482521,0.002210580179911,179.86874859705048,0.00374154777669,0.0179707426019,-0.00260148927082,-0.000390909090909,9.036393606803743e-07,9.023952312782907e-07,9.053372166474494e-07,4.2688977307155556e-06,4.030992172943115e-06,4.534242975751113e-06,0.9967503982879957
test,4,both_bins_wrong_like,rotated_rect,rotated_rect,True,False,1,-0.00127749860409,0.00107474747473,0.0096,0.000933333333333,0.35,8.960000000000905e-06,8.960000000000905e-06,0,0.009615024548,0.0009553069312279999,90.9332623975793,-0.00608501087813,0.00353001366987,0.000597094009132,0.00155240094036,2.425496926444532e-06,2.3761294537811054e-06,2.467648272918451e-06,1.1477163828506795e-05,1.1225625485167257e-05,1.1622657211773912e-05,0.9629125349257706
test,5,bins_correct_center_or_offset_bad,rotated_rect,rotated_rect,True,False,1,0.00141418202116,-0.0048,0.00782222222222,0.00068,-0.75,5.319111111110121e-06,5.319111111110121e-06,0,0.00784528787344,0.0007183378897600004,179.7187361944121,-0.0025084619155,0.00533682595794,-0.00515916894488,-0.00444083105512,1.5087464063535984e-06,1.4326052199571663e-06,1.5471044979611836e-06,1.2888001341101093e-05,1.1483342404972063e-05,1.3596269127447158e-05,0.9259912448351695
test,6,bins_correct_center_or_offset_bad,rotated_rect,rotated_rect,True,False,1,0.0239267448352,-0.00416666666667,0.00826666666667,0.000746666666667,0.75,6.172444444405955e-06,6.172444444405955e-06,0,0.008292021280399998,0.0007871804441900001,91.99930237427398,0.0197807341951,0.0280727554755,-0.00456025688876,-0.00377307644457,2.3004123306520477e-06,2.289740262971024e-06,2.3137612475178072e-06,1.1983172877686835e-05,1.1919716456532115e-05,1.2020787693245438e-05,0.9896182094965275
test,7,geometry_or_type_interaction,multi_defect,rotated_rect|rectangular_notch,True,True,2,0.0103288888889,-0.00314666666667,0.0154666666667,0.00161333333333,0.75,8.533333333374755e-06,4.778666666686764e-06,0,0.015477516611210001,0.00163163135196,91.99930238039236,0.00231803894439,0.0177955555556,-0.00394,-0.00230836864804,9.855542580747443e-07,9.653500557986855e-07,1.0230322510956628e-06,7.464095081862372e-06,7.424091336361016e-06,7.496097850889782e-06,1.0565453766890092
test,8,geometry_or_type_interaction,multi_defect,rotated_rect|rectangular_notch,True,True,2,0.0134044444444,-0.00115333333333,0.0133333333333,0.00161333333333,0.75,8.533333333353644e-06,4.778666666684845e-06,0,0.01334418327779,0.00163163135196,91.99930238128654,0.00646026116661,0.0198044444444,-0.00199163135196,-0.00036,8.576248991766862e-07,8.530818764745503e-07,8.617188515669177e-07,7.845194204492145e-06,7.8211376148829e-06,7.881619467298151e-06,1.0042477481055623
test,9,rare_y_bin_wrong,rotated_rect,rotated_rect,True,False,1,0.0048,-0.00333333333333,0.0114666666667,0.000913333333333,-0.75,1.0472888888917005e-05,1.0472888888917005e-05,0,0.011497564726765,0.0009695403468100001,179.71873619440245,-0.000948782363365,0.0105487823634,-0.00381810350674,-0.00284856315993,2.656155404279e-06,2.6070522053505257e-06,2.740429155852345e-06,1.824379705794854e-05,1.7295846191700548e-05,2.0053710613865405e-05,0.9513299038521082
