split,sample_count,center_x_mean,center_x_min,center_x_max,center_y_mean,center_y_min,center_y_max,axis_x_mean,axis_x_min,axis_x_max,axis_y_mean,axis_y_min,axis_y_max,rotation_angle_mean,rotation_angle_min,rotation_angle_max,polygon_area_sum_mean,polygon_area_sum_min,polygon_area_sum_max,bbox_width_mean,bbox_width_min,bbox_width_max,bbox_height_mean,bbox_height_min,bbox_height_max,vertex_x_min_mean,vertex_x_min_min,vertex_x_min_max,vertex_x_max_mean,vertex_x_max_min,vertex_x_max_max,signal_std_mean_mean,signal_std_mean_min,signal_std_mean_max,signal_peak_to_peak_mean_mean,signal_peak_to_peak_mean_min,signal_peak_to_peak_mean_max,lift_off_std_ratio_last_first_mean,lift_off_std_ratio_last_first_min,lift_off_std_ratio_last_first_max,true_rotated_rate,true_multi_component_rate
test,10,0.008342110552763,-0.00960893355662,0.0256071468453,-0.0015942828282869998,-0.0048,0.00156,0.011911111111109,0.00782222222222,0.0154666666667,0.0012779999999993,0.00068,0.0022,0.175,-0.75,1.0,1.1359585185181082e-05,5.319111111110121e-06,1.886103703711692e-05,0.011929552518765495,0.00784528787344,0.015477516611210001,0.0013065445924602002,0.0007183378897600004,0.002210580179911,0.0022514562243385002,-0.0163644891122,0.0197807341951,0.014181008743104,-0.00285337800112,0.0320960357342,1.900532778771346e-06,8.576248991766862e-07,2.656155404279e-06,1.1950142526018225e-05,4.2688977307155556e-06,1.922459371902126e-05,0.9893166506331375,0.9259912448351695,1.0565453766890092,0.8,0.3
train,30,-0.0014393731620979003,-0.0289054159687,0.0256071468453,-0.00076067070707189,-0.00656565656565,0.00399333333333,0.011742222222219,0.00782222222222,0.0154666666667,0.0012179999999993665,0.000613333333333,0.00223333333333,0.15,-0.75,1.0,1.1541056790121568e-05,4.797629629589922e-06,1.9636148148254203e-05,0.011757948337523274,0.0078222222222,0.0154775166112,0.001243181584489953,0.0006133333333300001,0.00224432013228,-0.007426040205427398,-0.0351421394166,0.0191182579564,0.004331908132095873,-0.0229401245888,0.0320960357342,2.1240179932166908e-06,7.190346622825203e-07,2.9032830443346154e-06,1.1759296000545137e-05,3.7240758173166335e-06,2.0007291216946516e-05,0.9700324492443347,0.7517225466259108,1.0005177995735723,0.7,0.23333333333333334
val,10,-0.0029467560022309997,-0.0258501395868,0.0177955555556,-0.0006991515151542999,-0.00408,0.00313131313133,0.012053333333323,0.00782222222222,0.0147555555556,0.0012599999999996002,0.000613333333333,0.00216666666667,0.15,-0.75,1.0,1.1291199999993259e-05,5.0702222222304045e-06,1.9100444444384002e-05,0.012067624098349002,0.007822222222170001,0.014766405500099998,0.0012823250657709,0.0006268537536199994,0.002176840227551,-0.009097530248017998,-0.032872361809,0.0104958167222,0.0029700938503310005,-0.0188279173646,0.0245511111111,2.266323055392319e-06,1.0166897203187776e-06,3.3320975789523714e-06,1.4447981538978637e-05,8.58452851086137e-06,1.822174741998121e-05,0.9728897639501215,0.9297442968455392,1.0056143086735645,0.7,0.3
