sample_index,variant,intersection,union,false_positive_pixels,false_negative_pixels,symmetric_diff_pixels,pred_area,target_area,area_diff,iou,dice,signed_area,target_signed_area,geom_area_abs,target_geom_area_abs,centroid_error_norm,centroid_error_cells,bbox_xmin_error,bbox_ymin_error,bbox_xmax_error,bbox_ymax_error,max_edge_length_abs_error_norm,mean_edge_length_abs_error_norm
0,pred_polygon,188,192,3,1,4,191,189,2,0.9791666666666666,0.9894736842105263,-1.570268107662162e-05,-1.57629628136044e-05,1.570268107662162e-05,1.57629628136044e-05,7.980052857775861e-06,0.019850381696319204,6.243586540222168e-06,7.641501724720001e-06,-1.6158446669578552e-05,4.9380469135940075e-06,2.2439045841900554e-05,1.2376592804346279e-05
0,gt_polygon,189,189,0,0,0,189,189,0,1.0,1.0,-1.57629628136044e-05,-1.57629628136044e-05,1.57629628136044e-05,1.57629628136044e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,pred_center_gt_local_vertices,189,193,4,0,4,193,189,4,0.9792746113989638,0.9895287958115183,-1.5762962663563274e-05,-1.57629628136044e-05,1.5762962663563274e-05,1.57629628136044e-05,8.05972499012095e-06,0.020048566127650207,-4.870939715573286e-06,6.421369929565657e-06,-4.87096922530128e-06,6.42137366681228e-06,2.9887782873605495e-10,9.947888910191716e-11
0,gt_center_pred_local_vertices,187,189,0,2,2,187,189,-2,0.9894179894179894,0.9946808510638298,-1.5702681696700533e-05,-1.57629628136044e-05,1.5702681696700533e-05,1.57629628136044e-05,8.005231904941279e-08,0.0001991301457681399,1.111502327333369e-05,1.2201422831259467e-06,-1.1287055305508886e-05,-1.4833278935907912e-06,2.243699570645373e-05,1.2376337659091095e-05
0,pred_polygon_area_scaled_to_target,189,193,4,0,4,193,189,4,0.9792746113989638,0.9895287958115183,-1.57629628136044e-05,-1.57629628136044e-05,1.57629628136044e-05,1.57629628136044e-05,7.980052857773768e-06,0.019850381696313996,-5.694957539749412e-06,6.390450625947796e-06,-4.220445514124815e-06,6.1888156670592475e-06,1.9492594784502326e-06,9.191351578572327e-07
0,pred_polygon_centroid_aligned_to_target,188,189,0,1,1,188,189,-1,0.9947089947089947,0.9973474801061007,-1.5702681076621614e-05,-1.57629628136044e-05,1.5702681076621614e-05,1.57629628136044e-05,0.0,0.0,1.10589899122715e-05,1.2780801625922322e-06,-1.134304329752922e-05,-1.4253746485337615e-06,2.2439045841900554e-05,1.2376592804346279e-05
0,pred_polygon_edge_length_scaled_to_target,189,193,4,0,4,193,189,4,0.9792746113989638,0.9895287958115183,-1.576300829598112e-05,-1.57629628136044e-05,1.576300829598112e-05,1.57629628136044e-05,7.980052857775689e-06,0.019850381696318774,-5.703956506272756e-06,6.389507615904913e-06,-4.211446956843556e-06,6.189758464277147e-06,1.96721525786564e-06,9.271990477548544e-07
0,pred_polygon_interpolate_gt_alpha_0.25,189,191,2,0,2,191,189,2,0.9895287958115183,0.9947368421052631,-1.5717740735330613e-05,-1.57629628136044e-05,1.5717740735330613e-05,1.57629628136044e-05,5.985039643331896e-06,0.014887786272239401,4.682689905166626e-06,5.731126293540001e-06,-1.2118835002183914e-05,3.7035351851955056e-06,1.682928447285098e-05,9.28244890543024e-06
0,pred_polygon_interpolate_gt_alpha_0.50,189,190,1,0,1,190,189,1,0.9947368421052631,0.9973614775725593,-1.573280757773074e-05,-1.57629628136044e-05,1.573280757773074e-05,1.57629628136044e-05,3.990026428887931e-06,0.009925190848159602,3.121793270111084e-06,3.820750862360001e-06,-8.079223334789276e-06,2.4690234567970037e-06,1.1219523042796387e-05,6.188302135307457e-06
0,pred_polygon_interpolate_gt_alpha_0.75,189,190,1,0,1,190,189,1,0.9947368421052631,0.9973614775725593,-1.5747881603822002e-05,-1.57629628136044e-05,1.5747881603822002e-05,1.57629628136044e-05,1.9950132144439654e-06,0.004962595424079801,1.560896635055542e-06,1.9103754311800003e-06,-4.039611667394638e-06,1.2345117283985019e-06,5.609761551818304e-06,3.094152498620212e-06
