sample_index,component_slot,edge_index,pred_edge_len_norm,target_edge_len_norm,edge_len_error_norm,edge_len_error_cells
0,0,0,0.0012645174382932278,0.0012669613265580502,-2.4438882648223498e-06,-0.006079172123854803
0,0,1,0.012422163756663544,0.012444035661922958,-2.1871905259414e-05,-0.0544063649154959
0,0,2,0.001264209954424424,0.0012669614862756721,-2.7515318512482106e-06,-0.006844435553285263
0,0,3,0.012421598478335258,0.012444037524177158,-2.2439045841900554e-05,-0.05581712712954076
