step,total_loss,presence_loss,type_loss,continuous_loss,center_loss,axis_loss,depth_loss,rotation_loss,other_loss
1,2.1695284843444824,0.7317806482315063,0.6848949193954468,0.41040563583374023,0.4554591476917267,0.4699324667453766,0.43931224942207336,0.36591002345085144,nan
100,0.32186591625213623,2.060281804006081e-05,0.04955735057592392,0.24750930070877075,0.12173181027173996,0.37932834029197693,0.2237364947795868,0.2534197270870209,nan
200,0.09297399967908859,4.4880968630423013e-07,0.001334497006610036,0.09097180515527725,0.05105835944414139,0.27164721488952637,0.13770122826099396,0.028474682942032814,nan
300,0.052172429859638214,1.3488528338712058e-07,0.0004437034949660301,0.05150673910975456,0.031531963497400284,0.18789243698120117,0.07871228456497192,0.0036345834378153086,nan
400,0.03992650657892227,7.089492726208846e-08,0.00029919148073531687,0.039477650076150894,0.020734291523694992,0.1483381688594818,0.04437926784157753,0.0078047229908406734,nan
500,0.025448188185691833,4.5002458648468746e-08,0.00020049847080372274,0.025147395208477974,0.011893881484866142,0.1160394549369812,0.01828288473188877,0.001556050032377243,nan
600,0.019997749477624893,4.5369876744416615e-08,0.00016519479686394334,0.01974991150200367,0.00959840789437294,0.08949867635965347,0.013403177261352539,0.00199973420239985,nan
700,0.012306584045290947,3.8383447531487036e-08,0.0001397452288074419,0.012096927501261234,0.005835757125169039,0.05786837264895439,0.0035300306044518948,0.001782466541044414,nan
800,0.007675173692405224,3.881695320728795e-08,0.00011245040514040738,0.0075064594857394695,0.004512936342507601,0.03470543026924133,0.0025096486788243055,0.0011035797651857138,nan
900,0.005182747263461351,4.524585150988969e-08,9.340846008853987e-05,0.005042589269578457,0.0037029446102678776,0.021585335955023766,0.001866908511146903,0.0010334487305954099,nan
1000,0.004251081496477127,3.998756170631168e-08,7.550714508397505e-05,0.004137780983000994,0.003258123993873596,0.013993530534207821,0.003751287003979087,0.0012745816493406892,nan
1100,0.0025911901611834764,5.262518953941253e-08,6.222633965080604e-05,0.002497798064723611,0.0028634322807192802,0.009051863104104996,0.0015385462902486324,0.0005109825287945569,nan
1200,0.001764590502716601,5.4927767223489354e-08,5.0529048166936263e-05,0.0016887419624254107,0.0025395338889211416,0.005918989423662424,0.0005566189647652209,0.00037243650876916945,nan
1300,0.001440125983208418,5.400877967076667e-08,4.2474883230170235e-05,0.0013763596070930362,0.00229285447858274,0.003912982530891895,0.000834824051707983,0.0004058319318573922,nan
1400,0.0009873046074062586,6.446283862260316e-08,3.680629379232414e-05,0.0009320306708104908,0.0020726018119603395,0.0024878419935703278,0.00030984298791736364,0.000240632492932491,nan
1500,0.0008067418239079416,6.716985012644727e-08,3.231131631764583e-05,0.0007582076941616833,0.001880621537566185,0.0017536594532430172,0.0002727181126829237,0.00021408240718301386,nan
1600,0.0006615062011405826,9.73176454976965e-08,2.8888563974760473e-05,0.0006180760101415217,0.0017471099272370338,0.001274896552786231,0.00016158504877239466,0.0001749548246152699,nan
1700,0.0005528980400413275,8.645466920143008e-08,2.4124177798512392e-05,0.0005166252958588302,0.0015929639339447021,0.0009379825205542147,0.00012759822129737586,0.00014706904767081141,nan
1800,0.00048247288214042783,9.156277513966415e-08,2.2158848878461868e-05,0.0004491430299822241,0.0014592665247619152,0.0007272433140315115,0.00012465575127862394,0.00012789755419362336,nan
1900,0.00042789822327904403,1.0369628000717057e-07,2.1138639567652717e-05,0.0003960865724366158,0.001357250614091754,0.0005601774319075048,0.0001318092254223302,0.00010909403499681503,nan
2000,0.00041468633571639657,1.0673750949763416e-07,1.9881617845385335e-05,0.0003847571788355708,0.0012686466798186302,0.0004850757250096649,0.0001342824543826282,0.00014017944340594113,nan
