split,presence_accuracy,type_accuracy_present,continuous_mae_mean,center_mae,center_grid_mae,center_axis_relative_mae,axis_mae,rotation_mae,depth_mae,param_mask_iou,param_mask_dice,encoder_type,head_mode,feature_fusion_mode,feature_dim,component_matching_mode,lambda_raster_bce,lambda_raster_dice,raster_loss_start_step,raster_softness_cells,raster_target_source,val_selection_metric,val_selection_interval,lambda_type_extra,lambda_rotation_extra,rotation_loss_mode,lambda_center_grid,lambda_center_axis_relative,center_axis_relative_eps,best_step,best_val_mask_iou,best_val_loss
train,1.0,1.0,0.07693468034267426,0.00037729452014900744,1.8329113721847534,0.12266784906387329,1.9547123883967288e-05,0.4608005881309509,1.3810470591124613e-05,0.6564694732981657,0.7904337888203125,mlp,shared,none,0,fixed,0.0,0.0,0,1.0,masks,none,0,0.0,0.0,mse,0.0,0.0,1e-06,,nan,nan
