runner config | sample=1 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=3.000000e+00
sample=1 | outer=1/30 | loss_phi=2.284621e+00 | loss_mu=1.626388e+00 | mu_mse=1.871515e+05 | mu_mae=4.313942e+02 | defect_area_pred=0 | defect_area_label=20 | defect_iou=0.000000e+00
sample=1 | outer=2/30 | loss_phi=2.267234e+00 | loss_mu=1.182139e+00 | mu_mse=1.747005e+05 | mu_mae=4.162684e+02 | defect_area_pred=0 | defect_area_label=20 | defect_iou=0.000000e+00
sample=1 | outer=3/30 | loss_phi=2.263729e+00 | loss_mu=1.031319e+00 | mu_mse=1.654542e+05 | mu_mae=4.044761e+02 | defect_area_pred=0 | defect_area_label=20 | defect_iou=0.000000e+00
sample=1 | outer=4/30 | loss_phi=2.262058e+00 | loss_mu=9.574538e-01 | mu_mse=1.536673e+05 | mu_mae=3.890283e+02 | defect_area_pred=11 | defect_area_label=20 | defect_iou=2.400000e-01
sample=1 | outer=5/30 | loss_phi=2.260774e+00 | loss_mu=9.392300e-01 | mu_mse=1.429751e+05 | mu_mae=3.745529e+02 | defect_area_pred=18 | defect_area_label=20 | defect_iou=4.074074e-01
sample=1 | outer=6/30 | loss_phi=2.259482e+00 | loss_mu=9.849708e-01 | mu_mse=1.367387e+05 | mu_mae=3.660362e+02 | defect_area_pred=19 | defect_area_label=20 | defect_iou=4.444444e-01
sample=1 | outer=7/30 | loss_phi=2.257859e+00 | loss_mu=1.105309e+00 | mu_mse=1.357441e+05 | mu_mae=3.645453e+02 | defect_area_pred=21 | defect_area_label=20 | defect_iou=5.185185e-01
sample=1 | outer=8/30 | loss_phi=2.255431e+00 | loss_mu=1.350695e+00 | mu_mse=1.333668e+05 | mu_mae=3.609025e+02 | defect_area_pred=25 | defect_area_label=20 | defect_iou=5.517241e-01
sample=1 | outer=9/30 | loss_phi=2.251512e+00 | loss_mu=1.732318e+00 | mu_mse=1.367039e+05 | mu_mae=3.653561e+02 | defect_area_pred=24 | defect_area_label=20 | defect_iou=5.714286e-01
sample=1 | outer=10/30 | loss_phi=2.245308e+00 | loss_mu=2.041360e+00 | mu_mse=1.427532e+05 | mu_mae=3.733269e+02 | defect_area_pred=24 | defect_area_label=20 | defect_iou=5.714286e-01
sample=1 | outer=11/30 | loss_phi=2.241008e+00 | loss_mu=2.253732e+00 | mu_mse=1.441170e+05 | mu_mae=3.751771e+02 | defect_area_pred=26 | defect_area_label=20 | defect_iou=6.428571e-01
sample=1 | outer=12/30 | loss_phi=2.237584e+00 | loss_mu=2.247532e+00 | mu_mse=1.430461e+05 | mu_mae=3.736985e+02 | defect_area_pred=26 | defect_area_label=20 | defect_iou=6.428571e-01
sample=1 | outer=13/30 | loss_phi=2.234500e+00 | loss_mu=2.137528e+00 | mu_mse=1.400726e+05 | mu_mae=3.694718e+02 | defect_area_pred=26 | defect_area_label=20 | defect_iou=6.428571e-01
sample=1 | outer=14/30 | loss_phi=2.231622e+00 | loss_mu=1.940447e+00 | mu_mse=1.355818e+05 | mu_mae=3.628157e+02 | defect_area_pred=25 | defect_area_label=20 | defect_iou=6.666667e-01
sample=1 | outer=15/30 | loss_phi=2.228916e+00 | loss_mu=1.691079e+00 | mu_mse=1.296164e+05 | mu_mae=3.537650e+02 | defect_area_pred=23 | defect_area_label=20 | defect_iou=7.200000e-01
sample=1 | outer=16/30 | loss_phi=2.226369e+00 | loss_mu=1.412875e+00 | mu_mse=1.221224e+05 | mu_mae=3.421314e+02 | defect_area_pred=23 | defect_area_label=20 | defect_iou=7.200000e-01
sample=1 | outer=17/30 | loss_phi=2.223806e+00 | loss_mu=1.128285e+00 | mu_mse=1.119154e+05 | mu_mae=3.256715e+02 | defect_area_pred=22 | defect_area_label=20 | defect_iou=7.500000e-01
sample=1 | outer=18/30 | loss_phi=2.221093e+00 | loss_mu=8.314620e-01 | mu_mse=9.934773e+04 | mu_mae=3.035136e+02 | defect_area_pred=21 | defect_area_label=20 | defect_iou=7.826087e-01
sample=1 | outer=19/30 | loss_phi=2.218531e+00 | loss_mu=6.574345e-01 | mu_mse=9.014984e+04 | mu_mae=2.859314e+02 | defect_area_pred=21 | defect_area_label=20 | defect_iou=8.636364e-01
sample=1 | outer=20/30 | loss_phi=2.215865e+00 | loss_mu=3.843156e-01 | mu_mse=7.797495e+04 | mu_mae=2.613453e+02 | defect_area_pred=21 | defect_area_label=20 | defect_iou=8.636364e-01
sample=1 | outer=21/30 | loss_phi=2.212871e+00 | loss_mu=2.853609e-01 | mu_mse=6.593723e+04 | mu_mae=2.362654e+02 | defect_area_pred=20 | defect_area_label=20 | defect_iou=9.047619e-01
sample=1 | outer=22/30 | loss_phi=2.209588e+00 | loss_mu=2.395391e-01 | mu_mse=6.176448e+04 | mu_mae=2.300199e+02 | defect_area_pred=20 | defect_area_label=20 | defect_iou=9.047619e-01
sample=1 | outer=23/30 | loss_phi=2.202932e+00 | loss_mu=1.912444e-01 | mu_mse=6.364730e+04 | mu_mae=2.341867e+02 | defect_area_pred=19 | defect_area_label=20 | defect_iou=9.500000e-01
sample=1 | outer=24/30 | loss_phi=2.194952e+00 | loss_mu=1.841835e-01 | mu_mse=6.095196e+04 | mu_mae=2.280543e+02 | defect_area_pred=19 | defect_area_label=20 | defect_iou=9.500000e-01
sample=1 | outer=25/30 | loss_phi=2.189776e+00 | loss_mu=1.697632e-01 | mu_mse=5.871400e+04 | mu_mae=2.233024e+02 | defect_area_pred=19 | defect_area_label=20 | defect_iou=9.500000e-01
sample=1 | outer=26/30 | loss_phi=2.186209e+00 | loss_mu=1.378979e-01 | mu_mse=5.651727e+04 | mu_mae=2.185646e+02 | defect_area_pred=19 | defect_area_label=20 | defect_iou=9.500000e-01
sample=1 | outer=27/30 | loss_phi=2.184426e+00 | loss_mu=1.287602e-01 | mu_mse=5.841109e+04 | mu_mae=2.213503e+02 | defect_area_pred=19 | defect_area_label=20 | defect_iou=9.500000e-01
sample=1 | outer=28/30 | loss_phi=2.182370e+00 | loss_mu=1.183624e-01 | mu_mse=5.875788e+04 | mu_mae=2.209122e+02 | defect_area_pred=19 | defect_area_label=20 | defect_iou=9.500000e-01
sample=1 | outer=29/30 | loss_phi=2.181184e+00 | loss_mu=1.012399e-01 | mu_mse=5.731019e+04 | mu_mae=2.162171e+02 | defect_area_pred=19 | defect_area_label=20 | defect_iou=9.500000e-01
sample=1 | outer=30/30 | loss_phi=2.179717e+00 | loss_mu=8.973939e-02 | mu_mse=5.495291e+04 | mu_mae=2.094872e+02 | defect_area_pred=19 | defect_area_label=20 | defect_iou=9.500000e-01
