phase,step,total_loss,bce_loss,dice_loss,mu_mse_loss,area_loss,threshold_margin_loss,positive_margin_loss,negative_margin_loss,sampled_positive_count,sampled_negative_count,sampled_mu_positive_mean,sampled_mu_negative_mean,batch_iou,batch_area_pred,batch_area_label,pred_area_soft_mean,true_area_mean,mean_mu,min_mu,max_mu,mean_soft_defect,mask_bce_mode,point_sampling_mode,train_point_subsample
finetune,1,22.247886657714844,2.4926836490631104,0.9019901752471924,380319.3125,0.0,18.853212356567383,18.853212356567383,0.0,21233,388367,373.2102355957031,373.8060607910156,0.05183837890625,4096.0,212.3300018310547,3721.52685546875,212.3300018310547,373.775146484375,305.4873046875,489.8597412109375,0.9085758328437805,bce,random,4096
finetune,250,10.329874038696289,9.428174018859863,0.9016996026039124,942812.875,0.0,0.0,0.0,0.0,21183,388417,2.8891570568084717,2.888874053955078,0.05171630859375,4096.0,211.8300018310547,4095.804443359375,211.8300018310547,2.8888888359069824,2.8349995613098145,2.957949161529541,0.9999523162841797,bce,random,4096
finetune,500,10.332225799560547,9.429262161254883,0.9029638767242432,942960.875,0.0,0.0,0.0,0.0,20893,388707,3.183077096939087,3.18266224861145,0.05100830078125,4096.0,208.92999267578125,4095.80126953125,208.92999267578125,3.1826834678649902,3.1158487796783447,3.264718532562256,0.9999514222145081,bce,random,4096
finetune,750,10.304115295410156,9.403682708740234,0.900432825088501,940380.3125,0.0,0.0,0.0,0.0,21468,388132,3.811006546020508,3.8105783462524414,0.052412109375,4096.0,214.67999267578125,4095.800048828125,214.67999267578125,3.810600519180298,3.713710308074951,3.91930890083313,0.9999513030052185,bce,random,4096
finetune,1000,10.24858283996582,9.351641654968262,0.8969415426254272,935198.0625,0.0,0.0,0.0,0.0,22262,387338,5.542760848999023,5.541922569274902,0.0543505859375,4096.0,222.6199951171875,4095.79248046875,222.6199951171875,5.541968822479248,5.336608409881592,5.711743354797363,0.9999493956565857,bce,random,4096
finetune,1250,9.978120803833008,9.080506324768066,0.8976141214370728,908446.3125,0.0,0.0,0.0,0.0,22111,387489,20.083301544189453,20.06966209411621,0.05398193359375,4096.0,221.11000061035156,4095.722412109375,221.11000061035156,20.070398330688477,18.664260864257812,20.55866050720215,0.9999322295188904,bce,random,4096
finetune,1500,10.349804878234863,9.449981689453125,0.8998233675956726,945079.125,0.0,0.0,0.0,0.0,21607,387993,1.1457167863845825,1.145793080329895,0.05275146484375,4096.0,216.07000732421875,4095.80908203125,216.07000732421875,1.1457891464233398,1.1290701627731323,1.15962815284729,0.9999533891677856,bce,random,4096
finetune,1750,10.313937187194824,9.419586181640625,0.8943508863449097,942031.6875,0.0,0.0,0.0,0.0,22855,386745,1.1495904922485352,1.1497409343719482,0.05579833984375,4096.0,228.5500030517578,4095.80908203125,228.5500030517578,1.1497325897216797,1.1309833526611328,1.1649199724197388,0.9999533891677856,bce,random,4096
finetune,2000,10.355277061462402,9.454610824584961,0.9006666541099548,945524.25,0.0,0.0,0.0,0.0,21417,388183,1.1550180912017822,1.155124306678772,0.05228759765625,4096.0,214.1699981689453,4095.80908203125,214.1699981689453,1.155118703842163,1.1334466934204102,1.1722304821014404,0.9999533891677856,bce,random,4096
finetune,2250,10.336629867553711,9.438826560974121,0.8978032469749451,943931.25,0.0,0.0,0.0,0.0,22065,387535,1.1629652976989746,1.1628376245498657,0.05386962890625,4096.0,220.64999389648438,4095.80908203125,220.64999389648438,1.1628445386886597,1.1367310285568237,1.1828783750534058,0.9999533891677856,bce,random,4096
finetune,2500,10.3276948928833,9.431253433227539,0.8964413404464722,943150.8125,0.0,0.0,0.0,0.0,22376,387224,1.1752088069915771,1.1749833822250366,0.05462890625,4096.0,223.75999450683594,4095.80908203125,223.75999450683594,1.1749955415725708,1.141352891921997,1.199925184249878,0.9999533891677856,bce,random,4096
finetune,2750,10.354701042175293,9.454122543334961,0.9005783200263977,945394.75,0.0,0.0,0.0,0.0,21437,388163,1.1976509094238281,1.1978029012680054,0.05233642578125,4096.0,214.3699951171875,4095.80908203125,214.3699951171875,1.1977949142456055,1.1464625597000122,1.2327038049697876,0.9999533891677856,bce,random,4096
finetune,3000,10.320056915283203,9.424529075622559,0.8955281972885132,942467.75,0.0,0.0,0.0,0.0,22585,387015,1.2676818370819092,1.2671877145767212,0.05513916015625,4096.0,225.85000610351562,4095.80908203125,225.85000610351562,1.2672148942947388,1.1514513492584229,1.3408273458480835,0.9999533891677856,bce,random,4096
