sample_index,area3_bce7_iou,temp25_lambda5_iou,baseline_iou,area3_bce7_defect_area_pred,defect_area_label,area_abs_error,area_signed_error,area_ratio,area3_bce7_mu_mse,area3_bce7_mu_mae,pred_centroid_x,pred_centroid_y,label_centroid_x,label_centroid_y,centroid_distance,improvement_vs_baseline,improvement_vs_temp25
10,0.9113756418228149,0.9011703729629517,0.09202533215284348,726.0,719.0,7.0,7.0,1.0097357440890125,36803.37109375,151.01512145996094,-5.297977447509766,3.9869771003723145,-5.296195983886719,3.9728293418884277,0.014259476945478328,0.8193503096699715,0.010205268859863281
11,0.29711028933525085,0.27822285890579224,0.10164595395326614,4861.0,1513.0,3348.0,3348.0,3.2128222075346993,164952.453125,258.6391296386719,1.3286397457122803,5.554267406463623,0.06053069233894348,3.2909398078918457,2.59436936262054,0.1954643353819847,0.018887430429458618
12,0.8440913558006287,0.615562379360199,0.07075252383947372,945.0,912.0,33.0,33.0,1.0361842105263157,68421.4375,245.48377990722656,1.320810317993164,7.058094501495361,1.2609097957611084,7.092857837677002,0.06925721699686437,0.7733388319611549,0.2285289764404297
13,0.8670012354850769,0.8403465151786804,0.04188006371259689,741.0,747.0,6.0,-6.0,0.9919678714859438,48179.609375,191.01339721679688,7.873680114746094,6.821385383605957,7.870779514312744,6.782550811767578,0.03894274582954006,0.82512117177248,0.026654720306396484
14,0.9227323532104492,0.899779736995697,0.07411219924688339,853.0,864.0,11.0,-11.0,0.9872685185185185,39942.09765625,165.99159240722656,0.09446410089731216,6.114959716796875,0.07537688314914703,6.111111640930176,0.019471249812011114,0.8486201539635658,0.022952616214752197
15,0.9919857382774353,0.9902222156524658,0.0781899094581604,1118.0,1119.0,1.0,-1.0,0.9991063449508489,26002.791015625,123.65562438964844,-1.7792448997497559,3.1013171672821045,-1.7893085479736328,3.0972824096679688,0.010842337597527948,0.9137958288192749,0.0017635226249694824
16,0.8865323662757874,0.8865323662757874,0.079087994992733,891.0,888.0,3.0,3.0,1.0033783783783783,62672.9609375,220.36544799804688,4.7974724769592285,6.156968116760254,4.824120998382568,6.161616325378418,0.027050869439043494,0.8074443712830544,0.0
17,0.9929757118225098,0.934374988079071,0.12312109768390656,1561.0,1560.0,1.0,1.0,1.0006410256410256,30785.287109375,139.08058166503906,-0.96415776014328,6.171515941619873,-0.959895670413971,6.166731357574463,0.006407624626043209,0.8698546141386032,0.05860072374343872
18,0.8888888955116272,0.8424317836761475,0.06274206191301346,733.0,729.0,4.0,4.0,1.0054869684499315,41130.60546875,160.83653259277344,3.339926242828369,5.461573123931885,3.3919599056243896,5.454545497894287,0.05250609099613386,0.8261468335986137,0.046457111835479736
19,0.7897990942001343,0.7393225431442261,0.05760738626122475,577.0,581.0,4.0,-4.0,0.9931153184165232,67224.5703125,240.05262756347656,2.5386464595794678,5.608423709869385,2.4620089530944824,5.67847204208374,0.1038271459987651,0.7321917079389095,0.0504765510559082
20,0.9540917873382568,0.95652174949646,0.0,487.0,492.0,5.0,-5.0,0.9898373983739838,24269.73046875,117.62276458740234,-7.230454444885254,5.248791694641113,-7.236180305480957,5.252525329589844,0.006835606007649016,0.9540917873382568,-0.002429962158203125
21,0.30659449100494385,0.17019154131412506,0.08581488579511642,1802.0,853.0,949.0,949.0,2.1125439624853457,117851.1328125,320.4466552734375,0.8941489458084106,6.623224258422852,3.316141128540039,5.5536603927612305,2.6476429132234105,0.22077960520982742,0.1364029496908188
22,0.8587499856948853,0.2401883900165558,0.03649793565273285,739.0,748.0,9.0,-9.0,0.9879679144385026,47494.4140625,182.17800903320312,-5.866851806640625,6.090266704559326,-5.879396915435791,6.111111164093018,0.02432840413866578,0.8222520500421524,0.6185615956783295
23,0.28907331824302673,0.40287768840789795,0.09218934178352356,5038.0,1486.0,3552.0,3552.0,3.3903095558546434,132361.5,297.8416748046875,-1.2747341394424438,6.164222240447998,1.7919001579284668,4.681947231292725,3.4060806092307687,0.19688397645950317,-0.11380437016487122
24,0.796920120716095,0.7450425028800964,0.05973319336771965,967.0,900.0,67.0,67.0,1.0744444444444445,66231.1796875,204.15663146972656,7.583756446838379,3.5116419792175293,7.726465225219727,3.389786720275879,0.18765526786859266,0.7371869273483753,0.051877617835998535
25,0.9961795806884766,0.9866920113563538,0.08866994827985764,1046.0,1044.0,2.0,2.0,1.0019157088122606,22710.8671875,114.75495910644531,2.1829030513763428,4.294281482696533,2.183907985687256,4.293025970458984,0.0016081678854787593,0.9075096324086189,0.009487569332122803
26,0.9232000112533569,0.9320388436317444,0.09744931012392044,601.0,601.0,0.0,0.0,1.0,35211.5703125,141.86781311035156,-2.8044967651367188,4.577219486236572,-2.786687135696411,4.559068202972412,0.025429352821824867,0.8257507011294365,-0.008838832378387451
27,0.48859843611717224,0.36146122217178345,0.11910440027713776,3555.0,1798.0,1757.0,1757.0,1.9771968854282536,117988.7578125,220.35470581054688,1.136844515800476,5.33029317855835,0.5951336622238159,3.266817569732666,2.1333968775409042,0.3694940358400345,0.1271372139453888
28,0.23238793015480042,0.28071728348731995,0.08051207661628723,5408.0,1327.0,4081.0,4081.0,4.0753579502637525,221704.0625,320.1016540527344,-0.26228591799736023,5.879056930541992,-2.69067645072937,4.680337905883789,2.7081373450288613,0.15187585353851318,-0.04832935333251953
29,0.9821746945381165,0.872053861618042,0.042347751557826996,555.0,557.0,2.0,-2.0,0.9964093357271095,33094.3515625,150.3201904296875,0.23074835538864136,5.872964382171631,0.23452089726924896,5.872005462646484,0.00389250547804952,0.9398269429802895,0.11012083292007446
30,0.7953488230705261,0.488820344209671,0.0458245612680912,764.0,780.0,16.0,-16.0,0.9794871794871794,93625.3046875,294.8283386230469,-5.664118766784668,4.1139140129089355,-5.728643417358398,4.141414165496826,0.070140494181459,0.7495242618024349,0.3065284788608551
31,0.9917864203453064,0.9877551198005676,0.049948614090681076,484.0,486.0,2.0,-2.0,0.9958847736625515,25969.4375,131.5809326171875,7.913637638092041,4.072543621063232,7.913952827453613,4.074697494506836,0.002176813070685859,0.9418378062546253,0.0040313005447387695
32,0.8998144865036011,0.9048507213592529,0.08946792781352997,512.0,512.0,0.0,0.0,1.0,24179.3984375,116.59098815917969,-2.509225845336914,6.436237335205078,-2.4874372482299805,6.445706367492676,0.02375722072027454,0.8103465586900711,-0.0050362348556518555
33,0.923789918422699,0.9034907817840576,0.06976224482059479,932.0,936.0,4.0,-4.0,0.9957264957264957,48758.1484375,194.65708923339844,0.2706127166748047,6.722699165344238,0.2754155397415161,6.751165390014648,0.028868547874744292,0.8540276736021042,0.020299136638641357
34,0.9353612065315247,0.937381386756897,0.11886968463659286,508.0,510.0,2.0,-2.0,0.996078431372549,22911.083984375,117.04501342773438,-1.2828909158706665,4.716853618621826,-1.2725391387939453,4.721924781799316,0.01152718459203561,0.8164915218949318,-0.0020201802253723145
35,0.9881603121757507,0.9927272796630859,0.18790681660175323,1086.0,1097.0,11.0,-11.0,0.9899726526891522,35326.22265625,160.2164306640625,7.365418434143066,3.2445077896118164,7.366801738739014,3.2473320960998535,0.0031448749964883083,0.8002534955739975,-0.004566967487335205
36,0.4656412899494171,0.3952716588973999,0.1319761872291565,4002.0,1906.0,2096.0,2096.0,2.099685204616999,107892.2890625,136.5088348388672,-2.666292667388916,5.463404655456543,-4.715524196624756,4.092498779296875,2.4655086253557026,0.3336651027202606,0.07036963105201721
37,0.8881431818008423,0.8705357313156128,0.033906515687704086,424.0,420.0,4.0,4.0,1.0095238095238095,39395.52734375,171.49169921875,1.419716477394104,4.091385841369629,1.43216073513031,4.090909004211426,0.012453390071806451,0.8542366661131382,0.017607450485229492
38,0.7681365609169006,0.7726618647575378,0.012487920932471752,661.0,582.0,79.0,79.0,1.1357388316151202,41584.76953125,154.11471557617188,-6.629630088806152,5.138220310211182,-6.738589763641357,5.10673713684082,0.11341693412212239,0.7556486399844289,-0.004525303840637207
39,0.8504347801208496,0.1964285671710968,0.096018947660923,1074.0,1054.0,20.0,20.0,1.0189753320683113,74210.7890625,232.7782745361328,2.556076765060425,6.125876426696777,2.638190984725952,6.111110687255859,0.08343124194518237,0.7544158324599266,0.6540062129497528
40,0.7191216945648193,0.9618362784385681,0.14098073542118073,1987.0,1771.0,216.0,216.0,1.121964991530209,128465.9609375,342.6662292480469,0.5467574000358582,4.5878005027771,0.40514540672302246,3.7622411251068115,0.8376170023998963,0.5781409591436386,-0.24271458387374878
41,0.8719100952148438,0.8571428656578064,0.09972167015075684,1245.0,1254.0,9.0,-9.0,0.992822966507177,66387.3359375,209.05067443847656,7.546346187591553,4.8058085441589355,7.613065719604492,4.797979831695557,0.0671772631986442,0.7721884250640869,0.014767229557037354
42,0.9631727933883667,0.9292649030685425,0.0621565617620945,696.0,690.0,6.0,6.0,1.008695652173913,46074.64453125,184.52528381347656,-7.622812747955322,4.672587871551514,-7.636224269866943,4.680720329284668,0.015684571679438167,0.9010162316262722,0.03390789031982422
43,0.9360235929489136,0.9382352828979492,0.08598309755325317,980.0,987.0,7.0,-7.0,0.9929078014184397,49963.6171875,186.26502990722656,4.931186676025391,4.569985866546631,4.920422554016113,4.572677135467529,0.011095460830231557,0.8500404953956604,-0.0022116899490356445
44,0.8402889370918274,0.7810789942741394,0.07707815617322922,1146.0,1147.0,1.0,-1.0,0.999128160418483,56461.421875,179.58592224121094,-7.223683834075928,6.051086902618408,-7.311558246612549,5.959595680236816,0.12685643914099967,0.7632107809185982,0.05920994281768799
45,0.83042973279953,0.9258777499198914,0.07773219794034958,837.0,739.0,98.0,98.0,1.1326116373477673,35618.6171875,135.66714477539062,6.983933925628662,4.285627841949463,7.214658737182617,3.567474365234375,0.7543065390042542,0.7526975348591805,-0.09544801712036133
46,0.9534883499145508,0.9634551405906677,0.029667003080248833,294.0,294.0,0.0,0.0,1.0,23271.75,121.45941162109375,4.285714149475098,4.154469966888428,4.2795610427856445,4.160654067993164,0.008723750822060077,0.923821346834302,-0.009966790676116943
47,0.9962871074676514,0.993819534778595,0.04072246700525284,807.0,806.0,1.0,1.0,1.001240694789082,19019.98046875,113.45995330810547,-0.015972057357430458,3.6700336933135986,-0.015337234362959862,3.6733338832855225,0.0033606925008240803,0.9555646404623985,0.0024675726890563965
48,0.9746835231781006,0.9355334043502808,0.07532160729169846,1247.0,1249.0,2.0,-2.0,0.9983987189751802,59260.54296875,207.6172637939453,6.436654090881348,3.701570510864258,6.408483982086182,3.7133543491363525,0.03053545273865076,0.8993619158864021,0.039150118827819824
49,0.8862434029579163,0.8881491422653198,0.1151006743311882,720.0,706.0,14.0,14.0,1.019830028328612,30862.28515625,137.06735229492188,-4.9646148681640625,5.899971961975098,-4.958859443664551,5.927977085113525,0.028590415057639162,0.7711427286267281,-0.0019057393074035645
50,0.9446693658828735,0.9107981324195862,0.12239763885736465,1471.0,1411.0,60.0,60.0,1.0425230333097095,67130.0703125,224.1264190673828,4.498991012573242,6.22430944442749,4.50322151184082,6.225615501403809,0.0044275172363717466,0.8222717270255089,0.033871233463287354
51,0.9223602414131165,0.9197530746459961,0.05679081007838249,625.0,613.0,12.0,12.0,1.0195758564437194,59037.3359375,216.59457397460938,4.256442070007324,6.273615837097168,4.274840831756592,6.268228530883789,0.019171267619618237,0.865569431334734,0.0026071667671203613
52,0.4933628439903259,0.4662889540195465,0.06709112226963043,1720.0,980.0,740.0,740.0,1.7551020408163265,55228.96484375,118.23466491699219,-2.3649935722351074,6.806436061859131,-2.412060260772705,5.757575988769531,1.049915580459408,0.4262717217206955,0.02707388997077942
53,0.9642248749732971,0.8662420511245728,0.07813561707735062,578.0,575.0,3.0,3.0,1.0052173913043478,38435.1640625,159.892578125,-2.776947021484375,6.570375442504883,-2.7766222953796387,6.572683334350586,0.0023306247691467206,0.8860892578959465,0.09798282384872437
54,0.6747404932975769,0.22776372730731964,0.06601380556821823,1429.0,991.0,438.0,438.0,1.4419778002018164,118960.90625,333.4109802246094,-4.884727954864502,5.847204685211182,-4.702042579650879,4.946335315704346,0.9192059438627376,0.6087266877293587,0.44697676599025726
55,0.8510066866874695,0.8243967890739441,0.05527074635028839,689.0,690.0,1.0,-1.0,0.9985507246376811,45658.67578125,165.08677673339844,4.410259246826172,5.178929805755615,4.44723653793335,5.202020168304443,0.04359455126803452,0.7957359403371811,0.02660989761352539
56,0.7969121336936951,0.7534883618354797,0.05962293967604637,754.0,759.0,5.0,-5.0,0.9934123847167325,33430.44921875,114.1155014038086,-2.811338186264038,6.423652172088623,-2.83005952835083,6.466908931732178,0.047134232829133337,0.7372891940176487,0.04342377185821533
57,0.9146341681480408,0.46552592515945435,0.1379357874393463,1018.0,1023.0,5.0,-5.0,0.9951124144672532,53381.01953125,194.9601287841797,-3.223583698272705,4.0311760902404785,-3.241206169128418,4.040403842926025,0.01989228239006444,0.7766983807086945,0.4491082429885864
58,0.8202247023582458,0.8300970792770386,0.056977834552526474,586.0,548.0,38.0,38.0,1.0693430656934306,38799.55078125,153.69415283203125,-6.946506977081299,5.355776309967041,-7.009500026702881,5.3400797843933105,0.06491922069552183,0.7632468678057194,-0.009872376918792725
59,0.9586523771286011,0.8573529124259949,0.05298341065645218,637.0,642.0,5.0,-5.0,0.9922118380062306,43421.77734375,181.0946807861328,0.5998201370239258,4.578120231628418,0.6020757555961609,4.595015525817871,0.017045198176952374,0.9056689664721489,0.1012994647026062
60,0.8503086566925049,0.6689944267272949,0.04530452936887741,595.0,604.0,9.0,-9.0,0.9850993377483444,17734.046875,74.58018493652344,-2.0009713172912598,4.804686069488525,-1.9797664880752563,4.825740814208984,0.029882219752280243,0.8050041273236275,0.18131422996520996
61,0.8190104365348816,0.35686492919921875,0.06258577853441238,713.0,684.0,29.0,29.0,1.0423976608187135,68813.7890625,235.76010131835938,4.568177700042725,4.260274410247803,4.633694648742676,4.209639549255371,0.08280313831416602,0.7564246580004692,0.46214550733566284
62,0.7293986678123474,0.7050113677978516,0.05304386839270592,842.0,711.0,131.0,131.0,1.1842475386779183,77894.109375,256.379638671875,0.6117881536483765,7.779457092285156,0.671394944190979,7.375016689300537,0.4088092575335725,0.6763547994196415,0.02438730001449585
63,0.800000011920929,0.7707006335258484,0.0325574092566967,423.0,414.0,9.0,9.0,1.0217391304347827,18092.892578125,91.02153778076172,1.540503978729248,7.424123287200928,1.514092206954956,7.484751224517822,0.0661311460021568,0.7674426026642323,0.029299378395080566
64,0.537693440914154,0.8858131766319275,0.12384738028049469,1522.0,1558.0,36.0,-36.0,0.9768934531450578,121873.7890625,332.6423645019531,1.3580715656280518,5.898273468017578,1.3567839860916138,6.076815128326416,0.17854630303341235,0.41384606063365936,-0.34811973571777344
65,0.8543046116828918,0.8600000143051147,0.024400871247053146,280.0,280.0,0.0,0.0,1.0,21135.60546875,120.41484832763672,4.217874526977539,4.191919326782227,4.221105575561523,4.191918849945068,0.0032310486191701156,0.8299037404358387,-0.0056954026222229
66,0.8588888645172119,0.8488499522209167,0.041999999433755875,833.0,840.0,7.0,-7.0,0.9916666666666667,51323.046875,182.71066284179688,-6.674699783325195,4.487855911254883,-6.6482415199279785,4.437470436096191,0.05690989201328369,0.816888865083456,0.010038912296295166
67,0.862525463104248,0.809242844581604,0.07194419950246811,913.0,916.0,3.0,-3.0,0.9967248908296943,37379.83203125,148.0550079345703,-6.366086006164551,7.138195037841797,-6.342191219329834,7.168960094451904,0.038954454765786024,0.7905812636017799,0.05328261852264404
68,0.9781931638717651,0.9428571462631226,0.0520833320915699,635.0,635.0,0.0,0.0,1.0,35785.5625,158.1011505126953,5.499426364898682,6.627376079559326,5.495390892028809,6.618150234222412,0.010069819435528144,0.9261098317801952,0.03533601760864258
69,0.9580292105674744,0.7914530038833618,0.051932722330093384,545.0,528.0,17.0,17.0,1.0321969696969697,60939.73046875,221.2368927001953,2.7701351642608643,6.019830703735352,2.7646756172180176,5.999196529388428,0.021344221815102683,0.906096488237381,0.16657620668411255
70,0.8727678656578064,0.692375123500824,0.07511905580759048,842.0,836.0,6.0,6.0,1.007177033492823,50437.8125,186.65286254882812,4.178672790527344,6.408622741699219,4.221105098724365,6.4141411781311035,0.04278964734114748,0.7976488098502159,0.18039274215698242
71,0.279266357421875,0.28781750798225403,0.13532143831253052,6156.0,1865.0,4291.0,4291.0,3.300804289544236,225575.296875,272.1092529296875,-0.849104106426239,5.258990287780762,-3.9512441158294678,3.753784656524658,3.448030833723119,0.14394491910934448,-0.008551150560379028
72,0.418653279542923,0.4843517243862152,0.08813077211380005,2276.0,1116.0,1160.0,1160.0,2.039426523297491,93213.875,199.5194549560547,2.2167959213256836,7.01776123046875,4.145728588104248,6.515151023864746,1.9933384691888087,0.3305225074291229,-0.06569844484329224
73,0.9755747318267822,0.9405940771102905,0.058752790093421936,691.0,684.0,7.0,7.0,1.010233918128655,29078.361328125,134.99166870117188,-6.920165061950684,4.797175884246826,-6.922771453857422,4.805363655090332,0.008592605551127985,0.9168219417333603,0.0349806547164917
74,0.7860869765281677,0.7680412530899048,0.06774876266717911,513.0,514.0,1.0,-1.0,0.9980544747081712,36769.98828125,158.09674072265625,7.780570030212402,5.557130813598633,7.774084568023682,5.528632640838623,0.02922682108031403,0.7183382138609886,0.01804572343826294
75,0.8650793433189392,0.8893333077430725,0.0802164226770401,697.0,713.0,16.0,-16.0,0.9775596072931276,43760.25,177.41131591796875,7.44695520401001,4.649073123931885,7.462311267852783,4.6464643478393555,0.015576084535090523,0.7848629206418991,-0.0242539644241333
76,0.894957959651947,0.8422535061836243,0.05138188973069191,680.0,673.0,7.0,7.0,1.0104011887072808,80286.640625,263.18377685546875,-0.5391664505004883,5.915032386779785,-0.5695266723632812,5.910816669464111,0.03065151454730556,0.8435760699212551,0.052704453468322754
77,0.8511627912521362,0.8511627912521362,0.05502689257264137,397.0,399.0,2.0,-2.0,0.9949874686716792,29921.830078125,143.64805603027344,6.701707363128662,5.956542491912842,6.708542823791504,5.959596157073975,0.0074865474946449045,0.7961358986794949,0.0
78,0.8535031676292419,0.8562368154525757,0.09531654417514801,433.0,440.0,7.0,-7.0,0.9840909090909091,19877.021484375,99.42230987548828,6.478756427764893,6.3139472007751465,6.482412338256836,6.313131332397461,0.0037458407246983663,0.7581866234540939,-0.0027336478233337402
79,0.5729166865348816,0.6097763180732727,0.07253310829401016,963.0,849.0,114.0,114.0,1.1342756183745584,80229.3359375,249.7413787841797,1.6677623987197876,8.021859169006348,1.2773230075836182,7.416448593139648,0.7203921734180841,0.5003835782408714,-0.03685963153839111
80,0.8515850305557251,0.861870527267456,0.06643428653478622,637.0,648.0,11.0,-11.0,0.9830246913580247,47938.796875,191.66510009765625,5.298983097076416,5.164834976196289,5.2763824462890625,5.151515483856201,0.02623353373469848,0.7851507440209389,-0.010285496711730957
81,0.7571428418159485,0.11446615308523178,0.04212344065308571,633.0,597.0,36.0,36.0,1.0603015075376885,45921.04296875,137.96531677246094,-3.173569440841675,4.927154064178467,-3.1465113162994385,4.90042781829834,0.038032017072305996,0.7150194011628628,0.6426766887307167
82,0.4622017741203308,0.908791184425354,0.14884404838085175,3368.0,1719.0,1649.0,1649.0,1.9592786503781268,141020.96875,330.675048828125,4.471586227416992,6.35670804977417,6.076061248779297,5.727607727050781,1.7233999275345928,0.31335772573947906,-0.4465894103050232
83,0.4468652606010437,0.2595502436161041,0.07411574572324753,2200.0,1054.0,1146.0,1146.0,2.0872865275142316,57520.3984375,87.32752227783203,2.256578207015991,6.6173553466796875,2.675950765609741,5.749908924102783,0.9635022776013233,0.3727495148777962,0.18731501698493958
84,0.789926290512085,0.671658992767334,0.055232781916856766,744.0,713.0,31.0,31.0,1.0434782608695652,27046.025390625,100.37196350097656,-1.724955439567566,6.530900955200195,-1.7970991134643555,6.572739601135254,0.08339773364429941,0.7346935085952282,0.11826729774475098
85,0.9940564632415771,0.9852070808410645,0.0963665097951889,671.0,671.0,0.0,0.0,1.0,23112.490234375,114.20357513427734,-2.36544132232666,4.35066032409668,-2.3643181324005127,4.349756240844727,0.0014418467798837976,0.8976899534463882,0.008849382400512695
86,0.8317072987556458,0.8243902325630188,0.03524436056613922,376.0,375.0,1.0,1.0,1.0026666666666666,33915.15625,150.9744873046875,7.452288627624512,5.438964366912842,7.462311744689941,5.454545497894287,0.018526589496403886,0.7964629381895065,0.007317066192626953
87,0.8074656128883362,0.19183757901191711,0.09016632288694382,913.0,927.0,14.0,-14.0,0.9848975188781014,74619.09375,244.3667755126953,3.412104606628418,4.348191738128662,3.4265990257263184,4.37339973449707,0.029078020322835952,0.7172992900013924,0.6156280338764191
88,0.8488371968269348,0.8447999954223633,0.04480944201350212,551.0,562.0,11.0,-11.0,0.9804270462633452,31751.296875,130.71206665039062,-0.5686782598495483,6.178298473358154,-0.5499025583267212,6.2259602546691895,0.05122667630654202,0.8040277548134327,0.004037201404571533
89,0.9812426567077637,0.981176495552063,0.052837081253528595,851.0,839.0,12.0,12.0,1.0143027413587604,45429.1796875,179.8408966064453,-6.099682331085205,3.8919148445129395,-6.0999579429626465,3.891116142272949,0.0008449184428997835,0.9284055754542351,6.61611557006836e-05
90,0.9832669496536255,0.9722662568092346,0.10321404784917831,1243.0,1246.0,3.0,-3.0,0.9975922953451043,38830.1875,170.01351928710938,-7.080029487609863,4.354242324829102,-7.080224514007568,4.353000164031982,0.001257377724353934,0.8800529018044472,0.01100069284439087
91,0.9638554453849792,0.5323636531829834,0.13679538667201996,1556.0,1541.0,15.0,15.0,1.009733939000649,17529.24609375,74.50885772705078,5.185794353485107,3.795733690261841,5.14612340927124,3.750548839569092,0.06012864996776316,0.8270600587129593,0.43149179220199585
92,0.8946540951728821,0.8837209343910217,0.06212012097239494,602.0,603.0,1.0,-1.0,0.9983416252072969,34849.8984375,156.25851440429688,4.956092834472656,4.152320861816406,4.967249393463135,4.16503381729126,0.01691413744220009,0.8325339742004871,0.010933160781860352
93,0.8826466798782349,0.8293555974960327,0.045344188809394836,752.0,756.0,4.0,-4.0,0.9947089947089947,38688.55859375,165.26754760742188,-5.806225776672363,3.5818285942077637,-5.804019451141357,3.5858588218688965,0.004594628096955002,0.83730249106884,0.05329108238220215
94,0.9880647659301758,0.9176276922225952,0.21147356927394867,1164.0,1168.0,4.0,-4.0,0.9965753424657534,26112.828125,120.23492431640625,-2.9259705543518066,4.602034091949463,-2.9270496368408203,4.595959663391113,0.006169530073562269,0.7765911966562271,0.07043707370758057
95,0.9222720265388489,0.8898678421974182,0.054374318569898605,639.0,647.0,8.0,-8.0,0.9876352395672334,41002.62890625,173.61471557617188,2.681600570678711,4.4188361167907715,2.676170825958252,4.446630001068115,0.028319289026240195,0.8678977079689503,0.032404184341430664
96,0.7090300917625427,0.7647058963775635,0.07274522632360458,278.0,233.0,45.0,45.0,1.1931330472103003,18582.181640625,92.48849487304688,-5.485159873962402,6.256086349487305,-5.488277912139893,6.305110931396484,0.04912363782789458,0.6362848654389381,-0.05567580461502075
97,0.8571428656578064,0.8616714477539062,0.020327290520071983,643.0,644.0,1.0,-1.0,0.9984472049689441,41695.78515625,173.2110595703125,-6.693068504333496,6.492294788360596,-6.708543300628662,6.5151519775390625,0.027602905961458177,0.8368155751377344,-0.0045285820960998535
98,0.8862478733062744,0.8955479264259338,0.06283216923475266,556.0,555.0,1.0,1.0,1.0018018018018018,28725.724609375,130.16160583496094,6.994866371154785,4.63683557510376,7.010050296783447,4.6464643478393555,0.017979567900550147,0.8234157040715218,-0.009300053119659424
99,0.4314994513988495,0.45444026589393616,0.11780941486358643,3686.0,1622.0,2064.0,2064.0,2.272503082614057,111883.609375,149.14756774902344,-2.1796720027923584,5.639630317687988,-3.8515634536743164,4.408511638641357,2.0762644883130137,0.31369003653526306,-0.02294081449508667
