runner config | sample=12 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=5.000000e+00
sample=12 | outer=1/30 | loss_phi=2.401143e+00 | loss_mu=1.852187e+00 | mu_mse=1.867222e+05 | mu_mae=4.308159e+02 | defect_area_pred=8 | defect_area_label=30 | defect_iou=0.000000e+00
sample=12 | outer=2/30 | loss_phi=2.383445e+00 | loss_mu=1.283580e+00 | mu_mse=1.601510e+05 | mu_mae=3.974451e+02 | defect_area_pred=27 | defect_area_label=30 | defect_iou=9.615385e-02
sample=12 | outer=3/30 | loss_phi=2.379894e+00 | loss_mu=1.151025e+00 | mu_mse=1.469198e+05 | mu_mae=3.793755e+02 | defect_area_pred=33 | defect_area_label=30 | defect_iou=2.352941e-01
sample=12 | outer=4/30 | loss_phi=2.378182e+00 | loss_mu=1.144686e+00 | mu_mse=1.388812e+05 | mu_mae=3.679798e+02 | defect_area_pred=36 | defect_area_label=30 | defect_iou=2.941177e-01
sample=12 | outer=5/30 | loss_phi=2.376777e+00 | loss_mu=1.189551e+00 | mu_mse=1.341027e+05 | mu_mae=3.612386e+02 | defect_area_pred=35 | defect_area_label=30 | defect_iou=3.265306e-01
sample=12 | outer=6/30 | loss_phi=2.375291e+00 | loss_mu=1.281460e+00 | mu_mse=1.321640e+05 | mu_mae=3.587288e+02 | defect_area_pred=33 | defect_area_label=30 | defect_iou=3.695652e-01
sample=12 | outer=7/30 | loss_phi=2.373415e+00 | loss_mu=1.443105e+00 | mu_mse=1.330582e+05 | mu_mae=3.601200e+02 | defect_area_pred=31 | defect_area_label=30 | defect_iou=4.186046e-01
sample=12 | outer=8/30 | loss_phi=2.370599e+00 | loss_mu=1.740996e+00 | mu_mse=1.340077e+05 | mu_mae=3.611118e+02 | defect_area_pred=32 | defect_area_label=30 | defect_iou=4.761905e-01
sample=12 | outer=9/30 | loss_phi=2.365617e+00 | loss_mu=2.173598e+00 | mu_mse=1.361068e+05 | mu_mae=3.637453e+02 | defect_area_pred=36 | defect_area_label=30 | defect_iou=5.348837e-01
sample=12 | outer=10/30 | loss_phi=2.359278e+00 | loss_mu=2.514965e+00 | mu_mse=1.386547e+05 | mu_mae=3.666286e+02 | defect_area_pred=35 | defect_area_label=30 | defect_iou=5.476190e-01
sample=12 | outer=11/30 | loss_phi=2.354861e+00 | loss_mu=2.683817e+00 | mu_mse=1.385335e+05 | mu_mae=3.657436e+02 | defect_area_pred=33 | defect_area_label=30 | defect_iou=5.750000e-01
sample=12 | outer=12/30 | loss_phi=2.351070e+00 | loss_mu=2.615816e+00 | mu_mse=1.359282e+05 | mu_mae=3.617054e+02 | defect_area_pred=33 | defect_area_label=30 | defect_iou=6.153846e-01
sample=12 | outer=13/30 | loss_phi=2.347566e+00 | loss_mu=2.439478e+00 | mu_mse=1.317855e+05 | mu_mae=3.555200e+02 | defect_area_pred=33 | defect_area_label=30 | defect_iou=6.578947e-01
sample=12 | outer=14/30 | loss_phi=2.344304e+00 | loss_mu=2.162379e+00 | mu_mse=1.262968e+05 | mu_mae=3.472172e+02 | defect_area_pred=34 | defect_area_label=30 | defect_iou=6.842105e-01
sample=12 | outer=15/30 | loss_phi=2.341319e+00 | loss_mu=1.822922e+00 | mu_mse=1.191606e+05 | mu_mae=3.361796e+02 | defect_area_pred=34 | defect_area_label=30 | defect_iou=6.842105e-01
sample=12 | outer=16/30 | loss_phi=2.338487e+00 | loss_mu=1.471770e+00 | mu_mse=1.099960e+05 | mu_mae=3.214883e+02 | defect_area_pred=32 | defect_area_label=30 | defect_iou=7.222222e-01
sample=12 | outer=17/30 | loss_phi=2.335561e+00 | loss_mu=1.127177e+00 | mu_mse=9.866867e+04 | mu_mae=3.021268e+02 | defect_area_pred=32 | defect_area_label=30 | defect_iou=7.714286e-01
sample=12 | outer=18/30 | loss_phi=2.332911e+00 | loss_mu=8.920747e-01 | mu_mse=8.880747e+04 | mu_mae=2.836524e+02 | defect_area_pred=32 | defect_area_label=30 | defect_iou=7.714286e-01
