sample_index,signal_normalization,signal_feature_mode,conditioning_mode,encoder_type,point_signal_mode,mask_head_mode,mask_source,mask_bce_mode,area_loss_mode,lambda_area_loss,threshold_margin_mode,lambda_threshold_margin,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
10,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.14856466410180527,6758,1004,210777.171875,454.9705505371094
11,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.12403267411865865,9262,1196,242260.21875,491.2784423828125
12,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.17467555243774113,5702,996,197305.671875,439.1043395996094
13,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.14450354609929078,6768,978,211286.15625,455.5028381347656
14,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.12380745880312229,9194,1172,241571.609375,490.5336608886719
15,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1649272882805817,5845,964,198354.1875,440.2386474609375
16,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.15330619121156816,7123,1092,212893.390625,457.3524475097656
17,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1200471192974941,9331,1128,241216.671875,490.2757873535156
18,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.16339410939691446,5704,932,197785.484375,439.6404113769531
19,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1532489936745256,6956,1066,212431.046875,456.8373107910156
20,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.11730237700386954,9002,1104,241075.375,490.10845947265625
21,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.17832647462277093,5832,1040,198062.265625,439.9920349121094
22,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1498689193125546,6865,1030,211032.296875,455.23699951171875
23,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.11593235425011127,8950,1080,241504.28125,490.6449890136719
24,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.171021377672209,5894,1008,198089.875,439.7821960449219
25,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1776403743315508,5984,1063,199097.828125,441.1036376953125
26,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.16439309576837416,7184,1181,212800.78125,457.16400146484375
27,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1204673206216246,9069,1097,240228.0,489.23968505859375
28,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1811105345096004,5781,1047,197044.578125,438.69525146484375
29,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.16372437357630978,7024,1150,212904.75,457.39349365234375
30,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.11651146945264593,8774,1058,239762.890625,488.7319030761719
31,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.17206132879045996,5870,1010,198408.5625,440.3726501464844
32,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.17348875033884523,7378,1280,214571.796875,459.3236083984375
33,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1132707051074398,9251,1059,239884.625,488.8928527832031
34,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.16974233983286907,5744,975,197842.234375,439.73651123046875
35,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.16816897618727297,7433,1250,215923.609375,460.9279479980469
36,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.11557093425605536,8654,1018,239078.9375,488.11041259765625
37,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.18425910387648933,5959,1098,199074.359375,441.25738525390625
38,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1651226158038147,7340,1212,213541.859375,457.9575500488281
39,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.11123826962691691,8731,979,239962.140625,489.0950927734375
40,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.18065941536369817,5884,1063,197891.359375,439.60150146484375
41,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.16780335322534812,7038,1181,213019.5,457.6613464355469
42,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.11525784157363105,9392,1097,241517.90625,490.57403564453125
43,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1816762103071317,5763,1047,197187.4375,438.9552001953125
44,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.16163035839775122,7115,1150,213691.140625,458.31005859375
45,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.11657334826427772,8913,1058,239992.375,488.98486328125
46,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.17347990381312264,5822,1010,197926.1875,439.7679443359375
47,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.17311333513659724,7394,1280,213822.921875,458.30389404296875
48,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.11262135922330097,9255,1059,239758.765625,488.76141357421875
49,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.16658124038954383,5853,975,198942.046875,441.0433349609375
50,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1786130051554964,6013,1074,200341.90625,442.6882629394531
51,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.15126545026486168,6796,1028,212449.203125,457.0778503417969
52,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1047596268835207,8292,946,238737.8125,487.81768798828125
53,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1912762520193861,6190,1184,201303.578125,443.8822937011719
54,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.14605067064083457,6686,1004,210418.203125,454.60406494140625
55,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.10313188157572792,8098,919,238383.515625,487.4632873535156
56,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.18608,6250,1163,200816.734375,442.98431396484375
57,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.14524306591112437,6705,975,210595.03125,454.7692565917969
58,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1122108412935896,8634,1030,239801.421875,488.84979248046875
59,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.18786857624262848,5935,1115,198991.1875,441.1153869628906
60,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.14266426642664268,6666,951,210454.140625,454.5203857421875
61,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.10649651972157773,8535,1003,239410.9375,488.316162109375
62,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.17928090625513052,6091,1092,200263.0625,442.54071044921875
63,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1532082060235705,6873,1053,211636.859375,456.01129150390625
64,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.10782848603287734,8664,973,238534.984375,487.5429992675781
65,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1790895447723862,5997,1074,199556.375,441.618408203125
66,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1494403256287251,6879,1028,212800.875,457.4345397949219
67,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.10536152318654363,8517,946,239380.703125,488.5068359375
68,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.19155476460119722,6181,1184,200918.484375,443.39959716796875
69,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.14431749849669273,6608,1004,209449.578125,453.44476318359375
70,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1033677482792527,8058,919,238787.25,487.9193115234375
71,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.18972267536704732,6130,1163,200808.234375,443.1721496582031
72,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.14528386231560125,6711,975,211072.671875,455.4094543457031
73,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.11348963642541625,8801,1030,239848.421875,488.9106140136719
74,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.18552412645590682,6010,1115,199466.578125,441.6202087402344
75,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.183704974271012,5830,1071,197834.71875,439.7569885253906
76,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1469843633655994,6715,987,209920.8125,453.8577880859375
77,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.12690250925545044,9724,1234,242935.96875,491.8929138183594
78,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1774249223334484,5794,1028,197989.234375,439.9655456542969
79,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.15914930059948615,7006,1115,211388.296875,455.6542053222656
80,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.12148777036587831,9894,1202,242502.546875,491.5985107421875
81,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1722463139635733,5765,993,198000.8125,439.9010009765625
82,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.15639054112868128,6893,1078,211820.40625,456.2294006347656
83,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.12226525698733383,9553,1168,242340.8125,491.41375732421875
84,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.18612040133779265,5980,1113,199156.984375,441.37994384765625
85,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.15732040012124887,6575,1061,208314.421875,452.12030029296875
86,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1214492442919927,9322,1140,242325.09375,491.4082946777344
87,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.18166383701188454,5890,1070,198516.3125,440.45166015625
88,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.15211225556053143,6694,1024,210187.484375,454.3826904296875
89,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1316064340923334,9569,1265,242449.6875,491.4471130371094
90,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.18411552346570398,5817,1071,197188.78125,438.9407043457031
91,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.14691872581125334,6718,987,210491.078125,454.6254577636719
92,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.12848055063093128,9587,1234,242753.6875,491.74114990234375
93,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.17791623399100034,5778,1028,197698.0,439.5793151855469
94,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.15668915120854413,7116,1115,211633.0625,455.8511047363281
95,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.12115714141719584,9921,1202,242509.546875,491.5354919433594
96,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.16882012920775247,5882,993,199297.015625,441.5436096191406
97,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.15329920364050056,7032,1078,211877.75,456.1366882324219
98,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.12271485606219794,9518,1168,242451.921875,491.5248107910156
99,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,bidirectional_hinge,1.0,0.1854072963518241,6003,1113,200052.984375,442.5075378417969
