label,split,sample_index,component_slot,type_true,type_pred,center_x_true,center_x_pred,center_y_true,center_y_pred,center_x_bin_true,center_x_bin_pred,center_y_bin_true,center_y_bin_pred,x_bin_correct,y_bin_correct,both_bins_correct,center_offset_x_error,center_offset_y_error,center_grid_error,rotation_true,rotation_pred,rotation_error,axis_x_true,axis_x_pred,axis_error,mask_iou,pred_area,target_area,mask_iou_bin,target_area_bin,rotation_bin
aux_center_bin_offset,train,0,0,rectangular_notch,rectangular_notch,-0.010499999858438969,-0.009973335079848766,-0.003000000026077032,-0.003033896442502737,9,9,4,4,true,true,true,0.16375983325320853,-0.02097340813219714,1.3207795718783268,0.0,4.934412002563477,4.934417724609375,0.004399999976158142,0.0043358467519283295,0.00034691402106545866,0.7849860982391103,962.0,964.0,>=0.60,500-1000,<15deg
aux_center_bin_offset,train,0,1,rectangular_notch,rectangular_notch,0.0,7.241078128572553e-05,0.0044999998062849045,0.004473874345421791,12,12,8,8,true,true,true,0.02251522780928484,-0.016165129270370227,0.2217381356655492,0.0,-1.7219387292861938,1.7219390869140625,0.004800000227987766,0.0049486421048641205,0.00031241425313055515,0.7849860982391103,962.0,964.0,>=0.60,500-1000,<15deg
aux_center_bin_offset,train,0,2,rectangular_notch,rectangular_notch,0.010499999858438969,0.010388397611677647,-0.003000000026077032,-0.0030553278047591448,15,15,4,4,true,true,true,-0.034701324377983594,-0.03423406382474817,0.3899664017973217,0.0,-2.768296718597412,2.7682952880859375,0.005200000014156103,0.00519400741904974,0.0005225412896834314,0.7849860982391103,962.0,964.0,>=0.60,500-1000,<15deg
aux_center_bin_offset,train,1,0,rectangular_notch,rectangular_notch,-0.013000000268220901,-0.012944893911480904,-0.004600000102072954,-0.0046436963602900505,8,8,3,3,true,true,true,0.017134633181831976,-0.02703706037615375,0.2560747750869306,0.0,-1.3133078813552856,1.3133087158203125,0.005200000014156103,0.00511894328519702,0.0001292822853429243,0.8840070298769771,1052.0,1092.0,>=0.60,1000-1500,<15deg
aux_center_bin_offset,train,1,1,rectangular_notch,rectangular_notch,0.0007999999797903001,0.0009054208640009165,0.004999999888241291,0.005031274631619453,12,12,9,9,true,true,true,0.03277930691691311,0.019351247897772067,0.30452100166962187,0.0,1.0931525230407715,1.0931549072265625,0.005200000014156103,0.005270614288747311,7.986809214344248e-05,0.8840070298769771,1052.0,1092.0,>=0.60,1000-1500,<15deg
aux_center_bin_offset,train,1,2,rectangular_notch,rectangular_notch,0.014600000344216824,0.014534934423863888,-0.004600000102072954,-0.004596462938934565,16,16,3,3,true,true,true,-0.0202314350619488,0.002188619740798009,0.16279577803580267,0.0,-0.9713715314865112,0.97137451171875,0.005200000014156103,0.005186042282730341,0.0003027912462130189,0.8840070298769771,1052.0,1092.0,>=0.60,1000-1500,<15deg
aux_center_bin_offset,train,2,0,rectangular_notch,rectangular_notch,-0.01979999989271164,-0.019726688042283058,0.004600000102072954,0.0045591313391923904,6,6,9,9,true,true,true,0.022795404002153963,-0.025287547597569515,0.2723633463881085,0.0,-0.5394206047058105,0.5394134521484375,0.004000000189989805,0.004000961780548096,6.811161438236013e-05,0.6686434395848777,1123.0,1128.0,>=0.60,1000-1500,<15deg
aux_center_bin_offset,train,2,1,rectangular_notch,rectangular_notch,-0.0007999999797903001,-0.0007346437778323889,-0.00570000009611249,-0.005668685771524906,12,12,2,2,true,true,true,0.0203216945005133,0.01937573877164883,0.22462634151060634,0.0,0.35584449768066406,0.3558502197265625,0.00559999980032444,0.005585849285125732,4.5389806473394856e-05,0.6686434395848777,1123.0,1128.0,>=0.60,1000-1500,<15deg
aux_center_bin_offset,train,2,2,rectangular_notch,rectangular_notch,0.018200000748038292,0.018260212615132332,0.004600000102072954,0.004558803513646126,18,18,9,9,true,true,true,0.018722127843025183,-0.02549038965885464,0.2530173794417545,0.0,0.2724924087524414,0.272491455078125,0.005200000014156103,0.00518911425024271,7.017386087682098e-05,0.6686434395848777,1123.0,1128.0,>=0.60,1000-1500,<15deg
aux_center_bin_offset,train,3,0,rectangular_notch,rectangular_notch,-0.00930000003427267,-0.009322833269834518,-0.003100000089034438,-0.003121461719274521,9,9,4,4,true,true,true,-0.007099709341202888,-0.013279384007868544,0.12046520821760912,0.0,0.9496209621429443,0.949615478515625,0.004800000227987766,0.004792832303792238,9.39049496082589e-05,0.7969052224371374,926.0,932.0,>=0.60,500-1000,<15deg
aux_center_bin_offset,train,3,1,rectangular_notch,rectangular_notch,0.0012000000569969416,0.001160609070211649,0.004399999976158142,0.004392165690660477,12,12,8,8,true,true,true,-0.012248135227319046,-0.0048474642600297435,0.10537999090497903,0.0,-2.094862937927246,2.0948638916015625,0.004000000189989805,0.003837315132841468,0.00023971591144800186,0.7969052224371374,926.0,932.0,>=0.60,500-1000,<15deg
aux_center_bin_offset,train,3,2,rectangular_notch,rectangular_notch,0.011699999682605267,0.011680089868605137,-0.003100000089034438,-0.003126962576061487,16,16,4,4,true,true,true,-0.006190707929038419,-0.0166830392208816,0.14235699627247164,0.0,-2.744893789291382,2.7448883056640625,0.005200000014156103,0.005206868052482605,0.0002740839554462582,0.7969052224371374,926.0,932.0,>=0.60,500-1000,<15deg
aux_center_bin_offset,train,4,0,rectangular_notch,rectangular_notch,-0.014999999664723873,-0.015500672161579132,-0.004699999932199717,-0.004691841080784798,7,7,3,3,true,true,true,-0.15567785797060335,0.0050482894258191136,1.2460775112569442,0.0,-1.4298347234725952,1.429840087890625,0.00559999980032444,0.005435020197182894,0.00021644349908456206,0.8012533572068039,946.0,1066.0,>=0.60,1000-1500,<15deg
aux_center_bin_offset,train,4,1,rectangular_notch,rectangular_notch,-0.0012000000569969416,-0.0011837799102067947,0.004900000058114529,0.004899818915873766,12,12,9,9,true,true,true,0.005043452005291216,-0.00011208176397720093,0.04035757808510692,0.0,-0.1832723617553711,0.1832733154296875,0.004399999976158142,0.004298649728298187,0.00010149760782951489,0.8012533572068039,946.0,1066.0,>=0.60,1000-1500,<15deg
aux_center_bin_offset,train,4,2,rectangular_notch,rectangular_notch,0.012600000016391277,0.012689146213233471,-0.004699999932199717,-0.004740647040307522,16,16,3,3,true,true,true,0.027718896200185195,-0.02515039870385974,0.2994266266337447,0.0,1.3605976104736328,1.360595703125,0.005200000014156103,0.005189454648643732,0.0001586663565831259,0.8012533572068039,946.0,1066.0,>=0.60,1000-1500,<15deg
aux_center_bin_offset,train,5,0,rectangular_notch,rectangular_notch,-0.01899999938905239,-0.018931357190012932,0.004800000227987766,0.004763934761285782,6,6,9,9,true,true,true,0.021343434240894788,-0.02231550802064336,0.24703348222163524,0.0,-1.7346550226211548,1.734649658203125,0.004399999976158142,0.00446254713460803,7.648141036042944e-05,0.6544776119402985,1113.0,1104.0,>=0.60,1000-1500,<15deg
aux_center_bin_offset,train,5,1,rectangular_notch,rectangular_notch,0.0,0.00011771480785682797,-0.005499999970197678,-0.005470420699566603,12,12,2,2,true,true,true,0.03660194888609976,0.018302174112063085,0.3273820754520497,0.0,0.8707060813903809,0.8707122802734375,0.004800000227987766,0.004926928784698248,0.00012771169713232666,0.6544776119402985,1113.0,1104.0,>=0.60,1000-1500,<15deg
aux_center_bin_offset,train,5,2,rectangular_notch,rectangular_notch,0.01899999938905239,0.01899592950940132,0.004800000227987766,0.0047338781878352165,18,18,9,9,true,true,true,-0.0012654782322901181,-0.040913013258867315,0.32746063839934336,0.0,0.22290849685668945,0.2229156494140625,0.005200000014156103,0.0052091749384999275,7.404361531371251e-05,0.6544776119402985,1113.0,1104.0,>=0.60,1000-1500,<15deg
aux_center_bin_offset,train,6,0,rectangular_notch,rectangular_notch,-0.009700000286102295,-0.00969988014549017,-0.00279999990016222,-0.00280494662001729,9,9,4,4,true,true,true,3.7356222417711527e-05,-0.0030607829787384633,0.02448808746183457,0.0,1.6933279037475586,1.693328857421875,0.005200000014156103,0.005298690404742956,0.00059429433895275,0.8074639525021204,1091.0,1040.0,>=0.60,1000-1500,<15deg
aux_center_bin_offset,train,6,1,rectangular_notch,rectangular_notch,0.0007999999797903001,0.0008390220464207232,0.004699999932199717,0.005002277437597513,12,12,9,9,true,true,true,0.012133424114100316,0.18703421064542702,1.4994188939984048,0.0,-0.559628963470459,0.55963134765625,0.005200000014156103,0.004922859836369753,0.0006254581385292113,0.8074639525021204,1091.0,1040.0,>=0.60,1000-1500,<15deg
aux_center_bin_offset,train,6,2,rectangular_notch,rectangular_notch,0.011300000362098217,0.01089671440422535,-0.00279999990016222,-0.0028260729741305113,15,15,4,4,true,true,true,-0.12539673032893012,-0.016132714878474508,1.0114418845679374,0.0,-2.908682346343994,2.9086761474609375,0.005200000014156103,0.005189443938434124,0.00011319309851387516,0.8074639525021204,1091.0,1040.0,>=0.60,1000-1500,<15deg
aux_center_bin_offset,train,7,0,rectangular_notch,rectangular_notch,-0.014600000344216824,-0.015010587871074677,-0.004999999888241291,-0.005057086236774921,7,7,3,3,true,true,true,-0.12766706198594485,-0.035322178944696025,1.0597066776507307,0.0,-1.0794426202774048,1.079437255859375,0.004000000189989805,0.004017109051346779,5.296634117257781e-05,0.7471861471861472,988.0,1030.0,>=0.60,1000-1500,<15deg
aux_center_bin_offset,train,7,1,rectangular_notch,rectangular_notch,-0.0007999999797903001,-0.0005672301631420851,0.004600000102072954,0.004708101972937584,12,12,9,9,true,true,true,0.07237686648180341,0.06688803409255373,0.7884128829588285,0.0,-1.0225495100021362,1.022552490234375,0.00559999980032444,0.005341324023902416,0.0002649548987392336,0.7471861471861472,988.0,1030.0,>=0.60,1000-1500,<15deg
