step,loss,presence_loss,type_loss,center_bin_loss,center_x_bin_loss,center_y_bin_loss,center_y_bin_extra_loss,center_offset_loss,local_vertex_loss,center_aux_loss,box_aux_loss,area_aux_loss,edge_aux_loss,center_consistency_loss,weighted_presence_loss,weighted_type_loss,weighted_center_bin_loss,weighted_center_y_bin_extra_loss,weighted_center_offset_loss,weighted_local_vertex_loss,weighted_center_consistency_loss,local_shape_raw_abs_max,local_shape_effective_abs_max,local_shape_saturation_frac,joint_center_teacher_forcing_weight
1000,0.4371047914028168,0.0018846828024834394,0.0009498935542069376,0.0500294491648674,0.05072961002588272,0.04932928830385208,-0.0,0.02083524875342846,0.00922467466443777,-0.0,-0.0,-0.0,-0.0,0.16666358709335327,0.0018846828024834394,0.0009498935542069376,0.0500294491648674,-0.0,0.2083524912595749,0.00922467466443777,0.16666358709335327,17.536623001098633,17.536623001098633,0.0,0.0
1100,0.2996760606765747,0.0019026214722543955,0.0009397109970450401,0.048351675271987915,0.04940701276063919,0.04729633405804634,-0.0,0.01236757356673479,0.011531601659953594,-0.0,-0.0,-0.0,-0.0,0.1132747232913971,0.0019026214722543955,0.0009397109970450401,0.048351675271987915,-0.0,0.12367573380470276,0.011531601659953594,0.1132747232913971,17.5614013671875,17.5614013671875,0.0,0.0
1200,0.3022231161594391,0.001798015320673585,0.0008696237346157432,0.04475576430559158,0.04641382768750191,0.04309770092368126,-0.0,0.013455476611852646,0.005655259825289249,-0.0,-0.0,-0.0,-0.0,0.11458966881036758,0.001798015320673585,0.0008696237346157432,0.04475576430559158,-0.0,0.13455477356910706,0.005655259825289249,0.11458966881036758,17.49401092529297,17.49401092529297,0.0,0.0
1300,0.17767438292503357,0.001612624153494835,0.0007963677053339779,0.03961007669568062,0.04126053303480148,0.03795962035655975,-0.0,0.0072549995966255665,0.006205273792147636,-0.0,-0.0,-0.0,-0.0,0.0569000318646431,0.001612624153494835,0.0007963677053339779,0.03961007669568062,-0.0,0.07254999876022339,0.006205273792147636,0.0569000318646431,17.621414184570312,17.621414184570312,0.0,0.0
1400,0.15344123542308807,0.0014053841587156057,0.0007006187806837261,0.03389350324869156,0.03530307859182358,0.03248392790555954,-0.0,0.006200695876032114,0.0054183234460651875,-0.0,-0.0,-0.0,-0.0,0.05001645162701607,0.0014053841587156057,0.0007006187806837261,0.03389350324869156,-0.0,0.062006957828998566,0.0054183234460651875,0.05001645162701607,17.570053100585938,17.570053100585938,0.0,0.0
1500,0.20452439785003662,0.0011504138819873333,0.0005837428034283221,0.02786002680659294,0.029151085764169693,0.02656896598637104,-0.0,0.00878217350691557,0.01712324656546116,-0.0,-0.0,-0.0,-0.0,0.06998523324728012,0.0011504138819873333,0.0005837428034283221,0.02786002680659294,-0.0,0.08782173693180084,0.01712324656546116,0.06998523324728012,17.67487335205078,17.67487335205078,0.0,0.0
1600,0.14960506558418274,0.0010231159394606948,0.0005290913977660239,0.024879243224859238,0.026228737086057663,0.023529749363660812,-0.0,0.004166147205978632,0.04613082855939865,-0.0,-0.0,-0.0,-0.0,0.03538131341338158,0.0010231159394606948,0.0005290913977660239,0.024879243224859238,-0.0,0.041661471128463745,0.04613082855939865,0.03538131341338158,17.7955265045166,17.7955265045166,0.0,0.0
1700,0.10073035210371017,0.0009338777745142579,0.0004645074950531125,0.022299321368336678,0.02374790795147419,0.020850734785199165,-0.0,0.0031339693814516068,0.021018553525209427,-0.0,-0.0,-0.0,-0.0,0.024674391373991966,0.0009338777745142579,0.0004645074950531125,0.022299321368336678,-0.0,0.03133969381451607,0.021018553525209427,0.024674391373991966,17.64866828918457,17.64866828918457,0.0,0.0
1800,0.06481775641441345,0.0007749107899144292,0.0003926503413822502,0.01894952729344368,0.02017008140683174,0.01772897131741047,-0.0,0.0013137938221916556,0.02354033663868904,-0.0,-0.0,-0.0,-0.0,0.008022395893931389,0.0007749107899144292,0.0003926503413822502,0.01894952729344368,-0.0,0.0131379384547472,0.02354033663868904,0.008022395893931389,17.604177474975586,17.604177474975586,0.0,0.0
1900,0.11770327389240265,0.0006614592275582254,0.000336601136950776,0.016058607026934624,0.017111385241150856,0.015005828812718391,-0.0,0.004455374553799629,0.02441173791885376,-0.0,-0.0,-0.0,-0.0,0.0316811241209507,0.0006614592275582254,0.000336601136950776,0.016058607026934624,-0.0,0.04455374553799629,0.02441173791885376,0.0316811241209507,17.64882469177246,17.64882469177246,0.0,0.0
2000,0.08948525786399841,0.0005815738695673645,0.00029515742789953947,0.014272192493081093,0.015268363989889622,0.013276020996272564,-0.0,0.002787418896332383,0.02892245724797249,-0.0,-0.0,-0.0,-0.0,0.01753969117999077,0.0005815738695673645,0.00029515742789953947,0.014272192493081093,-0.0,0.027874188497662544,0.02892245724797249,0.01753969117999077,17.64884376525879,17.64884376525879,0.0,0.0
2100,0.07235807925462723,0.0005400566733442247,0.00026947821606881917,0.013116588816046715,0.014015569351613522,0.012217607349157333,-0.0,0.0019722143188118935,0.02629154734313488,-0.0,-0.0,-0.0,-0.0,0.012418262660503387,0.0005400566733442247,0.00026947821606881917,0.013116588816046715,-0.0,0.019722143188118935,0.02629154734313488,0.012418262660503387,17.706762313842773,17.706762313842773,0.0,0.0
2200,0.09855600446462631,0.0005195953999646008,0.00026010037981905043,0.01247798278927803,0.013376408256590366,0.01157955639064312,-0.0,0.0034507925156503916,0.02534257434308529,-0.0,-0.0,-0.0,-0.0,0.025447821244597435,0.0005195953999646008,0.00026010037981905043,0.01247798278927803,-0.0,0.03450792655348778,0.02534257434308529,0.025447821244597435,17.71965980529785,17.71965980529785,0.0,0.0
2300,0.08116099238395691,0.0004814862331841141,0.0002425880666123703,0.011462520807981491,0.01233724132180214,0.010587800294160843,-0.0,0.0028157620690762997,0.02411835454404354,-0.0,-0.0,-0.0,-0.0,0.01669841632246971,0.0004814862331841141,0.0002425880666123703,0.011462520807981491,-0.0,0.02815762162208557,0.02411835454404354,0.01669841632246971,17.655752182006836,17.655752182006836,0.0,0.0
2400,0.08516271412372589,0.00045259276521392167,0.00023196487745735794,0.010747574269771576,0.011650476604700089,0.009844671934843063,-0.0,0.0030121116433292627,0.025958746671676636,-0.0,-0.0,-0.0,-0.0,0.017650719732046127,0.00045259276521392167,0.00023196487745735794,0.010747574269771576,-0.0,0.03012111596763134,0.025958746671676636,0.017650719732046127,17.671722412109375,17.671722412109375,0.0,0.0
2500,0.09250275790691376,0.00043285777792334557,0.0002213807456428185,0.010152177885174751,0.011034786701202393,0.00926956906914711,-0.0,0.0033577238209545612,0.02613130211830139,-0.0,-0.0,-0.0,-0.0,0.021987805142998695,0.00043285777792334557,0.0002213807456428185,0.010152177885174751,-0.0,0.03357723727822304,0.02613130211830139,0.021987805142998695,17.70374870300293,17.70374870300293,0.0,0.0
2600,0.07350173592567444,0.00040979182813316584,0.0002117866388289258,0.00957234762609005,0.01046860869973898,0.00867608655244112,-0.0,0.0024216286838054657,0.023275362327694893,-0.0,-0.0,-0.0,-0.0,0.015816155821084976,0.00040979182813316584,0.0002117866388289258,0.00957234762609005,-0.0,0.024216286838054657,0.023275362327694893,0.015816155821084976,17.65353012084961,17.65353012084961,0.0,0.0
2700,0.07492561638355255,0.00038327567745000124,0.00020292338740546256,0.009008028544485569,0.009867217391729355,0.008148839697241783,-0.0,0.0026173079386353493,0.020801721140742302,-0.0,-0.0,-0.0,-0.0,0.01835659146308899,0.00038327567745000124,0.00020292338740546256,0.009008028544485569,-0.0,0.026173079386353493,0.020801721140742302,0.01835659146308899,17.63966178894043,17.63966178894043,0.0,0.0
2800,0.07673248648643494,0.00036074253148399293,0.00019336857076268643,0.008435957133769989,0.009281446225941181,0.0075904689729213715,-0.0,0.0027416071388870478,0.021493379026651382,-0.0,-0.0,-0.0,-0.0,0.018832970410585403,0.00036074253148399293,0.00019336857076268643,0.008435957133769989,-0.0,0.02741607092320919,0.021493379026651382,0.018832970410585403,17.648250579833984,17.648250579833984,0.0,0.0
2900,0.10838383436203003,0.00034247979056090117,0.0001809302339097485,0.007892715744674206,0.008703295141458511,0.007082135882228613,-0.0,0.0044285268522799015,0.026181869208812714,-0.0,-0.0,-0.0,-0.0,0.0295005701482296,0.00034247979056090117,0.0001809302339097485,0.007892715744674206,-0.0,0.04428526759147644,0.026181869208812714,0.0295005701482296,17.732032775878906,17.732032775878906,0.0,0.0
3000,0.08457574993371964,0.0003378174442332238,0.0001747107453411445,0.007644398603588343,0.008417293429374695,0.0068715037778019905,-0.0,0.003087563207373023,0.025434132665395737,-0.0,-0.0,-0.0,-0.0,0.020109055563807487,0.0003378174442332238,0.0001747107453411445,0.007644398603588343,-0.0,0.030875632539391518,0.025434132665395737,0.020109055563807487,17.6767635345459,17.6767635345459,0.0,0.0
3100,0.08845686912536621,0.00031308329198509455,0.00016232722555287182,0.007091694511473179,0.007833143696188927,0.006350245326757431,-0.0,0.0034434054978191853,0.022976836189627647,-0.0,-0.0,-0.0,-0.0,0.023478876799345016,0.00031308329198509455,0.00016232722555287182,0.007091694511473179,-0.0,0.03443405404686928,0.022976836189627647,0.023478876799345016,17.68132972717285,17.68132972717285,0.0,0.0
3200,0.06483465433120728,0.0002989887143485248,0.00016049474652390927,0.006900137290358543,0.007642511278390884,0.006157763302326202,-0.0,0.0021887992043048143,0.020384803414344788,-0.0,-0.0,-0.0,-0.0,0.015202242881059647,0.0002989887143485248,0.00016049474652390927,0.006900137290358543,-0.0,0.021887991577386856,0.020384803414344788,0.015202242881059647,17.644702911376953,17.644702911376953,0.0,0.0
3300,0.07773986458778381,0.00028173334430903196,0.00015255014295689762,0.006457606330513954,0.00715082511305809,0.005764388013631105,-0.0,0.0029605214949697256,0.021957138553261757,-0.0,-0.0,-0.0,-0.0,0.019285622984170914,0.00028173334430903196,0.00015255014295689762,0.006457606330513954,-0.0,0.029605215415358543,0.021957138553261757,0.019285622984170914,17.685298919677734,17.685298919677734,0.0,0.0
3400,0.07847989350557327,0.00027167348889634013,0.00014173888484947383,0.006125192623585463,0.006817926187068224,0.005432459060102701,-0.0,0.0029167388565838337,0.024210641160607338,-0.0,-0.0,-0.0,-0.0,0.01856326498091221,0.00027167348889634013,0.00014173888484947383,0.006125192623585463,-0.0,0.029167387634515762,0.024210641160607338,0.01856326498091221,17.632383346557617,17.632383346557617,0.0,0.0
3500,0.07062699645757675,0.0002663476043380797,0.00013806686911266297,0.0059012798592448235,0.00658238073810935,0.005220179446041584,-0.0,0.0024522014427930117,0.025149088352918625,-0.0,-0.0,-0.0,-0.0,0.014650196768343449,0.0002663476043380797,0.00013806686911266297,0.0059012798592448235,-0.0,0.02452201396226883,0.025149088352918625,0.014650196768343449,17.66956329345703,17.66956329345703,0.0,0.0
3600,0.058576539158821106,0.00025301866116933525,0.000134121481096372,0.005639711394906044,0.006310992408543825,0.0049684299156069756,-0.0,0.0018371156184002757,0.023100577294826508,-0.0,-0.0,-0.0,-0.0,0.011077956296503544,0.00025301866116933525,0.000134121481096372,0.005639711394906044,-0.0,0.018371155485510826,0.023100577294826508,0.011077956296503544,17.65236473083496,17.65236473083496,0.0,0.0
3700,0.05508902296423912,0.00023835591855458915,0.00012997115845791996,0.005377905908972025,0.006016216706484556,0.004739595111459494,-0.0,0.0016034269938245416,0.02315831184387207,-0.0,-0.0,-0.0,-0.0,0.010150210000574589,0.00023835591855458915,0.00012997115845791996,0.005377905908972025,-0.0,0.016034269705414772,0.02315831184387207,0.010150210000574589,17.6253719329834,17.6253719329834,0.0,0.0
3800,0.07072154432535172,0.00023184411111287773,0.00012489738583099097,0.005216038320213556,0.00583832198753953,0.004593754652887583,-0.0,0.0023961698170751333,0.026700735092163086,-0.0,-0.0,-0.0,-0.0,0.01448632963001728,0.00023184411111287773,0.00012489738583099097,0.005216038320213556,-0.0,0.02396169863641262,0.026700735092163086,0.01448632963001728,17.68068504333496,17.68068504333496,0.0,0.0
3900,0.05159109830856323,0.00021690494031645358,0.00011917983647435904,0.004943363834172487,0.005549799185246229,0.004336928483098745,-0.0,0.001488734851591289,0.02242092415690422,-0.0,-0.0,-0.0,-0.0,0.009003380313515663,0.00021690494031645358,0.00011917983647435904,0.004943363834172487,-0.0,0.014887348748743534,0.02242092415690422,0.009003380313515663,17.65850067138672,17.65850067138672,0.0,0.0
4000,0.03877415135502815,0.0002132801164407283,0.0001170831747003831,0.004814089275896549,0.005401702597737312,0.004226475954055786,-0.0,0.0019865818321704865,0.0002811735321301967,-0.0,-0.0,-0.0,-0.0,0.013482706621289253,0.0002132801164407283,0.0001170831747003831,0.004814089275896549,-0.0,0.019865818321704865,0.0002811735321301967,0.013482706621289253,17.454166412353516,17.454166412353516,0.0,0.0
4100,0.035889413207769394,0.00019710186461452395,0.00010844787175301462,0.00445793941617012,0.005004868842661381,0.00391100998967886,-0.0,0.001844495884142816,0.00029087666189298034,-0.0,-0.0,-0.0,-0.0,0.012390087358653545,0.00019710186461452395,0.00010844787175301462,0.00445793941617012,-0.0,0.018444959074258804,0.00029087666189298034,0.012390087358653545,17.45094108581543,17.45094108581543,0.0,0.0
4200,0.05491325259208679,0.00018603388161864132,0.00010212389315711334,0.004286138340830803,0.004822456743568182,0.0037498194724321365,-0.0,0.0030479601118713617,0.0005048800958320498,-0.0,-0.0,-0.0,-0.0,0.019354473799467087,0.00018603388161864132,0.00010212389315711334,0.004286138340830803,-0.0,0.03047960065305233,0.0005048800958320498,0.019354473799467087,17.45063018798828,17.45063018798828,0.0,0.0
4300,0.025566205382347107,0.0001794837589841336,9.831335773924366e-05,0.004128348082304001,0.004629677161574364,0.0036270194686949253,-0.0,0.001244307029992342,0.00016885882359929383,-0.0,-0.0,-0.0,-0.0,0.008548131212592125,0.0001794837589841336,9.831335773924366e-05,0.004128348082304001,-0.0,0.01244307029992342,0.00016885882359929383,0.008548131212592125,17.461414337158203,17.461414337158203,0.0,0.0
4400,0.02015133574604988,0.00017267691146116704,9.420318383490667e-05,0.003935858607292175,0.004428117536008358,0.003443599445745349,-0.0,0.0009369956096634269,0.00012081879685865715,-0.0,-0.0,-0.0,-0.0,0.006457822397351265,0.00017267691146116704,9.420318383490667e-05,0.003935858607292175,-0.0,0.009369956329464912,0.00012081879685865715,0.006457822397351265,17.461044311523438,17.461044311523438,0.0,0.0
4500,0.01934697851538658,0.00016414708807133138,8.85535919223912e-05,0.003761828411370516,0.004233663901686668,0.0032899929210543633,-0.0,0.0008994756499305367,0.00015443684242200106,-0.0,-0.0,-0.0,-0.0,0.006183255463838577,0.00016414708807133138,8.85535919223912e-05,0.003761828411370516,-0.0,0.008994756266474724,0.00015443684242200106,0.006183255463838577,17.464651107788086,17.464651107788086,0.0,0.0
4600,0.007250554859638214,0.00015802703273948282,8.760933997109532e-05,0.0036048688925802708,0.004058270249515772,0.0031514675356447697,-0.0,0.00019464825163595378,0.00011285328946541995,-0.0,-0.0,-0.0,-0.0,0.0013407139340415597,0.00015802703273948282,8.760933997109532e-05,0.0036048688925802708,-0.0,0.0019464825745671988,0.00011285328946541995,0.0013407139340415597,17.48044776916504,17.48044776916504,0.0,0.0
4700,0.019486045464873314,0.00015178255853243172,8.29584532766603e-05,0.003452965524047613,0.0038808018434792757,0.003025128971785307,-0.0,0.0009197643375955522,0.0002596253762021661,-0.0,-0.0,-0.0,-0.0,0.006341069471091032,0.00015178255853243172,8.29584532766603e-05,0.003452965524047613,-0.0,0.009197643026709557,0.0002596253762021661,0.006341069471091032,17.452943801879883,17.452943801879883,0.0,0.0
4800,0.030913088470697403,0.00014783017104491591,8.180632721632719e-05,0.003358336165547371,0.00378195708617568,0.0029347152449190617,-0.0,0.001615430461242795,0.0004628613532986492,-0.0,-0.0,-0.0,-0.0,0.01070795115083456,0.00014783017104491591,8.180632721632719e-05,0.003358336165547371,-0.0,0.016154304146766663,0.0004628613532986492,0.01070795115083456,17.449310302734375,17.449310302734375,0.0,0.0
4900,0.007351398002356291,0.0001402554480591789,7.587513391626999e-05,0.003193829208612442,0.003602250711992383,0.0027854079380631447,-0.0,0.00021680862118955702,0.00014831166481599212,-0.0,-0.0,-0.0,-0.0,0.0016250405460596085,0.0001402554480591789,7.587513391626999e-05,0.003193829208612442,-0.0,0.002168086124584079,0.00014831166481599212,0.0016250405460596085,17.45679473876953,17.45679473876953,0.0,0.0
5000,0.02188197895884514,0.00013792692334391177,7.489079143851995e-05,0.0031016068533062935,0.003509684931486845,0.002693528775125742,-0.0,0.001043370459228754,0.0011152805527672172,-0.0,-0.0,-0.0,-0.0,0.007018569391220808,0.00013792692334391177,7.489079143851995e-05,0.0031016068533062935,-0.0,0.01043370459228754,0.0011152805527672172,0.007018569391220808,17.43897819519043,17.43897819519043,0.0,0.0
5100,0.008188590407371521,0.00013284102897159755,7.128174183890224e-05,0.002999844029545784,0.003401306224986911,0.002598382066935301,-0.0,0.0002499121765140444,0.0007432128768414259,-0.0,-0.0,-0.0,-0.0,0.0017422887030988932,0.00013284102897159755,7.128174183890224e-05,0.002999844029545784,-0.0,0.002499121706932783,0.0007432128768414259,0.0017422887030988932,17.445667266845703,17.445667266845703,0.0,0.0
5200,0.036793213337659836,0.000130017549963668,6.921002932358533e-05,0.0029423139058053493,0.003332548774778843,0.0025520792696624994,-0.0,0.0016901460476219654,0.005680263973772526,-0.0,-0.0,-0.0,-0.0,0.011069949716329575,0.000130017549963668,6.921002932358533e-05,0.0029423139058053493,-0.0,0.01690145954489708,0.005680263973772526,0.011069949716329575,17.394798278808594,17.394798278808594,0.0,0.0
5300,0.01731000654399395,0.00012835949019063264,6.678055797237903e-05,0.0028675738722085953,0.0032557696104049683,0.0024793781340122223,-0.0,0.000692396832164377,0.0029134771320968866,-0.0,-0.0,-0.0,-0.0,0.0044098482467234135,0.00012835949019063264,6.678055797237903e-05,0.0028675738722085953,-0.0,0.006923968438059092,0.0029134771320968866,0.0044098482467234135,17.43735122680664,17.43735122680664,0.0,0.0
5400,0.03203953802585602,0.000121191973448731,6.350442708935589e-05,0.0027253045700490475,0.003105403622612357,0.002345205517485738,-0.0,0.001581496326252818,0.003090466605499387,-0.0,-0.0,-0.0,-0.0,0.010224107652902603,0.000121191973448731,6.350442708935589e-05,0.0027253045700490475,-0.0,0.01581496372818947,0.003090466605499387,0.010224107652902603,17.505496978759766,17.505496978759766,0.0,0.0
5500,0.03745653107762337,0.0001187194066005759,6.296335050137714e-05,0.002657949924468994,0.0030248186085373163,0.002291081240400672,-0.0,0.0018301510717719793,0.004460953176021576,-0.0,-0.0,-0.0,-0.0,0.011854433454573154,0.0001187194066005759,6.296335050137714e-05,0.002657949924468994,-0.0,0.01830151118338108,0.004460953176021576,0.011854433454573154,17.4281063079834,17.4281063079834,0.0,0.0
5600,0.0210498608648777,0.00011429756705183536,6.12152653047815e-05,0.002578861080110073,0.002963971346616745,0.002193750813603401,-0.0,0.0009151369449682534,0.0032028176356106997,-0.0,-0.0,-0.0,-0.0,0.005941299721598625,0.00011429756705183536,6.12152653047815e-05,0.002578861080110073,-0.0,0.009151369333267212,0.0032028176356106997,0.005941299721598625,17.502948760986328,17.502948760986328,0.0,0.0
5700,0.016028132289648056,0.00010803814075188711,5.8559427998261526e-05,0.0024548405781388283,0.0028243153356015682,0.0020853658206760883,-0.0,0.00032116990769281983,0.008138631470501423,-0.0,-0.0,-0.0,-0.0,0.0020563644357025623,0.00010803814075188711,5.8559427998261526e-05,0.0024548405781388283,-0.0,0.0032116989605128765,0.008138631470501423,0.0020563644357025623,17.57959747314453,17.57959747314453,0.0,0.0
5800,0.010149533860385418,0.00010671451309463009,5.798182246508077e-05,0.002380065154284239,0.00274277082644403,0.002017359249293804,-0.0,0.00016220295219682157,0.00487573491409421,-0.0,-0.0,-0.0,-0.0,0.0011070084292441607,0.00010671451309463009,5.798182246508077e-05,0.002380065154284239,-0.0,0.0016220295801758766,0.00487573491409421,0.0011070084292441607,17.41745376586914,17.41745376586914,0.0,0.0
5900,0.018197398632764816,0.00010053581354441121,5.4934833315201104e-05,0.002223957097157836,0.0025710256304591894,0.0018768885638564825,-0.0,0.0008316758321598172,0.0022213675547391176,-0.0,-0.0,-0.0,-0.0,0.005279846023768187,0.00010053581354441121,5.4934833315201104e-05,0.002223957097157836,-0.0,0.008316758088767529,0.0022213675547391176,0.005279846023768187,17.448162078857422,17.448162078857422,0.0,0.0
6000,0.04100184142589569,0.00010169733286602423,5.426875577541068e-05,0.002253851853311062,0.0025953203439712524,0.001912383479066193,-0.0,0.0021115283016115427,0.0037762450519949198,-0.0,-0.0,-0.0,-0.0,0.013700497336685658,0.00010169733286602423,5.426875577541068e-05,0.002253851853311062,-0.0,0.02111528255045414,0.0037762450519949198,0.013700497336685658,17.50143051147461,17.50143051147461,0.0,0.0
6100,0.03591908887028694,9.546708315610886e-05,4.9342390411766246e-05,0.0020880696829408407,0.0024063580203801394,0.001769781345501542,-0.0,0.0017790085403248668,0.00469713332131505,-0.0,-0.0,-0.0,-0.0,0.011198990978300571,9.546708315610886e-05,4.9342390411766246e-05,0.0020880696829408407,-0.0,0.017790084704756737,0.00469713332131505,0.011198990978300571,17.551572799682617,17.551572799682617,0.0,0.0
6200,0.02852546237409115,9.678897185949609e-05,4.9916918214876205e-05,0.002109169727191329,0.0024361887481063604,0.0017821505898609757,-0.0,0.001221567508764565,0.006269841454923153,-0.0,-0.0,-0.0,-0.0,0.007784069981426001,9.678897185949609e-05,4.9916918214876205e-05,0.002109169727191329,-0.0,0.012215674854815006,0.006269841454923153,0.007784069981426001,17.56344985961914,17.56344985961914,0.0,0.0
6300,0.03986488655209541,8.692609844729304e-05,4.4868043914902955e-05,0.001910732826218009,0.002210537437349558,0.0016109282150864601,-0.0,0.0019884121138602495,0.005405535455793142,-0.0,-0.0,-0.0,-0.0,0.012532703578472137,8.692609844729304e-05,4.4868043914902955e-05,0.001910732826218009,-0.0,0.019884120672941208,0.005405535455793142,0.012532703578472137,17.56752586364746,17.56752586364746,0.0,0.0
6400,0.0075554009526968,8.470425382256508e-05,4.445544254849665e-05,0.0018929429352283478,0.0021990248933434486,0.0015868610935285687,-0.0,0.00024696439504623413,0.0014596817782148719,-0.0,-0.0,-0.0,-0.0,0.0016039723996073008,8.470425382256508e-05,4.445544254849665e-05,0.0018929429352283478,-0.0,0.0024696439504623413,0.0014596817782148719,0.0016039723996073008,17.44890022277832,17.44890022277832,0.0,0.0
6500,0.010745848529040813,8.463432459393516e-05,4.333079414209351e-05,0.0018852627836167812,0.0022014062851667404,0.0015691193984821439,-0.0,0.00022511179849971086,0.004912991542369127,-0.0,-0.0,-0.0,-0.0,0.0015685114776715636,8.463432459393516e-05,4.333079414209351e-05,0.0018852627836167812,-0.0,0.002251117955893278,0.004912991542369127,0.0015685114776715636,17.41020965576172,17.41020965576172,0.0,0.0
6600,0.007422486320137978,8.077916572801769e-05,4.1329043597215787e-05,0.0018074195832014084,0.0021175260189920664,0.0014973131474107504,-0.0,0.00030210695695132017,0.0005116444663144648,-0.0,-0.0,-0.0,-0.0,0.0019602447282522917,8.077916572801769e-05,4.1329043597215787e-05,0.0018074195832014084,-0.0,0.0030210695695132017,0.0005116444663144648,0.0019602447282522917,17.492921829223633,17.492921829223633,0.0,0.0
