split,loss,presence_loss,type_loss,center_bin_loss,center_x_bin_loss,center_y_bin_loss,center_y_bin_extra_loss,center_offset_loss,local_vertex_loss,center_aux_loss,box_aux_loss,area_aux_loss,edge_aux_loss,center_consistency_loss,weighted_presence_loss,weighted_type_loss,weighted_center_bin_loss,weighted_center_y_bin_extra_loss,weighted_center_offset_loss,weighted_local_vertex_loss,weighted_center_consistency_loss,local_shape_raw_abs_max,local_shape_effective_abs_max,local_shape_saturation_frac,polygon_mask_iou,polygon_mask_iou_min,polygon_dice,polygon_dice_min,presence_acc,present_type_acc,decoded_vertex_mae,local_vertex_mae_grid,center_x_bin_acc,center_y_bin_acc,center_x_bin_abs_error,center_y_bin_abs_error,center_x_bin_within1_acc,center_y_bin_within1_acc,center_offset_mae,hard_decoded_center_mae_grid,soft_expected_center_mae_grid,hard_decoded_center_l2_grid,soft_expected_center_l2_grid,center_x_bin_prob_margin,center_y_bin_prob_margin,signed_area_flip_count,out_of_grid_vertex_count,zero_iou_count,pred_area_mean,target_area_mean,steps,lr,hidden_dim,latent_dim,max_components,max_vertices,lambda_presence,lambda_type,lambda_center_bin,lambda_center_offset,lambda_local_vertex,lambda_center_aux,lambda_box_aux,lambda_area_aux,lambda_edge_aux,center_consistency_mode,lambda_center_consistency,center_consistency_smoothl1_beta,center_y_bin_extra_loss_mode,lambda_center_y_bin_extra,center_y_bin_neighbor_smoothing,center_y_bin_distance_sigma,local_shape_output_mode,local_shape_bound_mode,local_shape_bound_x_grid,local_shape_bound_y_grid,local_shape_train_stats_margin,local_shape_conditioning_mode,local_shape_conditioning_dim,joint_center_shape_mode,joint_center_teacher_forcing_start,joint_center_teacher_forcing_end,joint_center_teacher_forcing_steps,local_vertex_smoothl1_beta,center_offset_smoothl1_beta,presence_threshold,seed
train,0.004045457579195499,5.044317390456854e-07,1.9562540387596528e-07,1.529216388007626e-05,1.8749109585769475e-05,1.1835217264888342e-05,-0.0,0.00014350723358802497,0.0016717826947569847,-0.0,-0.0,-0.0,-0.0,0.0009226103429682553,5.044317390456854e-07,1.9562540387596528e-07,1.529216388007626e-05,-0.0,0.0014350723940879107,0.0016717826947569847,0.0009226103429682553,17.41685676574707,17.41685676574707,0.0,0.9836331190958457,0.8571428571428571,0.9914189740894511,0.9230769230769231,1.0,1.0,5.515406428457936e-06,0.01191817969083786,1.0,1.0,0.0,0.0,1.0,1.0,0.0013313039671629667,0.010650472715497017,0.010638589970767498,0.017544981092214584,0.01756403036415577,0.9999725222587585,0.9999796748161316,0,0,0,145.8,146.66666666666666,20000,0.001,128,64,3,4,1.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,soft_decoded_center,1.0,0.1,none,0.0,0.0,0.75,raw,fixed_grid,24.0,8.0,1.25,none,16,none,1.0,0.0,20000,0.1,0.01,0.5,1
