split,presence_accuracy,type_accuracy_present,continuous_mae_mean,center_mae,center_grid_mae,center_axis_relative_mae,center_x_bin_accuracy,center_y_bin_accuracy,center_offset_mae,axis_mae,rotation_mae,depth_mae,param_mask_iou,param_mask_dice,encoder_type,head_mode,feature_fusion_mode,feature_dim,seed,component_matching_mode,lambda_raster_bce,lambda_raster_dice,raster_loss_start_step,raster_softness_cells,raster_target_source,val_selection_metric,val_selection_interval,lambda_type_extra,lambda_rotation_extra,rotation_loss_mode,lambda_center_grid,lambda_center_axis_relative,center_axis_relative_eps,center_representation,center_bin_size_cells,center_x_bins,center_y_bins,lambda_center_bin,lambda_center_offset,best_step,best_val_mask_iou,best_val_loss
train,1.0,1.0,0.36410990357398987,0.00010975583427352831,0.5135452151298523,0.04139785096049309,nan,nan,nan,0.00015102056204341352,2.184042453765869,9.58532327786088e-05,0.7248486681174074,0.8379991339423114,mlp,shared,none,0,1,fixed,0.0,0.0,0,1.0,masks,none,0,0.0,0.0,mse,0.1,0.0,1e-06,continuous,8,0,0,1.0,1.0,,nan,nan
