runner config | sample=17 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=3.000000e+00
sample=17 | outer=1/30 | loss_phi=2.204096e+00 | loss_mu=1.601558e+00 | mu_mse=1.975363e+05 | mu_mae=4.436001e+02 | defect_area_pred=37 | defect_area_label=34 | defect_iou=9.230769e-02
sample=17 | outer=2/30 | loss_phi=2.187272e+00 | loss_mu=1.091866e+00 | mu_mse=1.731166e+05 | mu_mae=4.139642e+02 | defect_area_pred=45 | defect_area_label=34 | defect_iou=1.617647e-01
sample=17 | outer=3/30 | loss_phi=2.184170e+00 | loss_mu=9.483584e-01 | mu_mse=1.625961e+05 | mu_mae=4.003820e+02 | defect_area_pred=43 | defect_area_label=34 | defect_iou=2.622951e-01
sample=17 | outer=4/30 | loss_phi=2.182702e+00 | loss_mu=8.643450e-01 | mu_mse=1.525113e+05 | mu_mae=3.868626e+02 | defect_area_pred=39 | defect_area_label=34 | defect_iou=4.313726e-01
sample=17 | outer=5/30 | loss_phi=2.181579e+00 | loss_mu=8.199826e-01 | mu_mse=1.396209e+05 | mu_mae=3.686987e+02 | defect_area_pred=34 | defect_area_label=34 | defect_iou=5.813953e-01
sample=17 | outer=6/30 | loss_phi=2.180544e+00 | loss_mu=8.330987e-01 | mu_mse=1.289263e+05 | mu_mae=3.528805e+02 | defect_area_pred=35 | defect_area_label=34 | defect_iou=6.428571e-01
sample=17 | outer=7/30 | loss_phi=2.179339e+00 | loss_mu=9.121650e-01 | mu_mse=1.217433e+05 | mu_mae=3.419241e+02 | defect_area_pred=33 | defect_area_label=34 | defect_iou=6.750000e-01
sample=17 | outer=8/30 | loss_phi=2.177711e+00 | loss_mu=1.072811e+00 | mu_mse=1.203376e+05 | mu_mae=3.398424e+02 | defect_area_pred=36 | defect_area_label=34 | defect_iou=6.666667e-01
sample=17 | outer=9/30 | loss_phi=2.175073e+00 | loss_mu=1.349444e+00 | mu_mse=1.273410e+05 | mu_mae=3.505303e+02 | defect_area_pred=36 | defect_area_label=34 | defect_iou=7.073171e-01
sample=17 | outer=10/30 | loss_phi=2.169931e+00 | loss_mu=1.679542e+00 | mu_mse=1.349044e+05 | mu_mae=3.613414e+02 | defect_area_pred=35 | defect_area_label=34 | defect_iou=7.250000e-01
sample=17 | outer=11/30 | loss_phi=2.164740e+00 | loss_mu=1.892385e+00 | mu_mse=1.376483e+05 | mu_mae=3.645644e+02 | defect_area_pred=37 | defect_area_label=34 | defect_iou=6.904762e-01
sample=17 | outer=12/30 | loss_phi=2.161210e+00 | loss_mu=1.978242e+00 | mu_mse=1.372568e+05 | mu_mae=3.640959e+02 | defect_area_pred=40 | defect_area_label=34 | defect_iou=6.818182e-01
sample=17 | outer=13/30 | loss_phi=2.158135e+00 | loss_mu=1.906876e+00 | mu_mse=1.356594e+05 | mu_mae=3.619182e+02 | defect_area_pred=41 | defect_area_label=34 | defect_iou=7.045454e-01
sample=17 | outer=14/30 | loss_phi=2.155221e+00 | loss_mu=1.762270e+00 | mu_mse=1.323037e+05 | mu_mae=3.568923e+02 | defect_area_pred=40 | defect_area_label=34 | defect_iou=7.209302e-01
sample=17 | outer=15/30 | loss_phi=2.152447e+00 | loss_mu=1.554491e+00 | mu_mse=1.270449e+05 | mu_mae=3.487850e+02 | defect_area_pred=38 | defect_area_label=34 | defect_iou=8.000000e-01
sample=17 | outer=16/30 | loss_phi=2.149793e+00 | loss_mu=1.299152e+00 | mu_mse=1.196856e+05 | mu_mae=3.372061e+02 | defect_area_pred=37 | defect_area_label=34 | defect_iou=8.205128e-01
sample=17 | outer=17/30 | loss_phi=2.147046e+00 | loss_mu=1.013445e+00 | mu_mse=1.093484e+05 | mu_mae=3.204449e+02 | defect_area_pred=37 | defect_area_label=34 | defect_iou=8.205128e-01
sample=17 | outer=18/30 | loss_phi=2.143843e+00 | loss_mu=7.591650e-01 | mu_mse=9.669194e+04 | mu_mae=2.983021e+02 | defect_area_pred=35 | defect_area_label=34 | defect_iou=8.648649e-01
sample=17 | outer=19/30 | loss_phi=2.140971e+00 | loss_mu=5.658409e-01 | mu_mse=8.504294e+04 | mu_mae=2.760192e+02 | defect_area_pred=35 | defect_area_label=34 | defect_iou=8.648649e-01
sample=17 | outer=20/30 | loss_phi=2.137857e+00 | loss_mu=4.050854e-01 | mu_mse=7.388933e+04 | mu_mae=2.541980e+02 | defect_area_pred=35 | defect_area_label=34 | defect_iou=8.648649e-01
sample=17 | outer=21/30 | loss_phi=2.134434e+00 | loss_mu=2.865029e-01 | mu_mse=6.620788e+04 | mu_mae=2.396213e+02 | defect_area_pred=35 | defect_area_label=34 | defect_iou=8.648649e-01
sample=17 | outer=22/30 | loss_phi=2.129642e+00 | loss_mu=2.383448e-01 | mu_mse=7.555077e+04 | mu_mae=2.535333e+02 | defect_area_pred=34 | defect_area_label=34 | defect_iou=8.888889e-01
sample=17 | outer=23/30 | loss_phi=2.121105e+00 | loss_mu=1.966959e-01 | mu_mse=7.075160e+04 | mu_mae=2.446340e+02 | defect_area_pred=33 | defect_area_label=34 | defect_iou=9.142857e-01
sample=17 | outer=24/30 | loss_phi=2.115819e+00 | loss_mu=2.116874e-01 | mu_mse=7.205418e+04 | mu_mae=2.464471e+02 | defect_area_pred=33 | defect_area_label=34 | defect_iou=9.142857e-01
sample=17 | outer=25/30 | loss_phi=2.109881e+00 | loss_mu=1.976155e-01 | mu_mse=6.841615e+04 | mu_mae=2.405589e+02 | defect_area_pred=33 | defect_area_label=34 | defect_iou=9.142857e-01
sample=17 | outer=26/30 | loss_phi=2.106469e+00 | loss_mu=1.825330e-01 | mu_mse=6.683510e+04 | mu_mae=2.374644e+02 | defect_area_pred=33 | defect_area_label=34 | defect_iou=9.142857e-01
sample=17 | outer=27/30 | loss_phi=2.103902e+00 | loss_mu=1.606801e-01 | mu_mse=6.676591e+04 | mu_mae=2.364204e+02 | defect_area_pred=33 | defect_area_label=34 | defect_iou=9.142857e-01
sample=17 | outer=28/30 | loss_phi=2.101699e+00 | loss_mu=1.453647e-01 | mu_mse=6.661559e+04 | mu_mae=2.351134e+02 | defect_area_pred=33 | defect_area_label=34 | defect_iou=9.142857e-01
sample=17 | outer=29/30 | loss_phi=2.100218e+00 | loss_mu=1.429365e-01 | mu_mse=6.786534e+04 | mu_mae=2.362263e+02 | defect_area_pred=33 | defect_area_label=34 | defect_iou=9.142857e-01
sample=17 | outer=30/30 | loss_phi=2.097553e+00 | loss_mu=1.243406e-01 | mu_mse=6.318438e+04 | mu_mae=2.274272e+02 | defect_area_pred=33 | defect_area_label=34 | defect_iou=9.142857e-01
