runner config | sample=1 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=1.000000e+00
sample=1 | outer=1/30 | loss_phi=2.284621e+00 | loss_mu=1.394613e+00 | mu_mse=1.864287e+05 | mu_mae=4.304124e+02 | defect_area_pred=0 | defect_area_label=20 | defect_iou=0.000000e+00
sample=1 | outer=2/30 | loss_phi=2.267237e+00 | loss_mu=9.879586e-01 | mu_mse=1.631933e+05 | mu_mae=4.011538e+02 | defect_area_pred=1 | defect_area_label=20 | defect_iou=0.000000e+00
sample=1 | outer=3/30 | loss_phi=2.263837e+00 | loss_mu=8.342583e-01 | mu_mse=1.447713e+05 | mu_mae=3.761840e+02 | defect_area_pred=16 | defect_area_label=20 | defect_iou=3.333333e-01
sample=1 | outer=4/30 | loss_phi=2.262331e+00 | loss_mu=7.546009e-01 | mu_mse=1.264548e+05 | mu_mae=3.498697e+02 | defect_area_pred=22 | defect_area_label=20 | defect_iou=3.548387e-01
sample=1 | outer=5/30 | loss_phi=2.261191e+00 | loss_mu=7.421901e-01 | mu_mse=1.140630e+05 | mu_mae=3.310674e+02 | defect_area_pred=28 | defect_area_label=20 | defect_iou=4.545455e-01
sample=1 | outer=6/30 | loss_phi=2.259970e+00 | loss_mu=7.961993e-01 | mu_mse=1.057776e+05 | mu_mae=3.173688e+02 | defect_area_pred=26 | defect_area_label=20 | defect_iou=5.333334e-01
sample=1 | outer=7/30 | loss_phi=2.258471e+00 | loss_mu=9.249172e-01 | mu_mse=1.035933e+05 | mu_mae=3.126896e+02 | defect_area_pred=26 | defect_area_label=20 | defect_iou=5.862069e-01
sample=1 | outer=8/30 | loss_phi=2.256259e+00 | loss_mu=1.174608e+00 | mu_mse=1.032861e+05 | mu_mae=3.112050e+02 | defect_area_pred=26 | defect_area_label=20 | defect_iou=6.428571e-01
sample=1 | outer=9/30 | loss_phi=2.252746e+00 | loss_mu=1.565134e+00 | mu_mse=1.144250e+05 | mu_mae=3.290329e+02 | defect_area_pred=27 | defect_area_label=20 | defect_iou=6.206896e-01
sample=1 | outer=10/30 | loss_phi=2.246702e+00 | loss_mu=1.867026e+00 | mu_mse=1.262565e+05 | mu_mae=3.465305e+02 | defect_area_pred=27 | defect_area_label=20 | defect_iou=6.206896e-01
sample=1 | outer=11/30 | loss_phi=2.242300e+00 | loss_mu=2.142331e+00 | mu_mse=1.305754e+05 | mu_mae=3.530923e+02 | defect_area_pred=31 | defect_area_label=20 | defect_iou=5.937500e-01
sample=1 | outer=12/30 | loss_phi=2.238899e+00 | loss_mu=2.177838e+00 | mu_mse=1.298744e+05 | mu_mae=3.518284e+02 | defect_area_pred=31 | defect_area_label=20 | defect_iou=5.937500e-01
sample=1 | outer=13/30 | loss_phi=2.235826e+00 | loss_mu=2.106204e+00 | mu_mse=1.263275e+05 | mu_mae=3.459919e+02 | defect_area_pred=31 | defect_area_label=20 | defect_iou=5.937500e-01
sample=1 | outer=14/30 | loss_phi=2.232947e+00 | loss_mu=1.938633e+00 | mu_mse=1.204048e+05 | mu_mae=3.362358e+02 | defect_area_pred=27 | defect_area_label=20 | defect_iou=6.785714e-01
sample=1 | outer=15/30 | loss_phi=2.230306e+00 | loss_mu=1.710318e+00 | mu_mse=1.129103e+05 | mu_mae=3.234019e+02 | defect_area_pred=26 | defect_area_label=20 | defect_iou=7.037037e-01
sample=1 | outer=16/30 | loss_phi=2.227928e+00 | loss_mu=1.449116e+00 | mu_mse=1.043734e+05 | mu_mae=3.078919e+02 | defect_area_pred=26 | defect_area_label=20 | defect_iou=7.037037e-01
sample=1 | outer=17/30 | loss_phi=2.225670e+00 | loss_mu=1.183433e+00 | mu_mse=9.524118e+04 | mu_mae=2.899117e+02 | defect_area_pred=25 | defect_area_label=20 | defect_iou=7.307692e-01
sample=1 | outer=18/30 | loss_phi=2.223326e+00 | loss_mu=9.163320e-01 | mu_mse=8.478985e+04 | mu_mae=2.686530e+02 | defect_area_pred=24 | defect_area_label=20 | defect_iou=7.600000e-01
sample=1 | outer=19/30 | loss_phi=2.220846e+00 | loss_mu=6.625418e-01 | mu_mse=7.163352e+04 | mu_mae=2.410275e+02 | defect_area_pred=22 | defect_area_label=20 | defect_iou=8.260869e-01
sample=1 | outer=20/30 | loss_phi=2.218474e+00 | loss_mu=4.571060e-01 | mu_mse=6.014005e+04 | mu_mae=2.147916e+02 | defect_area_pred=21 | defect_area_label=20 | defect_iou=8.636364e-01
sample=1 | outer=21/30 | loss_phi=2.215883e+00 | loss_mu=2.863184e-01 | mu_mse=4.750682e+04 | mu_mae=1.856130e+02 | defect_area_pred=20 | defect_area_label=20 | defect_iou=9.047619e-01
sample=1 | outer=22/30 | loss_phi=2.213274e+00 | loss_mu=2.065825e-01 | mu_mse=3.994402e+04 | mu_mae=1.686692e+02 | defect_area_pred=19 | defect_area_label=20 | defect_iou=9.500000e-01
sample=1 | outer=23/30 | loss_phi=2.208771e+00 | loss_mu=1.630628e-01 | mu_mse=4.006167e+04 | mu_mae=1.710800e+02 | defect_area_pred=19 | defect_area_label=20 | defect_iou=9.500000e-01
sample=1 | outer=24/30 | loss_phi=2.202122e+00 | loss_mu=1.446877e-01 | mu_mse=4.193425e+04 | mu_mae=1.739704e+02 | defect_area_pred=19 | defect_area_label=20 | defect_iou=9.500000e-01
sample=1 | outer=25/30 | loss_phi=2.195937e+00 | loss_mu=1.409009e-01 | mu_mse=3.925869e+04 | mu_mae=1.667435e+02 | defect_area_pred=19 | defect_area_label=20 | defect_iou=9.500000e-01
sample=1 | outer=26/30 | loss_phi=2.192641e+00 | loss_mu=1.450603e-01 | mu_mse=4.258284e+04 | mu_mae=1.733793e+02 | defect_area_pred=19 | defect_area_label=20 | defect_iou=9.500000e-01
sample=1 | outer=27/30 | loss_phi=2.188613e+00 | loss_mu=1.080049e-01 | mu_mse=4.166884e+04 | mu_mae=1.707726e+02 | defect_area_pred=19 | defect_area_label=20 | defect_iou=9.500000e-01
sample=1 | outer=28/30 | loss_phi=2.187339e+00 | loss_mu=1.020141e-01 | mu_mse=4.227827e+04 | mu_mae=1.706359e+02 | defect_area_pred=19 | defect_area_label=20 | defect_iou=9.500000e-01
sample=1 | outer=29/30 | loss_phi=2.185733e+00 | loss_mu=8.557695e-02 | mu_mse=4.126726e+04 | mu_mae=1.667429e+02 | defect_area_pred=19 | defect_area_label=20 | defect_iou=9.500000e-01
sample=1 | outer=30/30 | loss_phi=2.184530e+00 | loss_mu=7.500225e-02 | mu_mse=4.016984e+04 | mu_mae=1.622290e+02 | defect_area_pred=19 | defect_area_label=20 | defect_iou=9.500000e-01
