sample_index,loss_phi_final,loss_mu_final,mu_mse_final,mu_mae_final,defect_area_pred,defect_area_label,defect_iou,pred_centroid_x,pred_centroid_y,label_centroid_x,label_centroid_y,lambda_area_prior,lambda_mask_prior,lambda_mask_bce_prior,center_mode,test_radius
0,2.22835111618042,0.008639502339065075,4084.926025390625,46.31758117675781,4,4,1.0,0.0,2.777777671813965,0.0,2.777777671813965,1.0,1.0,1.0,three,5.0
1,2.2602405548095703,0.15989063680171967,12116.3125,50.98490905761719,5,6,0.8333333134651184,-4.5789475440979,5.777777671813965,-4.210525989532471,5.9259257316589355,1.0,1.0,1.0,three,5.0
2,2.3632025718688965,0.20684866607189178,11743.107421875,50.761741638183594,5,4,0.800000011920929,4.5789475440979,5.777777671813965,4.736842155456543,6.111110687255859,1.0,1.0,1.0,three,5.0
3,2.181656837463379,0.01316568348556757,5956.89013671875,47.394569396972656,8,8,1.0,-3.75,3.472222328186035,-3.75,3.472222328186035,1.0,1.0,1.0,three,5.0
4,2.260331630706787,0.018036991357803345,5314.3466796875,47.174705505371094,7,7,1.0,1.6917294263839722,3.6507937908172607,1.6917294263839722,3.6507937908172607,1.0,1.0,1.0,three,5.0
5,2.0871360301971436,0.02898913435637951,12326.10546875,69.42561340332031,15,15,1.0,3.526315450668335,5.185184955596924,3.526315450668335,5.185184955596924,1.0,1.0,1.0,three,5.0
6,2.3285844326019287,0.3977901339530945,26205.4375,79.57752227783203,13,9,0.692307710647583,3.218623638153076,8.461538314819336,3.2456140518188477,7.777777671813965,1.0,1.0,1.0,three,5.0
7,2.0247814655303955,0.707888662815094,34531.06640625,116.51490020751953,8,5,0.30000001192092896,-1.7763158082962036,8.19444465637207,-3.0,7.111110687255859,1.0,1.0,1.0,three,5.0
8,2.148104667663574,0.14579562842845917,10179.6533203125,54.191078186035156,4,5,0.800000011920929,-2.763157844543457,4.722222328186035,-2.3684210777282715,4.888888835906982,1.0,1.0,1.0,three,5.0
9,2.195431709289551,0.02961651049554348,9477.1044921875,53.352752685546875,9,9,1.0,-3.9473681449890137,5.55555534362793,-3.9473681449890137,5.55555534362793,1.0,1.0,1.0,three,5.0
