split,is_true_multi_component,row_count,sample_count,polygon_iou_mean,polygon_iou_min,polygon_iou_max,x_bin_acc_mean,x_bin_acc_min,x_bin_acc_max,y_bin_acc_mean,y_bin_acc_min,y_bin_acc_max,center_grid_error_mean_mean,center_grid_error_mean_min,center_grid_error_mean_max,local_vertex_grid_mae_mean_mean,local_vertex_grid_mae_mean_min,local_vertex_grid_mae_mean_max,zero_iou_rate,any_x_bin_wrong_rate,any_y_bin_wrong_rate
test,False,7,7,0.12059463715092854,0.0,0.43356643356643354,0.7142857142857143,0.0,1.0,0.14285714285714285,0.0,1.0,9.859258222217376,2.529535101235276,25.42846914107695,0.6972970111029488,0.05314958095550537,1.1716545075178146,0.7142857142857143,0.2857142857142857,0.8571428571428571
test,True,3,3,0.0,0.0,0.0,0.8333333333333334,0.5,1.0,0.0,0.0,0.0,12.996457252807284,7.660554160566051,17.247060988296475,1.2537965600689251,0.7233824282884598,1.8406739681959152,1.0,0.3333333333333333,1.0
train,False,23,23,0.9868121909736792,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.023060063990847725,0.013905915159872174,0.036806691059490616,0.00925410376942676,0.0013931691646575928,0.030100613832473755,0.0,0.0,0.0
train,True,7,7,0.9973707274320771,0.9815950920245399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.015493231054427237,0.011554660578491095,0.019158932612017475,0.0036393184037435623,0.0014226138591766357,0.00864081084728241,0.0,0.0,0.0
val,False,7,7,0.10343193226619556,0.0,0.5263157894736842,0.5714285714285714,0.0,1.0,0.2857142857142857,0.0,1.0,20.413947701194253,1.0344293261073907,39.77942295965436,4.697567995105471,0.8236090838909149,10.283609494566917,0.7142857142857143,0.42857142857142855,0.7142857142857143
val,True,3,3,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,34.58186876272523,25.691318868949395,47.84035060914039,2.6901476308703423,1.636196717619896,3.8477169275283813,1.0,1.0,1.0
