split,is_true_rotated,row_count,sample_count,polygon_iou_mean,polygon_iou_min,polygon_iou_max,x_bin_acc_mean,x_bin_acc_min,x_bin_acc_max,y_bin_acc_mean,y_bin_acc_min,y_bin_acc_max,center_grid_error_mean_mean,center_grid_error_mean_min,center_grid_error_mean_max,local_vertex_grid_mae_mean_mean,local_vertex_grid_mae_mean_min,local_vertex_grid_mae_mean_max,zero_iou_rate,any_x_bin_wrong_rate,any_y_bin_wrong_rate
test,False,2,2,0.21678321678321677,0.0,0.43356643356643354,1.0,1.0,1.0,0.0,0.0,0.0,8.908401984484147,2.6931708337442717,15.123633135224024,0.6988813430070877,0.49719762802124023,0.9005650579929352,0.5,0.0,1.0
test,True,8,8,0.05132450331125828,0.0,0.4105960264900662,0.6875,0.0,1.0,0.125,0.0,1.0,11.2734219181219,2.529535101235276,25.42846914107695,0.9055882589891553,0.05314958095550537,1.8406739681959152,0.875,0.375,0.875
train,False,9,9,0.9841269841269842,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.023539697959129705,0.019148467815462516,0.02589374422950625,0.00652722352080875,0.0013931691646575928,0.013470113277435303,0.0,0.0,0.0
train,True,21,21,0.9914825060607765,0.9568345323741008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.020332228930396233,0.011554660578491095,0.036806691059490616,0.008551171611225795,0.0014226138591766357,0.030100613832473755,0.0,0.0,0.0
val,False,3,3,0.24134117528778964,0.0,0.5263157894736842,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,1.0,11.450549409889232,1.0344293261073907,23.76357526378058,4.283564572532971,0.886032372713089,10.283609494566917,0.3333333333333333,0.6666666666666666,0.3333333333333333
val,True,7,7,0.0,0.0,0.0,0.5714285714285714,0.0,1.0,0.0,0.0,0.0,30.327370280981114,13.236337960197435,47.84035060914039,4.014675020107201,0.8236090838909149,8.935746312141418,1.0,0.5714285714285714,1.0
