"run","split","iou","iou_min","x_bin_acc","y_bin_acc","y_bin_abs_error","y_bin_within1","zero_iou","presence","type","out_of_grid","signed_flip"
"current_reference","train","0.995597543923156","0.96969696969697","1","1","0","1","0","1","1","0","0"
"current_reference","val","0.0372445274406059","0","0.230769230769231","0.230769230769231","1.76923076923077","0.461538461538462","8","0.966666666666667","0.769230769230769","0","0"
"current_reference","test","0.0723684210526316","0","0.583333333333333","0.0833333333333333","1.91666666666667","0.333333333333333","9","0.933333333333333","0.833333333333333","0","0"
"neighbor_soft_y","train","0.988315029936693","0.907894736842105","1","1","0","1","0","1","1","0","0"
"neighbor_soft_y","val","0.0564072899385829","0","0.307692307692308","0.307692307692308","1.38461538461538","0.692307692307692","7","0.966666666666667","0.692307692307692","0","0"
"neighbor_soft_y","test","0.0699110413396128","0","0.833333333333333","0.166666666666667","1.66666666666667","0.5","8","0.966666666666667","0.833333333333333","0","0"
"distance_soft_y","train","0.991752886851517","0.925","1","1","0","1","0","1","1","0","0"
"distance_soft_y","val","0.0179190751445087","0","0.230769230769231","0.153846153846154","1.69230769230769","0.538461538461538","9","0.966666666666667","0.615384615384615","0","0"
"distance_soft_y","test","0.0683544303797468","0","0.666666666666667","0.0833333333333333","2","0.333333333333333","9","0.9","0.833333333333333","0","0"
