group_by,group_value,count,mean_mask_iou,mean_center_grid_error,x_bin_wrong_rate,y_bin_wrong_rate,both_bins_correct_rate,mean_abs_offset_x_error,mean_abs_offset_y_error
split,test,60,0.5865455479853182,2.57288286408934,0.1333333333333333,0.033333333333333326,0.8333333333333334,0.255269248146568,0.12193083196498765
split,train,300,0.7048597558730612,0.7414776510230219,0.0033333333333332993,0.0033333333333332993,0.9933333333333333,0.07307928592414394,0.033645079980665134
split,val,60,0.5463109310500344,3.250844723950039,0.19999999999999996,0.08333333333333337,0.7333333333333333,0.2637149541713448,0.12700911519281602
component_slot,0,140,0.6653078940572372,1.4358907719851781,0.06428571428571428,0.014285714285714235,0.9285714285714286,0.13813599157321357,0.03979995628039121
component_slot,1,140,0.6653078940572372,1.107765467706001,0.0,0.0357142857142857,0.9642857142857143,0.07605655546932426,0.10064251274391904
component_slot,2,140,0.6653078940572372,1.541107693089316,0.08571428571428574,0.0071428571428571175,0.9071428571428571,0.16482772378830468,0.03834267971617372
type_true,rectangular_notch,210,0.6780379587105044,1.3214226105477482,0.05238095238095242,0.00952380952380949,0.9428571428571428,0.1165491218777717,0.057815601158723647
type_true,rotated_rect,210,0.6525778294039706,1.4017533446392483,0.04761904761904767,0.02857142857142858,0.9238095238095239,0.13613105867612324,0.061374498001599026
x_bin_correct,false,21,0.5173320668364578,5.201589122052822,1.0,0.04761904761904767,0.0,0.3992431744270582,0.108595641534208
x_bin_correct,true,399,0.6730960954899097,1.159482654200902,0.0,0.01754385964912286,0.9824561403508771,0.11197677005852055,0.057016071056264155
y_bin_correct,false,8,0.5225657056241562,5.356114384087243,0.125,1.0,0.0,0.20879893192517793,0.402493691482673
y_bin_correct,true,412,0.6680795870365203,1.2840243580499298,0.04854368932038833,0.0,0.9514563106796117,0.12473894772067118,0.052936823523801906
both_bins_correct,false,28,0.5235499299449234,5.093398090502191,0.75,0.2857142857142857,0.0,0.3414867435330501,0.19397270430343944
both_bins_correct,true,392,0.6754334629224023,1.0950301123857342,0.0,0.0,1.0,0.11097247218722585,0.0499966456713558
mask_iou_bin,0.40-0.50,24,0.4627908968510314,4.638649559962884,0.29166666666666663,0.16666666666666663,0.5416666666666666,0.34934128618336047,0.1252063348241829
mask_iou_bin,0.50-0.60,78,0.5479942354642728,2.1432351475319202,0.08974358974358976,0.0,0.9102564102564102,0.22017259615332044,0.07710988948969066
mask_iou_bin,<0.40,3,0.3851010101010101,6.414968949113283,0.6666666666666667,0.33333333333333337,0.3333333333333333,0.2325493543883561,0.15013918305747875
mask_iou_bin,>=0.60,315,0.7124554939145986,0.8702289295089853,0.015873015873015928,0.00952380952380949,0.9746031746031746,0.08510329042791503,0.049396761455616056
target_area_bin,1000-1500,330,0.6625843896059249,1.3867808708690823,0.05757575757575761,0.024242424242424288,0.9212121212121213,0.12485122166423597,0.06066066560644481
target_area_bin,500-1000,90,0.6752940770453855,1.2692140355830215,0.022222222222222254,0.0,0.9777777777777777,0.13179927519022294,0.05568779081712195
rotation_bin,15-45deg,69,0.6571393350163972,1.3897761889012223,0.02898550724637683,0.07246376811594202,0.8985507246376812,0.09641172829286651,0.10628799238155036
rotation_bin,<15deg,351,0.6669136791678297,1.3560467052851422,0.054131054131054124,0.008547008547008517,0.9401709401709402,0.1322234434874933,0.05041609501236692
