label,split,sample_index,component_slot,type_true,type_pred,center_x_true,center_x_pred,center_y_true,center_y_pred,center_x_bin_true,center_x_bin_pred,center_y_bin_true,center_y_bin_pred,x_bin_correct,y_bin_correct,both_bins_correct,center_offset_x_error,center_offset_y_error,center_grid_error,rotation_true,rotation_pred,rotation_error,axis_x_true,axis_x_pred,axis_error,mask_iou,pred_area,target_area,mask_iou_bin,target_area_bin,rotation_bin
current_candidate_reference,train,0,0,rectangular_notch,rectangular_notch,-0.010499999858438969,-0.009853679686784744,-0.003000000026077032,-0.002957751974463463,9,9,4,4,true,true,true,0.20096518286565726,0.02614098252019248,1.6212657907469328,0.0,3.8253769874572754,3.82537841796875,0.004399999976158142,0.004654052667319775,0.00034882326144725084,0.7658802177858439,982.0,964.0,>=0.60,500-1000,<15deg
current_candidate_reference,train,0,1,rectangular_notch,rectangular_notch,0.0,4.1725681512616575e-05,0.0044999998062849045,0.0039625950157642365,12,12,8,8,true,true,true,0.012974079385322489,-0.33251922156704716,2.6621778687076683,0.0,-0.02244281768798828,0.0224456787109375,0.004800000227987766,0.004884771537035704,0.00037663348484784365,0.7658802177858439,982.0,964.0,>=0.60,500-1000,<15deg
current_candidate_reference,train,0,2,rectangular_notch,rectangular_notch,0.010499999858438969,0.010239382274448872,-0.003000000026077032,-0.002949171932414174,15,15,4,4,true,true,true,-0.08103578183321165,0.031449883656853084,0.6953971236914676,0.0,-3.1958537101745605,3.1958465576171875,0.005200000014156103,0.0051883370615541935,0.0006245639524422586,0.7658802177858439,982.0,964.0,>=0.60,500-1000,<15deg
current_candidate_reference,train,1,0,rectangular_notch,rectangular_notch,-0.013000000268220901,-0.01268521323800087,-0.004600000102072954,-0.004625621717423201,8,8,3,3,true,true,true,0.09787909439680936,-0.015853374852315527,0.7932372805821994,0.0,-1.8955633640289307,1.89556884765625,0.005200000014156103,0.005114794243127108,0.0001070738144335337,0.8255613126079447,1022.0,1092.0,>=0.60,1000-1500,<15deg
current_candidate_reference,train,1,1,rectangular_notch,rectangular_notch,0.0007999999797903001,0.0008123019943013787,0.004999999888241291,0.004959064070135355,12,12,9,9,true,true,true,0.0038251577225374145,-0.025329038019196032,0.20492995854469562,0.0,0.42299604415893555,0.4229888916015625,0.005200000014156103,0.0048852525651454926,0.0003152697754558176,0.8255613126079447,1022.0,1092.0,>=0.60,1000-1500,<15deg
current_candidate_reference,train,1,2,rectangular_notch,rectangular_notch,0.014600000344216824,0.014305396005511284,-0.004600000102072954,-0.004583973437547684,16,16,3,3,true,true,true,-0.09160353861375242,0.009916498896662101,0.7371098257135353,0.0,-0.6675419807434082,0.66754150390625,0.005200000014156103,0.005191259551793337,0.00016818198491819203,0.8255613126079447,1022.0,1092.0,>=0.60,1000-1500,<15deg
current_candidate_reference,train,2,0,rectangular_notch,rectangular_notch,-0.01979999989271164,-0.019710034132003784,0.004600000102072954,0.004604663699865341,6,6,9,9,true,true,true,0.0279737293453603,0.0028856011985377017,0.22497732902878542,0.0,0.17945265769958496,0.1794586181640625,0.004000000189989805,0.003786414861679077,0.00032593795913271606,0.6748148148148149,1133.0,1128.0,>=0.60,1000-1500,<15deg
current_candidate_reference,train,2,1,rectangular_notch,rectangular_notch,-0.0007999999797903001,-0.0008516873931512237,-0.00570000009611249,-0.005657625384628773,12,12,2,2,true,true,true,-0.01607155545113942,0.02621935331659811,0.24602430877744125,0.0,-2.6379435062408447,2.637939453125,0.00559999980032444,0.005366713739931583,0.0002901015104725957,0.6748148148148149,1133.0,1128.0,>=0.60,1000-1500,<15deg
current_candidate_reference,train,2,2,rectangular_notch,rectangular_notch,0.018200000748038292,0.018744762986898422,0.004600000102072954,0.004628808703273535,18,18,9,9,true,true,true,0.1693870124316665,0.017825322391286258,1.3625787809621308,0.0,0.2403113842010498,0.2403106689453125,0.005200000014156103,0.005168114323168993,0.00023969945323187858,0.6748148148148149,1133.0,1128.0,>=0.60,1000-1500,<15deg
current_candidate_reference,train,3,0,rectangular_notch,rectangular_notch,-0.00930000003427267,-0.00920092687010765,-0.003100000089034438,-0.0030831743497401476,9,9,4,4,true,true,true,0.030805562671118884,0.010410926421044603,0.26013781952540627,0.0,-2.094045877456665,2.0940399169921875,0.004800000227987766,0.004903699271380901,0.00012666247494053096,0.7919463087248322,937.0,932.0,>=0.60,500-1000,<15deg
current_candidate_reference,train,3,1,rectangular_notch,rectangular_notch,0.0012000000569969416,0.00120895158033818,0.004399999976158142,0.004365064203739166,12,12,8,8,true,true,true,0.0027833643511294137,-0.021616509667407913,0.17435973981394282,0.0,4.056583881378174,4.05657958984375,0.004000000189989805,0.003994436468929052,0.00018496986012905836,0.7919463087248322,937.0,932.0,>=0.60,500-1000,<15deg
current_candidate_reference,train,3,2,rectangular_notch,rectangular_notch,0.011699999682605267,0.01170802116394043,-0.003100000089034438,-0.0031015428248792887,16,16,4,4,true,true,true,0.00249417940840152,-0.0009545678253375101,0.021364839383568653,0.0,-0.5257711410522461,0.5257720947265625,0.005200000014156103,0.0052170283161103725,2.453824708936736e-05,0.7919463087248322,937.0,932.0,>=0.60,500-1000,<15deg
current_candidate_reference,train,4,0,rectangular_notch,rectangular_notch,-0.014999999664723873,-0.015473973006010056,-0.004699999932199717,-0.004672319162636995,7,7,3,3,true,true,true,-0.14737608910028463,0.01712747654976271,1.1869439640746706,0.0,-0.6412975788116455,0.64129638671875,0.00559999980032444,0.005677517969161272,0.0002475893415976316,0.8312937062937062,1029.0,1066.0,>=0.60,1000-1500,<15deg
current_candidate_reference,train,4,1,rectangular_notch,rectangular_notch,-0.0012000000569969416,-0.001119043561629951,0.004900000058114529,0.004878779407590628,12,12,9,9,true,true,true,0.025172410840820836,-0.01313027780514836,0.2271287864139738,0.0,-1.2288917303085327,1.2288970947265625,0.004399999976158142,0.004312078934162855,0.0001213530995300971,0.8312937062937062,1029.0,1066.0,>=0.60,1000-1500,<15deg
current_candidate_reference,train,4,2,rectangular_notch,rectangular_notch,0.012600000016391277,0.012699171900749207,-0.004699999932199717,-0.004703749902546406,16,16,3,3,true,true,true,0.030836258481787726,-0.002320294203876583,0.24738745026836492,0.0,-1.457977533340454,1.457977294921875,0.005200000014156103,0.005199124570935965,1.8624685253598727e-05,0.8312937062937062,1029.0,1066.0,>=0.60,1000-1500,<15deg
