step,total_loss,presence_loss,type_loss,continuous_loss,center_loss,axis_loss,depth_loss,rotation_loss,other_loss
3700,0.5389585494995117,1.1688249657026972e-07,0.20362478494644165,0.2335212379693985,0.09526704996824265,0.3172164559364319,0.2525368630886078,0.24536903202533722,nan
3800,0.5272626876831055,1.0827392316059559e-07,0.19725331664085388,0.2313826084136963,0.09388904273509979,0.31528040766716003,0.25089579820632935,0.24274347722530365,nan
3900,0.5183820724487305,1.1604861072100903e-07,0.19204021990299225,0.23032164573669434,0.09318850934505463,0.31412965059280396,0.24992062151432037,0.24156372249126434,nan
4000,0.5118748545646667,1.154413880044558e-07,0.1886097639799118,0.22896011173725128,0.09226111322641373,0.3124220371246338,0.24854128062725067,0.24017873406410217,nan
4100,0.48981285095214844,8.640820681193873e-08,0.17562101781368256,0.22638124227523804,0.09065453708171844,0.31158992648124695,0.24640296399593353,0.23654668033123016,nan
4200,0.504522442817688,1.8122912592843932e-07,0.18292677402496338,0.2301321178674698,0.09218502044677734,0.31602364778518677,0.245544895529747,0.24234639108181,nan
4300,0.4727957248687744,1.2585527997543977e-07,0.1658903807401657,0.2239600419998169,0.08960745483636856,0.30934199690818787,0.24318967759609222,0.23387372493743896,nan
4400,0.4640847444534302,1.0287711660339482e-07,0.16086475551128387,0.2227874994277954,0.08899059146642685,0.3084332048892975,0.24140304327011108,0.23263269662857056,nan
4500,0.4546833038330078,9.936500333651566e-08,0.1553678661584854,0.22163140773773193,0.08874820172786713,0.3065548241138458,0.23998141288757324,0.23150135576725006,nan
4600,0.7133090496063232,1.5332130942624644e-07,0.3136354386806488,0.24285578727722168,0.09835232049226761,0.3192920982837677,0.2461726814508438,0.2644392251968384,nan
4700,0.441952645778656,1.2929919535054069e-07,0.14820709824562073,0.21964186429977417,0.08796922117471695,0.3053053915500641,0.23722752928733826,0.22911636531352997,nan
4800,0.4331485629081726,9.672237410995876e-08,0.1429903507232666,0.21866293251514435,0.08737579733133316,0.30439919233322144,0.23627309501171112,0.2279765009880066,nan
4900,0.42562979459762573,7.923073752635901e-08,0.13851630687713623,0.21785525977611542,0.08687303960323334,0.3029523491859436,0.23559430241584778,0.227237269282341,nan
5000,0.4554404616355896,2.809954082749755e-07,0.15417452156543732,0.22417837381362915,0.09200554341077805,0.30883434414863586,0.24158014357089996,0.23421671986579895,nan
5100,0.4174981117248535,1.6375483369301946e-07,0.13459990918636322,0.21559810638427734,0.08636682480573654,0.30089661478996277,0.23331815004348755,0.2243356555700302,nan
5200,0.4090271592140198,1.283084998249251e-07,0.12989559769630432,0.21418361365795135,0.08573190122842789,0.29928749799728394,0.23173640668392181,0.2227819561958313,nan
5300,0.40195780992507935,1.0540308892359462e-07,0.12593376636505127,0.2130570411682129,0.08537589013576508,0.2982098162174225,0.2302645891904831,0.2214972972869873,nan
5400,0.40810728073120117,8.936376616475172e-08,0.13046708703041077,0.21240656077861786,0.08568736910820007,0.2971247732639313,0.22950398921966553,0.2207077294588089,nan
5500,0.3930668234825134,8.399240414291853e-08,0.12165214866399765,0.21058852970600128,0.08564797043800354,0.2950553894042969,0.2278241515159607,0.21833455562591553,nan
5600,0.4185004234313965,4.2151154389102885e-07,0.13586577773094177,0.2147013545036316,0.08705908805131912,0.29805681109428406,0.22705808281898499,0.225344717502594,nan
5700,0.38873496651649475,2.0627686581065063e-07,0.1192646399140358,0.20983779430389404,0.08445538580417633,0.2951260209083557,0.22650107741355896,0.21764813363552094,nan
5800,0.38069695234298706,1.4642508006090793e-07,0.11484529823064804,0.20842884480953217,0.08395672589540482,0.2938377261161804,0.22488194704055786,0.21596555411815643,nan
5900,0.3725534677505493,1.220887071440302e-07,0.11057101935148239,0.20669682323932648,0.08412648737430573,0.29227301478385925,0.22323039174079895,0.21351702511310577,nan
6000,0.36532604694366455,1.0342543532715354e-07,0.10685737431049347,0.2050398588180542,0.0839667096734047,0.29105904698371887,0.22143688797950745,0.21125885844230652,nan
