step,total_loss,presence_loss,type_loss,continuous_loss,center_loss,axis_loss,depth_loss,rotation_loss,parametric_total_loss,raster_total_loss,raster_bce_loss,raster_dice_loss,raster_soft_iou,raster_soft_dice,raster_loss_active,val_mask_iou_at_step,val_loss_at_step,is_best_step
1700,0.0001942519302247092,4.731486868969625e-10,1.3693756955035497e-05,0.0001805577048799023,nan,nan,nan,nan,0.0001942519302247092,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1800,0.00033343807444907725,6.570591848387153e-10,1.3789498552796431e-05,0.00031964792287908494,nan,nan,nan,nan,0.00033343807444907725,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1900,0.0004971897578798234,6.986595191271761e-10,1.2696928934019525e-05,0.000484492105897516,nan,nan,nan,nan,0.0004971897578798234,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2000,0.0001448123512091115,8.576063192933248e-10,1.1971013918810058e-05,0.00013284047599881887,nan,nan,nan,nan,0.0001448123512091115,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2100,0.0005593770765699446,1.0963189245316585e-09,1.301161501032766e-05,0.0005463643465191126,nan,nan,nan,nan,0.0005593770765699446,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2200,0.0007925902609713376,1.912489722144528e-09,1.355117819912266e-05,0.0007790371892042458,nan,nan,nan,nan,0.0007925902609713376,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2300,9.740077803144231e-05,1.6651184875371428e-09,1.0460069461259991e-05,8.693904237588868e-05,nan,nan,nan,nan,9.740077803144231e-05,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2400,0.0005105844466015697,2.214537664357863e-09,1.203780084324535e-05,0.0004985444247722626,nan,nan,nan,nan,0.0005105844466015697,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2500,0.391094833612442,0.005328252445906401,0.16249608993530273,0.2232704907655716,nan,nan,nan,nan,0.391094833612442,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2600,0.009207053110003471,4.678105725020032e-08,0.0007823789492249489,0.008424627594649792,nan,nan,nan,nan,0.009207053110003471,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2700,0.0025493488647043705,3.2563094443105456e-09,0.00029783087666146457,0.0022515146993100643,nan,nan,nan,nan,0.0025493488647043705,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2800,0.001326903933659196,9.676490719812136e-10,0.00017728193779475987,0.00114962097723037,nan,nan,nan,nan,0.001326903933659196,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2900,0.0008587090997025371,4.762695238191839e-10,0.0001227311440743506,0.0007359774899668992,nan,nan,nan,nan,0.0008587090997025371,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
3000,0.000606315559707582,2.8784222227962175e-10,9.02769825188443e-05,0.0005160382715985179,nan,nan,nan,nan,0.000606315559707582,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
