split,presence_accuracy,type_accuracy_present,continuous_mae_mean,center_mae,axis_mae,rotation_mae,depth_mae,param_mask_iou,param_mask_dice,encoder_type,head_mode,feature_fusion_mode,feature_dim,component_matching_mode,lambda_raster_bce,lambda_raster_dice,raster_loss_start_step,raster_softness_cells,raster_target_source,val_selection_metric,val_selection_interval,best_step,best_val_mask_iou,best_val_loss
train,1.0,1.0,0.05225516855716705,0.0002866366121452302,1.1140070455439854e-05,0.3129291236400604,6.3013449107529595e-06,0.6756908025590173,0.8040942704526773,mlp,shared,concat_latent,58,fixed,0.0,0.0,0,1.0,masks,none,0,,nan,nan
