split,loss,presence_loss,type_loss,center_bin_loss,center_x_bin_loss,center_y_bin_loss,center_y_bin_extra_loss,center_offset_loss,local_vertex_loss,center_aux_loss,box_aux_loss,area_aux_loss,edge_aux_loss,weighted_presence_loss,weighted_type_loss,weighted_center_bin_loss,weighted_center_y_bin_extra_loss,weighted_center_offset_loss,weighted_local_vertex_loss,local_shape_raw_abs_max,local_shape_effective_abs_max,local_shape_saturation_frac,polygon_mask_iou,polygon_mask_iou_min,polygon_dice,polygon_dice_min,presence_acc,present_type_acc,decoded_vertex_mae,local_vertex_mae_grid,center_x_bin_acc,center_y_bin_acc,center_x_bin_abs_error,center_y_bin_abs_error,center_x_bin_within1_acc,center_y_bin_within1_acc,center_offset_mae,signed_area_flip_count,out_of_grid_vertex_count,zero_iou_count,pred_area_mean,target_area_mean,steps,lr,hidden_dim,latent_dim,max_components,max_vertices,lambda_presence,lambda_type,lambda_center_bin,lambda_center_offset,lambda_local_vertex,lambda_center_aux,lambda_box_aux,lambda_area_aux,lambda_edge_aux,center_y_bin_extra_loss_mode,lambda_center_y_bin_extra,center_y_bin_neighbor_smoothing,center_y_bin_distance_sigma,local_shape_output_mode,local_shape_bound_mode,local_shape_bound_x_grid,local_shape_bound_y_grid,local_shape_train_stats_margin,local_vertex_smoothl1_beta,center_offset_smoothl1_beta,presence_threshold,seed
train,0.002208522753790021,8.443507226729707e-07,2.781548573693726e-07,1.8691373497858876e-06,1.7117210973083274e-06,2.026553602263448e-06,-0.0,9.574117575539276e-05,0.0012481193989515305,-0.0,-0.0,-0.0,-0.0,8.443507226729707e-07,2.781548573693726e-07,1.8691373497858876e-06,-0.0,0.0009574117721058428,0.0012481193989515305,1.0961544513702393,17.445480346679688,0.0,0.9895280341088857,0.8571428571428571,0.9945438785539297,0.9230769230769231,1.0,1.0,5.358264388632961e-06,0.012475303374230862,1.0,1.0,0.0,0.0,1.0,1.0,0.0011425396660342813,0,0,0,145.56666666666666,146.66666666666666,20000,0.001,128,64,3,4,1.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.75,bounded_tanh,train_stats,21.834723949432373,4.747534394264221,1.25,0.1,0.01,0.5,1
