runner config | sample=0 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=1.000000e+00
sample=0 | outer=1/30 | loss_phi=1.959834e+00 | loss_mu=1.376694e+00 | mu_mse=1.759429e+05 | mu_mae=4.175258e+02 | defect_area_pred=0 | defect_area_label=8 | defect_iou=0.000000e+00
sample=0 | outer=2/30 | loss_phi=1.943847e+00 | loss_mu=8.030005e-01 | mu_mse=1.177880e+05 | mu_mae=3.363457e+02 | defect_area_pred=13 | defect_area_label=8 | defect_iou=4.000000e-01
sample=0 | outer=3/30 | loss_phi=1.941355e+00 | loss_mu=5.730788e-01 | mu_mse=7.449892e+04 | mu_mae=2.571532e+02 | defect_area_pred=11 | defect_area_label=8 | defect_iou=4.615385e-01
sample=0 | outer=4/30 | loss_phi=1.940528e+00 | loss_mu=5.540208e-01 | mu_mse=5.955070e+04 | mu_mae=2.224274e+02 | defect_area_pred=11 | defect_area_label=8 | defect_iou=4.615385e-01
sample=0 | outer=5/30 | loss_phi=1.939793e+00 | loss_mu=5.834399e-01 | mu_mse=5.528823e+04 | mu_mae=2.111368e+02 | defect_area_pred=12 | defect_area_label=8 | defect_iou=5.384616e-01
sample=0 | outer=6/30 | loss_phi=1.939003e+00 | loss_mu=6.338603e-01 | mu_mse=5.656023e+04 | mu_mae=2.138293e+02 | defect_area_pred=13 | defect_area_label=8 | defect_iou=5.000000e-01
sample=0 | outer=7/30 | loss_phi=1.938039e+00 | loss_mu=7.059255e-01 | mu_mse=5.993509e+04 | mu_mae=2.208723e+02 | defect_area_pred=14 | defect_area_label=8 | defect_iou=4.666667e-01
sample=0 | outer=8/30 | loss_phi=1.936837e+00 | loss_mu=8.172157e-01 | mu_mse=6.343899e+04 | mu_mae=2.267430e+02 | defect_area_pred=14 | defect_area_label=8 | defect_iou=4.666667e-01
sample=0 | outer=9/30 | loss_phi=1.935224e+00 | loss_mu=9.983011e-01 | mu_mse=6.929349e+04 | mu_mae=2.356185e+02 | defect_area_pred=14 | defect_area_label=8 | defect_iou=4.666667e-01
sample=0 | outer=10/30 | loss_phi=1.932581e+00 | loss_mu=1.301579e+00 | mu_mse=7.996549e+04 | mu_mae=2.523694e+02 | defect_area_pred=16 | defect_area_label=8 | defect_iou=5.000000e-01
sample=0 | outer=11/30 | loss_phi=1.927619e+00 | loss_mu=1.642843e+00 | mu_mse=9.525040e+04 | mu_mae=2.778208e+02 | defect_area_pred=16 | defect_area_label=8 | defect_iou=5.000000e-01
sample=0 | outer=12/30 | loss_phi=1.922924e+00 | loss_mu=1.856747e+00 | mu_mse=1.082751e+05 | mu_mae=2.972818e+02 | defect_area_pred=16 | defect_area_label=8 | defect_iou=5.000000e-01
sample=0 | outer=13/30 | loss_phi=1.919302e+00 | loss_mu=1.967356e+00 | mu_mse=1.131517e+05 | mu_mae=3.008770e+02 | defect_area_pred=17 | defect_area_label=8 | defect_iou=4.705882e-01
sample=0 | outer=14/30 | loss_phi=1.915726e+00 | loss_mu=1.974653e+00 | mu_mse=1.126575e+05 | mu_mae=2.964944e+02 | defect_area_pred=19 | defect_area_label=8 | defect_iou=4.210526e-01
sample=0 | outer=15/30 | loss_phi=1.912329e+00 | loss_mu=1.917684e+00 | mu_mse=1.092991e+05 | mu_mae=2.879437e+02 | defect_area_pred=19 | defect_area_label=8 | defect_iou=4.210526e-01
sample=0 | outer=16/30 | loss_phi=1.909119e+00 | loss_mu=1.807836e+00 | mu_mse=1.024651e+05 | mu_mae=2.735869e+02 | defect_area_pred=16 | defect_area_label=8 | defect_iou=5.000000e-01
sample=0 | outer=17/30 | loss_phi=1.906327e+00 | loss_mu=1.653046e+00 | mu_mse=9.546148e+04 | mu_mae=2.575952e+02 | defect_area_pred=16 | defect_area_label=8 | defect_iou=5.000000e-01
sample=0 | outer=18/30 | loss_phi=1.903570e+00 | loss_mu=1.501991e+00 | mu_mse=8.793111e+04 | mu_mae=2.404748e+02 | defect_area_pred=16 | defect_area_label=8 | defect_iou=5.000000e-01
sample=0 | outer=19/30 | loss_phi=1.901033e+00 | loss_mu=1.328666e+00 | mu_mse=7.933927e+04 | mu_mae=2.210242e+02 | defect_area_pred=16 | defect_area_label=8 | defect_iou=5.000000e-01
sample=0 | outer=20/30 | loss_phi=1.898642e+00 | loss_mu=1.147687e+00 | mu_mse=6.953469e+04 | mu_mae=2.006103e+02 | defect_area_pred=15 | defect_area_label=8 | defect_iou=5.333334e-01
sample=0 | outer=21/30 | loss_phi=1.896435e+00 | loss_mu=9.982067e-01 | mu_mse=6.163232e+04 | mu_mae=1.802248e+02 | defect_area_pred=15 | defect_area_label=8 | defect_iou=5.333334e-01
sample=0 | outer=22/30 | loss_phi=1.894415e+00 | loss_mu=8.164487e-01 | mu_mse=5.079483e+04 | mu_mae=1.563347e+02 | defect_area_pred=15 | defect_area_label=8 | defect_iou=5.333334e-01
sample=0 | outer=23/30 | loss_phi=1.894370e+00 | loss_mu=7.158360e-01 | mu_mse=4.294064e+04 | mu_mae=1.380906e+02 | defect_area_pred=14 | defect_area_label=8 | defect_iou=5.714286e-01
sample=0 | outer=24/30 | loss_phi=1.894214e+00 | loss_mu=5.956387e-01 | mu_mse=3.646307e+04 | mu_mae=1.247186e+02 | defect_area_pred=13 | defect_area_label=8 | defect_iou=6.153846e-01
sample=0 | outer=25/30 | loss_phi=1.895838e+00 | loss_mu=5.248459e-01 | mu_mse=3.092270e+04 | mu_mae=1.071423e+02 | defect_area_pred=12 | defect_area_label=8 | defect_iou=6.666667e-01
sample=0 | outer=26/30 | loss_phi=1.894740e+00 | loss_mu=4.742527e-01 | mu_mse=2.725675e+04 | mu_mae=9.539086e+01 | defect_area_pred=12 | defect_area_label=8 | defect_iou=6.666667e-01
sample=0 | outer=27/30 | loss_phi=1.893529e+00 | loss_mu=4.025127e-01 | mu_mse=2.444568e+04 | mu_mae=8.525894e+01 | defect_area_pred=11 | defect_area_label=8 | defect_iou=7.272727e-01
sample=0 | outer=28/30 | loss_phi=1.891953e+00 | loss_mu=3.603092e-01 | mu_mse=2.287982e+04 | mu_mae=7.838950e+01 | defect_area_pred=11 | defect_area_label=8 | defect_iou=7.272727e-01
sample=0 | outer=29/30 | loss_phi=1.888947e+00 | loss_mu=3.283963e-01 | mu_mse=2.123334e+04 | mu_mae=7.151808e+01 | defect_area_pred=11 | defect_area_label=8 | defect_iou=7.272727e-01
sample=0 | outer=30/30 | loss_phi=1.885306e+00 | loss_mu=3.116641e-01 | mu_mse=1.991005e+04 | mu_mae=6.592333e+01 | defect_area_pred=11 | defect_area_label=8 | defect_iou=7.272727e-01
