sample_index,signal_normalization,signal_feature_mode,conditioning_mode,encoder_type,point_signal_mode,mask_head_mode,mask_source,mask_bce_mode,area_loss_mode,lambda_area_loss,threshold_margin_mode,lambda_threshold_margin,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
35,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0625,20000,1250,932654.0625,935.173095703125
36,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0509,20000,1018,944262.125,946.7570190429688
37,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0549,20000,1098,940441.1875,942.8482055664062
38,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0606,20000,1212,934569.375,937.076904296875
39,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.04895,20000,979,946185.1875,948.6907958984375
40,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.05315,20000,1063,942176.75,944.588623046875
41,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.05905,20000,1181,936286.5,938.7028198242188
42,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.05485,20000,1097,940387.125,942.8489990234375
43,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.05235,20000,1047,942983.5625,945.390625
44,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0575,20000,1150,937773.75,940.2205810546875
45,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0529,20000,1058,942197.75,944.7297973632812
46,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0505,20000,1010,944755.5,947.2005004882812
47,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.064,20000,1280,931421.375,933.8005981445312
48,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.05295,20000,1059,942370.4375,944.785400390625
49,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.04875,20000,975,946522.3125,948.9556274414062
50,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0537,20000,1074,941617.25,944.0349731445312
51,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0514,20000,1028,943877.25,946.3123779296875
52,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0473,20000,946,947877.5,950.3582153320312
53,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0592,20000,1184,936149.625,938.55908203125
54,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0502,20000,1004,944978.4375,947.46337890625
55,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.04595,20000,919,949154.1875,951.6710205078125
56,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.05815,20000,1163,937217.4375,939.6157836914062
57,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.04875,20000,975,946564.0,948.9755249023438
58,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0515,20000,1030,943765.6875,946.2069091796875
59,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.05575,20000,1115,939595.5,942.0017700195312
60,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.04755,20000,951,947747.0,950.16552734375
61,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.05015,20000,1003,944850.0,947.4285888671875
62,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0546,20000,1092,940662.5,943.1104736328125
63,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.05265,20000,1053,942665.5,945.0825805664062
64,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.04865,20000,973,946659.4375,949.0731811523438
65,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0537,20000,1074,941624.1875,944.0382080078125
66,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0514,20000,1028,943911.75,946.3286743164062
67,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0473,20000,946,947873.875,950.3563842773438
68,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0592,20000,1184,936118.8125,938.544677734375
69,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0502,20000,1004,945015.6875,947.4810791015625
70,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.04595,20000,919,949355.3125,951.7670288085938
71,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.05815,20000,1163,937168.5,939.593017578125
72,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.04875,20000,975,946546.25,948.9671020507812
73,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0515,20000,1030,943792.25,946.2196044921875
74,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.05575,20000,1115,939523.8125,941.9677734375
75,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.05355,20000,1071,941803.75,944.2020263671875
76,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.04935,20000,987,945918.0625,948.3546142578125
77,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0617,20000,1234,933365.5625,935.93017578125
78,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0514,20000,1028,943902.5,946.3244018554688
79,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.05575,20000,1115,939567.125,941.98828125
80,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0601,20000,1202,935245.625,937.6588134765625
81,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.04965,20000,993,945679.75,948.0844116210938
82,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0539,20000,1078,941403.4375,943.8287963867188
83,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0584,20000,1168,936881.75,939.325927734375
84,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.05565,20000,1113,939577.25,942.0457153320312
85,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.05305,20000,1061,942277.0,944.6885986328125
86,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.057,20000,1140,938365.625,940.76318359375
87,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0535,20000,1070,941846.9375,944.248779296875
88,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0512,20000,1024,944073.75,946.5103149414062
89,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.06325,20000,1265,932140.625,934.5349731445312
90,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.05355,20000,1071,941742.875,944.1732788085938
91,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.04935,20000,987,945929.1875,948.3599243164062
92,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0617,20000,1234,933445.0,935.9674072265625
93,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0514,20000,1028,943925.125,946.3350219726562
94,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.05575,20000,1115,939602.4375,942.0050048828125
95,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0601,20000,1202,935161.4375,937.6192016601562
96,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.04965,20000,993,945672.625,948.0811157226562
97,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0539,20000,1078,941457.6875,943.8543701171875
98,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.0584,20000,1168,936526.625,939.1589965820312
99,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,none,0.0,positive_hinge,10.0,0.05565,20000,1113,939638.8125,942.0748901367188
