phase,step,total_loss,bce_loss,dice_loss,mu_mse_loss,area_loss,threshold_margin_loss,positive_margin_loss,negative_margin_loss,sampled_positive_count,sampled_negative_count,sampled_mu_positive_mean,sampled_mu_negative_mean,batch_iou,batch_area_pred,batch_area_label,pred_area_soft_mean,true_area_mean,mean_mu,min_mu,max_mu,mean_soft_defect,mask_bce_mode,point_sampling_mode,train_point_subsample
finetune,1,12656.091796875,1.8795260190963745,0.9020919799804688,335698.90625,0.0,1265.3310546875,1265.3310546875,0.0,21630,387970,416.4205322265625,416.04095458984375,0.04642333984375,3604.47998046875,216.3000030517578,3259.20068359375,216.3000030517578,416.06097412109375,325.27166748046875,637.6661376953125,0.7957033514976501,bce,random,4096
finetune,250,10.213285446166992,9.311810493469238,0.9014744758605957,931265.8125,0.0,0.0,0.0,0.0,21234,388366,8.960892677307129,8.950835227966309,0.0518408203125,4096.0,212.33999633789062,4095.777587890625,212.33999633789062,8.951356887817383,7.601449489593506,12.446456909179688,0.9999457001686096,bce,random,4096
finetune,500,10.081812858581543,9.184615135192871,0.8971979022026062,918671.4375,0.0,0.0,0.0,0.0,22208,387392,14.44444465637207,14.443397521972656,0.05421875,4096.0,222.0800018310547,4095.75146484375,222.0800018310547,14.44345474243164,12.058459281921387,20.673376083374023,0.9999392628669739,bce,random,4096
finetune,750,9.584532737731934,8.683342933654785,0.9011896252632141,870101.8125,0.0,0.0,0.0,0.0,21297,388303,41.99910354614258,42.0207405090332,0.05199462890625,4096.0,212.97000122070312,4095.568359375,212.97000122070312,42.019615173339844,38.241573333740234,53.181121826171875,0.9998945593833923,bce,random,4096
finetune,1000,10.303801536560059,9.409162521362305,0.8946388363838196,940946.3125,0.0,0.0,0.0,0.0,22786,386814,1.8146578073501587,1.8144116401672363,0.0556298828125,4096.0,227.86000061035156,4095.80810546875,227.86000061035156,1.8144253492355347,1.7789641618728638,1.9244043827056885,0.9999532103538513,bce,random,4096
finetune,1250,10.339219093322754,9.4391450881958,0.9000740051269531,943904.0,0.0,0.0,0.0,0.0,21550,388050,1.8406420946121216,1.8402928113937378,0.0526123046875,4096.0,215.5,4095.807861328125,215.5,1.8403109312057495,1.8031306266784668,1.9535983800888062,0.9999532103538513,bce,random,4096
finetune,1500,10.324995994567871,9.42706298828125,0.8979329466819763,942656.8125,0.0,0.0,0.0,0.0,22037,387563,1.8739391565322876,1.8734384775161743,0.05380126953125,4096.0,220.3699951171875,4095.807861328125,220.3699951171875,1.8734654188156128,1.834043025970459,1.9909944534301758,0.9999531507492065,bce,random,4096
finetune,1750,10.32695198059082,9.428413391113281,0.8985388278961182,942909.6875,0.0,0.0,0.0,0.0,21900,387700,1.9166662693023682,1.915934681892395,0.053466796875,4096.0,219.0,4095.804931640625,219.0,1.9159737825393677,1.873605728149414,2.0389575958251953,0.9999523758888245,bce,random,4096
finetune,2000,10.362940788269043,9.458842277526855,0.9040987491607666,945876.9375,0.0,0.0,0.0,0.0,20637,388963,1.9715211391448975,1.9710171222686768,0.05038330078125,4096.0,206.3699951171875,4095.804931640625,206.3699951171875,1.9710426330566406,1.9247820377349854,2.1011857986450195,0.9999523758888245,bce,random,4096
finetune,2250,10.340326309204102,9.439352035522461,0.9009747505187988,943998.5,0.0,0.0,0.0,0.0,21353,388247,2.0452497005462646,2.043654680252075,0.05213134765625,4096.0,213.52999877929688,4095.804931640625,213.52999877929688,2.0437378883361816,1.9921691417694092,2.183412551879883,0.9999523758888245,bce,random,4096
finetune,2500,10.351710319519043,9.448850631713867,0.9028593301773071,944851.9375,0.0,0.0,0.0,0.0,20925,388675,2.144023895263672,2.142489194869995,0.05108642578125,4096.0,209.25,4095.804931640625,209.25,2.1425673961639404,2.083432197570801,2.2953219413757324,0.9999523758888245,bce,random,4096
finetune,2750,10.330195426940918,9.43020248413086,0.8999927639961243,943022.9375,0.0,0.0,0.0,0.0,21568,388032,2.2829205989837646,2.2831432819366455,0.05265625,4096.0,215.67999267578125,4095.8046875,215.67999267578125,2.2831315994262695,2.2125864028930664,2.454716205596924,0.9999523758888245,bce,random,4096
finetune,3000,10.323183059692383,9.423666000366211,0.8995167016983032,942347.125,0.0,0.0,0.0,0.0,21679,387921,2.498408555984497,2.498016595840454,0.05292724609375,4096.0,216.7899932861328,4095.8046875,216.7899932861328,2.498037099838257,2.408609390258789,2.698493003845215,0.9999523162841797,bce,random,4096
