split,signal_mse_norm,signal_rmse_norm,signal_nrmse_raw,signal_corr,peak_abs_nrmse,mean_abs_signal_true,mean_abs_signal_pred,ch0_nrmse,ch0_corr,ch1_nrmse,ch1_corr,ch2_nrmse,ch2_corr
train,0.5891078114509583,0.7675335897867651,0.37678543160542843,0.9258670966843828,0.09827891737222672,0.00015287923451978713,0.00014327651297207922,0.3759834952257115,0.9262413402429498,0.3765911694968151,0.9259526257689854,0.37819547834302536,0.925209970199541
