split,sample_index,component_slot,hard_case_type,component_type,true_center_x_bin,pred_center_x_bin,true_center_y_bin,pred_center_y_bin,x_bin_error,y_bin_error,abs_x_bin_error,abs_y_bin_error,x_bin_correct,y_bin_correct,both_bins_correct,center_offset_mae,center_offset_y_abs,center_offset_y_margin_to_boundary,local_vertex_grid_mae,decoded_vertex_mae,target_bbox_height_grid,defect_axis_y,rotation_angle,is_true_rotated,is_true_multi_component,type_true,type_pred,type_correct,polygon_iou,zero_iou,pred_area,target_area,area_diff,all_bins_exactly_covered,all_bins_within_distance1,max_center_bin_distance_to_train
train,18,0,rare_y_bin_wrong,rotated_rect,13,13,3,3,0,0,0,0,1,1,1,0.00037550926208496094,0.3750002384185791,0.1249997615814209,0.02786201238632202,1.0180840035900474e-05,5.195190906524658,0.000993333333333,-0.75,1,0,1,1,1,1.0,0,140,140,0,1,1,0.0
train,19,0,rare_y_bin_wrong,rotated_rect,13,13,8,8,0,0,0,0,1,1,1,0.0001804828643798828,0.37499964237213135,0.12500035762786865,0.018563181161880493,6.78861397318542e-06,4.424855709075928,0.000833333333333,-0.75,1,0,1,1,1,0.9850746268656716,0,134,132,2,1,1,0.0
train,20,0,x_bin_wrong_like,rectangular_notch,20,20,7,7,0,0,0,0,1,1,1,0.0007712952792644501,0.3472498953342438,0.15275010466575623,0.0213833749294281,7.536626071669161e-06,7.194000720977783,0.00145333333333,0.0,0,0,0,0,1,1.0,0,224,224,0,1,1,0.0
train,21,0,x_bin_wrong_like,rotated_rect,3,3,5,5,0,0,0,0,1,1,1,0.0009422097355127335,0.2777497172355652,0.22225028276443481,0.026337385177612305,9.37979348236695e-06,6.471343994140625,0.00126666666667,0.5,1,0,1,1,1,0.9788359788359788,0,185,189,-4,1,1,0.0
train,22,0,x_bin_wrong_like,rectangular_notch,10,10,5,5,0,0,0,0,1,1,1,0.0008009914308786392,0.044000305235385895,0.4559996947646141,0.027215540409088135,9.689441867521964e-06,6.73199987411499,0.00136,0.0,0,0,0,0,1,0.9821428571428571,0,220,224,-4,1,1,0.0
train,23,0,x_bin_wrong_like,rectangular_notch,17,17,5,5,0,0,0,0,1,1,1,0.0008566007018089294,0.3657503128051758,0.13424968719482422,0.028211921453475952,1.016672104015015e-05,7.194000244140625,0.00145333333333,0.0,0,0,0,0,1,1.0,0,238,238,0,1,1,0.0
train,24,0,x_bin_wrong_like,rectangular_notch,6,6,6,6,0,0,0,0,1,1,1,0.0009306333959102631,0.31250008940696716,0.18749991059303284,0.0356651246547699,1.2847282050643116e-05,6.270000457763672,0.00126666666667,0.0,0,0,0,0,1,1.0,0,210,210,0,1,1,0.0
train,25,0,x_bin_wrong_like,rectangular_notch,20,20,6,6,0,0,0,0,1,1,1,0.0007513761520385742,0.3309999108314514,0.16900008916854858,0.02101197838783264,7.448979886248708e-06,7.194000244140625,0.00145333333333,0.0,0,0,0,0,1,1.0,0,224,224,0,1,1,0.0
train,26,0,x_bin_wrong_like,rectangular_notch,9,9,7,7,0,0,0,0,1,1,1,0.0007794499397277832,0.3472498953342438,0.15275010466575623,0.022102832794189453,7.862159691285342e-06,6.270000457763672,0.00126666666667,0.0,0,0,0,0,1,1.0,0,204,204,0,1,1,0.0
train,27,0,x_bin_wrong_like,rotated_rect,5,5,5,5,0,0,0,0,1,1,1,0.0008491408079862595,0.044000305235385895,0.4559996947646141,0.032329022884368896,1.1521391570568085e-05,7.596055030822754,0.00145333333333,1.0,1,0,1,1,1,0.9824561403508771,0,224,228,-4,1,1,0.0
train,28,0,x_bin_wrong_like,rectangular_notch,4,4,6,6,0,0,0,0,1,1,1,0.0010593533515930176,0.31250008940696716,0.18749991059303284,0.02938300371170044,1.0570678568910807e-05,6.732000350952148,0.00136,0.0,0,0,0,0,1,1.0,0,210,210,0,1,1,0.0
train,29,0,x_bin_wrong_like,rotated_rect,11,11,6,6,0,0,0,0,1,1,1,0.0006884546019136906,0.009249915368855,0.490750084631145,0.027426153421401978,9.696472261566669e-06,7.596055030822754,0.00145333333333,1.0,1,0,1,1,1,0.9907834101382489,0,215,217,-2,1,1,0.0
val,0,0,bins_correct_center_or_offset_bad,rotated_rect,19,20,3,7,1,4,1,4,0,0,0,0.33104032278060913,0.10937508940696716,0.39062491059303284,0.7086143493652344,0.003925808239728212,3.896543025970459,0.000746666666667,0.75,1,0,1,0,0,0.0,1,110,71,39,1,1,0.0
val,1,0,bins_correct_center_or_offset_bad,rotated_rect,18,17,5,5,-1,0,1,0,0,1,0,0.31897613406181335,0.0687502771615982,0.4312497228384018,7.683859825134277,0.003724155016243458,4.215716361999512,0.000813333333333,-0.75,1,0,1,0,0,0.1791907514450867,0,128,76,52,0,1,1.0
val,2,0,both_bins_wrong_like,rotated_rect,10,10,4,3,0,-1,0,1,1,0,0,0.10704541206359863,0.18049989640712738,0.3195001035928726,0.6758283972740173,0.0008523159194737673,4.029077529907227,0.0008,0.25,1,0,1,1,1,0.0,1,102,84,18,0,1,1.0
val,3,0,both_bins_wrong_like,rotated_rect,13,6,4,5,-7,1,7,1,0,0,0,0.34595823287963867,0.35250017046928406,0.14749982953071594,6.006180286407471,0.011196395382285118,4.060717582702637,0.00216666666667,-0.35,1,1,1,0,0,0.0,1,25,152,-127,0,1,1.0
val,3,1,both_bins_wrong_like,rectangular_notch,15,17,5,5,2,0,2,0,0,1,0,0.2638491094112396,0.21875032782554626,0.28124967217445374,1.586944818496704,0.0039372555911540985,3.630000114440918,0.00216666666667,-0.35,0,1,0,0,1,0.0,1,25,152,-127,0,1,1.0
val,4,0,geometry_or_type_interaction,rotated_rect,14,15,5,4,1,-1,1,1,0,0,0,0.20101690292358398,0.3905003070831299,0.10949969291687012,4.4591064453125,0.003150129457935691,3.3491506576538086,0.00161333333333,0.75,1,1,1,1,1,0.0,1,38,102,-64,0,1,1.0
val,4,1,geometry_or_type_interaction,rectangular_notch,16,17,6,5,1,-1,1,1,0,0,0,0.26138386130332947,0.009249915368855,0.490750084631145,1.8286648988723755,0.001692730002105236,2.9040000438690186,0.00161333333333,0.75,0,1,0,0,1,0.0,1,38,102,-64,0,1,1.0
val,5,0,geometry_or_type_interaction,rotated_rect,5,6,4,7,1,3,1,3,0,0,0,0.2443481981754303,0.08700008690357208,0.4129999130964279,1.016831398010254,0.0032890455331653357,3.3491506576538086,0.00161333333333,0.75,1,1,1,1,1,0.0,1,66,102,-36,0,1,1.0
val,5,1,geometry_or_type_interaction,rectangular_notch,8,7,5,7,-1,2,1,2,0,0,0,0.36120176315307617,0.2942497134208679,0.20575028657913208,1.0283236503601074,0.0031931204721331596,2.9040000438690186,0.00161333333333,0.75,0,1,0,0,1,0.0,1,66,102,-36,0,1,1.0
val,6,0,rare_y_bin_wrong,rotated_rect,13,13,4,8,0,4,0,4,1,0,0,0.04055705666542053,0.3749997913837433,0.1250002086162567,0.16700351238250732,0.0033436925150454044,4.799224853515625,0.000913333333333,-0.75,1,0,1,1,1,0.0,1,121,140,-19,0,1,1.0
val,7,0,x_bin_wrong_like,rotated_rect,13,13,6,8,0,2,0,2,1,0,0,0.2592628002166748,0.3309999108314514,0.16900008916854858,8.145419120788574,0.003961930051445961,7.13412618637085,0.00136,1.0,1,0,1,1,1,0.0,1,37,202,-165,0,1,1.0
val,8,0,x_bin_wrong_like,rectangular_notch,12,11,5,6,-1,1,1,1,0,0,0,0.21131955087184906,0.3657503128051758,0.13424968719482422,7.022188186645508,0.0031158465426415205,6.270000457763672,0.00126666666667,0.0,0,0,0,1,0,0.0,1,34,224,-190,0,1,1.0
val,9,0,x_bin_wrong_like,rectangular_notch,15,17,5,3,2,-2,2,2,0,0,0,0.1645846664905548,0.3657503128051758,0.13424968719482422,6.153684616088867,0.005120603367686272,6.270000457763672,0.00126666666667,0.0,0,0,0,1,0,0.0,1,25,238,-213,1,1,0.0
test,0,0,bins_correct_center_or_offset_bad,rotated_rect,12,13,3,8,1,5,1,5,0,0,0,0.13820111751556396,0.2825002074241638,0.21749979257583618,2.79799747467041,0.005350575316697359,3.5557730197906494,0.00068,-0.75,1,0,1,1,1,0.0,1,124,61,63,0,1,1.0
test,1,0,bins_correct_center_or_offset_bad,rectangular_notch,14,14,6,6,0,0,0,0,1,1,1,0.06174371391534805,0.14750008285045624,0.35249991714954376,0.3244588375091553,0.0002224704367108643,4.026000499725342,0.000813333333333,0.0,0,0,0,0,1,0.6835443037974683,0,57,76,-19,1,1,0.0
test,2,0,both_bins_wrong_like,rotated_rect,12,12,7,6,0,-1,0,1,1,0,0,0.00551585853099823,0.35250017046928406,0.14749982953071594,0.8109058737754822,0.0010497062467038631,4.060718536376953,0.0008,0.35,1,0,1,1,1,0.0,1,120,88,32,0,1,1.0
test,3,0,both_bins_wrong_like,rotated_rect,10,9,6,5,-1,-1,1,1,0,0,0,0.482268750667572,0.35249996185302734,0.14750003814697266,1.0284748077392578,0.00210826238617301,4.394744396209717,0.000866666666667,0.35,1,0,1,0,0,0.0,1,78,96,-18,0,1,1.0
test,4,0,geometry_or_type_interaction,rotated_rect,14,14,4,6,0,2,0,2,1,0,0,0.1865440309047699,0.04987508803606033,0.45012491196393967,1.072226643562317,0.0021284453105181456,3.3491506576538086,0.00161333333333,0.75,1,1,1,1,1,0.0,1,88,109,-21,0,1,1.0
test,4,1,geometry_or_type_interaction,rectangular_notch,16,16,3,7,0,4,0,4,1,0,0,0.20204292237758636,0.4311249554157257,0.06887504458427429,0.4705737233161926,0.003701054025441408,2.904000997543335,0.00161333333333,0.75,0,1,0,0,1,0.0,1,88,109,-21,0,1,1.0
test,5,0,geometry_or_type_interaction,rotated_rect,15,14,6,4,-1,-2,1,2,0,0,0,0.17673775553703308,0.005124895367771387,0.4948751046322286,3.6504268646240234,0.0029777796007692814,3.3491504192352295,0.00161333333333,0.75,1,1,1,1,1,0.0,1,8,105,-97,1,1,0.0
test,5,1,geometry_or_type_interaction,rectangular_notch,17,19,5,7,2,2,2,2,0,0,0,0.25508588552474976,0.3863753080368042,0.1136246919631958,2.506366729736328,0.00418760534375906,2.9040000438690186,0.00161333333333,0.75,0,1,0,0,1,0.0,1,8,105,-97,1,1,0.0
test,6,0,rare_y_bin_wrong,rotated_rect,12,12,7,6,0,-1,0,1,1,0,0,0.4268757700920105,0.33499985933303833,0.16500014066696167,4.862273216247559,0.002195339184254408,4.788426399230957,0.000913333333333,0.75,1,0,1,1,1,0.0,1,32,116,-84,0,1,1.0
test,7,0,x_bin_wrong_like,rectangular_notch,9,9,5,7,0,2,0,2,1,0,0,0.021973880007863045,0.2777497172355652,0.22225028276443481,1.0336772203445435,0.001940663205459714,6.270000457763672,0.00126666666667,0.0,0,0,0,0,1,0.0,1,180,204,-24,0,1,1.0
test,8,0,x_bin_wrong_like,rotated_rect,13,13,6,8,0,2,0,2,1,0,0,0.2044898271560669,0.009249915368855,0.490750084631145,8.67500114440918,0.004327977541834116,7.13412618637085,0.00136,1.0,1,0,1,1,1,0.0,1,46,217,-171,0,1,1.0
test,9,0,x_bin_wrong_like,rectangular_notch,16,16,5,3,0,-2,0,2,1,0,0,0.3261660635471344,0.2777497172355652,0.22225028276443481,5.926934242248535,0.0032531789038330317,6.732000827789307,0.00136,0.0,0,0,0,1,0,0.0,1,71,245,-174,0,1,1.0
