runner config | sample=14 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=1.000000e+00
sample=14 | outer=1/30 | loss_phi=2.299814e+00 | loss_mu=1.562012e+00 | mu_mse=1.680180e+05 | mu_mae=4.066988e+02 | defect_area_pred=0 | defect_area_label=24 | defect_iou=0.000000e+00
sample=14 | outer=2/30 | loss_phi=2.283210e+00 | loss_mu=1.101893e+00 | mu_mse=1.411436e+05 | mu_mae=3.711369e+02 | defect_area_pred=0 | defect_area_label=24 | defect_iou=0.000000e+00
sample=14 | outer=3/30 | loss_phi=2.280137e+00 | loss_mu=9.637017e-01 | mu_mse=1.173771e+05 | mu_mae=3.327915e+02 | defect_area_pred=0 | defect_area_label=24 | defect_iou=0.000000e+00
sample=14 | outer=4/30 | loss_phi=2.278796e+00 | loss_mu=8.878580e-01 | mu_mse=9.677292e+04 | mu_mae=2.955077e+02 | defect_area_pred=17 | defect_area_label=24 | defect_iou=2.812500e-01
sample=14 | outer=5/30 | loss_phi=2.277839e+00 | loss_mu=8.369078e-01 | mu_mse=7.864866e+04 | mu_mae=2.587603e+02 | defect_area_pred=30 | defect_area_label=24 | defect_iou=3.846154e-01
sample=14 | outer=6/30 | loss_phi=2.277000e+00 | loss_mu=8.488793e-01 | mu_mse=6.675132e+04 | mu_mae=2.315652e+02 | defect_area_pred=32 | defect_area_label=24 | defect_iou=4.358974e-01
sample=14 | outer=7/30 | loss_phi=2.276031e+00 | loss_mu=9.287650e-01 | mu_mse=6.114997e+04 | mu_mae=2.166856e+02 | defect_area_pred=35 | defect_area_label=24 | defect_iou=5.526316e-01
sample=14 | outer=8/30 | loss_phi=2.274652e+00 | loss_mu=1.094108e+00 | mu_mse=6.028742e+04 | mu_mae=2.119509e+02 | defect_area_pred=34 | defect_area_label=24 | defect_iou=5.675676e-01
sample=14 | outer=9/30 | loss_phi=2.272472e+00 | loss_mu=1.383386e+00 | mu_mse=6.684941e+04 | mu_mae=2.226045e+02 | defect_area_pred=39 | defect_area_label=24 | defect_iou=5.750000e-01
sample=14 | outer=10/30 | loss_phi=2.268290e+00 | loss_mu=1.780930e+00 | mu_mse=8.239441e+04 | mu_mae=2.549258e+02 | defect_area_pred=49 | defect_area_label=24 | defect_iou=4.600000e-01
sample=14 | outer=11/30 | loss_phi=2.262261e+00 | loss_mu=2.061526e+00 | mu_mse=1.101620e+05 | mu_mae=3.041067e+02 | defect_area_pred=60 | defect_area_label=24 | defect_iou=3.770492e-01
sample=14 | outer=12/30 | loss_phi=2.257217e+00 | loss_mu=2.346503e+00 | mu_mse=1.294520e+05 | mu_mae=3.310224e+02 | defect_area_pred=142 | defect_area_label=24 | defect_iou=1.690141e-01
