runner config | sample=0 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=0.000000e+00
sample=0 | outer=1/30 | loss_phi=1.959834e+00 | loss_mu=1.101036e+00 | mu_mse=1.910547e+05 | mu_mae=4.347198e+02 | defect_area_pred=26 | defect_area_label=8 | defect_iou=3.076923e-01
sample=0 | outer=2/30 | loss_phi=1.943704e+00 | loss_mu=6.407133e-01 | mu_mse=1.052542e+05 | mu_mae=3.137475e+02 | defect_area_pred=15 | defect_area_label=8 | defect_iou=4.375000e-01
sample=0 | outer=3/30 | loss_phi=1.941473e+00 | loss_mu=4.438532e-01 | mu_mse=6.094245e+04 | mu_mae=2.234856e+02 | defect_area_pred=14 | defect_area_label=8 | defect_iou=4.666667e-01
sample=0 | outer=4/30 | loss_phi=1.940669e+00 | loss_mu=4.309695e-01 | mu_mse=5.082329e+04 | mu_mae=1.947124e+02 | defect_area_pred=13 | defect_area_label=8 | defect_iou=5.000000e-01
sample=0 | outer=5/30 | loss_phi=1.939827e+00 | loss_mu=4.560643e-01 | mu_mse=4.978097e+04 | mu_mae=1.878859e+02 | defect_area_pred=14 | defect_area_label=8 | defect_iou=4.666667e-01
sample=0 | outer=6/30 | loss_phi=1.938890e+00 | loss_mu=5.013035e-01 | mu_mse=5.216025e+04 | mu_mae=1.888561e+02 | defect_area_pred=14 | defect_area_label=8 | defect_iou=4.666667e-01
sample=0 | outer=7/30 | loss_phi=1.937751e+00 | loss_mu=5.705636e-01 | mu_mse=5.759398e+04 | mu_mae=1.944062e+02 | defect_area_pred=15 | defect_area_label=8 | defect_iou=4.375000e-01
sample=0 | outer=8/30 | loss_phi=1.936191e+00 | loss_mu=6.645381e-01 | mu_mse=6.614421e+04 | mu_mae=2.034450e+02 | defect_area_pred=16 | defect_area_label=8 | defect_iou=5.000000e-01
sample=0 | outer=9/30 | loss_phi=1.933802e+00 | loss_mu=8.404921e-01 | mu_mse=7.535941e+04 | mu_mae=2.113190e+02 | defect_area_pred=17 | defect_area_label=8 | defect_iou=4.705882e-01
sample=0 | outer=10/30 | loss_phi=1.929714e+00 | loss_mu=9.737032e-01 | mu_mse=2.456558e+05 | mu_mae=3.608405e+02 | defect_area_pred=68 | defect_area_label=8 | defect_iou=1.176471e-01
sample=0 | outer=11/30 | loss_phi=1.899621e+00 | loss_mu=1.034159e+00 | mu_mse=3.488805e+05 | mu_mae=4.486547e+02 | defect_area_pred=81 | defect_area_label=8 | defect_iou=9.876543e-02
sample=0 | outer=12/30 | loss_phi=1.812892e+00 | loss_mu=1.057415e+00 | mu_mse=3.558470e+05 | mu_mae=4.527025e+02 | defect_area_pred=82 | defect_area_label=8 | defect_iou=9.756097e-02
sample=0 | outer=13/30 | loss_phi=1.715893e+00 | loss_mu=1.016361e+00 | mu_mse=3.636957e+05 | mu_mae=4.541427e+02 | defect_area_pred=82 | defect_area_label=8 | defect_iou=9.756097e-02
sample=0 | outer=14/30 | loss_phi=1.574307e+00 | loss_mu=9.082853e-01 | mu_mse=2.926007e+05 | mu_mae=3.577991e+02 | defect_area_pred=70 | defect_area_label=8 | defect_iou=1.142857e-01
sample=0 | outer=15/30 | loss_phi=1.583638e+00 | loss_mu=8.825321e-01 | mu_mse=2.664945e+05 | mu_mae=3.234848e+02 | defect_area_pred=64 | defect_area_label=8 | defect_iou=1.250000e-01
sample=0 | outer=16/30 | loss_phi=1.537577e+00 | loss_mu=8.685369e-01 | mu_mse=2.785431e+05 | mu_mae=3.389861e+02 | defect_area_pred=65 | defect_area_label=8 | defect_iou=1.230769e-01
sample=0 | outer=17/30 | loss_phi=1.440228e+00 | loss_mu=8.853627e-01 | mu_mse=2.798556e+05 | mu_mae=3.308181e+02 | defect_area_pred=67 | defect_area_label=8 | defect_iou=1.194030e-01
sample=0 | outer=18/30 | loss_phi=1.355747e+00 | loss_mu=8.991878e-01 | mu_mse=2.844094e+05 | mu_mae=3.302665e+02 | defect_area_pred=66 | defect_area_label=8 | defect_iou=1.212121e-01
sample=0 | outer=19/30 | loss_phi=1.267633e+00 | loss_mu=9.049412e-01 | mu_mse=2.897395e+05 | mu_mae=3.332956e+02 | defect_area_pred=67 | defect_area_label=8 | defect_iou=1.194030e-01
sample=0 | outer=20/30 | loss_phi=1.186296e+00 | loss_mu=9.297317e-01 | mu_mse=2.995876e+05 | mu_mae=3.390699e+02 | defect_area_pred=70 | defect_area_label=8 | defect_iou=1.142857e-01
sample=0 | outer=21/30 | loss_phi=1.109586e+00 | loss_mu=9.264786e-01 | mu_mse=3.019652e+05 | mu_mae=3.345759e+02 | defect_area_pred=69 | defect_area_label=8 | defect_iou=1.159420e-01
sample=0 | outer=22/30 | loss_phi=1.047304e+00 | loss_mu=9.041189e-01 | mu_mse=2.983822e+05 | mu_mae=3.267271e+02 | defect_area_pred=68 | defect_area_label=8 | defect_iou=1.176471e-01
sample=0 | outer=23/30 | loss_phi=1.019798e+00 | loss_mu=9.561352e-01 | mu_mse=3.302645e+05 | mu_mae=3.677598e+02 | defect_area_pred=76 | defect_area_label=8 | defect_iou=1.052632e-01
