sample_index,signal_normalization,conditioning_mode,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
61,train_zscore,film,1.0,5,5,665.5020141601562,8.200516700744629
62,train_zscore,film,1.0,4,4,340.081787109375,4.304201602935791
63,train_zscore,film,1.0,4,4,431.428955078125,4.503879070281982
64,train_zscore,film,1.0,9,9,771.7062377929688,9.600407600402832
65,train_zscore,film,1.0,5,5,1428.7628173828125,14.695690155029297
66,train_zscore,film,1.0,8,8,890.7709350585938,10.051258087158203
67,train_zscore,film,1.0,4,4,428.8094177246094,4.527637958526611
68,train_zscore,film,1.0,15,15,1549.83544921875,12.21432876586914
69,train_zscore,film,1.0,16,16,1279.4779052734375,11.242713928222656
70,train_zscore,film,1.0,8,8,599.58740234375,6.049882411956787
71,train_zscore,film,1.0,9,9,1010.785888671875,10.376809120178223
72,train_zscore,film,1.0,4,4,585.990234375,6.277306079864502
73,train_zscore,film,1.0,4,4,1181.92822265625,10.555480003356934
74,train_zscore,film,1.0,3,3,456.0186767578125,5.180521011352539
75,train_zscore,film,1.0,8,8,724.7023315429688,7.057397842407227
76,train_zscore,film,1.0,9,9,1034.276123046875,10.414881706237793
77,train_zscore,film,1.0,10,10,1385.2991943359375,11.546931266784668
78,train_zscore,film,1.0,6,6,448.0319519042969,4.218671798706055
79,train_zscore,film,1.0,13,13,933.65869140625,10.568894386291504
80,train_zscore,film,1.0,6,6,279.6568298339844,2.6880266666412354
81,train_zscore,film,1.0,17,17,2075.107177734375,14.149680137634277
82,train_zscore,film,1.0,9,9,785.5672607421875,8.115058898925781
83,train_zscore,film,1.0,9,9,1398.56494140625,13.557190895080566
84,train_zscore,film,1.0,10,10,922.6287231445312,13.968585968017578
85,train_zscore,film,1.0,6,6,150.84751892089844,2.0348880290985107
86,train_zscore,film,1.0,17,17,889.6182250976562,8.502429008483887
87,train_zscore,film,1.0,15,15,441.43707275390625,6.0496439933776855
88,train_zscore,film,1.0,8,8,1495.5189208984375,15.3828125
89,train_zscore,film,1.0,5,5,460.148681640625,5.737661838531494
90,train_zscore,film,1.0,4,4,90.5758285522461,2.225836992263794
91,train_zscore,film,1.0,3,3,366.2901916503906,4.331968307495117
92,train_zscore,film,1.0,8,8,266.05670166015625,4.065057277679443
93,train_zscore,film,1.0,10,10,2423.9384765625,20.493202209472656
94,train_zscore,film,1.0,9,9,295.09161376953125,4.557973861694336
95,train_zscore,film,1.0,8,8,204.0478057861328,3.112969398498535
96,train_zscore,film,1.0,6,6,520.3054809570312,5.056247711181641
97,train_zscore,film,0.0,0,5,25236.294921875,29.483631134033203
98,train_zscore,film,1.0,6,6,329.2259826660156,6.4000749588012695
99,train_zscore,film,1.0,10,10,215.63446044921875,3.5804338455200195
100,train_zscore,film,1.0,13,13,1137.32568359375,9.544363021850586
101,train_zscore,film,1.0,17,17,1023.7848510742188,9.873549461364746
102,train_zscore,film,1.0,14,14,1069.2364501953125,10.934117317199707
103,train_zscore,film,1.0,4,4,306.6621398925781,3.7249395847320557
104,train_zscore,film,1.0,8,8,441.49530029296875,4.718481063842773
105,train_zscore,film,1.0,13,13,1359.0040283203125,11.697722434997559
106,train_zscore,film,0.0,0,4,20133.869140625,22.8872013092041
107,train_zscore,film,1.0,4,4,499.7512512207031,6.04676628112793
108,train_zscore,film,1.0,8,8,774.3153686523438,8.782444953918457
109,train_zscore,film,1.0,8,8,194.18199157714844,5.174141883850098
110,train_zscore,film,1.0,5,5,311.79364013671875,4.323752403259277
111,train_zscore,film,1.0,13,13,1303.932373046875,11.778356552124023
112,train_zscore,film,1.0,7,7,1244.9674072265625,12.310832977294922
113,train_zscore,film,1.0,9,9,368.77191162109375,4.373190879821777
114,train_zscore,film,1.0,9,9,881.5446166992188,9.098217964172363
115,train_zscore,film,1.0,4,4,162.67166137695312,3.236604928970337
116,train_zscore,film,1.0,8,8,253.52857971191406,3.693040132522583
117,train_zscore,film,1.0,2,2,116.83019256591797,1.9337314367294312
118,train_zscore,film,1.0,7,7,441.522216796875,4.690064430236816
119,train_zscore,film,1.0,11,11,892.576171875,8.267358779907227
120,train_zscore,film,1.0,4,4,151.27578735351562,2.838773727416992
121,train_zscore,film,1.0,3,3,724.5145263671875,7.988641738891602
122,train_zscore,film,1.0,9,9,732.62060546875,8.598487854003906
123,train_zscore,film,1.0,9,9,266.0085144042969,3.916086196899414
124,train_zscore,film,1.0,4,4,191.15008544921875,2.6239845752716064
125,train_zscore,film,1.0,3,3,41.609580993652344,1.5181992053985596
126,train_zscore,film,1.0,6,6,217.08685302734375,3.607520341873169
127,train_zscore,film,1.0,12,12,957.971435546875,9.015046119689941
128,train_zscore,film,1.0,9,9,427.3241271972656,5.131112098693848
129,train_zscore,film,1.0,5,5,163.031982421875,2.870253562927246
130,train_zscore,film,1.0,5,5,241.81207275390625,3.200131893157959
131,train_zscore,film,1.0,6,6,279.4093017578125,4.705135345458984
132,train_zscore,film,1.0,12,12,1332.549072265625,13.154060363769531
133,train_zscore,film,1.0,11,11,872.35546875,11.961740493774414
134,train_zscore,film,1.0,6,6,143.30441284179688,2.8014328479766846
135,train_zscore,film,1.0,5,5,909.74462890625,8.827199935913086
136,train_zscore,film,1.0,5,5,185.2580108642578,4.782890319824219
137,train_zscore,film,1.0,9,9,581.9307250976562,5.268187046051025
138,train_zscore,film,1.0,5,5,556.7345581054688,6.493227481842041
139,train_zscore,film,1.0,3,3,27.291227340698242,0.9826669096946716
140,train_zscore,film,1.0,11,11,2003.50146484375,13.469830513000488
141,train_zscore,film,1.0,18,18,1435.3348388671875,10.004948616027832
142,train_zscore,film,1.0,13,13,2220.81640625,16.792896270751953
143,train_zscore,film,1.0,4,4,394.327880859375,4.82603645324707
144,train_zscore,film,1.0,12,12,1421.6015625,9.213165283203125
145,train_zscore,film,0.0,0,4,20178.439453125,23.021387100219727
146,train_zscore,film,1.0,14,14,1295.726806640625,8.945028305053711
147,train_zscore,film,1.0,6,6,712.6258544921875,9.84639835357666
148,train_zscore,film,1.0,6,6,164.16717529296875,3.1987013816833496
149,train_zscore,film,1.0,15,15,1108.29296875,9.717484474182129
150,train_zscore,film,1.0,6,6,278.0165100097656,4.034541130065918
151,train_zscore,film,1.0,6,6,502.811279296875,4.615236759185791
152,train_zscore,film,1.0,10,10,625.5900268554688,7.483546257019043
153,train_zscore,film,1.0,10,10,1078.7236328125,9.336000442504883
154,train_zscore,film,1.0,15,15,1425.5565185546875,18.052444458007812
155,train_zscore,film,0.0,0,4,19962.56640625,20.377948760986328
156,train_zscore,film,1.0,11,11,724.629638671875,7.714059829711914
157,train_zscore,film,1.0,6,6,604.39013671875,7.83065938949585
158,train_zscore,film,1.0,6,6,295.65167236328125,4.288424491882324
159,train_zscore,film,1.0,8,8,904.0675659179688,8.774648666381836
160,train_zscore,film,0.0,0,3,15073.71875,17.750591278076172
161,train_zscore,film,1.0,2,2,120.45587921142578,2.219710111618042
162,train_zscore,film,1.0,4,4,92.50118255615234,1.8021256923675537
163,train_zscore,film,1.0,6,6,444.9570617675781,5.085150241851807
164,train_zscore,film,1.0,5,5,903.5794677734375,8.468825340270996
165,train_zscore,film,1.0,7,7,551.8865356445312,4.975484848022461
166,train_zscore,film,1.0,7,7,471.27874755859375,4.271060943603516
167,train_zscore,film,1.0,17,17,1266.6512451171875,12.452260971069336
168,train_zscore,film,1.0,11,11,1401.5654296875,12.513811111450195
169,train_zscore,film,1.0,8,8,378.291259765625,4.453263282775879
170,train_zscore,film,1.0,12,12,1790.69091796875,13.687525749206543
171,train_zscore,film,1.0,5,5,955.6746215820312,13.791131973266602
172,train_zscore,film,1.0,7,7,1563.1717529296875,12.682905197143555
173,train_zscore,film,1.0,6,6,815.3357543945312,7.69101619720459
174,train_zscore,film,1.0,4,4,410.7249755859375,3.640232563018799
175,train_zscore,film,1.0,11,11,1018.9658813476562,11.019997596740723
176,train_zscore,film,1.0,6,6,385.2501525878906,3.3785512447357178
177,train_zscore,film,1.0,4,4,282.4489440917969,3.6684072017669678
178,train_zscore,film,1.0,4,4,795.8139038085938,8.12039566040039
179,train_zscore,film,1.0,6,6,175.3664093017578,2.213385820388794
180,train_zscore,film,1.0,6,6,464.40252685546875,6.1547932624816895
181,train_zscore,film,1.0,12,12,914.1285400390625,9.068347930908203
182,train_zscore,film,1.0,6,6,490.9278869628906,5.727665901184082
183,train_zscore,film,1.0,3,3,315.4906311035156,6.043717861175537
184,train_zscore,film,1.0,13,13,645.5123901367188,7.23110818862915
185,train_zscore,film,1.0,6,6,966.3699340820312,10.7266263961792
186,train_zscore,film,1.0,4,4,243.6232452392578,3.9038329124450684
187,train_zscore,film,1.0,6,6,332.365478515625,3.9476935863494873
188,train_zscore,film,0.0,0,3,15024.4296875,16.310815811157227
189,train_zscore,film,1.0,3,3,321.4478759765625,7.051499843597412
190,train_zscore,film,1.0,4,4,623.7850952148438,8.972051620483398
191,train_zscore,film,1.0,5,5,193.66986083984375,2.7078707218170166
192,train_zscore,film,1.0,7,7,921.0786743164062,8.72354793548584
193,train_zscore,film,1.0,6,6,613.4537353515625,6.356888294219971
194,train_zscore,film,1.0,7,7,834.013916015625,12.755916595458984
195,train_zscore,film,1.0,14,14,872.2100830078125,8.608512878417969
196,train_zscore,film,1.0,4,4,510.34039306640625,5.723560333251953
197,train_zscore,film,1.0,10,10,1563.8199462890625,12.097512245178223
198,train_zscore,film,0.0,0,3,15012.5576171875,15.840217590332031
199,train_zscore,film,1.0,9,9,827.383544921875,8.301830291748047
200,train_zscore,film,1.0,6,6,209.24371337890625,2.998657464981079
201,train_zscore,film,1.0,4,4,282.0928649902344,4.448763370513916
202,train_zscore,film,1.0,2,2,297.49957275390625,3.699606418609619
203,train_zscore,film,1.0,3,3,108.24333953857422,1.9653003215789795
204,train_zscore,film,1.0,15,15,680.6838989257812,6.16787576675415
205,train_zscore,film,1.0,10,10,913.0568237304688,9.26491928100586
206,train_zscore,film,1.0,6,6,1635.8380126953125,11.181966781616211
207,train_zscore,film,1.0,6,6,1652.004638671875,17.845745086669922
208,train_zscore,film,1.0,7,7,1094.8441162109375,9.919544219970703
209,train_zscore,film,1.0,7,7,909.43994140625,8.086004257202148
210,train_zscore,film,0.0,0,3,14973.2958984375,15.65915298461914
211,train_zscore,film,1.0,9,9,1872.80810546875,15.641539573669434
212,train_zscore,film,1.0,6,6,653.4945068359375,6.5369086265563965
213,train_zscore,film,1.0,4,4,482.36700439453125,6.967905044555664
214,train_zscore,film,1.0,6,6,508.5309753417969,4.868951797485352
215,train_zscore,film,1.0,4,4,880.2061157226562,9.218677520751953
216,train_zscore,film,1.0,10,10,658.1010131835938,9.534197807312012
217,train_zscore,film,1.0,11,11,2538.132080078125,14.263720512390137
218,train_zscore,film,1.0,4,4,347.4659729003906,4.779455661773682
219,train_zscore,film,1.0,9,9,947.2865600585938,8.322541236877441
220,train_zscore,film,1.0,6,6,230.56561279296875,3.0614681243896484
221,train_zscore,film,1.0,4,4,258.01202392578125,4.250290393829346
222,train_zscore,film,1.0,5,5,410.4212951660156,4.919625282287598
223,train_zscore,film,1.0,7,7,493.96063232421875,6.127719879150391
224,train_zscore,film,1.0,12,12,440.9311828613281,4.946436882019043
225,train_zscore,film,1.0,12,12,497.7476806640625,7.420821666717529
226,train_zscore,film,1.0,12,12,1210.751220703125,9.503972053527832
227,train_zscore,film,1.0,5,5,341.68499755859375,5.333890438079834
228,train_zscore,film,1.0,7,7,1490.72998046875,13.012914657592773
229,train_zscore,film,1.0,9,9,627.0247802734375,6.50789737701416
230,train_zscore,film,1.0,8,8,714.614501953125,8.422123908996582
231,train_zscore,film,1.0,6,6,748.6174926757812,7.882997989654541
232,train_zscore,film,1.0,8,8,211.5714874267578,3.6985764503479004
233,train_zscore,film,1.0,4,4,246.38021850585938,4.821466445922852
234,train_zscore,film,1.0,4,4,186.2899169921875,3.220280408859253
235,train_zscore,film,1.0,11,11,1462.8018798828125,15.460831642150879
236,train_zscore,film,1.0,6,6,67.5428466796875,1.7150012254714966
237,train_zscore,film,1.0,7,7,358.968994140625,5.468604564666748
238,train_zscore,film,1.0,4,4,242.50538635253906,3.4062182903289795
239,train_zscore,film,1.0,8,8,1081.778076171875,11.746103286743164
240,train_zscore,film,1.0,6,6,98.01971435546875,2.1154391765594482
241,train_zscore,film,1.0,6,6,89.21263885498047,2.613945245742798
242,train_zscore,film,1.0,3,3,413.6133117675781,5.732439041137695
243,train_zscore,film,1.0,4,4,274.26092529296875,4.398188591003418
244,train_zscore,film,1.0,6,6,313.4765625,3.9160125255584717
245,train_zscore,film,1.0,5,5,327.6937255859375,4.959464073181152
246,train_zscore,film,1.0,6,6,869.220458984375,9.737939834594727
247,train_zscore,film,1.0,3,3,493.78936767578125,5.184730052947998
248,train_zscore,film,1.0,7,7,730.607421875,7.8823347091674805
249,train_zscore,film,1.0,7,7,276.2296447753906,3.222853899002075
250,train_zscore,film,1.0,15,15,972.5675048828125,9.661402702331543
251,train_zscore,film,1.0,10,10,897.6921997070312,8.661458015441895
252,train_zscore,film,1.0,5,5,1418.76806640625,10.095638275146484
253,train_zscore,film,1.0,16,16,1338.6661376953125,10.528794288635254
254,train_zscore,film,1.0,14,14,1431.887451171875,12.220974922180176
255,train_zscore,film,1.0,3,3,299.3794860839844,4.5945234298706055
256,train_zscore,film,1.0,6,6,339.494873046875,4.8751630783081055
257,train_zscore,film,1.0,5,5,218.86495971679688,3.3194386959075928
258,train_zscore,film,1.0,10,10,754.1529541015625,8.111655235290527
259,train_zscore,film,1.0,6,6,457.9682312011719,7.240553379058838
260,train_zscore,film,1.0,7,7,1159.82666015625,9.691267967224121
261,train_zscore,film,1.0,6,6,407.7437744140625,5.583521842956543
262,train_zscore,film,1.0,5,5,538.1568603515625,5.594701766967773
263,train_zscore,film,1.0,12,12,724.4795532226562,8.2493314743042
264,train_zscore,film,1.0,4,4,459.40509033203125,4.037024021148682
265,train_zscore,film,1.0,6,6,518.7743530273438,6.482886791229248
266,train_zscore,film,1.0,4,4,306.345947265625,5.005749702453613
267,train_zscore,film,1.0,8,8,331.5965576171875,4.012096405029297
268,train_zscore,film,1.0,4,4,504.85113525390625,5.651055335998535
269,train_zscore,film,1.0,4,4,542.9486083984375,7.0607476234436035
270,train_zscore,film,1.0,4,4,351.25616455078125,4.35069465637207
271,train_zscore,film,1.0,6,6,783.937744140625,6.3015947341918945
272,train_zscore,film,1.0,12,12,534.15576171875,5.642285346984863
273,train_zscore,film,1.0,5,5,991.295654296875,11.579015731811523
274,train_zscore,film,1.0,4,4,133.9819793701172,2.7057230472564697
275,train_zscore,film,1.0,9,9,1771.38623046875,17.798391342163086
276,train_zscore,film,1.0,8,8,2233.362548828125,16.18622398376465
277,train_zscore,film,1.0,4,4,884.4885864257812,12.432839393615723
278,train_zscore,film,1.0,9,9,531.48388671875,4.473952770233154
279,train_zscore,film,1.0,4,4,292.4291076660156,4.2571001052856445
280,train_zscore,film,1.0,4,4,285.91192626953125,3.7319116592407227
281,train_zscore,film,1.0,5,5,815.44775390625,7.426880359649658
282,train_zscore,film,1.0,8,8,506.7779235839844,6.622809410095215
283,train_zscore,film,1.0,9,9,491.13507080078125,5.368196487426758
284,train_zscore,film,1.0,14,14,527.5368041992188,7.476104736328125
285,train_zscore,film,1.0,4,4,274.9399108886719,2.976515531539917
286,train_zscore,film,0.0,0,6,30159.376953125,32.34217071533203
287,train_zscore,film,1.0,6,6,439.6055603027344,3.974414587020874
288,train_zscore,film,1.0,4,4,230.40097045898438,4.758164405822754
289,train_zscore,film,1.0,9,9,1027.518310546875,8.959912300109863
290,train_zscore,film,1.0,15,15,657.0447387695312,7.953737258911133
291,train_zscore,film,1.0,3,3,417.44805908203125,6.349798202514648
292,train_zscore,film,1.0,2,2,178.35128784179688,2.7399604320526123
293,train_zscore,film,1.0,6,6,149.53944396972656,3.2682132720947266
294,train_zscore,film,1.0,3,3,58.17637634277344,1.8670657873153687
295,train_zscore,film,1.0,8,8,756.5357666015625,8.776900291442871
296,train_zscore,film,1.0,7,7,616.6541137695312,6.674030780792236
297,train_zscore,film,1.0,5,5,252.2251739501953,5.2423810958862305
298,train_zscore,film,1.0,7,7,713.36767578125,6.621381759643555
299,train_zscore,film,1.0,5,5,251.87184143066406,4.198699951171875
300,train_zscore,film,1.0,9,9,888.4657592773438,8.353769302368164
301,train_zscore,film,1.0,4,4,294.89678955078125,3.9264612197875977
302,train_zscore,film,1.0,6,6,906.9913940429688,11.205504417419434
303,train_zscore,film,1.0,5,5,330.828369140625,5.132038593292236
304,train_zscore,film,1.0,2,2,251.3753662109375,2.8346054553985596
305,train_zscore,film,1.0,7,7,473.2959289550781,5.4408063888549805
306,train_zscore,film,1.0,4,4,1379.9276123046875,9.587116241455078
307,train_zscore,film,1.0,6,6,427.89617919921875,6.521322250366211
308,train_zscore,film,1.0,6,6,127.99466705322266,2.4813222885131836
309,train_zscore,film,1.0,5,5,1147.3121337890625,11.601263046264648
310,train_zscore,film,1.0,11,11,1256.658935546875,14.116954803466797
311,train_zscore,film,1.0,5,5,240.03530883789062,3.1190829277038574
312,train_zscore,film,1.0,8,8,573.221435546875,6.459439754486084
313,train_zscore,film,1.0,11,11,1040.615478515625,8.566324234008789
314,train_zscore,film,1.0,8,8,457.49188232421875,4.096625804901123
315,train_zscore,film,1.0,4,4,272.7369079589844,3.559260606765747
316,train_zscore,film,1.0,10,10,701.68408203125,7.560286998748779
317,train_zscore,film,1.0,8,8,367.18096923828125,4.818004608154297
318,train_zscore,film,1.0,13,13,426.545166015625,4.947643280029297
319,train_zscore,film,1.0,11,11,2543.612548828125,24.207475662231445
320,train_zscore,film,1.0,14,14,1786.6248779296875,13.312297821044922
321,train_zscore,film,1.0,6,6,775.0599975585938,9.99087142944336
322,train_zscore,film,1.0,4,4,488.08221435546875,5.919183254241943
323,train_zscore,film,1.0,10,10,1322.1875,10.378393173217773
324,train_zscore,film,1.0,6,6,389.4429931640625,4.915240287780762
325,train_zscore,film,1.0,13,13,1438.7869873046875,15.054285049438477
326,train_zscore,film,1.0,4,4,468.69061279296875,6.7272047996521
327,train_zscore,film,1.0,4,4,804.9962768554688,10.709811210632324
328,train_zscore,film,1.0,6,6,206.11744689941406,3.1217236518859863
329,train_zscore,film,1.0,3,3,182.9793701171875,2.6598618030548096
330,train_zscore,film,1.0,9,9,1306.498291015625,11.6181001663208
331,train_zscore,film,1.0,2,2,141.11012268066406,2.3415517807006836
332,train_zscore,film,1.0,4,4,53.01805114746094,2.083406686782837
333,train_zscore,film,1.0,12,12,1471.5,12.875532150268555
334,train_zscore,film,0.8888888888888888,9,8,3250.55615234375,10.560542106628418
335,train_zscore,film,1.0,8,8,872.8679809570312,8.15458869934082
336,train_zscore,film,1.0,4,4,442.19305419921875,7.392430305480957
337,train_zscore,film,1.0,3,3,726.1085205078125,8.164510726928711
338,train_zscore,film,1.0,9,9,400.5259704589844,6.546934604644775
339,train_zscore,film,1.0,5,5,760.9629516601562,9.975220680236816
340,train_zscore,film,1.0,4,4,286.5745544433594,2.9851131439208984
341,train_zscore,film,1.0,9,9,294.61407470703125,4.452316761016846
342,train_zscore,film,1.0,4,4,329.4621887207031,6.007988929748535
343,train_zscore,film,1.0,4,4,426.8807067871094,4.308173179626465
344,train_zscore,film,1.0,2,2,259.7816162109375,5.014959812164307
345,train_zscore,film,1.0,10,10,1096.48291015625,9.835493087768555
346,train_zscore,film,1.0,9,9,1008.1802978515625,8.145188331604004
347,train_zscore,film,1.0,14,14,1539.3856201171875,12.608717918395996
348,train_zscore,film,1.0,5,5,547.8563842773438,6.1006388664245605
349,train_zscore,film,1.0,8,8,1125.4901123046875,11.74743366241455
350,train_zscore,film,1.0,8,8,423.16973876953125,5.243993759155273
351,train_zscore,film,1.0,10,10,1413.8760986328125,18.41722297668457
352,train_zscore,film,1.0,5,5,151.79287719726562,3.71418833732605
353,train_zscore,film,1.0,12,12,597.7628784179688,5.532588005065918
354,train_zscore,film,1.0,12,12,634.479736328125,6.1423726081848145
355,train_zscore,film,1.0,7,7,1582.360595703125,13.27583122253418
356,train_zscore,film,1.0,5,5,328.8735046386719,4.451175689697266
357,train_zscore,film,1.0,6,6,340.2613525390625,4.251760482788086
358,train_zscore,film,1.0,9,9,555.9573974609375,6.682430267333984
359,train_zscore,film,1.0,10,10,649.6892700195312,6.106190204620361
360,train_zscore,film,1.0,10,10,789.6436157226562,8.980042457580566
361,train_zscore,film,1.0,6,6,396.2644958496094,4.978773593902588
362,train_zscore,film,1.0,7,7,1025.7484130859375,10.022008895874023
363,train_zscore,film,1.0,15,15,908.4157104492188,8.2523775100708
364,train_zscore,film,1.0,9,9,262.1803283691406,5.394937038421631
365,train_zscore,film,1.0,12,12,1355.06396484375,11.92800521850586
366,train_zscore,film,1.0,14,14,1575.1016845703125,12.607248306274414
367,train_zscore,film,1.0,7,7,576.2465209960938,4.510366439819336
368,train_zscore,film,1.0,11,11,1350.0745849609375,10.125125885009766
369,train_zscore,film,1.0,9,9,339.80010986328125,3.814965009689331
370,train_zscore,film,1.0,7,7,675.0943603515625,8.31583309173584
371,train_zscore,film,1.0,3,3,114.03822326660156,2.1188161373138428
372,train_zscore,film,1.0,6,6,212.28453063964844,3.040444850921631
373,train_zscore,film,1.0,7,7,887.5984497070312,9.438663482666016
374,train_zscore,film,1.0,10,10,939.5003662109375,7.6910719871521
375,train_zscore,film,1.0,14,14,1107.36279296875,10.177326202392578
376,train_zscore,film,1.0,5,5,237.36097717285156,2.686772346496582
377,train_zscore,film,1.0,7,7,754.57080078125,8.981440544128418
378,train_zscore,film,1.0,4,4,440.3890380859375,6.920476913452148
379,train_zscore,film,1.0,5,5,189.8959503173828,2.9407403469085693
380,train_zscore,film,1.0,4,4,161.83216857910156,2.754193067550659
381,train_zscore,film,1.0,9,9,1010.2982788085938,7.769745349884033
382,train_zscore,film,1.0,6,6,303.0169677734375,4.69780158996582
383,train_zscore,film,1.0,6,6,266.8773498535156,3.5025997161865234
384,train_zscore,film,1.0,8,8,1122.98486328125,10.390790939331055
385,train_zscore,film,1.0,11,11,373.52178955078125,4.146161079406738
386,train_zscore,film,1.0,7,7,622.3638305664062,5.944072723388672
387,train_zscore,film,1.0,4,4,266.5704345703125,3.4539449214935303
388,train_zscore,film,1.0,4,4,492.7690124511719,5.188598155975342
389,train_zscore,film,1.0,6,6,924.3806762695312,10.720726013183594
390,train_zscore,film,1.0,5,5,382.71246337890625,5.742532730102539
391,train_zscore,film,1.0,3,3,298.92864990234375,3.436699867248535
392,train_zscore,film,1.0,12,12,990.755615234375,8.834220886230469
393,train_zscore,film,1.0,5,5,1410.7398681640625,11.088830947875977
394,train_zscore,film,1.0,7,7,1010.8175048828125,11.247827529907227
395,train_zscore,film,1.0,7,7,433.99151611328125,6.207125663757324
396,train_zscore,film,1.0,8,8,1323.9803466796875,13.158620834350586
397,train_zscore,film,1.0,5,5,235.8891143798828,3.194730758666992
398,train_zscore,film,1.0,9,9,845.6886596679688,8.64926815032959
399,train_zscore,film,1.0,14,14,619.5299072265625,6.229913234710693
400,train_zscore,film,1.0,7,7,782.457275390625,9.331613540649414
401,train_zscore,film,1.0,3,3,630.4160766601562,6.947481632232666
402,train_zscore,film,1.0,16,16,976.8423461914062,9.655052185058594
403,train_zscore,film,1.0,6,6,721.458251953125,7.882503509521484
404,train_zscore,film,1.0,6,6,221.75807189941406,3.027841567993164
405,train_zscore,film,1.0,7,7,471.296630859375,5.533563137054443
406,train_zscore,film,1.0,13,13,1323.9671630859375,11.308762550354004
