step,loss,presence_loss,type_loss,center_bin_loss,center_x_bin_loss,center_y_bin_loss,center_y_bin_extra_loss,center_offset_loss,local_vertex_loss,center_aux_loss,box_aux_loss,area_aux_loss,edge_aux_loss,center_consistency_loss,decoded_center_aux_loss,polygon_centroid_aux_loss,weighted_presence_loss,weighted_type_loss,weighted_center_bin_loss,weighted_center_y_bin_extra_loss,weighted_center_offset_loss,weighted_local_vertex_loss,weighted_center_consistency_loss,weighted_decoded_center_aux_loss,weighted_polygon_centroid_aux_loss,local_shape_raw_abs_max,local_shape_effective_abs_max,local_shape_saturation_frac,inverse_route
1,15.583083152770996,0.6699011921882629,0.7437111735343933,2.898040294647217,3.2519173622131348,2.544163227081299,0.0,0.20513342320919037,9.220096588134766,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.6699011921882629,0.7437111735343933,2.898040294647217,0.0,2.0513341426849365,9.220096588134766,-0.0,0.0,0.0,0.1624198704957962,0.1624198704957962,0.0,component_query
1000,0.15409138798713684,0.00039925158489495516,5.960462772236497e-07,4.827831799047999e-05,7.188061863416806e-05,2.4676019165781327e-05,-0.0,0.015346946194767952,0.00017380184726789594,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00039925158489495516,5.960462772236497e-07,4.827831799047999e-05,-0.0,0.15346945822238922,0.00017380184726789594,-0.0,-0.0,-0.0,15.517088890075684,15.517088890075684,0.0,component_query
2000,0.006449682638049126,0.00013482850044965744,1.9073468138230965e-06,4.7146008000709116e-05,6.460934673668817e-05,2.9682672902708873e-05,-0.0,0.00031086677336134017,0.0031571327708661556,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00013482850044965744,1.9073468138230965e-06,4.7146008000709116e-05,-0.0,0.0031086676754057407,0.0031571327708661556,-0.0,-0.0,-0.0,15.479715347290039,15.479715347290039,0.0,component_query
3000,0.10914482921361923,5.6793331168591976e-05,1.9073468138230965e-06,2.378194039920345e-05,3.158996332786046e-05,1.597391747054644e-05,-0.0,0.010544855147600174,0.003613792359828949,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.6793331168591976e-05,1.9073468138230965e-06,2.378194039920345e-05,-0.0,0.10544855147600174,0.003613792359828949,-0.0,-0.0,-0.0,15.55624008178711,15.55624008178711,0.0,component_query
4000,0.011169904842972755,4.449003972695209e-05,2.9802276912960224e-06,2.2589882064494304e-05,2.9444261599564925e-05,1.5735502529423684e-05,-0.0,0.0007019254262559116,0.004080589860677719,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.449003972695209e-05,2.9802276912960224e-06,2.2589882064494304e-05,-0.0,0.007019254378974438,0.004080589860677719,-0.0,-0.0,-0.0,15.474395751953125,15.474395751953125,0.0,component_query
5000,0.027840983122587204,2.47616753767943e-05,1.9073468138230965e-06,1.2934116966789588e-05,1.680836794548668e-05,9.059865078597795e-06,-0.0,0.00014518659736495465,0.026349514722824097,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.47616753767943e-05,1.9073468138230965e-06,1.2934116966789588e-05,-0.0,0.001451866002753377,0.026349514722824097,-0.0,-0.0,-0.0,15.416889190673828,15.416889190673828,0.0,component_query
6000,0.013279893435537815,1.2232730114192236e-05,1.0728830375228426e-06,6.318070518318564e-06,8.106198947643861e-06,4.529942543740617e-06,-0.0,0.001207171007990837,0.0011885594576597214,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.2232730114192236e-05,1.0728830375228426e-06,6.318070518318564e-06,-0.0,0.012071710079908371,0.0011885594576597214,-0.0,-0.0,-0.0,15.534741401672363,15.534741401672363,0.0,component_query
7000,0.013647766783833504,7.584457762277452e-06,7.152555099310121e-07,4.112711394554935e-06,5.245195097813848e-06,2.9802276912960224e-06,-0.0,0.0013185673160478473,0.00044968046131543815,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.584457762277452e-06,7.152555099310121e-07,4.112711394554935e-06,-0.0,0.013185673393309116,0.00044968046131543815,-0.0,-0.0,-0.0,15.500350952148438,15.500350952148438,0.0,component_query
8000,0.02509957179427147,4.750669631903293e-06,4.768370445162873e-07,2.7418095669418108e-06,3.4570634852570947e-06,2.0265558760002023e-06,-0.0,0.0011017373763024807,0.014074227772653103,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.750669631903293e-06,4.768370445162873e-07,2.7418095669418108e-06,-0.0,0.011017373763024807,0.014074227772653103,-0.0,-0.0,-0.0,15.4407958984375,15.4407958984375,0.0,component_query
9000,0.002215950284153223,2.878342456824612e-06,2.3841855067985307e-07,1.6093240446934942e-06,2.0265558760002023e-06,1.1920922133867862e-06,-0.0,0.00020847070845775306,0.00012651715951506048,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.878342456824612e-06,2.3841855067985307e-07,1.6093240446934942e-06,-0.0,0.0020847071427851915,0.00012651715951506048,-0.0,-0.0,-0.0,15.506808280944824,15.506808280944824,0.0,component_query
10000,0.003757541999220848,1.8250298126076814e-06,2.3841855067985307e-07,1.072882923836005e-06,1.311301275563892e-06,8.344646857949556e-07,-0.0,0.0002984074817504734,0.0007703309529460967,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.8250298126076814e-06,2.3841855067985307e-07,1.072882923836005e-06,-0.0,0.0029840748757123947,0.0007703309529460967,-0.0,-0.0,-0.0,15.497814178466797,15.497814178466797,0.0,component_query
