phase,step,total_loss,bce_loss,dice_loss,mu_mse_loss,area_loss,batch_iou,batch_area_pred,batch_area_label,pred_area_soft_mean,true_area_mean,mean_mu,min_mu,max_mu,mean_soft_defect,mask_bce_mode,point_sampling_mode,train_point_subsample
finetune,1,3.3723509311676025,2.472334861755371,0.9000160098075867,378181.53125,0.0,0.05202880859375,4014.080078125,217.7899932861328,3656.4814453125,217.7899932861328,376.3776550292969,296.8264465332031,591.3176879882812,0.8926956653594971,bce,random,4096
finetune,250,1.151925802230835,0.21882334351539612,0.9331024885177612,159250.859375,0.0,0.0,0.0,222.02999877929688,359.6825256347656,222.02999877929688,617.0892333984375,606.2980346679688,623.734619140625,0.0878131091594696,bce,random,4096
finetune,500,1.1482148170471191,0.20709165930747986,0.9411231875419617,149438.875,0.0,0.0,0.0,214.3800048828125,275.3582763671875,214.3800048828125,631.55810546875,622.1471557617188,640.7186279296875,0.06722614169120789,bce,random,4096
finetune,750,1.1505588293075562,0.20969386398792267,0.9408649206161499,149050.4375,0.0,0.0,0.0,218.97000122070312,270.1078796386719,218.97000122070312,632.6300048828125,622.5700073242188,642.9017944335938,0.06594430655241013,bce,random,4096
finetune,1000,1.1447757482528687,0.2083289474248886,0.9364467859268188,156744.6875,0.0,0.0,0.0,207.52999877929688,344.3330383300781,207.52999877929688,619.5505981445312,606.6900024414062,632.1760864257812,0.08406568318605423,bce,random,4096
finetune,1250,1.0777899026870728,0.20389705896377563,0.8738928437232971,130698.71875,0.0,0.0,0.0,229.4199981689453,376.9766540527344,229.4199981689453,664.1242065429688,526.9533081054688,857.0133666992188,0.09203530102968216,bce,random,4096
finetune,1500,1.0287002325057983,0.20126411318778992,0.827436089515686,120198.140625,0.0,0.056719981411060924,90.77999877929688,215.27999877929688,415.9647216796875,215.27999877929688,685.0571899414062,489.5736389160156,935.094482421875,0.10155387967824936,bce,random,4096
finetune,1750,1.5206117630004883,0.5140527486801147,0.9999085068702698,51298.05078125,0.0006650403956882656,0.0,0.0,210.6999969482422,0.18739140033721924,210.6999969482422,999.6138916015625,999.6004028320312,999.614990234375,4.57498463219963e-05,bce,random,4096
finetune,2000,1.5318840742111206,0.5250256061553955,0.9999076724052429,52393.7734375,0.0006950724637135863,0.0,0.0,215.42999267578125,0.18942010402679443,215.42999267578125,999.0753173828125,999.0728759765625,999.0882568359375,4.624514258466661e-05,bce,random,4096
finetune,2250,1.1486058235168457,0.21446028351783752,0.9341455101966858,159999.734375,0.0,0.0,0.0,211.89999389648438,372.6275634765625,211.89999389648438,615.0904541015625,615.04052734375,616.374755859375,0.09097352623939514,bce,random,4096
finetune,2500,1.1500011682510376,0.21246333420276642,0.9375377893447876,153757.359375,0.0,0.0,0.0,219.0399932861328,309.20135498046875,219.0399932861328,625.2642822265625,625.2205810546875,626.5823974609375,0.07548859715461731,bce,random,4096
finetune,2750,1.1494311094284058,0.21256208419799805,0.9368690252304077,154810.96875,0.0,0.0,0.0,217.86000061035156,319.3290710449219,217.86000061035156,623.519287109375,623.4635009765625,625.8824462890625,0.07796119898557663,bce,random,4096
finetune,3000,1.1466485261917114,0.20689697563648224,0.9397515654563904,151979.109375,0.0,0.0,0.0,211.44000244140625,297.7308349609375,211.44000244140625,627.3062744140625,627.2391357421875,630.624755859375,0.07268819212913513,bce,random,4096
