split,presence_accuracy,type_accuracy_present,continuous_mae_mean,center_mae,center_grid_mae,center_axis_relative_mae,axis_mae,rotation_mae,depth_mae,param_mask_iou,param_mask_dice,encoder_type,head_mode,feature_fusion_mode,feature_dim,seed,component_matching_mode,lambda_raster_bce,lambda_raster_dice,raster_loss_start_step,raster_softness_cells,raster_target_source,val_selection_metric,val_selection_interval,lambda_type_extra,lambda_rotation_extra,rotation_loss_mode,lambda_center_grid,lambda_center_axis_relative,center_axis_relative_eps,best_step,best_val_mask_iou,best_val_loss
train,1.0,1.0,0.10592646151781082,2.9812856155331247e-05,0.15486709773540497,0.009089916944503784,3.626916077337228e-05,0.6354049444198608,2.1586094590020366e-05,0.7251746511127685,0.8379899615902293,mlp,shared,none,0,1,fixed,0.0,0.0,0,1.0,masks,none,0,0.0,0.0,mse,0.1,0.0,1e-06,,nan,nan
