step,total_loss,presence_loss,type_loss,continuous_loss,center_loss,axis_loss,depth_loss,rotation_loss,other_loss
1,2.136079788208008,0.6781190633773804,0.6948062777519226,0.41575121879577637,0.5032522678375244,0.46574461460113525,0.4358309805393219,0.3632265031337738,nan
100,1.2504637241363525,0.00022964467643760145,0.6054155230522156,0.34211084246635437,0.22994257509708405,0.4276956617832184,0.4000804126262665,0.3316487967967987,nan
200,1.246903419494629,5.340336065273732e-05,0.6046797037124634,0.3398304283618927,0.22921216487884521,0.4272446632385254,0.398318350315094,0.32806915044784546,nan
300,1.2234692573547363,3.196315810782835e-05,0.6026129722595215,0.31951791048049927,0.1600719541311264,0.4191274642944336,0.38791683316230774,0.3166637420654297,nan
400,1.2077776193618774,2.547215626691468e-05,0.6011167168617249,0.30607709288597107,0.14788807928562164,0.41551753878593445,0.3265232741832733,0.31551122665405273,nan
500,1.1911100149154663,3.0732349841855466e-05,0.5953879356384277,0.297997385263443,0.13970912992954254,0.41021108627319336,0.308205246925354,0.309952974319458,nan
600,1.1795741319656372,2.7414076612330973e-05,0.5893161296844482,0.2955724895000458,0.13341723382472992,0.4055160880088806,0.30730175971984863,0.30906662344932556,nan
700,1.1647181510925293,4.143618207308464e-05,0.5814558267593384,0.2924930155277252,0.12958265841007233,0.4016166925430298,0.3066723346710205,0.30569544434547424,nan
800,1.1491621732711792,5.091543062007986e-05,0.5726926922798157,0.29007217288017273,0.12805631756782532,0.398202121257782,0.3042462170124054,0.30330944061279297,nan
900,1.1466140747070312,4.641492341761477e-05,0.5714359283447266,0.2894136905670166,0.12731356918811798,0.39905238151550293,0.3012920022010803,0.3029414117336273,nan
1000,1.1197502613067627,5.3494019084610045e-05,0.5549709796905518,0.28724026679992676,0.12595294415950775,0.3955882787704468,0.3005920350551605,0.3004361093044281,nan
1100,1.0983552932739258,6.19135971646756e-05,0.5426397323608398,0.284333735704422,0.12331583350896835,0.3879193663597107,0.2983414828777313,0.29880860447883606,nan
1200,1.0781627893447876,4.743644603877328e-05,0.5312525033950806,0.28123655915260315,0.1181882992386818,0.37925851345062256,0.2962190806865692,0.29791784286499023,nan
1300,1.0768505334854126,3.999783439212479e-05,0.5313700437545776,0.27975550293922424,0.11639490723609924,0.37723061442375183,0.29632654786109924,0.2961936593055725,nan
1400,1.0349969863891602,3.6421199183678254e-05,0.5064102411270142,0.2753451466560364,0.1147618368268013,0.37141329050064087,0.2928374409675598,0.2910194396972656,nan
1500,1.00739324092865,2.667073204065673e-05,0.49004054069519043,0.27230575680732727,0.11395825445652008,0.3677881956100464,0.2924000024795532,0.2865627408027649,nan
1600,0.991461992263794,1.9287568647996522e-05,0.48049840331077576,0.27069512009620667,0.11404712498188019,0.36546075344085693,0.2900983691215515,0.28485482931137085,nan
1700,0.9544698596000671,1.2950944437761791e-05,0.45827311277389526,0.26704728603363037,0.11263806372880936,0.36137375235557556,0.2877923548221588,0.2801598608493805,nan
1800,0.923384428024292,9.702145689516328e-06,0.4390721023082733,0.2647666037082672,0.11179238557815552,0.3585391342639923,0.28710320591926575,0.2770549952983856,nan
1900,0.8936480283737183,6.694809144391911e-06,0.4204981029033661,0.26289424300193787,0.11015363037586212,0.35666918754577637,0.28636109828948975,0.27472713589668274,nan
2000,0.8608800172805786,5.016405339119956e-06,0.3994154632091522,0.26175186038017273,0.10936705023050308,0.35591426491737366,0.2868172824382782,0.27280423045158386,nan
