split,presence_accuracy,type_accuracy_present,continuous_mae_mean,center_mae,axis_mae,rotation_mae,depth_mae,param_mask_iou,param_mask_dice,encoder_type,head_mode,component_matching_mode,lambda_raster_bce,lambda_raster_dice,raster_loss_start_step,raster_softness_cells,raster_target_source,val_selection_metric,val_selection_interval,best_step,best_val_mask_iou,best_val_loss
train,1.0,1.0,0.10812364518642426,9.02757456060499e-05,8.051977783907205e-05,0.6483751535415649,2.5216075300704688e-05,0.7427683131478408,0.8498149275143877,mlp,shared,fixed,0.0,1.0,2000,1.0,masks,val_mask_iou,500,3000,0.40504719067996475,nan
