runner config | sample=18 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=0.000000e+00
sample=18 | outer=1/30 | loss_phi=2.377170e+00 | loss_mu=1.233237e+00 | mu_mse=1.883038e+05 | mu_mae=4.295491e+02 | defect_area_pred=36 | defect_area_label=4 | defect_iou=0.000000e+00
sample=18 | outer=2/30 | loss_phi=2.360433e+00 | loss_mu=9.685795e-01 | mu_mse=1.526382e+05 | mu_mae=3.857856e+02 | defect_area_pred=4 | defect_area_label=4 | defect_iou=0.000000e+00
sample=18 | outer=3/30 | loss_phi=2.357053e+00 | loss_mu=8.105366e-01 | mu_mse=1.048257e+05 | mu_mae=3.083387e+02 | defect_area_pred=17 | defect_area_label=4 | defect_iou=2.352941e-01
sample=18 | outer=4/30 | loss_phi=2.355587e+00 | loss_mu=7.852402e-01 | mu_mse=8.787027e+04 | mu_mae=2.764449e+02 | defect_area_pred=17 | defect_area_label=4 | defect_iou=2.352941e-01
sample=18 | outer=5/30 | loss_phi=2.354200e+00 | loss_mu=8.286487e-01 | mu_mse=7.987816e+04 | mu_mae=2.566894e+02 | defect_area_pred=12 | defect_area_label=4 | defect_iou=2.307692e-01
sample=18 | outer=6/30 | loss_phi=2.352897e+00 | loss_mu=9.202000e-01 | mu_mse=8.219941e+04 | mu_mae=2.550387e+02 | defect_area_pred=12 | defect_area_label=4 | defect_iou=2.307692e-01
sample=18 | outer=7/30 | loss_phi=2.351070e+00 | loss_mu=1.051846e+00 | mu_mse=8.950643e+04 | mu_mae=2.638228e+02 | defect_area_pred=12 | defect_area_label=4 | defect_iou=2.307692e-01
sample=18 | outer=8/30 | loss_phi=2.348566e+00 | loss_mu=1.081901e+00 | mu_mse=3.067981e+05 | mu_mae=4.457179e+02 | defect_area_pred=77 | defect_area_label=4 | defect_iou=3.846154e-02
sample=18 | outer=9/30 | loss_phi=2.322003e+00 | loss_mu=1.091820e+00 | mu_mse=3.548936e+05 | mu_mae=4.578747e+02 | defect_area_pred=80 | defect_area_label=4 | defect_iou=3.703704e-02
sample=18 | outer=10/30 | loss_phi=2.254870e+00 | loss_mu=1.152552e+00 | mu_mse=3.883993e+05 | mu_mae=4.817824e+02 | defect_area_pred=83 | defect_area_label=4 | defect_iou=3.571429e-02
sample=18 | outer=11/30 | loss_phi=2.149319e+00 | loss_mu=1.161614e+00 | mu_mse=4.047600e+05 | mu_mae=4.955816e+02 | defect_area_pred=85 | defect_area_label=4 | defect_iou=3.488372e-02
sample=18 | outer=12/30 | loss_phi=1.998413e+00 | loss_mu=1.120875e+00 | mu_mse=4.051250e+05 | mu_mae=4.847934e+02 | defect_area_pred=84 | defect_area_label=4 | defect_iou=3.529412e-02
sample=18 | outer=13/30 | loss_phi=1.818235e+00 | loss_mu=1.120124e+00 | mu_mse=3.860618e+05 | mu_mae=4.577181e+02 | defect_area_pred=82 | defect_area_label=4 | defect_iou=3.614458e-02
sample=18 | outer=14/30 | loss_phi=1.696380e+00 | loss_mu=1.121116e+00 | mu_mse=3.872590e+05 | mu_mae=4.811333e+02 | defect_area_pred=81 | defect_area_label=4 | defect_iou=2.409638e-02
sample=18 | outer=15/30 | loss_phi=1.681170e+00 | loss_mu=1.115386e+00 | mu_mse=3.990411e+05 | mu_mae=4.787914e+02 | defect_area_pred=85 | defect_area_label=4 | defect_iou=3.488372e-02
sample=18 | outer=16/30 | loss_phi=1.431017e+00 | loss_mu=1.129116e+00 | mu_mse=4.019088e+05 | mu_mae=4.694714e+02 | defect_area_pred=86 | defect_area_label=4 | defect_iou=3.448276e-02
sample=18 | outer=17/30 | loss_phi=1.249309e+00 | loss_mu=1.124906e+00 | mu_mse=4.022222e+05 | mu_mae=4.656105e+02 | defect_area_pred=84 | defect_area_label=4 | defect_iou=3.529412e-02
sample=18 | outer=18/30 | loss_phi=1.168157e+00 | loss_mu=1.106492e+00 | mu_mse=3.978225e+05 | mu_mae=4.589996e+02 | defect_area_pred=84 | defect_area_label=4 | defect_iou=3.529412e-02
sample=18 | outer=19/30 | loss_phi=1.140979e+00 | loss_mu=1.117103e+00 | mu_mse=3.977888e+05 | mu_mae=4.586761e+02 | defect_area_pred=83 | defect_area_label=4 | defect_iou=3.571429e-02
sample=18 | outer=20/30 | loss_phi=1.109926e+00 | loss_mu=1.128129e+00 | mu_mse=3.997306e+05 | mu_mae=4.569557e+02 | defect_area_pred=83 | defect_area_label=4 | defect_iou=3.571429e-02
sample=18 | outer=21/30 | loss_phi=1.076890e+00 | loss_mu=1.120893e+00 | mu_mse=3.995157e+05 | mu_mae=4.513056e+02 | defect_area_pred=83 | defect_area_label=4 | defect_iou=3.571429e-02
sample=18 | outer=22/30 | loss_phi=1.043848e+00 | loss_mu=1.103449e+00 | mu_mse=3.973935e+05 | mu_mae=4.428674e+02 | defect_area_pred=82 | defect_area_label=4 | defect_iou=3.614458e-02
sample=18 | outer=23/30 | loss_phi=1.015368e+00 | loss_mu=1.101037e+00 | mu_mse=3.968266e+05 | mu_mae=4.387017e+02 | defect_area_pred=82 | defect_area_label=4 | defect_iou=3.614458e-02
