run,split,sample_index,hard_case_type,polygon_iou,zero_iou,component_count,all_bins_correct,max_x_bin_abs_error,max_y_bin_abs_error,mean_hard_center_l2_error_grid,mean_soft_center_l2_error_grid,mean_local_vertex_mae_grid,mean_decoded_vertex_mae
soft_decoded_center_consistency,val,5,geometry_or_type_interaction,0.0,1,2,0,1.0,4.0,25.749535458865953,26.032325009085195,1.434110939502716,0.0033222429919987917
soft_decoded_center_consistency,val,6,rare_y_bin_wrong,0.0,1,1,0,0.0,4.0,32.30416941712463,19.027005711279816,0.19603964686393738,0.0033218248281627893
soft_decoded_center_consistency,val,7,x_bin_wrong_like,0.0,1,1,0,0.0,2.0,11.914413482674053,4.820217624122656,8.880416870117188,0.004140108358114958
soft_decoded_center_consistency,val,8,x_bin_wrong_like,0.0,1,1,0,0.0,1.0,6.194803719263775,6.184925957617377,6.781640529632568,0.0029211784712970257
soft_decoded_center_consistency,val,9,x_bin_wrong_like,0.0,1,1,0,1.0,1.0,8.380706770800812,5.748335165866672,5.177273273468018,0.002257297048345208
soft_decoded_center_consistency,test,0,bins_correct_center_or_offset_bad,0.0,1,1,0,1.0,1.0,10.683301342147765,6.747761877689142,3.1018998622894287,0.002242347225546837
soft_decoded_center_consistency,test,1,bins_correct_center_or_offset_bad,0.34210526315789475,0,1,1,0.0,0.0,2.0845853522786375,2.4454602640944065,2.1874780654907227,0.0007891072309575975
soft_decoded_center_consistency,test,2,both_bins_wrong_like,0.0,1,1,0,0.0,1.0,8.095162353086423,8.095168621263518,0.636367678642273,0.001002452801913023
soft_decoded_center_consistency,test,3,both_bins_wrong_like,0.0,1,1,0,0.0,1.0,6.407721623166047,3.1415967842301735,0.9989738464355469,0.001261592609807849
soft_decoded_center_consistency,test,4,geometry_or_type_interaction,0.0,1,2,0,0.0,4.0,24.26733984713946,25.330530321092148,0.268738329410553,0.0029912188183516264
soft_decoded_center_consistency,test,5,geometry_or_type_interaction,0.0,1,2,0,0.0,3.0,13.761732103376442,28.714406987669967,3.848968982696533,0.002645926084369421
soft_decoded_center_consistency,test,6,rare_y_bin_wrong,0.0,1,1,0,0.0,1.0,5.833960840547041,5.715512277140506,4.664369106292725,0.0020826715044677258
soft_decoded_center_consistency,test,7,x_bin_wrong_like,0.0,1,1,0,0.0,2.0,15.878016865404405,15.877909640891737,1.0638008117675781,0.00196297699585557
soft_decoded_center_consistency,test,8,x_bin_wrong_like,0.0,1,1,0,0.0,2.0,14.12215402825781,2.9472484772409624,9.16157341003418,0.004449853207916021
soft_decoded_center_consistency,test,9,x_bin_wrong_like,0.0,1,1,0,0.0,2.0,13.314561535375645,12.556391955334721,7.117202281951904,0.003714404534548521
