runner config | sample=4 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=1.000000e+00
sample=4 | outer=1/30 | loss_phi=2.164982e+00 | loss_mu=1.407280e+00 | mu_mse=1.735895e+05 | mu_mae=4.139668e+02 | defect_area_pred=0 | defect_area_label=8 | defect_iou=0.000000e+00
sample=4 | outer=2/30 | loss_phi=2.148740e+00 | loss_mu=8.943375e-01 | mu_mse=1.266260e+05 | mu_mae=3.486003e+02 | defect_area_pred=14 | defect_area_label=8 | defect_iou=3.750000e-01
sample=4 | outer=3/30 | loss_phi=2.145835e+00 | loss_mu=6.862683e-01 | mu_mse=8.748374e+04 | mu_mae=2.801422e+02 | defect_area_pred=13 | defect_area_label=8 | defect_iou=4.000000e-01
sample=4 | outer=4/30 | loss_phi=2.144804e+00 | loss_mu=6.724175e-01 | mu_mse=7.096705e+04 | mu_mae=2.450168e+02 | defect_area_pred=12 | defect_area_label=8 | defect_iou=4.285714e-01
sample=4 | outer=5/30 | loss_phi=2.143925e+00 | loss_mu=7.146276e-01 | mu_mse=6.786340e+04 | mu_mae=2.381155e+02 | defect_area_pred=12 | defect_area_label=8 | defect_iou=4.285714e-01
sample=4 | outer=6/30 | loss_phi=2.142844e+00 | loss_mu=7.887217e-01 | mu_mse=7.103677e+04 | mu_mae=2.429736e+02 | defect_area_pred=13 | defect_area_label=8 | defect_iou=5.000000e-01
sample=4 | outer=7/30 | loss_phi=2.141438e+00 | loss_mu=9.074924e-01 | mu_mse=7.200855e+04 | mu_mae=2.416967e+02 | defect_area_pred=13 | defect_area_label=8 | defect_iou=5.000000e-01
sample=4 | outer=8/30 | loss_phi=2.139760e+00 | loss_mu=1.097613e+00 | mu_mse=7.650332e+04 | mu_mae=2.478529e+02 | defect_area_pred=13 | defect_area_label=8 | defect_iou=5.000000e-01
sample=4 | outer=9/30 | loss_phi=2.137097e+00 | loss_mu=1.407165e+00 | mu_mse=8.882336e+04 | mu_mae=2.688417e+02 | defect_area_pred=15 | defect_area_label=8 | defect_iou=4.375000e-01
sample=4 | outer=10/30 | loss_phi=2.131791e+00 | loss_mu=1.804757e+00 | mu_mse=1.060569e+05 | mu_mae=2.991548e+02 | defect_area_pred=17 | defect_area_label=8 | defect_iou=3.888889e-01
sample=4 | outer=11/30 | loss_phi=2.126210e+00 | loss_mu=2.070448e+00 | mu_mse=1.226568e+05 | mu_mae=3.246752e+02 | defect_area_pred=18 | defect_area_label=8 | defect_iou=3.684210e-01
sample=4 | outer=12/30 | loss_phi=2.122010e+00 | loss_mu=2.259739e+00 | mu_mse=1.333705e+05 | mu_mae=3.367777e+02 | defect_area_pred=22 | defect_area_label=8 | defect_iou=3.636364e-01
sample=4 | outer=13/30 | loss_phi=2.117806e+00 | loss_mu=2.321225e+00 | mu_mse=1.366326e+05 | mu_mae=3.371671e+02 | defect_area_pred=32 | defect_area_label=8 | defect_iou=2.500000e-01
sample=4 | outer=14/30 | loss_phi=2.113955e+00 | loss_mu=2.309599e+00 | mu_mse=1.349796e+05 | mu_mae=3.308826e+02 | defect_area_pred=36 | defect_area_label=8 | defect_iou=2.222222e-01
sample=4 | outer=15/30 | loss_phi=2.110577e+00 | loss_mu=2.209632e+00 | mu_mse=1.281812e+05 | mu_mae=3.172139e+02 | defect_area_pred=33 | defect_area_label=8 | defect_iou=2.424242e-01
sample=4 | outer=16/30 | loss_phi=2.107752e+00 | loss_mu=2.055443e+00 | mu_mse=1.177348e+05 | mu_mae=2.981270e+02 | defect_area_pred=22 | defect_area_label=8 | defect_iou=3.636364e-01
sample=4 | outer=17/30 | loss_phi=2.105632e+00 | loss_mu=1.861835e+00 | mu_mse=1.047131e+05 | mu_mae=2.750334e+02 | defect_area_pred=17 | defect_area_label=8 | defect_iou=4.705882e-01
sample=4 | outer=18/30 | loss_phi=2.104382e+00 | loss_mu=1.630619e+00 | mu_mse=9.436870e+04 | mu_mae=2.537578e+02 | defect_area_pred=16 | defect_area_label=8 | defect_iou=5.000000e-01
sample=4 | outer=19/30 | loss_phi=2.102912e+00 | loss_mu=1.373504e+00 | mu_mse=8.218525e+04 | mu_mae=2.270897e+02 | defect_area_pred=16 | defect_area_label=8 | defect_iou=5.000000e-01
sample=4 | outer=20/30 | loss_phi=2.102074e+00 | loss_mu=1.176653e+00 | mu_mse=7.255997e+04 | mu_mae=2.047225e+02 | defect_area_pred=14 | defect_area_label=8 | defect_iou=4.666667e-01
sample=4 | outer=21/30 | loss_phi=2.101418e+00 | loss_mu=1.015131e+00 | mu_mse=6.497254e+04 | mu_mae=1.866089e+02 | defect_area_pred=15 | defect_area_label=8 | defect_iou=5.333334e-01
sample=4 | outer=22/30 | loss_phi=2.101251e+00 | loss_mu=9.074370e-01 | mu_mse=5.827434e+04 | mu_mae=1.706475e+02 | defect_area_pred=15 | defect_area_label=8 | defect_iou=5.333334e-01
sample=4 | outer=23/30 | loss_phi=2.101271e+00 | loss_mu=7.627861e-01 | mu_mse=5.212063e+04 | mu_mae=1.570692e+02 | defect_area_pred=15 | defect_area_label=8 | defect_iou=5.333334e-01
sample=4 | outer=24/30 | loss_phi=2.101685e+00 | loss_mu=6.798775e-01 | mu_mse=4.524062e+04 | mu_mae=1.419610e+02 | defect_area_pred=14 | defect_area_label=8 | defect_iou=5.714286e-01
sample=4 | outer=25/30 | loss_phi=2.102748e+00 | loss_mu=5.774569e-01 | mu_mse=3.984721e+04 | mu_mae=1.288089e+02 | defect_area_pred=14 | defect_area_label=8 | defect_iou=5.714286e-01
sample=4 | outer=26/30 | loss_phi=2.103252e+00 | loss_mu=5.057169e-01 | mu_mse=3.315560e+04 | mu_mae=1.105448e+02 | defect_area_pred=13 | defect_area_label=8 | defect_iou=6.153846e-01
sample=4 | outer=27/30 | loss_phi=2.104445e+00 | loss_mu=4.264962e-01 | mu_mse=2.958311e+04 | mu_mae=1.057802e+02 | defect_area_pred=10 | defect_area_label=8 | defect_iou=6.363636e-01
sample=4 | outer=28/30 | loss_phi=2.106239e+00 | loss_mu=3.624432e-01 | mu_mse=2.597213e+04 | mu_mae=9.683478e+01 | defect_area_pred=10 | defect_area_label=8 | defect_iou=6.363636e-01
sample=4 | outer=29/30 | loss_phi=2.106192e+00 | loss_mu=3.036260e-01 | mu_mse=2.486887e+04 | mu_mae=9.757896e+01 | defect_area_pred=9 | defect_area_label=8 | defect_iou=7.000000e-01
sample=4 | outer=30/30 | loss_phi=2.106195e+00 | loss_mu=2.712491e-01 | mu_mse=2.298703e+04 | mu_mae=9.241503e+01 | defect_area_pred=10 | defect_area_label=8 | defect_iou=8.000000e-01
