runner config | sample=15 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=3.000000e+00
sample=15 | outer=1/30 | loss_phi=2.263155e+00 | loss_mu=1.684737e+00 | mu_mse=1.705686e+05 | mu_mae=4.105186e+02 | defect_area_pred=0 | defect_area_label=18 | defect_iou=0.000000e+00
sample=15 | outer=2/30 | loss_phi=2.246123e+00 | loss_mu=1.197416e+00 | mu_mse=1.607094e+05 | mu_mae=3.981502e+02 | defect_area_pred=0 | defect_area_label=18 | defect_iou=0.000000e+00
sample=15 | outer=3/30 | loss_phi=2.242665e+00 | loss_mu=1.071584e+00 | mu_mse=1.478773e+05 | mu_mae=3.805323e+02 | defect_area_pred=0 | defect_area_label=18 | defect_iou=0.000000e+00
sample=15 | outer=4/30 | loss_phi=2.241106e+00 | loss_mu=1.041231e+00 | mu_mse=1.379129e+05 | mu_mae=3.664962e+02 | defect_area_pred=0 | defect_area_label=18 | defect_iou=0.000000e+00
sample=15 | outer=5/30 | loss_phi=2.239882e+00 | loss_mu=1.044111e+00 | mu_mse=1.332065e+05 | mu_mae=3.602114e+02 | defect_area_pred=6 | defect_area_label=18 | defect_iou=1.428571e-01
sample=15 | outer=6/30 | loss_phi=2.238589e+00 | loss_mu=1.084215e+00 | mu_mse=1.312899e+05 | mu_mae=3.579415e+02 | defect_area_pred=16 | defect_area_label=18 | defect_iou=4.166667e-01
sample=15 | outer=7/30 | loss_phi=2.236993e+00 | loss_mu=1.185474e+00 | mu_mse=1.284790e+05 | mu_mae=3.535268e+02 | defect_area_pred=17 | defect_area_label=18 | defect_iou=4.583333e-01
sample=15 | outer=8/30 | loss_phi=2.234865e+00 | loss_mu=1.379342e+00 | mu_mse=1.254107e+05 | mu_mae=3.483432e+02 | defect_area_pred=21 | defect_area_label=18 | defect_iou=5.000000e-01
sample=15 | outer=9/30 | loss_phi=2.231575e+00 | loss_mu=1.714427e+00 | mu_mse=1.261605e+05 | mu_mae=3.489197e+02 | defect_area_pred=20 | defect_area_label=18 | defect_iou=5.200000e-01
sample=15 | outer=10/30 | loss_phi=2.225592e+00 | loss_mu=2.042448e+00 | mu_mse=1.311814e+05 | mu_mae=3.553774e+02 | defect_area_pred=22 | defect_area_label=18 | defect_iou=5.384616e-01
sample=15 | outer=11/30 | loss_phi=2.220791e+00 | loss_mu=2.298765e+00 | mu_mse=1.321513e+05 | mu_mae=3.560370e+02 | defect_area_pred=24 | defect_area_label=18 | defect_iou=5.555556e-01
sample=15 | outer=12/30 | loss_phi=2.217192e+00 | loss_mu=2.345865e+00 | mu_mse=1.308729e+05 | mu_mae=3.537069e+02 | defect_area_pred=24 | defect_area_label=18 | defect_iou=5.555556e-01
sample=15 | outer=13/30 | loss_phi=2.214015e+00 | loss_mu=2.260350e+00 | mu_mse=1.277781e+05 | mu_mae=3.485504e+02 | defect_area_pred=24 | defect_area_label=18 | defect_iou=5.555556e-01
sample=15 | outer=14/30 | loss_phi=2.211109e+00 | loss_mu=2.074481e+00 | mu_mse=1.222210e+05 | mu_mae=3.395871e+02 | defect_area_pred=23 | defect_area_label=18 | defect_iou=5.769231e-01
sample=15 | outer=15/30 | loss_phi=2.208507e+00 | loss_mu=1.817187e+00 | mu_mse=1.150729e+05 | mu_mae=3.278517e+02 | defect_area_pred=21 | defect_area_label=18 | defect_iou=6.250000e-01
sample=15 | outer=16/30 | loss_phi=2.206101e+00 | loss_mu=1.532409e+00 | mu_mse=1.060865e+05 | mu_mae=3.127394e+02 | defect_area_pred=19 | defect_area_label=18 | defect_iou=6.818182e-01
sample=15 | outer=17/30 | loss_phi=2.203785e+00 | loss_mu=1.232113e+00 | mu_mse=9.463808e+04 | mu_mae=2.924020e+02 | defect_area_pred=19 | defect_area_label=18 | defect_iou=6.818182e-01
sample=15 | outer=18/30 | loss_phi=2.201232e+00 | loss_mu=9.498303e-01 | mu_mse=8.237904e+04 | mu_mae=2.683108e+02 | defect_area_pred=17 | defect_area_label=18 | defect_iou=7.500000e-01
sample=15 | outer=19/30 | loss_phi=2.198761e+00 | loss_mu=7.613791e-01 | mu_mse=7.352584e+04 | mu_mae=2.491886e+02 | defect_area_pred=17 | defect_area_label=18 | defect_iou=7.500000e-01
sample=15 | outer=20/30 | loss_phi=2.195904e+00 | loss_mu=5.316541e-01 | mu_mse=6.104797e+04 | mu_mae=2.214742e+02 | defect_area_pred=17 | defect_area_label=18 | defect_iou=7.500000e-01
sample=15 | outer=21/30 | loss_phi=2.193048e+00 | loss_mu=4.180475e-01 | mu_mse=5.055021e+04 | mu_mae=1.972428e+02 | defect_area_pred=17 | defect_area_label=18 | defect_iou=7.500000e-01
sample=15 | outer=22/30 | loss_phi=2.189521e+00 | loss_mu=3.297819e-01 | mu_mse=4.257436e+04 | mu_mae=1.793348e+02 | defect_area_pred=17 | defect_area_label=18 | defect_iou=7.500000e-01
sample=15 | outer=23/30 | loss_phi=2.184364e+00 | loss_mu=3.129508e-01 | mu_mse=4.318348e+04 | mu_mae=1.820125e+02 | defect_area_pred=17 | defect_area_label=18 | defect_iou=7.500000e-01
sample=15 | outer=24/30 | loss_phi=2.176885e+00 | loss_mu=2.959277e-01 | mu_mse=4.286748e+04 | mu_mae=1.807437e+02 | defect_area_pred=17 | defect_area_label=18 | defect_iou=7.500000e-01
sample=15 | outer=25/30 | loss_phi=2.171066e+00 | loss_mu=2.930698e-01 | mu_mse=4.138499e+04 | mu_mae=1.761853e+02 | defect_area_pred=17 | defect_area_label=18 | defect_iou=7.500000e-01
sample=15 | outer=26/30 | loss_phi=2.166934e+00 | loss_mu=2.807599e-01 | mu_mse=4.016276e+04 | mu_mae=1.723431e+02 | defect_area_pred=16 | defect_area_label=18 | defect_iou=7.000000e-01
sample=15 | outer=27/30 | loss_phi=2.164503e+00 | loss_mu=2.639940e-01 | mu_mse=3.892559e+04 | mu_mae=1.684599e+02 | defect_area_pred=17 | defect_area_label=18 | defect_iou=7.500000e-01
sample=15 | outer=28/30 | loss_phi=2.162287e+00 | loss_mu=2.554451e-01 | mu_mse=3.799146e+04 | mu_mae=1.651903e+02 | defect_area_pred=17 | defect_area_label=18 | defect_iou=7.500000e-01
sample=15 | outer=29/30 | loss_phi=2.160728e+00 | loss_mu=2.436579e-01 | mu_mse=3.677548e+04 | mu_mae=1.612536e+02 | defect_area_pred=17 | defect_area_label=18 | defect_iou=8.421053e-01
sample=15 | outer=30/30 | loss_phi=2.159568e+00 | loss_mu=2.336602e-01 | mu_mse=3.556298e+04 | mu_mae=1.572773e+02 | defect_area_pred=17 | defect_area_label=18 | defect_iou=8.421053e-01
