runner config | sample=3 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=3.000000e+00
sample=3 | outer=1/30 | loss_phi=2.220184e+00 | loss_mu=1.902067e+00 | mu_mse=1.492681e+05 | mu_mae=3.808687e+02 | defect_area_pred=0 | defect_area_label=23 | defect_iou=0.000000e+00
sample=3 | outer=2/30 | loss_phi=2.202950e+00 | loss_mu=1.120551e+00 | mu_mse=1.259785e+05 | mu_mae=3.498735e+02 | defect_area_pred=19 | defect_area_label=23 | defect_iou=2.352941e-01
sample=3 | outer=3/30 | loss_phi=2.199778e+00 | loss_mu=9.002569e-01 | mu_mse=8.784792e+04 | mu_mae=2.855342e+02 | defect_area_pred=28 | defect_area_label=23 | defect_iou=4.571429e-01
sample=3 | outer=4/30 | loss_phi=2.198827e+00 | loss_mu=9.100214e-01 | mu_mse=7.142359e+04 | mu_mae=2.534300e+02 | defect_area_pred=31 | defect_area_label=23 | defect_iou=4.210526e-01
sample=3 | outer=5/30 | loss_phi=2.197899e+00 | loss_mu=9.911579e-01 | mu_mse=7.008805e+04 | mu_mae=2.514370e+02 | defect_area_pred=31 | defect_area_label=23 | defect_iou=4.210526e-01
sample=3 | outer=6/30 | loss_phi=2.196673e+00 | loss_mu=1.103847e+00 | mu_mse=7.414401e+04 | mu_mae=2.589688e+02 | defect_area_pred=31 | defect_area_label=23 | defect_iou=4.210526e-01
sample=3 | outer=7/30 | loss_phi=2.195147e+00 | loss_mu=1.277826e+00 | mu_mse=7.600954e+04 | mu_mae=2.608509e+02 | defect_area_pred=31 | defect_area_label=23 | defect_iou=4.210526e-01
sample=3 | outer=8/30 | loss_phi=2.193325e+00 | loss_mu=1.530490e+00 | mu_mse=8.163026e+04 | mu_mae=2.694944e+02 | defect_area_pred=31 | defect_area_label=23 | defect_iou=4.210526e-01
sample=3 | outer=9/30 | loss_phi=2.190337e+00 | loss_mu=1.917666e+00 | mu_mse=9.049126e+04 | mu_mae=2.844017e+02 | defect_area_pred=33 | defect_area_label=23 | defect_iou=4.000000e-01
sample=3 | outer=10/30 | loss_phi=2.184670e+00 | loss_mu=2.287185e+00 | mu_mse=9.922570e+04 | mu_mae=2.991159e+02 | defect_area_pred=38 | defect_area_label=23 | defect_iou=3.863636e-01
